network,x,y,hop_radius,n_asserted,k_g0,single_retractions_breaking_validity,single_retractions_inconsistent,claim_radius_is_one,phi_1
barley,srtsize,ksort,1,7,9,1,0,1,0.14285714285714285
barley,srtsize,protein,1,7,9,1,0,1,0.14285714285714285
barley,srtsize,s2225,1,7,9,1,0,1,0.14285714285714285
barley,srtsize,s2528,1,7,9,1,0,1,0.14285714285714285
barley,srtsize,slt22,1,7,9,1,0,1,0.14285714285714285
barley,srtsize,spndx,1,7,9,1,0,1,0.14285714285714285
hailfinder,ScenRel3_4,N34StarFcst,2,1,17,1,0,1,1.0
hailfinder,ScenRel3_4,R5Fcst,2,1,17,1,0,1,1.0
hailfinder,ScenRelAMCIN,N34StarFcst,2,1,17,1,0,1,1.0
hailfinder,ScenRelAMCIN,PlainsFcst,2,1,17,1,0,1,1.0
hailfinder,ScenRelAMCIN,R5Fcst,2,1,17,1,0,1,1.0
hailfinder,ScenRelAMIns,N34StarFcst,2,1,17,1,0,1,1.0
hailfinder,ScenRelAMIns,PlainsFcst,2,1,17,1,0,1,1.0
hailfinder,ScenRelAMIns,R5Fcst,2,1,17,1,0,1,1.0
hailfinder,ScnRelPlFcst,N34StarFcst,2,1,17,1,0,1,1.0
hailfinder,ScnRelPlFcst,PlainsFcst,2,1,17,1,0,1,1.0
hailfinder,ScnRelPlFcst,R5Fcst,2,1,17,1,0,1,1.0
magic-irri,G3209,G3222,1,10,12,1,0,1,0.1
magic-irri,G3209,GW,1,10,12,1,0,1,0.1
magic-irri,G3212,CHALK,2,10,12,1,0,1,0.1
magic-irri,G3212,HT,2,10,12,1,0,1,0.1
magic-irri,G3212,YLD,2,10,12,1,0,1,0.1
magic-irri,G3222,CHALK,1,10,12,1,0,1,0.1
magic-irri,G3222,GTEMP,1,10,12,1,0,1,0.1
magic-irri,G3222,YLD,1,10,12,1,0,1,0.1
magic-irri,G4145,CHALK,1,10,12,2,0,1,0.2
magic-irri,G4145,HT,1,10,12,1,0,1,0.1
magic-irri,G4145,YLD,1,10,12,1,0,1,0.1
hepar2,RHepatitis,alt,1,9,9,1,0,1,0.1111111111111111
hepar2,RHepatitis,fatigue,1,9,9,1,0,1,0.1111111111111111
hepar2,RHepatitis,ggtp,1,9,9,1,0,1,0.1111111111111111
hepar2,RHepatitis,hepatalgia,1,9,9,1,0,1,0.1111111111111111
hepar2,RHepatitis,phosphatase,1,9,9,1,0,1,0.1111111111111111
hepar2,choledocholithotomy,jaundice,1,9,9,1,0,1,0.1111111111111111
hepar2,choledocholithotomy,pressure_ruq,1,9,9,1,0,1,0.1111111111111111
hepar2,hbsag,hbsag_anti,1,9,9,1,0,1,0.1111111111111111
win95pts,AppDtGnTm,DeskPrntSpd,1,9,12,1,0,1,0.1111111111111111
win95pts,AppDtGnTm,NtSpd,1,9,12,1,0,1,0.1111111111111111
win95pts,AvlblVrtlMmry,Problem3,1,9,12,1,0,1,0.1111111111111111
arth150,629,331,1,29,45,1,0,1,0.034482758620689655
arth150,629,677,1,29,45,1,0,1,0.034482758620689655
arth150,629,714,1,29,45,1,0,1,0.034482758620689655
arth150,726,289,1,29,45,1,0,1,0.034482758620689655
arth150,726,677,1,29,45,1,0,1,0.034482758620689655
arth150,726,714,1,29,45,1,0,1,0.034482758620689655
munin1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MEDD2_ALLCV_WD,1,6,8,1,0,1,0.16666666666666666
munin1,R_LNLBE_MEDD2_RD_EW,R_MEDD2_CV_EW,1,6,8,1,0,1,0.16666666666666666
munin1,R_MED_RD_EW,R_MED_CV_EW,1,6,8,1,0,1,0.16666666666666666
diabetes,cho_bal_0,glu_prod_14,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_0,ins_dep_10,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_0,ins_indep_8,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_1,glu_prod_10,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_1,ins_indep_4,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_10,ins_indep_21,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_11,ins_indep_18,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_12,endo_bal_21,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_12,ins_indep_14,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_13,bg_23,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_13,endo_bal_18,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_13,tot_bal_23,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_15,tot_bal_16,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_16,ins_dep_util_21,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_19,basal_bal_23,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_19,renal_cl_23,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_2,ins_dep_8,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_2,ins_indep_util_4,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_3,glu_prod_14,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_3,ins_dep_10,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_3,ins_indep_8,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_4,glu_prod_10,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_5,endo_bal_8,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_5,ins_indep_21,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_6,bg_9,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_6,ins_indep_18,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_7,endo_bal_21,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_7,ins_indep_14,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_8,bg_23,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_8,endo_bal_18,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_8,ins_indep_10,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_8,tot_bal_23,1,26,26,1,0,1,0.038461538461538464
diabetes,cho_bal_9,endo_bal_14,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_0,bg_23,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_0,endo_bal_17,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_0,ins_indep_10,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_0,tot_bal_23,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_1,endo_bal_13,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_1,ins_dep_util_8,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_1,tot_bal_2,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_10,bg_16,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_10,tot_bal_16,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_11,ins_dep_util_21,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_11,tot_bal_12,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_12,gut_abs_21,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_12,ins_dep_util_18,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_13,cho_bal_21,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_13,gut_abs_18,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_14,basal_bal_23,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_14,cho_bal_18,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_14,renal_cl_23,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_16,ins_indep_util_21,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_17,ins_dep_21,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_18,glu_prod_20,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_19,cho_22,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_2,cho_19,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_2,glu_prod_13,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_2,ins_dep_10,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_2,ins_indep_8,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_3,bg_23,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_3,endo_bal_17,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_3,ins_indep_10,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_3,tot_bal_23,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_4,endo_bal_13,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_4,ins_dep_util_8,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_5,bg_16,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_5,gut_abs_8,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_5,tot_bal_16,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_6,bg_12,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_6,cho_bal_8,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_6,ins_dep_util_21,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_6,tot_bal_12,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_7,gut_abs_20,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_7,ins_dep_util_18,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_8,cho_bal_21,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_8,gut_abs_17,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_8,ins_dep_util_14,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_9,basal_bal_23,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_9,cho_bal_18,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_9,gut_abs_13,1,26,26,1,0,1,0.038461538461538464
diabetes,gut_abs_9,renal_cl_23,1,26,26,1,0,1,0.038461538461538464
diabetes,ins_indep_util_0,bg_2,1,26,26,1,0,1,0.038461538461538464
diabetes,ins_indep_util_0,endo_bal_13,1,26,26,1,0,1,0.038461538461538464
diabetes,ins_indep_util_0,ins_dep_util_7,1,26,26,1,0,1,0.038461538461538464
diabetes,ins_indep_util_0,tot_bal_2,1,26,26,1,0,1,0.038461538461538464
diabetes,renal_cl_0,basal_bal_2,1,26,26,1,0,1,0.038461538461538464
diabetes,renal_cl_0,ins_dep_7,1,26,26,1,0,1,0.038461538461538464
diabetes,renal_cl_0,ins_indep_util_3,1,26,26,1,0,1,0.038461538461538464
diabetes,renal_cl_0,renal_cl_2,1,26,26,1,0,1,0.038461538461538464
