20 {'n_scm': 14, 'n_U0': 52, 'n_full_enum': 13, 'n_query_pos': 109, 'n_trial': 4338, 'n_stamped': 3047, 'n_pos': 3019, 'n_Dcheck': 5509, 'n_rejected': 1291, 'n_moved': 438, 'O_lost': 114, 'n_abort': 28, 'n_abort_unamen': 28} 0.7
1200 {'n_scm': 981, 'n_U0': 4037, 'n_full_enum': 946, 'n_query_pos': 6496, 'n_trial': 207492, 'n_stamped': 161694, 'n_pos': 157255, 'n_Dcheck': 467848, 'n_rejected': 45798, 'n_moved': 24826, 'O_lost': 7402, 'n_abort': 4439, 'n_abort_unamen': 4439, 'cn_shrink': 486, 'forb_shrink': 8} 64.0
1220 {'n_scm': 995, 'n_U0': 4089, 'n_full_enum': 959, 'n_query_pos': 6607, 'n_trial': 211208, 'n_stamped': 164643, 'n_pos': 160146, 'n_Dcheck': 474975, 'n_rejected': 46565, 'n_moved': 25332, 'O_lost': 7570, 'n_abort': 4497, 'n_abort_unamen': 4497, 'cn_shrink': 488, 'forb_shrink': 8} 68.2
1240 {'n_scm': 1011, 'n_U0': 4165, 'n_full_enum': 973, 'n_query_pos': 6762, 'n_trial': 215086, 'n_stamped': 167283, 'n_pos': 162748, 'n_Dcheck': 480159, 'n_rejected': 47803, 'n_moved': 25702, 'O_lost': 7659, 'n_abort': 4535, 'n_abort_unamen': 4535, 'cn_shrink': 494, 'forb_shrink': 8} 71.7
1280 {'n_scm': 1044, 'n_U0': 4306, 'n_full_enum': 1005, 'n_query_pos': 6991, 'n_trial': 221422, 'n_stamped': 171931, 'n_pos': 167259, 'n_Dcheck': 495415, 'n_rejected': 49491, 'n_moved': 26399, 'O_lost': 7838, 'n_abort': 4672, 'n_abort_unamen': 4672, 'cn_shrink': 533, 'forb_shrink': 8} 79.4
1300 {'n_scm': 1061, 'n_U0': 4401, 'n_full_enum': 1021, 'n_query_pos': 7075, 'n_trial': 224074, 'n_stamped': 174019, 'n_pos': 169255, 'n_Dcheck': 507709, 'n_rejected': 50055, 'n_moved': 26721, 'O_lost': 7966, 'n_abort': 4764, 'n_abort_unamen': 4764, 'cn_shrink': 553, 'forb_shrink': 8} 83.8
1320 {'n_scm': 1077, 'n_U0': 4485, 'n_full_enum': 1035, 'n_query_pos': 7165, 'n_trial': 227488, 'n_stamped': 176617, 'n_pos': 171817, 'n_Dcheck': 512112, 'n_rejected': 50871, 'n_moved': 27075, 'O_lost': 8045, 'n_abort': 4800, 'n_abort_unamen': 4800, 'cn_shrink': 561, 'forb_shrink': 8} 87.2
1340 {'n_scm': 1094, 'n_U0': 4583, 'n_full_enum': 1051, 'n_query_pos': 7248, 'n_trial': 229724, 'n_stamped': 178231, 'n_pos': 173314, 'n_Dcheck': 519656, 'n_rejected': 51493, 'n_moved': 27264, 'O_lost': 8104, 'n_abort': 4917, 'n_abort_unamen': 4917, 'cn_shrink': 561, 'forb_shrink': 8} 91.7
1360 {'n_scm': 1112, 'n_U0': 4660, 'n_full_enum': 1068, 'n_query_pos': 7356, 'n_trial': 232682, 'n_stamped': 180695, 'n_pos': 175677, 'n_Dcheck': 529319, 'n_rejected': 51987, 'n_moved': 27618, 'O_lost': 8200, 'n_abort': 5018, 'n_abort_unamen': 5018, 'cn_shrink': 593, 'forb_shrink': 8} 95.2
1380 {'n_scm': 1129, 'n_U0': 4709, 'n_full_enum': 1085, 'n_query_pos': 7486, 'n_trial': 237676, 'n_stamped': 184665, 'n_pos': 179544, 'n_Dcheck': 537648, 'n_rejected': 53011, 'n_moved': 28125, 'O_lost': 8354, 'n_abort': 5121, 'n_abort_unamen': 5121, 'cn_shrink': 593, 'forb_shrink': 8} 99.7
1400 {'n_scm': 1144, 'n_U0': 4779, 'n_full_enum': 1100, 'n_query_pos': 7599, 'n_trial': 240646, 'n_stamped': 186841, 'n_pos': 181633, 'n_Dcheck': 546688, 'n_rejected': 53805, 'n_moved': 28435, 'O_lost': 8425, 'n_abort': 5208, 'n_abort_unamen': 5208, 'cn_shrink': 593, 'forb_shrink': 8} 104.2
