instance_id,generator,seed,true_dag,cpdag,corruption,corruption_rate,k_assumed_consistent,g0,treatment,outcome,space_size,n_covers,max_shell,r_val,r_opt,method,notes,z,k_true,k_assumed,desc_n_nodes,desc_n_edges,desc_n_compelled,desc_n_undirected,desc_n_components,desc_largest_component_nodes,desc_largest_component_edges,desc_knowledge_component_nodes,desc_knowledge_component_edges,desc_knowledge_component_density,desc_treatment_in_component,r_eps_0.02,r_eps_0.05,r_eps_0.1,r_eps_0.2,params_json,time_graph,time_gate,time_knowledge,time_g0_and_z,time_space,time_radius_val_opt,time_radius_eps
inst_000038,erdos_renyi,20260957,V0->V3 V1->V3 V2->V3 V5->V0 V5->V1 V5->V3,V0->V3 V1->V3 V2->V3 V5->V3 V0-V5 V1-V5,omit,0.4,True,V0->V3 V1->V3 V2->V3 V5->V0 V5->V3 V1-V5,V0,V3,6,6,3,1,1,bfs_exact,,V1|V2|V5,V5->V0|V5->V1,V5->V0,6,6,4,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",5.6208000000002034e-05,0.0003057089999999943,2.283299999999988e-05,4.9959000000002196e-05,0.0006291660000000074,4.4709000000003885e-05,0.004823667000000004
inst_000094,erdos_renyi,20261013,V2->V0 V3->V1 V3->V5 V5->V0 V5->V1 V5->V2,V0-V2 V0-V5 V1-V3 V1-V5 V2-V5 V3-V5,flip,0.2,True,V2->V0 V3->V1 V5->V0 V5->V1 V5->V2 V5->V3,V2,V0,154,412,8,1,1,bfs_exact,,V5,V2->V0|V3->V1|V3->V5|V5->V0|V5->V2,V2->V0|V3->V1|V5->V0|V5->V2|V5->V3,6,6,0,6,1,5,6,5,6,0.6,True,1,1,1,1,"{""edge_prob"": 0.2}",4.945800000000222e-05,0.0005635420000000002,1.4708000000002164e-05,9.74580000000086e-05,0.07689374999999998,0.00019104199999997462,0.041213082999999984
inst_000127,erdos_renyi,20261046,V0->V5 V1->V5 V2->V5 V3->V1 V3->V5 V4->V3 V4->V5,V0->V5 V1->V5 V2->V5 V3->V5 V4->V5 V1-V3 V3-V4,flip,0.4,True,V0->V5 V1->V5 V2->V5 V3->V1 V3->V4 V3->V5 V4->V5,V1,V5,6,6,2,1,1,bfs_exact,,V0|V2|V3|V4,V3->V1|V4->V3,V3->V1|V3->V4,6,7,5,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",5.158299999999394e-05,0.0003273750000000186,2.187500000000453e-05,3.9874999999994776e-05,0.0007052089999999844,7.266699999999848e-05,0.007568874999999975
inst_000161,erdos_renyi,20261080,V0->V2 V1->V2 V5->V0 V5->V1,V0->V2 V1->V2 V0-V5 V1-V5,flip,0.6,True,V0->V2 V0->V5 V1->V2 V5->V1,V1,V2,6,6,4,2,2,bfs_exact,,V0,V5->V0|V5->V1,V0->V5|V5->V1,6,4,2,2,1,3,2,3,2,0.6666666666666666,True,2,2,2,2,"{""edge_prob"": 0.2}",3.924999999999068e-05,0.0007356249999999898,2.349999999998187e-05,3.675000000000206e-05,0.0004924590000000006,5.254200000001652e-05,0.0042923329999999815
inst_000216,erdos_renyi,20261135,V0->V5 V1->V4 V1->V5 V2->V3 V4->V0,V0->V5 V1->V5 V0-V4 V1-V4 V2-V3,compound,0.4,True,V0->V5 V1->V4 V1->V5 V4->V0 V2-V3,V0,V5,18,30,5,2,2,bfs_exact,,V1,V1->V4|V4->V0,V1->V4,6,5,2,3,2,3,2,3,2,0.6666666666666666,True,2,2,2,3,"{""edge_prob"": 0.2}",4.504199999999514e-05,0.00031608399999999426,2.1374999999990152e-05,4.929200000000633e-05,0.002146207999999983,9.9208999999989e-05,0.018357999999999985
inst_000252,erdos_renyi,20261171,V1->V5 V2->V0 V2->V1 V3->V2 V3->V4 V4->V5,V1->V5 V4->V5 V0-V2 V1-V2 V2-V3 V3-V4,compound,0.6,True,V1->V5 V2->V0 V2->V1 V3->V2 V4->V3 V4->V5,V4,V5,17,26,6,1,1,bfs_exact,,,V2->V0|V2->V1|V3->V4,V4->V3,6,6,2,4,1,5,4,5,4,0.4,True,1,1,1,1,"{""edge_prob"": 0.2}",4.812499999998221e-05,0.001973584000000028,1.8874999999973774e-05,6.629200000002333e-05,0.004203082999999996,8.249999999998536e-05,0.012834667000000022
inst_000323,erdos_renyi,20261242,V1->V2 V1->V3 V4->V3 V4->V5 V5->V1,V1->V3 V4->V3 V1-V2 V1-V5 V4-V5,tiered,0.4,True,V1->V2 V1->V3 V4->V3 V4->V5 V5->V1,V1,V3,10,12,6,2,2,bfs_exact,,V4,V4->V5|V5->V1,V4->V5,6,5,2,3,1,4,3,4,3,0.5,True,2,2,2,3,"{""edge_prob"": 0.2}",5.020900000002326e-05,0.0002733329999999867,3.0124999999991964e-05,4.4332999999951994e-05,0.0015143330000000343,5.6333999999991224e-05,0.008889416999999955
inst_000344,erdos_renyi,20261263,V1->V5 V3->V5 V4->V1 V4->V3 V4->V5,V1->V5 V3->V5 V4->V5 V1-V4 V3-V4,tiered,0.6,True,V1->V5 V3->V5 V4->V1 V4->V3 V4->V5,V3,V5,6,6,2,1,1,bfs_exact,,V1|V4,V4->V1|V4->V3,V4->V1|V4->V3,6,5,3,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",6.050000000001887e-05,0.0005906249999999558,3.4332999999997504e-05,4.062499999996083e-05,0.0005428749999999982,4.2750000000035815e-05,0.004939082999999955
inst_000361,erdos_renyi,20261280,V0->V2 V1->V5 V4->V2 V6->V0 V6->V4,V0->V2 V4->V2 V0-V6 V1-V5 V4-V6,omit,0.2,True,V0->V2 V1->V5 V4->V2 V6->V0 V4-V6,V0,V2,18,30,5,1,1,bfs_exact,,V4,V1->V5|V6->V0,V1->V5|V6->V0,7,5,2,3,2,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",4.8541999999984764e-05,0.0013991660000000072,1.9333999999981977e-05,5.270800000001241e-05,0.0022668750000000015,4.962499999999759e-05,0.009086499999999997
inst_000370,erdos_renyi,20261289,V1->V4 V2->V4 V4->V3 V5->V3 V5->V6 V6->V1 V6->V2,V1->V4 V2->V4 V4->V3 V5->V3 V1-V6 V2-V6 V5-V6,omit,0.2,True,V1->V4 V2->V4 V4->V3 V5->V3 V5->V6 V6->V1 V6->V2,V6,V3,11,15,4,1,1,bfs_exact,,V5,V5->V6|V6->V2,V5->V6|V6->V2,7,7,4,3,1,4,3,4,3,0.5,True,1,1,1,1,"{""edge_prob"": 0.2}",6.737499999998064e-05,0.0002827090000000476,1.2999999999985246e-05,6.537499999997864e-05,0.001810666999999988,7.187499999999902e-05,0.00992004099999999
inst_000404,erdos_renyi,20261323,V0->V3 V2->V3 V4->V0 V5->V0 V6->V3 V6->V5,V0->V3 V2->V3 V4->V0 V5->V0 V6->V3 V5-V6,omit,0.4,True,V0->V3 V2->V3 V4->V0 V5->V0 V6->V3 V6->V5,V5,V3,3,2,2,1,1,bfs_exact,,V2|V4|V6,V6->V5,V6->V5,7,6,5,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",5.345900000003345e-05,0.0002505829999999709,1.1958000000034108e-05,2.6791999999997707e-05,0.00021741699999999753,3.145800000003973e-05,0.0028144999999999976
inst_000471,erdos_renyi,20261390,V2->V0 V3->V2 V3->V5 V4->V0 V5->V4,V2->V0 V4->V0 V2-V3 V3-V5 V4-V5,flip,0.2,True,V2->V0 V3->V2 V4->V0 V5->V4 V3-V5,V4,V0,10,12,3,1,1,bfs_exact,,V2,V3->V2|V5->V4,V3->V2|V5->V4,7,5,2,3,1,4,3,4,3,0.5,True,1,1,1,1,"{""edge_prob"": 0.2}",4.908300000000532e-05,0.0016283750000000152,1.5333000000006258e-05,5.500000000002725e-05,0.0016180000000000083,8.525000000003669e-05,0.009690958000000027
inst_000554,erdos_renyi,20261473,V1->V3 V2->V0 V2->V3 V2->V4 V2->V5 V3->V4 V5->V0 V5->V4,V1->V3 V2->V3 V2->V4 V3->V4 V5->V4 V0-V2 V0-V5 V2-V5,compound,0.2,True,V1->V3 V2->V0 V2->V3 V2->V4 V2->V5 V3->V4 V5->V0 V5->V4,V5,V0,19,30,6,1,1,bfs_exact,,V2,V2->V5|V5->V0,V2->V5|V5->V0,7,8,5,3,1,3,3,3,3,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",7.766699999994797e-05,0.0006120840000000127,1.9583000000045203e-05,5.283299999997437e-05,0.0027567499999999745,6.133299999999675e-05,0.012462458999999981
inst_000671,erdos_renyi,20261590,V2->V1 V5->V4 V6->V4 V6->V5,V1-V2 V4-V5 V4-V6 V5-V6,tiered,0.4,True,V5->V4 V5->V6 V1-V2 V4-V6,V5,V4,57,128,6,1,1,bfs_exact,,,V2->V1|V5->V4|V6->V4,V5->V4|V5->V6,7,4,0,4,2,3,3,3,3,1.0,True,1,1,1,2,"{""edge_prob"": 0.2}",4.829200000000533e-05,0.0011071669999999645,4.383299999999313e-05,8.129100000003886e-05,0.009753500000000026,9.691600000000244e-05,0.027036833000000038
inst_000680,erdos_renyi,20261599,V3->V5 V4->V1 V5->V1 V6->V3 V6->V4,V4->V1 V5->V1 V3-V5 V3-V6 V4-V6,tiered,0.4,True,V3->V5 V4->V1 V5->V1 V6->V3 V6->V4,V3,V1,10,12,4,1,1,bfs_exact,,V4,V3->V5|V6->V4,V6->V3|V6->V4,7,5,2,3,1,4,3,4,3,0.5,True,1,1,1,1,"{""edge_prob"": 0.2}",5.445799999997947e-05,0.00034583400000004483,3.4250000000013436e-05,5.154199999996001e-05,0.0016056249999999994,7.733299999995724e-05,0.010085917
inst_000738,erdos_renyi,20261657,V1->V3 V1->V4 V2->V3 V3->V7 V6->V1 V6->V3 V6->V4 V6->V5,V1->V3 V2->V3 V3->V7 V6->V3 V1-V4 V1-V6 V4-V6 V5-V6,omit,0.2,True,V1->V3 V1->V4 V2->V3 V3->V7 V6->V1 V6->V3 V6->V4 V5-V6,V1,V3,32,59,7,1,1,bfs_exact,,V2|V6,V1->V4|V6->V1|V6->V4,V1->V4|V6->V1,8,8,4,4,1,4,4,4,4,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",9.837499999998389e-05,0.0012521249999999928,1.84169999999928e-05,9.225000000001593e-05,0.007530291000000022,7.6332999999984e-05,0.02113304199999999
inst_000818,erdos_renyi,20261737,V0->V1 V0->V4 V0->V6 V4->V3 V4->V6 V4->V7 V7->V2 V7->V3 V7->V6,V0->V6 V4->V6 V7->V6 V0-V1 V0-V4 V2-V7 V3-V4 V3-V7 V4-V7,flip,0.2,True,V0->V4 V0->V6 V3->V7 V4->V3 V4->V6 V4->V7 V7->V2 V7->V6 V0-V1,V4,V6,69,149,11,1,1,bfs_exact,,V0,V0->V4|V4->V3|V4->V7|V7->V2|V7->V3,V0->V4|V3->V7|V4->V3|V4->V7|V7->V2,8,9,3,6,1,6,6,6,6,0.4,True,1,1,1,1,"{""edge_prob"": 0.2}",0.0001148340000000081,0.0010880420000000113,1.9167000000042123e-05,0.0001702499999999274,0.04866133299999997,0.0002922499999999939,0.05039916700000002
inst_000830,erdos_renyi,20261749,V0->V1 V0->V5 V0->V7 V2->V1 V3->V2 V5->V1 V7->V1,V0->V1 V2->V1 V5->V1 V7->V1 V0-V5 V0-V7 V2-V3,flip,0.2,True,V0->V1 V0->V5 V0->V7 V2->V1 V5->V1 V7->V1 V2-V3,V5,V1,18,30,3,1,1,bfs_exact,,V0|V2|V7,V0->V5|V0->V7,V0->V5|V0->V7,8,7,4,3,2,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",6.279200000003371e-05,0.0009756669999999579,1.979200000001846e-05,6.483299999993086e-05,0.0028957080000000524,0.00021220799999999151,0.018301416999999987
inst_000855,erdos_renyi,20261774,V0->V2 V0->V7 V4->V1 V4->V6 V5->V4 V5->V6 V7->V1 V7->V6,V4->V1 V4->V6 V5->V6 V7->V1 V7->V6 V0-V2 V0-V7 V4-V5,flip,0.4,True,V0->V2 V4->V1 V4->V6 V5->V4 V5->V6 V7->V0 V7->V1 V7->V6,V4,V6,18,30,6,1,1,bfs_exact,,V5|V7,V0->V7|V5->V4,V5->V4|V7->V0,8,8,5,3,2,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",7.245799999999747e-05,0.0023929999999999785,1.820799999996403e-05,5.6666999999954726e-05,0.0029616250000000788,7.891599999998444e-05,0.018187332999999972
inst_000893,erdos_renyi,20261812,V0->V1 V0->V2 V2->V1 V3->V2 V3->V7 V4->V0 V4->V5 V4->V7 V5->V2 V6->V0 V6->V1,V0->V1 V0->V2 V2->V1 V3->V2 V3->V7 V4->V0 V4->V7 V5->V2 V6->V0 V6->V1 V4-V5,flip,0.6,True,V0->V1 V0->V2 V2->V1 V3->V2 V3->V7 V4->V0 V4->V7 V5->V2 V5->V4 V6->V0 V6->V1,V5,V2,3,2,2,1,1,bfs_exact,,V3|V6,V4->V5,V5->V4,8,11,10,1,1,2,1,2,1,1.0,True,1,1,1,2,"{""edge_prob"": 0.2}",9.55419999999485e-05,0.0005892499999999856,1.6042000000049406e-05,3.979099999995572e-05,0.0003010829999999798,4.916699999990559e-05,0.005829917000000018
inst_000932,erdos_renyi,20261851,V0->V2 V1->V5 V1->V7 V2->V6 V3->V2 V4->V5 V7->V5,V0->V2 V1->V5 V2->V6 V3->V2 V4->V5 V7->V5 V1-V7,compound,0.4,True,V0->V2 V1->V5 V1->V7 V2->V6 V3->V2 V4->V5 V7->V5,V7,V5,3,2,2,1,1,bfs_exact,,V1|V4,V1->V7,V1->V7,8,7,6,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",7.82910000000081e-05,0.0008745000000000003,2.154100000006931e-05,3.0374999999915886e-05,0.0002483750000000784,3.704100000001542e-05,0.0035506250000000295
inst_001017,erdos_renyi,20261936,V0->V1 V0->V3 V3->V4 V4->V2 V5->V1 V5->V3 V5->V7 V6->V1 V6->V2 V7->V2,V0->V1 V0->V3 V3->V4 V4->V2 V5->V1 V5->V3 V6->V1 V6->V2 V7->V2 V5-V7,tiered,0.2,True,V0->V1 V0->V3 V3->V4 V4->V2 V5->V1 V5->V3 V5->V7 V6->V1 V6->V2 V7->V2,V7,V2,3,2,2,1,1,bfs_exact,,V4|V6,V5->V7,V5->V7,8,10,9,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",8.39580000000506e-05,0.0011163749999999473,3.4250000000013436e-05,3.420899999995175e-05,0.00028795799999992155,5.658299999999894e-05,0.004237166999999986
inst_001094,erdos_renyi,20262013,V1->V2 V1->V8 V2->V4 V2->V5 V2->V8 V3->V4 V6->V4 V6->V7 V6->V8 V7->V5 V8->V0 V8->V4 V8->V5,V1->V8 V2->V4 V2->V5 V2->V8 V3->V4 V6->V4 V6->V8 V7->V5 V8->V0 V8->V4 V8->V5 V1-V2 V6-V7,omit,0.2,True,V1->V2 V1->V8 V2->V4 V2->V5 V2->V8 V3->V4 V6->V4 V6->V7 V6->V8 V7->V5 V8->V0 V8->V4 V8->V5,V2,V0,9,12,4,1,1,bfs_exact,,V1|V6,V1->V2|V6->V7,V1->V2|V6->V7,9,13,11,2,2,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",0.0001144170000000333,0.00043487500000005674,1.270800000008343e-05,5.5291999999984576e-05,0.0013985000000000802,0.0001574579999999992,0.014367583000000073
inst_001105,erdos_renyi,20262024,V1->V0 V1->V4 V3->V2 V3->V4 V4->V2 V5->V3 V5->V4 V6->V2,V1->V4 V3->V2 V3->V4 V4->V2 V5->V4 V6->V2 V0-V1 V3-V5,omit,0.2,True,V1->V0 V1->V4 V3->V2 V3->V4 V4->V2 V5->V3 V5->V4 V6->V2,V3,V2,9,12,4,1,1,bfs_exact,,V1|V5|V6,V1->V0|V5->V3,V1->V0|V5->V3,9,8,6,2,2,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",7.341699999996454e-05,0.0027052499999999924,1.704099999999542e-05,4.595800000006811e-05,0.0010541250000000169,4.341699999999005e-05,0.008653416999999997
inst_001206,erdos_renyi,20262125,V0->V8 V1->V0 V1->V8 V4->V0 V4->V1 V5->V0 V5->V2 V5->V7,V0->V8 V1->V0 V1->V8 V4->V0 V5->V0 V1-V4 V2-V5 V5-V7,flip,0.4,True,V0->V8 V1->V0 V1->V4 V1->V8 V4->V0 V5->V0 V5->V7 V2-V5,V1,V8,18,30,5,1,1,bfs_exact,,V5,V4->V1|V5->V7,V1->V4|V5->V7,9,8,5,3,2,3,2,3,2,0.6666666666666666,True,1,1,1,2,"{""edge_prob"": 0.2}",0.00012016599999997712,0.0010044169999999797,1.3209000000014015e-05,7.408300000000256e-05,0.00304558399999999,0.00020704200000010164,0.021471291999999975
inst_001281,erdos_renyi,20262200,V1->V0 V1->V5 V3->V1 V3->V5 V5->V2 V6->V3 V6->V4 V8->V3 V8->V4,V1->V0 V3->V1 V3->V5 V5->V2 V6->V3 V6->V4 V8->V3 V8->V4 V1-V5,compound,0.2,True,V1->V0 V1->V5 V3->V1 V3->V5 V5->V2 V6->V3 V6->V4 V8->V3 V8->V4,V1,V5,3,2,2,1,1,bfs_exact,,V3,V1->V5,V1->V5,9,9,8,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",0.00017408300000010257,0.0005532500000000606,2.104199999997114e-05,3.4291000000186145e-05,0.00027041599999999555,5.883299999998037e-05,0.004003082999999963
inst_001288,erdos_renyi,20262207,V1->V3 V1->V5 V1->V8 V3->V5 V4->V8 V6->V7,V1->V8 V4->V8 V1-V3 V1-V5 V3-V5 V6-V7,compound,0.2,True,V1->V3 V1->V5 V1->V8 V3->V5 V4->V8 V6-V7,V3,V5,57,128,7,1,1,bfs_exact,,V1,V1->V3|V1->V5|V3->V5,V1->V3|V3->V5,9,6,2,4,2,3,3,3,3,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",7.325000000002468e-05,0.0016026660000001414,2.1292000000006084e-05,7.804200000016692e-05,0.011943459000000045,0.00012591700000008643,0.026432375000000174
inst_001305,erdos_renyi,20262224,V1->V3 V1->V6 V6->V3 V6->V5 V7->V0 V7->V1 V7->V3 V7->V4 V8->V3 V8->V4 V8->V5,V1->V3 V6->V3 V6->V5 V7->V3 V7->V4 V8->V3 V8->V4 V8->V5 V0-V7 V1-V6 V1-V7,compound,0.4,True,V1->V3 V1->V6 V6->V3 V6->V5 V7->V1 V7->V3 V7->V4 V8->V3 V8->V4 V8->V5 V0-V7,V1,V3,10,12,5,1,1,bfs_exact,,V7|V8,V7->V0|V7->V1,V7->V1,9,11,8,3,1,4,3,4,3,0.5,True,1,1,1,1,"{""edge_prob"": 0.2}",8.337499999999665e-05,0.0017813339999999123,2.062499999988532e-05,8.179100000016426e-05,0.0023790409999999707,0.0001156250000000636,0.013137167000000005
inst_001309,erdos_renyi,20262228,V1->V3 V2->V7 V4->V7 V4->V8 V5->V3 V5->V7 V6->V4 V6->V7 V8->V3 V8->V5,V1->V3 V2->V7 V4->V7 V5->V3 V5->V7 V6->V7 V8->V3 V4-V6 V4-V8 V5-V8,compound,0.4,True,V1->V3 V2->V7 V4->V7 V5->V3 V5->V7 V6->V7 V8->V3 V8->V5 V4-V6 V4-V8,V5,V7,10,12,4,1,1,bfs_exact,,V2|V4|V6,V6->V4|V8->V5,V8->V5,9,10,7,3,1,4,3,4,3,0.5,True,1,1,1,2,"{""edge_prob"": 0.2}",8.170800000018019e-05,0.0012840409999999025,1.8542000000065784e-05,0.0001014159999999098,0.002439166999999909,0.00010187500000014005,0.01923000000000008
inst_001315,erdos_renyi,20262234,V0->V1 V0->V8 V2->V0 V2->V1 V2->V7 V5->V3 V5->V7 V6->V1 V6->V3 V6->V7 V8->V3 V8->V7,V0->V1 V2->V1 V2->V7 V5->V3 V5->V7 V6->V1 V6->V3 V6->V7 V8->V3 V8->V7 V0-V2 V0-V8,compound,0.4,True,V0->V1 V0->V8 V2->V0 V2->V1 V2->V7 V5->V3 V5->V7 V6->V1 V6->V3 V6->V7 V8->V3 V8->V7,V8,V7,6,6,4,2,2,bfs_exact,,V2|V5|V6,V0->V8|V2->V0,V2->V0,9,12,10,2,1,3,2,3,2,0.6666666666666666,True,2,2,2,2,"{""edge_prob"": 0.2}",8.508399999995753e-05,0.0012359169999998088,2.0750000000013813e-05,5.333300000009977e-05,0.0010289999999999466,0.00010316700000001511,0.009109916999999967
inst_001335,erdos_renyi,20262254,V1->V0 V4->V1 V4->V6 V5->V2 V6->V1 V7->V1 V7->V2 V7->V4 V7->V8,V1->V0 V4->V1 V5->V2 V6->V1 V7->V1 V7->V2 V4-V6 V4-V7 V7-V8,compound,0.6,True,V1->V0 V4->V1 V4->V6 V5->V2 V6->V1 V7->V1 V7->V2 V7->V4 V8->V7,V4,V0,10,12,6,2,2,bfs_exact,,V7,V7->V4|V7->V8,V8->V7,9,9,6,3,1,4,3,4,3,0.5,True,2,2,2,2,"{""edge_prob"": 0.2}",0.00013324999999997367,0.0006710410000001499,1.8999999999991246e-05,6.333299999994324e-05,0.002194083999999874,9.095800000014087e-05,0.013608208000000177
inst_001355,erdos_renyi,20262274,V0->V1 V1->V2 V3->V5 V5->V4 V6->V1 V6->V8 V7->V1 V8->V1 V8->V2,V0->V1 V1->V2 V6->V1 V7->V1 V8->V1 V8->V2 V3-V5 V4-V5 V6-V8,tiered,0.2,True,V0->V1 V1->V2 V3->V5 V5->V4 V6->V1 V6->V8 V7->V1 V8->V1 V8->V2,V8,V2,18,30,6,1,1,bfs_exact,,V0|V6|V7,V3->V5|V6->V8,V3->V5|V5->V4|V6->V8,9,9,6,3,2,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.2}",0.00013050000000003337,0.004578708000000153,4.195799999995309e-05,7.541700000013307e-05,0.0034862919999998354,0.00010570799999998215,0.01714062499999991
inst_001399,erdos_renyi,20262318,V1->V3 V1->V6 V1->V8 V2->V6 V3->V2 V3->V6 V3->V8 V5->V2 V5->V6 V5->V7 V5->V8 V7->V6 V7->V8,V1->V6 V1->V8 V2->V6 V3->V2 V3->V6 V3->V8 V5->V2 V5->V6 V5->V8 V7->V6 V7->V8 V1-V3 V5-V7,tiered,0.4,True,V1->V6 V1->V8 V2->V6 V3->V2 V3->V6 V3->V8 V5->V2 V5->V6 V5->V7 V5->V8 V7->V6 V7->V8 V1-V3,V7,V6,9,12,3,1,1,bfs_exact,,V1|V2|V3|V5,V1->V3|V5->V7,V5->V7,9,13,11,2,2,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",8.845800000001347e-05,0.003806999999999894,3.91669999999511e-05,7.395799999998509e-05,0.001429790999999847,8.866699999998673e-05,0.009547750000000077
inst_001401,erdos_renyi,20262320,V0->V5 V2->V1 V2->V7 V3->V1 V3->V4 V4->V1 V6->V0 V8->V1 V8->V5,V0->V5 V2->V1 V3->V1 V4->V1 V8->V1 V8->V5 V0-V6 V2-V7 V3-V4,tiered,0.4,True,V0->V5 V2->V1 V2->V7 V3->V1 V3->V4 V4->V1 V8->V1 V8->V5 V0-V6,V4,V1,27,54,5,1,1,bfs_exact,,V2|V3|V8,V2->V7|V3->V4,V2->V7|V3->V4,9,9,6,3,3,2,1,2,1,1.0,True,1,1,1,1,"{""edge_prob"": 0.2}",7.954200000015454e-05,0.006061083999999939,3.7667000000185524e-05,7.15419999999245e-05,0.00488862499999998,9.266700000010175e-05,0.018145292000000035
inst_001407,erdos_renyi,20262326,V0->V2 V0->V4 V0->V6 V0->V8 V2->V1 V3->V1 V5->V1 V6->V1 V6->V5 V6->V8 V7->V1 V7->V3,V2->V1 V3->V1 V5->V1 V6->V1 V7->V1 V0-V2 V0-V4 V0-V6 V0-V8 V3-V7 V5-V6 V6-V8,tiered,0.4,True,V0->V2 V0->V4 V0->V8 V2->V1 V3->V1 V3->V7 V5->V1 V6->V0 V6->V1 V6->V5 V6->V8 V7->V1,V6,V1,240,733,9,1,1,bfs_exact,,V3|V7,V0->V2|V0->V4|V0->V8|V6->V5|V6->V8|V7->V3,V0->V2|V0->V8|V3->V7|V6->V0|V6->V5|V6->V8,9,12,5,7,2,6,6,6,6,0.4,True,1,1,1,2,"{""edge_prob"": 0.2}",9.225000000001593e-05,0.005125583999999961,4.0000000000040004e-05,0.00018812499999998344,0.32889024999999994,0.0002569999999999517,0.13665854100000008
inst_001440,erdos_renyi,20262359,V0->V2 V0->V4 V0->V5 V2->V5 V4->V3 V5->V3,V4->V3 V5->V3 V0-V2 V0-V4 V0-V5 V2-V5,omit,0.2,True,V0->V4 V0->V5 V4->V3 V5->V3 V0-V2 V2-V5,V5,V3,32,59,4,1,1,bfs_exact,,V4,V0->V2|V0->V4|V0->V5,V0->V4|V0->V5,6,6,2,4,1,4,4,4,4,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.3}",7.966599999997825e-05,0.0005427499999999252,1.5083000000082336e-05,8.429200000015236e-05,0.006051792000000056,0.00012154200000003001,0.01487066700000006
inst_001446,erdos_renyi,20262365,V0->V3 V0->V5 V1->V3 V2->V3 V2->V4 V4->V0 V4->V5,V0->V3 V1->V3 V2->V3 V0-V4 V0-V5 V2-V4 V4-V5,omit,0.2,True,V0->V3 V0->V5 V1->V3 V2->V3 V4->V0 V4->V5 V2-V4,V0,V5,32,59,7,1,1,bfs_exact,,V4,V0->V5|V4->V0|V4->V5,V0->V5|V4->V0,6,7,3,4,1,4,4,4,4,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.3}",5.6749999999938794e-05,0.00034070799999996737,1.68339999999656e-05,7.650000000003487e-05,0.006736207999999966,5.8000000000113516e-05,0.016238709000000018
inst_001451,erdos_renyi,20262370,V0->V1 V3->V0 V3->V5 V4->V0 V4->V2 V4->V3 V4->V5 V5->V1 V5->V2,V0->V1 V5->V1 V0-V3 V0-V4 V2-V4 V2-V5 V3-V4 V3-V5 V4-V5,omit,0.2,True,V0->V1 V3->V0 V3->V5 V4->V0 V4->V2 V4->V3 V4->V5 V5->V1 V5->V2,V3,V0,99,224,8,1,1,bfs_exact,,V4,V3->V0|V3->V5|V4->V0|V4->V2|V4->V3|V4->V5,V3->V0|V3->V5|V4->V0|V4->V3|V4->V5,6,9,2,7,1,5,7,5,7,0.7,True,1,1,1,1,"{""edge_prob"": 0.3}",6.625000000015646e-05,0.0006800409999998536,1.7208000000046297e-05,0.00015750000000003261,0.09783404200000012,0.00018970799999995513,0.05687929200000008
inst_001501,erdos_renyi,20262420,V0->V5 V2->V5 V3->V5 V4->V2 V4->V3,V0->V5 V2->V5 V3->V5 V2-V4 V3-V4,omit,0.6,True,V0->V5 V2->V5 V3->V5 V4->V2 V3-V4,V2,V5,6,6,3,1,1,bfs_exact,,V0|V3,V4->V2|V4->V3,V4->V2,6,5,3,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""edge_prob"": 0.3}",4.399999999993298e-05,0.0002525829999999729,1.8000000000073513e-05,4.141700000004356e-05,0.0005609579999998893,4.0041999999962385e-05,0.004117708999999969
