instance_id,component_size,separation,coverage,base_wrongness,n_draws,d,n_eval,n_contradictory,contradiction_rate,S,S_contra_as_fail
c06_s01_cov100_seed00000009_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000009_bw010,6,1,1.0,0.1,1000,1,326,674,0.674,1.0,0.326
c06_s01_cov100_seed00000009_bw010,6,1,1.0,0.1,1000,2,279,721,0.721,0.44802867383512546,0.125
c06_s01_cov100_seed00000009_bw010,6,1,1.0,0.1,1000,3,191,809,0.809,0.23036649214659685,0.044
c06_s01_cov100_seed00000009_bw010,6,1,1.0,0.1,1000,4,73,927,0.927,0.0,0.0
c06_s01_cov100_seed00000009_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000009_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,200,1,69,131,0.655,0.5652173913043478,0.195
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,200,2,52,148,0.74,0.0,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,200,3,39,161,0.805,0.0,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,200,4,13,187,0.935,0.0,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,1000,1,357,643,0.643,0.5014005602240896,0.179
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,1000,2,260,740,0.74,0.0,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,1000,3,215,785,0.785,0.0,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,1000,4,72,928,0.928,0.0,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000011_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,200,1,80,120,0.6,0.5,0.2
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,200,2,42,158,0.79,0.47619047619047616,0.1
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,200,3,21,179,0.895,0.0,0.0
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,200,4,0,200,1.0,,0.0
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,1000,1,396,604,0.604,0.494949494949495,0.196
c06_s01_cov100_seed00000014_bw010,6,1,1.0,0.1,1000,2,234,766,0.766,0.4829059829059829,0.113
