network,n,seed,method,status,seconds,wall_s,n_nodes,n_true_edges,n_learned_edges,n_directed,n_undirected,undirected_fraction,n_conflict_edges,n_other_endpoints,meek_closed_on_arrival,closure_ok,n_forced_by_closure,acyclic,skeleton_tp,skeleton_precision,skeleton_recall,n_directed_in_truth,oriented_correct,n_components_ge2,max_component,ari_vs_oracle,is_reference,sample_sha256,components
ecoli70,1000,6,ges,ok,33.8,900,46,70,82,67,15,0.182927,0,0,1,1,0,1,66,0.804878,0.942857,51,0.882353,2,9,0.567355,0,d0d699ccb0b6d34b,"[[""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""lacY"", ""nuoM"", ""sucA"", ""sucD""], [""cspA"", ""cspG"", ""lpdA"", ""pspB"", ""yecO"", ""yedE"", ""yfiA""]]"
ecoli70,1000,7,ges,ok,31.2,900,46,70,76,66,10,0.131579,0,0,1,1,0,1,67,0.881579,0.957143,57,0.894737,2,8,0.555481,0,62c66e146c1d504b,"[[""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""b1191"", ""cchB"", ""fixC"", ""ygbD""]]"
ecoli70,1000,8,ges,ok,26.8,900,46,70,77,64,13,0.168831,0,0,1,1,0,1,63,0.818182,0.9,52,0.846154,3,10,0.482594,0,c4f0a6b47570162b,"[[""atpG"", ""b1583"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM"", ""yjbO""], [""b1191"", ""cchB"", ""fixC"", ""ygbD""], [""hupB"", ""yfiA""]]"
ecoli70,1000,9,ges,ok,28.5,900,46,70,76,58,18,0.236842,0,0,1,1,0,1,65,0.855263,0.928571,47,0.978723,5,7,0.636655,0,9a9866d9c3e554cd,"[[""asnA"", ""icdA""], [""b1191"", ""cchB"", ""fixC""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yecO"", ""yedE""], [""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""yhdM""], [""hupB"", ""yfiA""]]"
ecoli70,5000,0,ges,ok,15.3,900,46,70,73,59,14,0.191781,0,0,1,1,0,1,68,0.931507,0.971429,54,0.888889,3,8,0.636655,0,334f1c41e63dde23,"[[""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""b1191"", ""cchB"", ""fixC"", ""ygbD"", ""yjbO""], [""cspG"", ""pspB"", ""yedE""]]"
ecoli70,5000,1,ges,ok,14.5,900,46,70,74,56,18,0.243243,0,0,1,1,0,1,68,0.918919,0.971429,50,0.94,3,8,0.812626,0,6f570d5b90ff6f36,"[[""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""b1191"", ""cchB"", ""fixC"", ""ygbD"", ""yjbO""], [""cspA"", ""cspG"", ""hupB"", ""nmpC"", ""pspA"", ""yecO"", ""yfiA""]]"
ecoli70,5000,2,ges,ok,14.2,900,46,70,74,62,12,0.162162,0,0,1,1,0,1,67,0.905405,0.957143,55,0.927273,4,8,0.579525,0,7a894ba707b9bae9,"[[""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""b1191"", ""fixC"", ""ygbD"", ""yjbO""], [""hupB"", ""yfiA""], [""pspA"", ""yedE""]]"
ecoli70,5000,3,ges,ok,13.6,900,46,70,73,58,15,0.205479,0,0,1,1,0,1,69,0.945205,0.985714,54,0.962963,5,8,0.658391,0,ab176db378b71370,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""b1191"", ""cchB"", ""fixC"", ""ygbD"", ""yjbO""], [""cspG"", ""pspB"", ""yecO""], [""hupB"", ""yfiA""]]"
ecoli70,5000,4,ges,ok,19.6,900,46,70,78,63,15,0.192308,0,0,1,1,0,1,69,0.884615,0.985714,54,0.962963,5,7,0.579525,0,0dba5962595150ef,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD""], [""b1191"", ""cchB"", ""fixC"", ""ygbD"", ""yjbO""], [""hupB"", ""yfiA""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,5,ges,ok,39.0,900,46,70,85,75,10,0.117647,0,0,1,1,0,1,69,0.811765,0.985714,59,0.898305,2,7,0.518042,0,a30792b0e9acc0e6,"[[""atpG"", ""dnaJ"", ""eutG"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""b1191"", ""cchB"", ""fixC"", ""ygbD"", ""yjbO""]]"
ecoli70,5000,6,ges,ok,12.1,900,46,70,74,49,25,0.337838,0,0,1,1,0,1,67,0.905405,0.957143,42,0.952381,4,10,1.0,0,e8d26d993c6a6ef6,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""b1191"", ""cchB"", ""fixC"", ""ygbD"", ""yjbO""], [""cspA"", ""cspG"", ""hupB"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yecO"", ""yedE"", ""yfiA""]]"
ecoli70,5000,7,ges,ok,13.4,900,46,70,75,54,21,0.28,0,0,1,1,0,1,68,0.906667,0.971429,47,0.93617,4,8,0.846462,0,74ec0e98817aff41,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""cchB"", ""fixC"", ""ygbD"", ""yjbO""], [""cspA"", ""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yecO"", ""yedE""]]"
ecoli70,5000,8,ges,ok,36.7,900,46,70,74,52,22,0.297297,0,0,1,1,0,1,69,0.932432,0.985714,48,0.958333,3,10,0.931501,0,aa9397a066a7de42,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD"", ""yhdM""], [""cspA"", ""cspG"", ""hupB"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yecO"", ""yedE"", ""yfiA""]]"
ecoli70,5000,9,ges,ok,17.8,900,46,70,73,59,14,0.191781,0,0,1,1,0,1,67,0.917808,0.957143,53,0.886792,4,7,0.567592,0,536ea364b77051a2,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""sucA"", ""sucD""], [""b1191"", ""cchB"", ""fixC"", ""ygbD"", ""yjbO""], [""cspG"", ""pspB"", ""yedE""]]"
ecoli70,200,0,pc,ok,0.9,900,46,70,40,2,38,0.95,0,0,1,1,0,1,40,1.0,0.571429,2,0.0,7,13,0.259533,0,9b6cd705f63ff07e,"[[""aceB"", ""asnA"", ""atpD"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""icdA"", ""mopB"", ""ycgX"", ""ygcE"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cchB"", ""fixC"", ""tnaA"", ""ygbD""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""yaeM"", ""yecO""], [""lacA"", ""lacY"", ""lacZ""], [""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yedE""]]"
ecoli70,200,1,pc,ok,0.9,900,46,70,41,4,37,0.902439,0,0,1,1,0,1,40,0.97561,0.571429,4,0.5,5,15,0.25617,0,2d483ba2d3597553,"[[""aceB"", ""asnA"", ""atpD"", ""b1191"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""icdA"", ""mopB"", ""tnaA"", ""ycgX"", ""ygcE"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,200,2,pc,ok,0.9,900,46,70,40,10,30,0.75,0,0,1,1,0,1,40,1.0,0.571429,10,0.5,8,11,0.525764,0,c8513e34e78b55b5,"[[""aceB"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""b1191"", ""cchB"", ""fixC"", ""tnaA"", ""ygbD""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""yaeM"", ""yecO""], [""dnaG"", ""ycgX""], [""lacA"", ""lacY"", ""lacZ""], [""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yedE""]]"
ecoli70,200,3,pc,ok,0.8,900,46,70,41,5,36,0.878049,0,0,1,1,0,1,41,1.0,0.585714,5,0.4,5,13,0.302845,0,ef449ea300e5c9da,"[[""aceB"", ""asnA"", ""atpD"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""icdA"", ""mopB"", ""ycgX"", ""ygcE"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,200,4,pc,ok,0.8,900,46,70,39,6,33,0.846154,0,0,1,1,0,1,39,1.0,0.557143,6,0.166667,6,13,0.298916,0,b12aafc13d46dd28,"[[""aceB"", ""asnA"", ""atpD"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""icdA"", ""mopB"", ""ycgX"", ""ygcE"", ""yheI""], [""atpG"", ""dnaJ"", ""flgD"", ""sucA"", ""sucD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""eutG"", ""ibpB"", ""yceP""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,200,5,pc,ok,0.7,900,46,70,44,9,35,0.795455,0,0,1,1,0,1,43,0.977273,0.614286,9,0.555556,6,10,0.380002,0,b981dd9313e2aff9,"[[""aceB"", ""asnA"", ""b1191"", ""icdA"", ""ygcE""], [""atpD"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""mopB"", ""ycgX"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""nuoM""]]"
ecoli70,200,6,pc,ok,1.0,900,46,70,40,6,34,0.85,0,0,1,1,0,1,40,1.0,0.571429,6,0.333333,7,10,0.382187,0,de6b8ca68ea1bb1a,"[[""aceB"", ""icdA""], [""asnA"", ""ygcE""], [""atpD"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""mopB"", ""ycgX"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,200,7,pc,ok,1.0,900,46,70,42,9,33,0.785714,0,0,1,1,0,1,41,0.97619,0.585714,8,0.25,7,9,0.340414,0,50e389764cc4bb49,"[[""aceB"", ""asnA"", ""icdA"", ""ygcE""], [""atpD"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""mopB"", ""ycgX"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""ibpB"", ""sucA"", ""sucD"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""yaeM"", ""yecO""], [""lacA"", ""lacY"", ""lacZ""], [""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yedE""]]"
ecoli70,200,8,pc,ok,0.8,900,46,70,41,6,35,0.853659,0,0,1,1,0,1,41,1.0,0.585714,6,0.5,6,10,0.38256,0,ecc7388bea6a0245,"[[""aceB"", ""asnA"", ""icdA"", ""ygcE""], [""atpD"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""mopB"", ""ycgX"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,200,9,pc,ok,0.7,900,46,70,42,3,39,0.928571,0,0,1,1,0,1,40,0.952381,0.571429,2,0.5,6,18,0.232174,0,44b8f0497f60fd1f,"[[""aceB"", ""asnA"", ""atpD"", ""b1191"", ""b1963"", ""cchB"", ""dnaG"", ""dnaK"", ""fixC"", ""folK"", ""ftsJ"", ""icdA"", ""mopB"", ""tnaA"", ""ycgX"", ""ygbD"", ""ygcE"", ""yheI""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""yaeM"", ""yecO""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""], [""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yedE""]]"
ecoli70,1000,0,pc,ok,5.5,900,46,70,52,27,25,0.480769,0,0,1,1,0,1,50,0.961538,0.714286,25,0.76,7,12,0.374392,0,917f62fd727252a7,"[[""asnA"", ""icdA""], [""atpD"", ""ygcE""], [""atpG"", ""b1583"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""pspA"", ""pspB""], [""dnaG"", ""ycgX""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,1000,1,pc,ok,5.9,900,46,70,54,25,29,0.537037,0,0,1,1,0,1,52,0.962963,0.742857,24,0.75,6,11,0.721442,0,d9c4f207b96a3129,"[[""asnA"", ""icdA""], [""atpD"", ""ygcE""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""b1583"", ""yjbO""], [""cspA"", ""cspG"", ""hupB"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE"", ""yfiA""], [""dnaG"", ""ycgX""]]"
ecoli70,1000,2,pc,ok,4.6,900,46,70,51,19,32,0.627451,0,0,1,1,0,1,50,0.980392,0.714286,18,0.777778,6,11,0.700573,0,98482f26540b91c5,"[[""asnA"", ""icdA""], [""atpD"", ""ygcE""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""cspG"", ""hupB"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE"", ""yfiA""], [""dnaG"", ""ycgX""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,1000,3,pc,ok,5.7,900,46,70,54,28,26,0.481481,0,0,1,1,0,1,52,0.962963,0.742857,27,0.703704,7,10,0.615931,0,9147210966b3e964,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yfaD"", ""yhdM""], [""b1963"", ""folK""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""dnaG"", ""ycgX""], [""lacA"", ""lacZ""]]"
ecoli70,1000,4,pc,ok,5.0,900,46,70,53,24,29,0.54717,0,0,1,1,0,1,52,0.981132,0.742857,23,0.695652,5,10,0.59408,0,c26a9a9837230ea2,"[[""aceB"", ""asnA"", ""icdA"", ""ygcE""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""nuoM""]]"
ecoli70,1000,5,pc,ok,4.5,900,46,70,51,19,32,0.627451,0,0,1,1,0,1,50,0.980392,0.714286,18,0.777778,7,12,0.513873,0,59d7967d6cc6aaf8,"[[""asnA"", ""icdA""], [""atpD"", ""ygcE""], [""atpG"", ""b1583"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""dnaG"", ""ycgX""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,1000,6,pc,ok,3.2,900,46,70,51,24,27,0.529412,0,0,1,1,0,1,50,0.980392,0.714286,24,0.583333,4,15,0.085181,0,d0d699ccb0b6d34b,"[[""aceB"", ""asnA"", ""atpD"", ""b1191"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""icdA"", ""mopB"", ""tnaA"", ""ycgX"", ""ygcE"", ""yheI""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""nuoM""]]"
ecoli70,1000,7,pc,ok,3.0,900,46,70,51,24,27,0.529412,0,0,1,1,0,1,49,0.960784,0.7,22,0.772727,5,12,0.531451,0,62c66e146c1d504b,"[[""asnA"", ""icdA""], [""atpG"", ""b1583"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""lacA"", ""lacY"", ""nuoM""]]"
ecoli70,1000,8,pc,ok,2.1,900,46,70,54,24,30,0.555556,0,0,1,1,0,1,53,0.981481,0.757143,23,0.695652,5,11,0.747807,0,c4f0a6b47570162b,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yfaD"", ""yhdM""], [""cspA"", ""cspG"", ""hupB"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE"", ""yfiA""], [""dnaG"", ""ycgX""], [""lacA"", ""lacY"", ""lacZ"", ""nuoM""]]"
ecoli70,1000,9,pc,ok,1.8,900,46,70,52,24,28,0.538462,0,0,1,1,0,1,49,0.942308,0.7,21,0.761905,6,11,0.569366,0,9a9866d9c3e554cd,"[[""asnA"", ""icdA""], [""atpG"", ""dnaJ"", ""eutG"", ""flgD"", ""gltA"", ""ibpB"", ""sucA"", ""sucD"", ""yceP"", ""yfaD"", ""yhdM""], [""cspA"", ""hupB"", ""yfiA""], [""cspG"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE""], [""dnaG"", ""ycgX""], [""lacA"", ""lacY"", ""nuoM""]]"
ecoli70,5000,0,pc,ok,3.1,900,46,70,60,52,8,0.133333,0,0,1,1,0,1,58,0.966667,0.828571,50,0.76,5,3,0.093284,1,334f1c41e63dde23,"[[""asnA"", ""icdA""], [""dnaG"", ""ycgX""], [""hupB"", ""yfiA""], [""lacA"", ""lacY"", ""nuoM""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,1,pc,ok,2.5,900,46,70,61,53,8,0.131148,0,0,1,1,0,1,60,0.983607,0.857143,52,0.711538,4,3,0.140036,0,6f570d5b90ff6f36,"[[""asnA"", ""icdA""], [""cspA"", ""hupB"", ""yfiA""], [""dnaG"", ""ycgX""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,2,pc,ok,2.7,900,46,70,61,43,18,0.295082,0,0,1,1,0,1,59,0.967213,0.842857,42,0.666667,6,11,0.014244,0,7a894ba707b9bae9,"[[""asnA"", ""icdA""], [""atpD"", ""b1191"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""mopB"", ""tnaA"", ""ycgX"", ""yheI""], [""b1583"", ""yceP""], [""cspA"", ""hupB"", ""yfiA""], [""lpdA"", ""yedE""], [""pspA"", ""pspB""]]"
ecoli70,5000,3,pc,ok,2.5,900,46,70,60,42,18,0.3,0,0,1,1,0,1,59,0.983333,0.842857,42,0.738095,5,11,-0.001653,0,ab176db378b71370,"[[""asnA"", ""icdA""], [""atpD"", ""b1191"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""mopB"", ""tnaA"", ""ycgX"", ""yheI""], [""hupB"", ""yfiA""], [""lacA"", ""lacY"", ""nuoM""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,4,pc,ok,3.0,900,46,70,61,43,18,0.295082,0,0,1,1,0,1,60,0.983607,0.857143,43,0.651163,4,11,0.028956,0,0dba5962595150ef,"[[""asnA"", ""icdA""], [""atpD"", ""b1191"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""mopB"", ""tnaA"", ""ycgX"", ""yheI""], [""cspA"", ""hupB"", ""yfiA""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,5,pc,ok,2.7,900,46,70,61,45,16,0.262295,0,0,1,1,0,1,58,0.95082,0.828571,42,0.690476,3,11,0.628077,0,a30792b0e9acc0e6,"[[""asnA"", ""icdA""], [""cspA"", ""cspG"", ""hupB"", ""lpdA"", ""nmpC"", ""pspA"", ""pspB"", ""yaeM"", ""yecO"", ""yedE"", ""yfiA""], [""dnaG"", ""ycgX""]]"
ecoli70,5000,6,pc,ok,2.7,900,46,70,59,49,10,0.169492,0,0,1,1,0,1,57,0.966102,0.814286,48,0.729167,7,3,0.109581,0,e8d26d993c6a6ef6,"[[""asnA"", ""icdA""], [""atpD"", ""ygcE""], [""dnaG"", ""ycgX""], [""dnaJ"", ""flgD""], [""hupB"", ""yfiA""], [""lacA"", ""lacY"", ""nuoM""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,7,pc,ok,2.9,900,46,70,62,53,9,0.145161,0,0,0,0,0,1,61,0.983871,0.871429,52,0.692308,5,3,0.088125,0,74ec0e98817aff41,"[[""asnA"", ""icdA""], [""dnaG"", ""ycgX"", ""yheI""], [""hupB"", ""yfiA""], [""lacA"", ""lacY"", ""nuoM""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,8,pc,ok,2.5,900,46,70,60,37,23,0.383333,0,0,1,1,0,1,58,0.966667,0.828571,36,0.722222,4,15,-0.046,0,aa9397a066a7de42,"[[""aceB"", ""asnA"", ""atpD"", ""b1191"", ""b1963"", ""dnaG"", ""dnaK"", ""folK"", ""ftsJ"", ""icdA"", ""mopB"", ""tnaA"", ""ycgX"", ""ygcE"", ""yheI""], [""hupB"", ""yfiA""], [""lacA"", ""lacY"", ""nuoM""], [""pspA"", ""pspB"", ""yedE""]]"
ecoli70,5000,9,pc,ok,2.8,900,46,70,60,54,6,0.1,0,0,1,1,0,1,59,0.983333,0.842857,53,0.735849,4,3,0.101387,0,536ea364b77051a2,"[[""asnA"", ""icdA""], [""dnaG"", ""ycgX""], [""hupB"", ""yfiA""], [""pspA"", ""pspB"", ""yedE""]]"
magic-irri,200,0,ges,ok,25.3,900,64,102,116,114,2,0.017241,0,0,1,1,0,1,58,0.5,0.568627,58,0.741379,1,3,-0.002457,0,282a6fd9d1c2a8dc,"[[""G2670"", ""G4145"", ""G4573""]]"
magic-irri,200,1,ges,ok,17.7,900,64,102,107,103,4,0.037383,0,0,1,1,0,1,51,0.476636,0.5,49,0.673469,3,3,-0.003668,0,f90238501a3a07b8,"[[""FT"", ""G2639"", ""G3136""], [""G1888"", ""G4432""], [""G3092"", ""G3992""]]"
magic-irri,200,2,ges,ok,50.7,900,64,102,119,115,4,0.033613,0,0,1,1,0,1,57,0.478992,0.558824,57,0.578947,3,3,-0.003668,0,f41298438ea533a8,"[[""G2089"", ""G3106""], [""G3092"", ""G4668"", ""G4744""], [""G4573"", ""G6123""]]"
magic-irri,200,3,ges,ok,36.7,900,64,102,111,106,5,0.045045,0,0,1,1,0,1,49,0.441441,0.480392,49,0.693878,4,3,-0.004184,0,dbe9b367c5bd92f1,"[[""G1533"", ""G317"", ""G5997""], [""G1778"", ""G2670""], [""G2179"", ""G4529""], [""G6123"", ""G678""]]"
magic-irri,200,4,ges,ok,21.1,900,64,102,108,106,2,0.018519,0,0,1,1,0,1,50,0.462963,0.490196,49,0.632653,2,2,-0.001739,0,2e2747348ce113cf,"[[""AMY"", ""G1266""], [""G1778"", ""G2670""]]"
magic-irri,200,5,ges,ok,37.1,900,64,102,108,106,2,0.018519,0,0,1,1,0,1,54,0.5,0.529412,53,0.716981,2,2,-0.001739,0,d99ca643b15543f1,"[[""FT"", ""G3136""], [""G2815"", ""G5997""]]"
magic-irri,200,6,ges,ok,19.0,900,64,102,93,90,3,0.032258,0,0,1,1,0,1,45,0.483871,0.441176,43,0.697674,3,2,0.233415,0,d6eab3b6ee61652c,"[[""G1311"", ""G1378""], [""G3925"", ""G5794""], [""G457"", ""G4744""]]"
magic-irri,200,7,ges,ok,20.6,900,64,102,112,106,6,0.053571,0,0,1,1,0,1,54,0.482143,0.529412,54,0.722222,5,3,-0.004651,0,27045b62d59eb3de,"[[""AMY"", ""G5006""], [""G1533"", ""G1778""], [""G2089"", ""G4744""], [""G2179"", ""G3992"", ""G457""], [""G3927"", ""G5997""]]"
magic-irri,200,8,ges,ok,21.2,900,64,102,111,108,3,0.027027,0,0,1,1,0,1,51,0.459459,0.5,50,0.72,3,2,0.115479,0,5b627cef4a6f61f0,"[[""G1311"", ""G1378""], [""G1778"", ""G4668""], [""G3862"", ""G6123""]]"
magic-irri,200,9,ges,ok,31.6,900,64,102,121,120,1,0.008264,0,0,1,1,0,1,47,0.38843,0.460784,47,0.659574,1,2,-0.000927,0,f59bcb1b1dbb3eb3,"[[""G1440"", ""G317""]]"
