network,n,seed,method,status,seconds,wall_s,n_nodes,n_true_edges,n_learned_edges,n_directed,n_undirected,undirected_fraction,n_conflict_edges,n_other_endpoints,meek_closed_on_arrival,closure_ok,n_forced_by_closure,acyclic,skeleton_tp,skeleton_precision,skeleton_recall,n_directed_in_truth,oriented_correct,n_components_ge2,max_component,ari_vs_oracle,is_reference,sample_sha256,components
magic-irri,1000,0,ges,ok,27.5,900,64,102,111,99,12,0.108108,0,0,1,1,0,1,89,0.801802,0.872549,82,0.829268,7,6,0.20939,0,1e37ceaba8adc9f4,"[[""G1533"", ""G4432""], [""G1958"", ""G3925"", ""G5794""], [""G2670"", ""G2815""], [""G2764"", ""G4573""], [""G2949"", ""G3098"", ""G3102"", ""G3105"", ""G3106"", ""G3222""], [""G3049"", ""G4553""], [""G3823"", ""G457""]]"
magic-irri,1000,1,ges,ok,26.1,900,64,102,116,114,2,0.017241,0,0,1,1,0,1,82,0.706897,0.803922,82,0.646341,2,2,-0.001739,0,7b69980f72b96b8a,"[[""G1958"", ""G2670""], [""G3212"", ""G4553""]]"
magic-irri,1000,2,ges,ok,21.5,900,64,102,112,103,9,0.080357,0,0,1,1,0,1,86,0.767857,0.843137,83,0.73494,8,3,0.161816,0,7762b2029a9693dc,"[[""G1266"", ""G1533""], [""G1311"", ""G1378""], [""G1888"", ""G4109""], [""G1958"", ""G3136""], [""G3105"", ""G3106""], [""G3823"", ""G457""], [""G3964"", ""G5794""], [""G4529"", ""G4668"", ""G5167""]]"
magic-irri,1000,3,ges,ok,27.1,900,64,102,120,117,3,0.025,0,0,1,1,0,1,89,0.741667,0.872549,87,0.781609,3,2,0.233415,0,65d987bac6cceb10,"[[""G1311"", ""G1378""], [""G1533"", ""G2949""], [""G3925"", ""G5794""]]"
magic-irri,1000,4,ges,ok,20.1,900,64,102,111,102,9,0.081081,0,0,1,1,0,1,84,0.756757,0.823529,78,0.769231,6,4,0.557295,0,af6ad9d64a9e0d87,"[[""G1440"", ""G1888""], [""G2639"", ""G317""], [""G2670"", ""G2815""], [""G3136"", ""G3872""], [""G3212"", ""G4109"", ""G4145"", ""G4156""], [""G3964"", ""G678""]]"
magic-irri,1000,5,ges,ok,14.5,900,64,102,106,101,5,0.04717,0,0,1,1,0,1,83,0.783019,0.813725,80,0.7875,5,2,0.20763,0,27ddd39327f37ad5,"[[""G1533"", ""G4432""], [""G1778"", ""G4744""], [""G3092"", ""G6123""], [""G3212"", ""G3222""], [""G3823"", ""G457""]]"
magic-irri,1000,6,ges,ok,15.1,900,64,102,103,99,4,0.038835,0,0,1,1,0,1,80,0.776699,0.784314,77,0.714286,3,3,0.101981,0,fd73e666322867c1,"[[""G1266"", ""G3136""], [""G2670"", ""G2815""], [""G3823"", ""G3862"", ""G3964""]]"
magic-irri,1000,7,ges,ok,22.8,900,64,102,113,106,7,0.061947,0,0,1,1,0,1,82,0.725664,0.803922,75,0.72,4,3,0.451777,0,609ed022daa19cf7,"[[""G1533"", ""G4432""], [""G2670"", ""G2815""], [""G3102"", ""G3105"", ""G3106""], [""G4109"", ""G4145"", ""G4156""]]"
magic-irri,1000,8,ges,ok,17.6,900,64,102,114,111,3,0.026316,0,0,1,1,0,1,92,0.807018,0.901961,90,0.777778,3,2,0.233415,0,00de267f8fdc3b62,"[[""G1311"", ""G1378""], [""G1440"", ""G3136""], [""G3925"", ""G5794""]]"
magic-irri,1000,9,ges,ok,17.7,900,64,102,112,108,4,0.035714,0,0,1,1,0,1,89,0.794643,0.872549,87,0.816092,3,3,0.20763,0,7d7cdf5ebc3aa7e7,"[[""G1311"", ""G1378""], [""G2670"", ""G2815""], [""G3106"", ""G4432"", ""G678""]]"
magic-irri,5000,0,ges,ok,139.3,900,64,102,124,114,10,0.080645,0,0,1,1,0,1,100,0.806452,0.980392,93,0.806452,6,5,0.617945,0,7a91ab0920e04dcb,"[[""G1266"", ""G5167""], [""G1311"", ""G1378""], [""G1888"", ""G3212"", ""G4109"", ""G4145"", ""G4156""], [""G2089"", ""G5997""], [""G2670"", ""G2815""], [""G3925"", ""G5794""]]"
magic-irri,5000,1,ges,ok,73.2,900,64,102,127,121,6,0.047244,0,0,1,1,0,1,101,0.795276,0.990196,96,0.760417,6,2,0.39749,0,78781e73570c5c93,"[[""G1311"", ""G1378""], [""G2670"", ""G2815""], [""G3222"", ""GTEMP""], [""G3823"", ""G457""], [""G3872"", ""G3992""], [""G3925"", ""G5794""]]"
magic-irri,5000,2,ges,ok,43.1,900,64,102,119,110,9,0.07563,0,0,1,1,0,1,101,0.848739,0.990196,93,0.913978,7,3,0.637786,0,590c5662a4b07ff0,"[[""G1311"", ""G1378""], [""G1533"", ""G4432""], [""G2670"", ""G2815""], [""G3209"", ""GTEMP""], [""G3212"", ""G4145"", ""G4156""], [""G3823"", ""G3872"", ""G457""], [""G3925"", ""G5794""]]"
magic-irri,5000,3,ges,ok,146.4,900,64,102,135,128,7,0.051852,0,0,1,1,0,1,100,0.740741,0.980392,94,0.765957,4,4,0.693989,0,f78fdd85c2f06d62,"[[""G1778"", ""G3927""], [""G3212"", ""G4109"", ""G4145"", ""G4156""], [""G3823"", ""G457""], [""G3925"", ""G5794""]]"
magic-irri,5000,4,ges,ok,31.4,900,64,102,130,122,8,0.061538,0,0,1,1,0,1,99,0.761538,0.970588,94,0.829787,5,5,0.280719,0,dfc5ef989aca0b38,"[[""AMY"", ""G1266"", ""G2639"", ""G3219"", ""G4382""], [""G1311"", ""G1378""], [""G2670"", ""G2815""], [""G3925"", ""G5794""], [""G4744"", ""G6123""]]"
magic-irri,5000,5,ges,ok,30.0,900,64,102,121,117,4,0.033058,0,0,1,1,0,1,100,0.826446,0.980392,97,0.814433,4,2,0.331269,0,3dbd0f23c152b7d8,"[[""G1311"", ""G1378""], [""G1958"", ""G5167""], [""G2670"", ""G2815""], [""G3925"", ""G5794""]]"
magic-irri,5000,6,ges,ok,21.9,900,64,102,119,110,9,0.07563,0,0,1,1,0,1,101,0.848739,0.990196,93,0.849462,6,4,0.718278,0,0d271d8804dfac7e,"[[""G1311"", ""G1378""], [""G1533"", ""G4432""], [""G2670"", ""G2815""], [""G3212"", ""G4109"", ""G4145"", ""G4156""], [""G3222"", ""GTEMP""], [""G3927"", ""G6123""]]"
magic-irri,5000,7,ges,ok,39.7,900,64,102,120,111,9,0.075,0,0,1,1,0,1,101,0.841667,0.990196,94,0.851064,4,5,0.617945,0,783256b30520a3bd,"[[""G1311"", ""G1378""], [""G2670"", ""G2815""], [""G3136"", ""G3925"", ""G5794""], [""G3212"", ""G4109"", ""G4145"", ""G4156"", ""G4668""]]"
magic-irri,5000,8,ges,ok,28.9,900,64,102,129,116,13,0.100775,0,0,1,1,0,1,99,0.767442,0.970588,89,0.797753,10,4,0.756874,0,e9b751a35040f360,"[[""AMY"", ""G1266""], [""G1311"", ""G1378""], [""G1533"", ""G4432""], [""G2179"", ""G6123""], [""G2670"", ""G2815""], [""G3092"", ""G3964""], [""G3136"", ""G5167""], [""G3212"", ""G4109"", ""G4145"", ""G4156""], [""G3823"", ""G457""], [""G3925"", ""G5794""]]"
magic-irri,5000,9,ges,ok,42.8,900,64,102,127,123,4,0.031496,0,0,1,1,0,1,101,0.795276,0.990196,98,0.816327,4,2,0.219814,0,c0075fddd7a75452,"[[""G1311"", ""G1378""], [""G1440"", ""G4744""], [""G3105"", ""G3106""], [""G3823"", ""G457""]]"
magic-irri,200,0,pc,ok,1.2,900,64,102,41,28,13,0.317073,0,0,1,1,0,1,33,0.804878,0.323529,23,0.826087,9,4,0.11811,0,282a6fd9d1c2a8dc,"[[""BROWN"", ""G5997"", ""G6003"", ""G6010""], [""G1266"", ""G1440""], [""G1311"", ""G1378""], [""G3102"", ""G3105"", ""G3106""], [""G3136"", ""G457""], [""G3209"", ""G3219"", ""GTEMP""], [""G4529"", ""G4573""], [""G4553"", ""SUB""], [""G4668"", ""G6123""]]"
magic-irri,200,1,pc,ok,1.1,900,64,102,36,22,14,0.388889,0,0,1,1,0,1,29,0.805556,0.284314,15,0.666667,5,4,0.215564,0,f90238501a3a07b8,"[[""AMY"", ""G3102"", ""G3105"", ""G3106""], [""BROWN"", ""G5997"", ""G6003"", ""G6010""], [""G3209"", ""G3219"", ""G3222"", ""GTEMP""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""]]"
magic-irri,200,2,pc,ok,0.9,900,64,102,31,18,13,0.419355,0,0,1,1,0,1,27,0.870968,0.264706,16,0.75,8,4,0.175223,0,f41298438ea533a8,"[[""AMY"", ""G3102"", ""G3105"", ""G3106""], [""G1266"", ""G1958""], [""G3092"", ""G4668""], [""G3209"", ""G3219"", ""GTEMP""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G4553"", ""SUB""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,200,3,pc,ok,1.0,900,64,102,36,18,18,0.5,0,0,1,1,0,1,28,0.777778,0.27451,13,0.769231,11,5,0.138462,0,dbe9b367c5bd92f1,"[[""AMY"", ""G3098"", ""G3102"", ""G3105"", ""G3106""], [""FT"", ""G1533"", ""YLD""], [""G2179"", ""G3212""], [""G2670"", ""G4382""], [""G2949"", ""G3823""], [""G3209"", ""G3219"", ""G3222"", ""GTEMP""], [""G3862"", ""G3964""], [""G4145"", ""G4156""], [""G4529"", ""G4573""], [""G4553"", ""SUB""], [""G6003"", ""G6010""]]"
magic-irri,200,4,pc,ok,0.9,900,64,102,36,19,17,0.472222,0,0,1,1,0,1,32,0.888889,0.313725,17,0.705882,10,4,0.159533,0,2e2747348ce113cf,"[[""AMY"", ""G3102"", ""G3105"", ""G3106""], [""BROWN"", ""G5997"", ""G6003""], [""G1311"", ""G1378""], [""G1958"", ""G4156""], [""G2639"", ""G4668""], [""G3209"", ""G3219"", ""G3222"", ""GTEMP""], [""G3862"", ""G3964""], [""G4529"", ""G4573""], [""G4553"", ""SUB""], [""G678"", ""HT""]]"
magic-irri,200,5,pc,ok,0.9,900,64,102,37,23,14,0.378378,0,0,1,1,0,1,31,0.837838,0.303922,18,0.666667,9,4,0.307087,0,d99ca643b15543f1,"[[""AMY"", ""G3102"", ""G3105"", ""G3106""], [""G1311"", ""G1378""], [""G1533"", ""YLD""], [""G3049"", ""G4744""], [""G4109"", ""G4145"", ""G4156""], [""G4529"", ""G4573""], [""G4553"", ""SUB""], [""G5997"", ""G6003"", ""G6010""], [""G678"", ""HT""]]"
magic-irri,200,6,pc,ok,0.8,900,64,102,33,20,13,0.393939,0,0,1,1,0,1,29,0.878788,0.284314,18,0.666667,9,4,0.307087,0,d6eab3b6ee61652c,"[[""AMY"", ""G3102"", ""G3105"", ""G3106""], [""G1311"", ""G1378""], [""G1533"", ""YLD""], [""G2949"", ""G3092""], [""G3219"", ""G3222""], [""G4109"", ""G4145"", ""G4156""], [""G4529"", ""G4573""], [""G457"", ""G4744""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,200,7,pc,ok,1.0,900,64,102,39,25,14,0.358974,0,0,1,1,0,1,34,0.871795,0.333333,20,0.7,8,4,0.169687,0,27045b62d59eb3de,"[[""BROWN"", ""G3049""], [""CHALK"", ""G2764""], [""G1311"", ""G1378""], [""G1533"", ""YLD""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3209"", ""G3219"", ""G3222"", ""GTEMP""], [""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,200,8,pc,ok,0.8,900,64,102,34,21,13,0.382353,0,0,0,0,0,1,29,0.852941,0.284314,17,0.705882,8,5,0.159533,0,5b627cef4a6f61f0,"[[""AMY"", ""G3098"", ""G3102"", ""G3105"", ""G3106""], [""BROWN"", ""G5997"", ""G6003"", ""G6010""], [""FT"", ""G1533""], [""G1311"", ""G1378""], [""G2670"", ""G3092""], [""G4145"", ""G4156""], [""G4529"", ""G4573""], [""G4553"", ""SUB""]]"
magic-irri,200,9,pc,ok,0.8,900,64,102,42,33,9,0.214286,0,0,1,1,0,1,33,0.785714,0.323529,25,0.6,5,4,0.062229,0,f59bcb1b1dbb3eb3,"[[""AMY"", ""G3102"", ""G3105"", ""G3106""], [""BROWN"", ""G5997"", ""G6003"", ""G6010""], [""G1440"", ""G317""], [""G3927"", ""GL""], [""G4145"", ""G4156""]]"
magic-irri,1000,0,pc,ok,1.2,900,64,102,67,52,15,0.223881,0,0,1,1,0,1,65,0.970149,0.637255,50,0.6,6,4,0.228995,0,1e37ceaba8adc9f4,"[[""BROWN"", ""G5997"", ""G6003"", ""G6010""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G4382""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G678"", ""HT"", ""YLD""]]"
magic-irri,1000,1,pc,ok,1.4,900,64,102,74,60,14,0.189189,0,0,1,1,0,1,66,0.891892,0.647059,52,0.653846,4,4,0.244094,0,7b69980f72b96b8a,"[[""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3209"", ""G3219"", ""G3222"", ""GTEMP""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,1000,2,pc,ok,1.8,900,64,102,74,58,16,0.216216,0,0,1,0,0,0,72,0.972973,0.705882,57,0.701754,7,5,0.271595,0,7762b2029a9693dc,"[[""G2639"", ""G317""], [""G3102"", ""G3105"", ""G3106""], [""G3209"", ""G3219"", ""G3222"", ""G4382"", ""GTEMP""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G4744"", ""G5006""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,1000,3,pc,ok,1.6,900,64,102,77,64,13,0.168831,0,0,1,1,0,1,69,0.896104,0.676471,58,0.758621,7,4,0.328358,0,65d987bac6cceb10,"[[""G1440"", ""G4744""], [""G2670"", ""G2815""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3964"", ""G457""], [""G4109"", ""G4145"", ""G4156""], [""G4529"", ""G4573""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,1000,4,pc,ok,1.4,900,64,102,73,59,14,0.191781,0,0,1,1,0,1,68,0.931507,0.666667,55,0.672727,7,4,0.261194,0,af6ad9d64a9e0d87,"[[""G2639"", ""G317""], [""G2764"", ""GW""], [""G3136"", ""G3872""], [""G3209"", ""G3219"", ""G3222"", ""GTEMP""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,1000,5,pc,ok,1.3,900,64,102,71,56,15,0.211268,0,0,1,1,0,1,66,0.929577,0.647059,53,0.716981,9,4,0.244094,0,27ddd39327f37ad5,"[[""G2089"", ""G2179""], [""G2639"", ""G317""], [""G2670"", ""G2815""], [""G3092"", ""G6123""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""], [""G678"", ""HT""]]"
magic-irri,1000,6,pc,ok,1.3,900,64,102,69,56,13,0.188406,0,0,1,1,0,1,65,0.942029,0.637255,53,0.773585,6,4,0.181102,0,fd73e666322867c1,"[[""G1266"", ""G3136""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3209"", ""G3219"", ""G3222"", ""GTEMP""], [""G3925"", ""G5794""], [""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,1000,7,pc,ok,1.3,900,64,102,71,56,15,0.211268,0,0,1,1,0,1,67,0.943662,0.656863,53,0.754717,6,5,0.383658,0,609ed022daa19cf7,"[[""G2670"", ""G2815""], [""G2949"", ""G317""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3209"", ""G3219"", ""G3222"", ""G4382"", ""GTEMP""], [""G3925"", ""G5794""], [""G4109"", ""G4145"", ""G4156""]]"
magic-irri,1000,8,pc,ok,1.5,900,64,102,76,65,11,0.144737,0,0,1,0,0,0,72,0.947368,0.705882,62,0.725806,5,4,0.208791,0,00de267f8fdc3b62,"[[""G1440"", ""G3136""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,1000,9,pc,ok,1.4,900,64,102,70,59,11,0.157143,0,0,1,1,0,1,67,0.957143,0.656863,57,0.77193,7,4,0.352647,0,7d7cdf5ebc3aa7e7,"[[""G1311"", ""G1378""], [""G2639"", ""G317""], [""G2670"", ""G2815""], [""G2949"", ""G4668""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3222"", ""GTEMP""], [""G4109"", ""G4145"", ""G4156""]]"
magic-irri,5000,0,pc,ok,5.9,900,64,102,101,90,11,0.108911,0,0,1,1,0,1,97,0.960396,0.95098,87,0.712644,5,4,0.208791,1,7a91ab0920e04dcb,"[[""G3049"", ""G6123""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G3222"", ""GTEMP""], [""G4109"", ""G4145"", ""G4156""], [""G6003"", ""G6010""]]"
magic-irri,5000,1,pc,ok,5.4,900,64,102,103,89,14,0.135922,0,0,1,1,0,1,97,0.941748,0.95098,84,0.690476,8,4,0.25237,0,78781e73570c5c93,"[[""G1311"", ""G1378""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""GTEMP""], [""G3862"", ""G3964""], [""G3872"", ""G3992""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""], [""G678"", ""HT""]]"
magic-irri,5000,2,pc,ok,5.8,900,64,102,104,93,11,0.105769,0,0,1,1,0,1,97,0.932692,0.95098,86,0.616279,5,4,-0.006993,0,590c5662a4b07ff0,"[[""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G3222"", ""GTEMP""], [""G3862"", ""G3964""], [""G5997"", ""G6003"", ""G6010""], [""G678"", ""HT""]]"
magic-irri,5000,3,pc,ok,6.4,900,64,102,99,86,13,0.131313,0,0,1,0,0,0,95,0.959596,0.931373,83,0.710843,6,4,0.25237,0,f78fdd85c2f06d62,"[[""G1778"", ""G3927""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G4382"", ""GTEMP""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,5000,4,pc,ok,5.2,900,64,102,101,88,13,0.128713,0,0,1,1,0,1,95,0.940594,0.931373,83,0.710843,6,4,0.201158,0,dfc5ef989aca0b38,"[[""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3209"", ""GTEMP""], [""G3219"", ""G3222""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""], [""G678"", ""HT""]]"
magic-irri,5000,5,pc,ok,5.2,900,64,102,99,85,14,0.141414,0,0,1,1,0,1,96,0.969697,0.941176,82,0.695122,8,4,0.187359,0,3dbd0f23c152b7d8,"[[""G1311"", ""G1378""], [""G1533"", ""G4432""], [""G2639"", ""G317""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G3222"", ""GTEMP""], [""G3862"", ""G3964""], [""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,5000,6,pc,ok,4.9,900,64,102,100,92,8,0.08,0,0,1,0,0,0,94,0.94,0.921569,86,0.697674,3,4,0.070968,0,0d271d8804dfac7e,"[[""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G4382"", ""GTEMP""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,5000,7,pc,ok,5.1,900,64,102,100,85,15,0.15,0,0,1,0,0,0,94,0.94,0.921569,79,0.64557,6,4,0.228995,0,783256b30520a3bd,"[[""G2639"", ""G317""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G3222"", ""G4382"", ""GTEMP""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,5000,8,pc,ok,5.0,900,64,102,101,87,14,0.138614,0,0,1,0,0,0,96,0.950495,0.941176,84,0.678571,8,4,0.25237,0,e9b751a35040f360,"[[""G1311"", ""G1378""], [""G2179"", ""G6123""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3136"", ""G5167""], [""G3219"", ""GTEMP""], [""G3862"", ""G3964""], [""G4109"", ""G4145"", ""G4156""], [""G5997"", ""G6003"", ""G6010""]]"
magic-irri,5000,9,pc,ok,5.6,900,64,102,101,89,12,0.118812,0,0,1,1,0,1,96,0.950495,0.941176,85,0.647059,6,4,-0.007236,0,c0075fddd7a75452,"[[""G2089"", ""G2815""], [""G2639"", ""G317""], [""G3098"", ""G3102"", ""G3105"", ""G3106""], [""G3219"", ""G3222"", ""GTEMP""], [""G5997"", ""G6003"", ""G6010""], [""G678"", ""HT""]]"
magic-niab,200,0,ges,ok,2.7,900,44,66,56,56,0,0.0,0,0,1,1,0,1,35,0.625,0.530303,35,0.6,0,0,0.0,0,3d6db2a1e0fa408b,[]
magic-niab,200,1,ges,ok,3.6,900,44,66,65,61,4,0.061538,0,0,1,1,0,1,32,0.492308,0.484848,31,0.548387,4,2,-0.006509,0,1d5980122a602bdc,"[[""G1373"", ""G832""], [""G1945"", ""G775""], [""G200"", ""G261""], [""G2920"", ""YLD""]]"
magic-niab,200,2,ges,ok,2.8,900,44,66,58,55,3,0.051724,0,0,1,1,0,1,30,0.517241,0.454545,27,0.481481,3,2,0.246115,0,cf2e497f958bc0a9,"[[""G1276"", ""G599""], [""G1373"", ""G1750""], [""G311"", ""YR.GLASS""]]"
magic-niab,200,3,ges,ok,3.4,900,44,66,64,62,2,0.03125,0,0,1,1,0,1,37,0.578125,0.560606,36,0.527778,2,2,0.130146,0,93d0caf3c6016281,"[[""G1033"", ""G1263""], [""G1276"", ""G599""]]"
magic-niab,200,4,ges,ok,4.0,900,44,66,68,67,1,0.014706,0,0,1,1,0,1,36,0.529412,0.545455,36,0.583333,1,2,-0.001967,0,128f2ab01de93e52,"[[""G1896"", ""G200""]]"
magic-niab,200,5,ges,ok,3.9,900,44,66,67,61,6,0.089552,0,0,1,1,0,1,39,0.58209,0.590909,36,0.638889,2,5,0.142056,0,ea222792de43ea6b,"[[""G1373"", ""G1750"", ""G1896"", ""G2318"", ""G2953""], [""G2208"", ""G866"", ""MIL""]]"
magic-niab,200,6,ges,ok,3.9,900,44,66,63,61,2,0.031746,0,0,1,1,0,1,35,0.555556,0.530303,35,0.542857,2,2,-0.003678,0,e1170f9f4c5adcc2,"[[""G1750"", ""G200""], [""G1800"", ""G832""]]"
magic-niab,200,7,ges,ok,3.7,900,44,66,62,60,2,0.032258,0,0,1,1,0,1,31,0.5,0.469697,31,0.612903,1,3,-0.00518,0,ffe0c5fca4cb1df9,"[[""G1789"", ""G2570"", ""G775""]]"
magic-niab,200,8,ges,ok,3.2,900,44,66,57,53,4,0.070175,0,0,1,1,0,1,33,0.578947,0.5,31,0.516129,3,3,-0.007693,0,d874f9db92f974b6,"[[""G1338"", ""G1789"", ""G266""], [""G1853"", ""G1896""], [""G2570"", ""G866""]]"
magic-niab,200,9,ges,ok,2.8,900,44,66,55,54,1,0.018182,0,0,1,1,0,1,36,0.654545,0.545455,36,0.527778,1,2,-0.001967,0,ca85bbf1f7040b36,"[[""G795"", ""G832""]]"
magic-niab,1000,0,ges,ok,4.0,900,44,66,76,72,4,0.052632,0,0,1,1,0,1,64,0.842105,0.969697,62,0.83871,4,2,0.230317,0,ed878da63f86f51c,"[[""G1217"", ""G257""], [""G1789"", ""G261""], [""G1853"", ""G795""], [""G1896"", ""G2953""]]"
magic-niab,1000,1,ges,ok,4.0,900,44,66,75,67,8,0.106667,0,0,1,1,0,1,63,0.84,0.954545,58,0.689655,4,4,0.298046,0,b4bb0eb1c8959e37,"[[""FT"", ""G1263"", ""G775""], [""G1033"", ""G1853"", ""G311"", ""G43""], [""G1217"", ""G1373""], [""G261"", ""G383"", ""G800""]]"
magic-niab,1000,2,ges,ok,5.4,900,44,66,87,82,5,0.057471,0,0,1,1,0,1,64,0.735632,0.969697,60,0.716667,3,3,0.495144,0,7ab44c72471a9919,"[[""G1033"", ""G1373"", ""G1750""], [""G1276"", ""G599""], [""G1853"", ""G311"", ""G43""]]"
magic-niab,1000,3,ges,ok,3.5,900,44,66,70,67,3,0.042857,0,0,1,1,0,1,64,0.914286,0.969697,62,0.790323,2,3,0.230317,0,44a6fd9dd3ffdaeb,"[[""G1276"", ""G1294"", ""G599""], [""G1896"", ""G2953""]]"
magic-niab,1000,4,ges,ok,4.0,900,44,66,72,62,10,0.138889,0,0,1,1,0,1,64,0.888889,0.969697,58,0.689655,7,4,0.511558,0,bf3670f6459f1824,"[[""G1217"", ""G2208"", ""G257"", ""G2920""], [""G1263"", ""G775""], [""G1294"", ""G418""], [""G1373"", ""G1750""], [""G1789"", ""G2318"", ""G942""], [""G1896"", ""G2953""], [""G311"", ""G43""]]"
magic-niab,1000,5,ges,ok,4.2,900,44,66,75,71,4,0.053333,0,0,1,1,0,1,64,0.853333,0.969697,61,0.803279,4,2,0.34873,0,2285a28a635f7dd5,"[[""G1033"", ""G1750""], [""G1853"", ""G311""], [""G1896"", ""G2953""], [""G383"", ""G800""]]"
magic-niab,1000,6,ges,ok,4.4,900,44,66,76,68,8,0.105263,0,0,1,1,0,1,64,0.842105,0.969697,59,0.813559,4,4,0.454036,0,7768a18a94611c2b,"[[""G1853"", ""G311"", ""G43""], [""G1896"", ""G2318"", ""G2953""], [""G1945"", ""G2835"", ""G418"", ""G524""], [""G383"", ""G800""]]"
magic-niab,1000,7,ges,ok,4.4,900,44,66,74,72,2,0.027027,0,0,1,1,0,1,64,0.864865,0.969697,62,0.822581,2,2,0.263969,0,0cf6b3636801597b,"[[""G1276"", ""G599""], [""G383"", ""G800""]]"
magic-niab,1000,8,ges,ok,4.2,900,44,66,72,65,7,0.097222,0,0,1,1,0,1,63,0.875,0.954545,57,0.684211,2,5,0.240432,0,7a1c1773a6b01c4e,"[[""G1217"", ""G1800"", ""G1896"", ""G257"", ""G2953""], [""G383"", ""G800""]]"
magic-niab,1000,9,ges,ok,4.2,900,44,66,73,70,3,0.041096,0,0,1,1,0,1,65,0.890411,0.984848,62,0.725806,3,2,0.371763,0,f165e0a33f1d9ac5,"[[""G1276"", ""G599""], [""G1373"", ""G1750""], [""G383"", ""G800""]]"
magic-niab,5000,0,ges,ok,3.4,900,44,66,74,62,12,0.162162,0,0,1,1,0,1,66,0.891892,1.0,57,0.982456,8,4,0.729114,0,d82825315d1cf50a,"[[""G1217"", ""G257""], [""G1263"", ""G1853"", ""G311"", ""G43""], [""G1276"", ""G599"", ""G775""], [""G1294"", ""G2835"", ""G418""], [""G1373"", ""G1750""], [""G1896"", ""G2953""], [""G2318"", ""G847""], [""G383"", ""G800""]]"
magic-niab,5000,1,ges,ok,3.5,900,44,66,72,63,9,0.125,0,0,1,1,0,1,66,0.916667,1.0,59,0.949153,5,4,0.661848,0,6af3bf2893ca80e5,"[[""G1033"", ""G1945""], [""G1217"", ""G257"", ""G383"", ""G800""], [""G1276"", ""G599""], [""G1294"", ""G2835"", ""G418""], [""G1853"", ""G311"", ""G43""]]"
magic-niab,5000,2,ges,ok,3.5,900,44,66,72,66,6,0.083333,0,0,1,1,0,1,66,0.916667,1.0,60,0.916667,5,3,0.697086,0,603fc76330509e1f,"[[""G1276"", ""G599""], [""G1294"", ""G2835"", ""G418""], [""G1373"", ""G1750""], [""G1896"", ""G2953""], [""G383"", ""G800""]]"
