arm,stratum,stratum_class,status,network,x,y,coverage,base_wrongness,bw_abs,analyst_replicate,n_tiers,radius,shd_truth,n_k,k_g0,AUC_frac,AUC_frac_usable,AUC_rate,AUC_rate_usable,endpoint_gap,n_grid_points,n_grid_points_usable,n_grid_points_censored,endpoint_censored,min_n_eval,median_n_eval,separation,separation_status,largest_component_size,component_size,n_claims_actually_wrong,bw_is_inert,dispatch_leg,gate,assumes,shard_id,frame_row_id
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,aks_m2,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,d34a0d5ed571967a
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,aks_vgt,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,5424b7c614ff043c
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,keraks,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,c351b07eec0bcb87
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,ksort,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,4f0548cc1238f781
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,protein,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,b5e4f281fef2efff
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,s2225,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,0d8b334d8c2fef5a
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,s2528,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,acf21ca12aa3ba21
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,slt22,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,211ff0e53b8126ab
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,spndx,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,382f6e90c525e06f
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,tkv,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,ffafbd419bad8aeb
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,udb,0.25,,1,0,,1,7,2,4,0.35139999999999993,0.35139999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r0,99ac51d45a8a6ce0
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,aks_vgt,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,e4e21184d18f24ac
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,bgbyg,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,1f19ee890d836666
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,ksort,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,7751afdeb55441bb
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,protein,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,b4712761382515ab
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,s2225,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,bfa5bc410a8b8940
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,s2528,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,e647107ef493ae9f
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,slt22,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,9f0eebb07d55db65
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,spndx,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,fcb34f63d607d664
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,udb,0.25,,1,1,,2,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,b3c69dbf113e11fe
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,aks_m2,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,1bdd736344b8aae7
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,aks_vgt,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,7afb2f38c4de21f9
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,keraks,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,217e53543f0e69a3
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,ksort,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,0fa78eaf3fbf2cd2
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,protein,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,2c98285fcedd368b
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,s2225,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,a475b57e3b779b65
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,s2528,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,d743a492b88dc781
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,slt22,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,8c2bdfc751681521
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,spndx,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,9234efc18fd0c8f5
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,tkv,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,8bc81125b6d795e6
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,udb,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,1969e3c97128a067
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,aks_m2,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,4de979fd4e0c763c
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,aks_vgt,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,f8c586a3574765e9
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,keraks,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,5a430b41d323f3f9
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,ksort,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,641f5d568045839c
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,protein,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,9ab562c6e8db2646
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,s2225,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,9e14be48100575b1
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,s2528,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,aac67b753f099593
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,slt22,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,0c08b127571c66fb
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,spndx,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,0d29c8ab0b0b81ba
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,tkv,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,768d209396e8a62a
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,udb,0.25,,1,1,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r1,c70937e2372e048d
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,aks_m2,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,d34a0d5ed571967a
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,aks_vgt,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,5424b7c614ff043c
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,keraks,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,c351b07eec0bcb87
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,ksort,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,4f0548cc1238f781
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,protein,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,b5e4f281fef2efff
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,s2225,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,0d8b334d8c2fef5a
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,s2528,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,acf21ca12aa3ba21
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,slt22,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,211ff0e53b8126ab
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,spndx,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,382f6e90c525e06f
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,tkv,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,ffafbd419bad8aeb
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,udb,0.25,,1,1,,1,7,2,4,0.35699999999999993,0.35699999999999993,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r1,99ac51d45a8a6ce0
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,aks_vgt,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,e4e21184d18f24ac
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,bgbyg,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,1f19ee890d836666
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,ksort,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,7751afdeb55441bb
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,protein,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,b4712761382515ab
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,s2225,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,bfa5bc410a8b8940
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,s2528,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,e647107ef493ae9f
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,slt22,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,9f0eebb07d55db65
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,spndx,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,fcb34f63d607d664
flip,flip_cov025_bwa1,supplementary,ok,barley,dgv5980,udb,0.25,,1,2,,2,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,b3c69dbf113e11fe
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,aks_m2,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,1bdd736344b8aae7
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,aks_vgt,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,7afb2f38c4de21f9
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,keraks,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,217e53543f0e69a3
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,ksort,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,0fa78eaf3fbf2cd2
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,protein,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,2c98285fcedd368b
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,s2225,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,a475b57e3b779b65
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,s2528,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,d743a492b88dc781
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,slt22,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,8c2bdfc751681521
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,spndx,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,9234efc18fd0c8f5
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,tkv,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,8bc81125b6d795e6
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,frspdag,udb,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,1969e3c97128a067
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,aks_m2,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,4de979fd4e0c763c
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,aks_vgt,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,f8c586a3574765e9
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,keraks,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,5a430b41d323f3f9
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,ksort,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,641f5d568045839c
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,protein,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,9ab562c6e8db2646
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,s2225,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,9e14be48100575b1
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,s2528,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,aac67b753f099593
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,slt22,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,0c08b127571c66fb
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,spndx,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,0d29c8ab0b0b81ba
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,tkv,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,768d209396e8a62a
flip,flip_cov025_bwa1,supplementary,optimal_set_undefined,barley,jordinf,udb,0.25,,1,2,,,7,2,4,,,,,,0,0,0,False,,,,no_z_member_in_component,4,4,1,False,,fast_gate,,flip__barley__cov025__bwa1__r2,c70937e2372e048d
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,aks_m2,0.25,,1,2,,1,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,d34a0d5ed571967a
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,aks_vgt,0.25,,1,2,,1,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,5424b7c614ff043c
flip,flip_cov025_bwa1,supplementary,ok,barley,rokap,keraks,0.25,,1,2,,1,7,2,4,0.37029999999999996,0.37029999999999996,,,0.0,2,2,0,False,1000,1000.0,,no_z_member_in_component,4,3,1,False,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",flip__barley__cov025__bwa1__r2,c351b07eec0bcb87
