network,x,y,n_tiers,arm,intensity_bin,n_draws,n_eval,n_contradictory,n_survived,S,contradiction_rate,silent_failure_rate,instance_sha256
Schipf_2010,U,TT,3,xarm_tiered,0.05,2000,1398,602,1114,0.7968526466380543,0.301,0.14200000000000004,876f08f687f70924
Schipf_2010,U,TT,3,xarm_tiered,0.15,3000,1773,1227,1147,0.64692611393119,0.409,0.20866666666666667,876f08f687f70924
Schipf_2010,U,TT,3,xarm_tiered,0.3,3000,1607,1393,883,0.5494710640945862,0.4643333333333333,0.24133333333333334,876f08f687f70924
Schipf_2010,U,TT,4,xarm_flip,0.2,1000,587,413,587,1.0,0.413,0.0,fab6b71c608ff68f
Schipf_2010,U,TT,4,xarm_flip,0.35,1000,282,718,211,0.74822695035461,0.718,0.071,fab6b71c608ff68f
Schipf_2010,U,TT,4,xarm_flip,0.5,1000,305,695,0,0.0,0.695,0.30500000000000005,fab6b71c608ff68f
Schipf_2010,U,TT,4,xarm_flip,0.65,1000,194,806,0,0.0,0.806,0.19399999999999995,fab6b71c608ff68f
Schipf_2010,U,TT,4,xarm_tiered,0.0,4000,3437,563,3437,1.0,0.14075,0.0,fab6b71c608ff68f
Schipf_2010,U,TT,4,xarm_tiered,0.15,3000,2022,978,1878,0.9287833827893175,0.326,0.04800000000000001,fab6b71c608ff68f
Schipf_2010,U,TT,4,xarm_tiered,0.2,2000,1119,881,889,0.7944593386952636,0.4405,0.11499999999999999,fab6b71c608ff68f
Schipf_2010,U,TT,4,xarm_tiered,0.3,1000,529,471,349,0.6597353497164461,0.471,0.18000000000000002,fab6b71c608ff68f
Schipf_2010,WC,T2DM,3,xarm_flip,0.3,1000,693,307,0,0.0,0.307,0.6930000000000001,144f9b1fa2bab5d1
Schipf_2010,WC,T2DM,3,xarm_flip,0.4,1000,677,323,0,0.0,0.323,0.677,144f9b1fa2bab5d1
Schipf_2010,WC,T2DM,3,xarm_flip,0.75,1000,1000,0,0,0.0,0.0,1.0,144f9b1fa2bab5d1
Schipf_2010,WC,T2DM,3,xarm_tiered,0.0,2000,1715,285,1515,0.8833819241982507,0.1425,0.10000000000000005,144f9b1fa2bab5d1
Schipf_2010,WC,T2DM,3,xarm_tiered,0.05,2000,1398,602,978,0.6995708154506438,0.301,0.21,144f9b1fa2bab5d1
Schipf_2010,WC,T2DM,3,xarm_tiered,0.15,3000,1773,1227,719,0.40552735476593343,0.409,0.3513333333333333,144f9b1fa2bab5d1
Schipf_2010,WC,T2DM,3,xarm_tiered,0.3,3000,1607,1393,250,0.1555693839452396,0.4643333333333333,0.4523333333333334,144f9b1fa2bab5d1
Schipf_2010,WC,T2DM,4,xarm_flip,0.2,1000,587,413,194,0.33049403747870526,0.413,0.39299999999999996,116b38390e85f93b
Schipf_2010,WC,T2DM,4,xarm_flip,0.35,1000,282,718,0,0.0,0.718,0.28200000000000003,116b38390e85f93b
Schipf_2010,WC,T2DM,4,xarm_flip,0.5,1000,305,695,0,0.0,0.695,0.30500000000000005,116b38390e85f93b
Schipf_2010,WC,T2DM,4,xarm_flip,0.65,1000,194,806,0,0.0,0.806,0.19399999999999995,116b38390e85f93b
Schipf_2010,WC,T2DM,4,xarm_tiered,0.0,4000,3437,563,2707,0.7876054698865289,0.14075,0.18250000000000005,116b38390e85f93b
Schipf_2010,WC,T2DM,4,xarm_tiered,0.15,3000,2022,978,936,0.4629080118694362,0.326,0.362,116b38390e85f93b
Schipf_2010,WC,T2DM,4,xarm_tiered,0.2,2000,1119,881,307,0.2743521000893655,0.4405,0.40599999999999997,116b38390e85f93b
Schipf_2010,WC,T2DM,4,xarm_tiered,0.3,1000,529,471,99,0.18714555765595464,0.471,0.43,116b38390e85f93b
Schipf_2010,WC,TT,3,xarm_flip,0.3,1000,693,307,0,0.0,0.307,0.6930000000000001,569afb002c8fe756
Schipf_2010,WC,TT,3,xarm_flip,0.4,1000,677,323,0,0.0,0.323,0.677,569afb002c8fe756
Schipf_2010,WC,TT,3,xarm_flip,0.75,1000,1000,0,0,0.0,0.0,1.0,569afb002c8fe756
Schipf_2010,WC,TT,3,xarm_tiered,0.0,2000,1715,285,1515,0.8833819241982507,0.1425,0.10000000000000005,569afb002c8fe756
Schipf_2010,WC,TT,3,xarm_tiered,0.05,2000,1398,602,978,0.6995708154506438,0.301,0.21,569afb002c8fe756
Schipf_2010,WC,TT,3,xarm_tiered,0.15,3000,1773,1227,793,0.4472645234066554,0.409,0.3266666666666666,569afb002c8fe756
Schipf_2010,WC,TT,3,xarm_tiered,0.3,3000,1607,1393,400,0.24891101431238333,0.4643333333333333,0.4023333333333334,569afb002c8fe756
Schipf_2010,WC,TT,4,xarm_flip,0.2,1000,587,413,390,0.6643952299829642,0.413,0.197,b26177c711e817c9
Schipf_2010,WC,TT,4,xarm_flip,0.35,1000,282,718,116,0.41134751773049644,0.718,0.16600000000000004,b26177c711e817c9
Schipf_2010,WC,TT,4,xarm_flip,0.5,1000,305,695,0,0.0,0.695,0.30500000000000005,b26177c711e817c9
Schipf_2010,WC,TT,4,xarm_flip,0.65,1000,194,806,0,0.0,0.806,0.19399999999999995,b26177c711e817c9
Schipf_2010,WC,TT,4,xarm_tiered,0.0,4000,3437,563,3149,0.916205993599069,0.14075,0.07200000000000001,b26177c711e817c9
Schipf_2010,WC,TT,4,xarm_tiered,0.15,3000,2022,978,1407,0.6958456973293768,0.326,0.205,b26177c711e817c9
Schipf_2010,WC,TT,4,xarm_tiered,0.2,2000,1119,881,544,0.48614834673815904,0.4405,0.2875,b26177c711e817c9
Schipf_2010,WC,TT,4,xarm_tiered,0.3,1000,529,471,158,0.29867674858223064,0.471,0.37100000000000005,b26177c711e817c9
Schipf_2010,WC,U,3,xarm_flip,0.3,1000,693,307,0,0.0,0.307,0.6930000000000001,f80851ac1b4bbcdb
Schipf_2010,WC,U,3,xarm_flip,0.4,1000,677,323,0,0.0,0.323,0.677,f80851ac1b4bbcdb
Schipf_2010,WC,U,3,xarm_flip,0.75,1000,1000,0,0,0.0,0.0,1.0,f80851ac1b4bbcdb
Schipf_2010,WC,U,3,xarm_tiered,0.0,2000,1715,285,1515,0.8833819241982507,0.1425,0.10000000000000005,f80851ac1b4bbcdb
Schipf_2010,WC,U,3,xarm_tiered,0.05,2000,1398,602,978,0.6995708154506438,0.301,0.21,f80851ac1b4bbcdb
Schipf_2010,WC,U,3,xarm_tiered,0.15,3000,1773,1227,793,0.4472645234066554,0.409,0.3266666666666666,f80851ac1b4bbcdb
Schipf_2010,WC,U,3,xarm_tiered,0.3,3000,1607,1393,400,0.24891101431238333,0.4643333333333333,0.4023333333333334,f80851ac1b4bbcdb
Schipf_2010,WC,U,4,xarm_flip,0.2,1000,587,413,390,0.6643952299829642,0.413,0.197,dcd0d7bbf3eabb0f
Schipf_2010,WC,U,4,xarm_flip,0.35,1000,282,718,116,0.41134751773049644,0.718,0.16600000000000004,dcd0d7bbf3eabb0f
Schipf_2010,WC,U,4,xarm_flip,0.5,1000,305,695,0,0.0,0.695,0.30500000000000005,dcd0d7bbf3eabb0f
Schipf_2010,WC,U,4,xarm_flip,0.65,1000,194,806,0,0.0,0.806,0.19399999999999995,dcd0d7bbf3eabb0f
Schipf_2010,WC,U,4,xarm_tiered,0.0,4000,3437,563,3149,0.916205993599069,0.14075,0.07200000000000001,dcd0d7bbf3eabb0f
Schipf_2010,WC,U,4,xarm_tiered,0.15,3000,2022,978,1407,0.6958456973293768,0.326,0.205,dcd0d7bbf3eabb0f
Schipf_2010,WC,U,4,xarm_tiered,0.2,2000,1119,881,544,0.48614834673815904,0.4405,0.2875,dcd0d7bbf3eabb0f
Schipf_2010,WC,U,4,xarm_tiered,0.3,1000,529,471,158,0.29867674858223064,0.471,0.37100000000000005,dcd0d7bbf3eabb0f
Sebastiani_2005,ANXA2.7,ANXA2.5,2,xarm_flip,0.0,1000,1000,0,0,0.0,0.0,1.0,4fd01b62c73dce3a
Sebastiani_2005,ANXA2.7,ANXA2.5,2,xarm_tiered,0.0,4000,3539,461,2704,0.764057643402091,0.11525,0.20874999999999996,4fd01b62c73dce3a
Sebastiani_2005,ANXA2.7,ANXA2.5,2,xarm_tiered,0.05,6000,4503,1497,1688,0.3748612036420164,0.2495,0.4691666666666666,4fd01b62c73dce3a
Sebastiani_2005,ANXA2.7,ANXA2.5,3,xarm_flip,0.0,1000,1000,0,0,0.0,0.0,1.0,4fd01b62c73dce3a
Sebastiani_2005,ANXA2.7,ANXA2.5,3,xarm_tiered,0.0,5000,4287,713,3385,0.7895964543970142,0.1426,0.1804,4fd01b62c73dce3a
Sebastiani_2005,ANXA2.7,ANXA2.5,3,xarm_tiered,0.05,5000,3382,1618,1767,0.5224719101123596,0.3236,0.32299999999999995,4fd01b62c73dce3a
Sebastiani_2005,ANXA2.7,ANXA2.5,4,xarm_flip,0.0,1000,1000,0,677,0.677,0.0,0.32299999999999995,39526f16edba1b52
Sebastiani_2005,ANXA2.7,ANXA2.5,4,xarm_flip,0.1,2000,2000,0,333,0.1665,0.0,0.8335,39526f16edba1b52
Sebastiani_2005,ANXA2.7,ANXA2.5,4,xarm_tiered,0.0,5000,4387,613,3554,0.8101208114884887,0.1226,0.16660000000000003,39526f16edba1b52
Sebastiani_2005,ANXA2.7,ANXA2.5,4,xarm_tiered,0.05,5000,3534,1466,2046,0.5789473684210527,0.2932,0.2976,39526f16edba1b52
Sebastiani_2005,EDNI1.6,EDNI1.7,4,xarm_flip,0.0,1000,1000,0,663,0.663,0.0,0.33699999999999997,7e6e34f07a99587c
Sebastiani_2005,EDNI1.6,EDNI1.7,4,xarm_flip,0.1,2000,2000,0,352,0.176,0.0,0.8240000000000001,7e6e34f07a99587c
Sebastiani_2005,EDNI1.6,EDNI1.7,4,xarm_tiered,0.0,5000,4387,613,4152,0.9464326418965124,0.1226,0.046999999999999986,7e6e34f07a99587c
Sebastiani_2005,EDNI1.6,EDNI1.7,4,xarm_tiered,0.05,5000,3534,1466,3014,0.8528579513299378,0.2932,0.10399999999999995,7e6e34f07a99587c
Sebastiani_2005,TGFBR3.8,TGFBR3.2,4,xarm_flip,0.0,1000,1000,0,660,0.66,0.0,0.33999999999999997,7366edf94dbed7d8
Sebastiani_2005,TGFBR3.8,TGFBR3.2,4,xarm_flip,0.1,2000,2000,0,315,0.1575,0.0,0.8425,7366edf94dbed7d8
Sebastiani_2005,TGFBR3.8,TGFBR3.2,4,xarm_tiered,0.0,5000,4387,613,3580,0.8160474128105767,0.1226,0.16140000000000002,7366edf94dbed7d8
Sebastiani_2005,TGFBR3.8,TGFBR3.2,4,xarm_tiered,0.05,5000,3534,1466,2025,0.5730050933786078,0.2932,0.30179999999999996,7366edf94dbed7d8
Sebastiani_2005,TGFBR3.8,TGFBR3.9,4,xarm_flip,0.0,1000,1000,0,660,0.66,0.0,0.33999999999999997,7366edf94dbed7d8
Sebastiani_2005,TGFBR3.8,TGFBR3.9,4,xarm_flip,0.1,2000,2000,0,315,0.1575,0.0,0.8425,7366edf94dbed7d8
Sebastiani_2005,TGFBR3.8,TGFBR3.9,4,xarm_tiered,0.0,5000,4387,613,3580,0.8160474128105767,0.1226,0.16140000000000002,7366edf94dbed7d8
Sebastiani_2005,TGFBR3.8,TGFBR3.9,4,xarm_tiered,0.05,5000,3534,1466,2025,0.5730050933786078,0.2932,0.30179999999999996,7366edf94dbed7d8
Shrier_2008,TeamMotivation,Injury,3,xarm_flip,0.15,1000,1000,0,519,0.519,0.0,0.481,7a20da803e1c9c51
Shrier_2008,TeamMotivation,Injury,3,xarm_flip,0.25,1000,1000,0,0,0.0,0.0,1.0,7a20da803e1c9c51
Shrier_2008,TeamMotivation,Injury,3,xarm_tiered,0.0,2000,2000,0,1749,0.8745,0.0,0.12549999999999994,7a20da803e1c9c51
Shrier_2008,TeamMotivation,Injury,3,xarm_tiered,0.05,6000,5720,280,3565,0.6232517482517482,0.04666666666666667,0.3591666666666667,7a20da803e1c9c51
Shrier_2008,TeamMotivation,Injury,3,xarm_tiered,0.1,2000,1766,234,774,0.43827859569648925,0.117,0.49600000000000005,7a20da803e1c9c51
Shrier_2008,TeamMotivation,Injury,4,xarm_flip,0.15,1000,1000,0,508,0.508,0.0,0.492,7a20da803e1c9c51
