network,x,y,n_tiers,arm,intensity_bin,n_draws,n_eval,n_contradictory,n_survived,S,contradiction_rate,silent_failure_rate,instance_sha256
barley,dgv5980,spndx,4,xarm_flip,0.05,2000,1327,673,647,0.4875659382064808,0.3365,0.34,8071a88d66628d59
barley,dgv5980,spndx,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,8071a88d66628d59
barley,dgv5980,spndx,4,xarm_tiered,0.0,9000,4597,4403,3791,0.8246682619099412,0.4892222222222222,0.08955555555555557,8071a88d66628d59
barley,dgv5980,spndx,4,xarm_tiered,0.05,1000,275,725,172,0.6254545454545455,0.725,0.103,8071a88d66628d59
barley,dgv5980,udb,3,xarm_flip,0.0,1000,1000,0,794,0.794,0.0,0.20599999999999996,6df91f7885705b32
barley,dgv5980,udb,3,xarm_flip,0.05,1000,693,307,284,0.4098124098124098,0.307,0.40900000000000003,6df91f7885705b32
barley,dgv5980,udb,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,6df91f7885705b32
barley,dgv5980,udb,3,xarm_tiered,0.0,8000,4650,3350,3817,0.8208602150537634,0.41875,0.10412500000000004,6df91f7885705b32
barley,dgv5980,udb,3,xarm_tiered,0.05,2000,712,1288,412,0.5786516853932584,0.644,0.15,6df91f7885705b32
barley,dgv5980,udb,4,xarm_flip,0.0,1000,1000,0,855,0.855,0.0,0.14500000000000002,79f1de26913c56ab
barley,dgv5980,udb,4,xarm_flip,0.05,2000,1327,673,647,0.4875659382064808,0.3365,0.34,79f1de26913c56ab
barley,dgv5980,udb,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,79f1de26913c56ab
barley,dgv5980,udb,4,xarm_tiered,0.0,9000,4597,4403,3791,0.8246682619099412,0.4892222222222222,0.08955555555555557,79f1de26913c56ab
barley,dgv5980,udb,4,xarm_tiered,0.05,1000,275,725,172,0.6254545454545455,0.725,0.103,79f1de26913c56ab
barley,frspdag,aks_m2,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,514ce9128a13a983
barley,frspdag,aks_m2,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,514ce9128a13a983
barley,frspdag,aks_m2,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,514ce9128a13a983
barley,frspdag,aks_m2,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,514ce9128a13a983
barley,frspdag,aks_m2,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,514ce9128a13a983
barley,frspdag,aks_vgt,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,6635b3337c9931b8
barley,frspdag,aks_vgt,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,6635b3337c9931b8
barley,frspdag,aks_vgt,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,6635b3337c9931b8
barley,frspdag,aks_vgt,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,6635b3337c9931b8
barley,frspdag,aks_vgt,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,6635b3337c9931b8
barley,frspdag,keraks,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,514ce9128a13a983
barley,frspdag,keraks,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,514ce9128a13a983
barley,frspdag,keraks,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,514ce9128a13a983
barley,frspdag,keraks,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,514ce9128a13a983
barley,frspdag,keraks,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,514ce9128a13a983
barley,frspdag,ksort,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,frspdag,ksort,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,frspdag,ksort,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,frspdag,ksort,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,091850491c026356
barley,frspdag,ksort,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,091850491c026356
barley,frspdag,protein,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,daf678055888ede0
barley,frspdag,protein,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,daf678055888ede0
barley,frspdag,protein,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,daf678055888ede0
barley,frspdag,protein,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,daf678055888ede0
barley,frspdag,protein,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,daf678055888ede0
barley,frspdag,s2225,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,frspdag,s2225,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,frspdag,s2225,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,frspdag,s2225,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,091850491c026356
barley,frspdag,s2225,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,091850491c026356
barley,frspdag,s2528,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,frspdag,s2528,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,frspdag,s2528,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,frspdag,s2528,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,091850491c026356
barley,frspdag,s2528,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,091850491c026356
barley,frspdag,slt22,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,frspdag,slt22,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,frspdag,slt22,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,frspdag,slt22,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,091850491c026356
barley,frspdag,slt22,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,091850491c026356
barley,frspdag,spndx,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,frspdag,spndx,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,frspdag,spndx,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,frspdag,spndx,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,091850491c026356
barley,frspdag,spndx,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,091850491c026356
barley,frspdag,tkv,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,514ce9128a13a983
barley,frspdag,tkv,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,514ce9128a13a983
barley,frspdag,tkv,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,514ce9128a13a983
barley,frspdag,tkv,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,514ce9128a13a983
barley,frspdag,tkv,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,514ce9128a13a983
barley,frspdag,udb,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,6635b3337c9931b8
barley,frspdag,udb,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,6635b3337c9931b8
barley,frspdag,udb,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,6635b3337c9931b8
barley,frspdag,udb,4,xarm_tiered,0.0,9000,4597,4403,4021,0.8747008918860126,0.4892222222222222,0.06399999999999999,6635b3337c9931b8
barley,frspdag,udb,4,xarm_tiered,0.05,1000,275,725,162,0.5890909090909091,0.725,0.113,6635b3337c9931b8
barley,jordinf,aks_m2,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,2a0e83257f071b71
barley,jordinf,aks_m2,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,2a0e83257f071b71
barley,jordinf,aks_m2,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,2a0e83257f071b71
barley,jordinf,aks_m2,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,2a0e83257f071b71
barley,jordinf,aks_m2,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,2a0e83257f071b71
barley,jordinf,aks_m2,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,514ce9128a13a983
barley,jordinf,aks_m2,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,514ce9128a13a983
barley,jordinf,aks_m2,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,514ce9128a13a983
barley,jordinf,aks_m2,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,514ce9128a13a983
barley,jordinf,aks_m2,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,514ce9128a13a983
barley,jordinf,aks_vgt,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,29088f24d272a0f4
barley,jordinf,aks_vgt,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,29088f24d272a0f4
barley,jordinf,aks_vgt,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,29088f24d272a0f4
barley,jordinf,aks_vgt,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,29088f24d272a0f4
barley,jordinf,aks_vgt,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,29088f24d272a0f4
barley,jordinf,aks_vgt,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,6635b3337c9931b8
barley,jordinf,aks_vgt,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,6635b3337c9931b8
barley,jordinf,aks_vgt,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,6635b3337c9931b8
barley,jordinf,aks_vgt,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,6635b3337c9931b8
barley,jordinf,aks_vgt,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,6635b3337c9931b8
barley,jordinf,keraks,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,2a0e83257f071b71
barley,jordinf,keraks,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,2a0e83257f071b71
barley,jordinf,keraks,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,2a0e83257f071b71
barley,jordinf,keraks,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,2a0e83257f071b71
barley,jordinf,keraks,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,2a0e83257f071b71
barley,jordinf,keraks,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,514ce9128a13a983
barley,jordinf,keraks,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,514ce9128a13a983
barley,jordinf,keraks,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,514ce9128a13a983
barley,jordinf,keraks,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,514ce9128a13a983
barley,jordinf,keraks,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,514ce9128a13a983
barley,jordinf,ksort,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,a8e3fea5fae30989
barley,jordinf,ksort,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,a8e3fea5fae30989
barley,jordinf,ksort,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,a8e3fea5fae30989
barley,jordinf,ksort,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,a8e3fea5fae30989
barley,jordinf,ksort,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,a8e3fea5fae30989
barley,jordinf,ksort,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,jordinf,ksort,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,jordinf,ksort,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,jordinf,ksort,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,091850491c026356
barley,jordinf,ksort,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,091850491c026356
barley,jordinf,protein,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,0170b6f1e7ad1fb0
barley,jordinf,protein,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,0170b6f1e7ad1fb0
barley,jordinf,protein,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,0170b6f1e7ad1fb0
barley,jordinf,protein,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,0170b6f1e7ad1fb0
barley,jordinf,protein,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,0170b6f1e7ad1fb0
barley,jordinf,protein,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,daf678055888ede0
barley,jordinf,protein,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,daf678055888ede0
barley,jordinf,protein,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,daf678055888ede0
barley,jordinf,protein,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,daf678055888ede0
barley,jordinf,protein,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,daf678055888ede0
barley,jordinf,s2225,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,a8e3fea5fae30989
barley,jordinf,s2225,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,a8e3fea5fae30989
barley,jordinf,s2225,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,a8e3fea5fae30989
barley,jordinf,s2225,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,a8e3fea5fae30989
barley,jordinf,s2225,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,a8e3fea5fae30989
barley,jordinf,s2225,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,jordinf,s2225,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,jordinf,s2225,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,jordinf,s2225,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,091850491c026356
barley,jordinf,s2225,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,091850491c026356
barley,jordinf,s2528,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,a8e3fea5fae30989
barley,jordinf,s2528,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,a8e3fea5fae30989
barley,jordinf,s2528,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,a8e3fea5fae30989
barley,jordinf,s2528,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,a8e3fea5fae30989
barley,jordinf,s2528,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,a8e3fea5fae30989
barley,jordinf,s2528,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,jordinf,s2528,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,jordinf,s2528,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,jordinf,s2528,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,091850491c026356
barley,jordinf,s2528,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,091850491c026356
barley,jordinf,slt22,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,a8e3fea5fae30989
barley,jordinf,slt22,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,a8e3fea5fae30989
barley,jordinf,slt22,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,a8e3fea5fae30989
barley,jordinf,slt22,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,a8e3fea5fae30989
barley,jordinf,slt22,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,a8e3fea5fae30989
barley,jordinf,slt22,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,jordinf,slt22,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,jordinf,slt22,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,jordinf,slt22,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,091850491c026356
barley,jordinf,slt22,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,091850491c026356
barley,jordinf,spndx,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,a8e3fea5fae30989
barley,jordinf,spndx,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,a8e3fea5fae30989
barley,jordinf,spndx,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,a8e3fea5fae30989
barley,jordinf,spndx,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,a8e3fea5fae30989
barley,jordinf,spndx,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,a8e3fea5fae30989
barley,jordinf,spndx,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,091850491c026356
barley,jordinf,spndx,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,091850491c026356
barley,jordinf,spndx,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,091850491c026356
barley,jordinf,spndx,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,091850491c026356
barley,jordinf,spndx,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,091850491c026356
barley,jordinf,tkv,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,2a0e83257f071b71
barley,jordinf,tkv,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,2a0e83257f071b71
barley,jordinf,tkv,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,2a0e83257f071b71
barley,jordinf,tkv,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,2a0e83257f071b71
barley,jordinf,tkv,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,2a0e83257f071b71
barley,jordinf,tkv,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,514ce9128a13a983
barley,jordinf,tkv,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,514ce9128a13a983
barley,jordinf,tkv,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,514ce9128a13a983
barley,jordinf,tkv,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,514ce9128a13a983
barley,jordinf,tkv,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,514ce9128a13a983
barley,jordinf,udb,3,xarm_flip,0.0,1000,1000,0,795,0.795,0.0,0.20499999999999996,29088f24d272a0f4
barley,jordinf,udb,3,xarm_flip,0.05,1000,693,307,312,0.45021645021645024,0.307,0.381,29088f24d272a0f4
barley,jordinf,udb,3,xarm_flip,0.1,1000,321,679,0,0.0,0.679,0.32099999999999995,29088f24d272a0f4
barley,jordinf,udb,3,xarm_tiered,0.0,8000,4650,3350,4206,0.9045161290322581,0.41875,0.055499999999999994,29088f24d272a0f4
barley,jordinf,udb,3,xarm_tiered,0.05,2000,712,1288,550,0.7724719101123596,0.644,0.08099999999999997,29088f24d272a0f4
barley,jordinf,udb,4,xarm_flip,0.0,1000,1000,0,806,0.806,0.0,0.19399999999999995,6635b3337c9931b8
barley,jordinf,udb,4,xarm_flip,0.05,2000,1327,673,617,0.46495855312735496,0.3365,0.3549999999999999,6635b3337c9931b8
barley,jordinf,udb,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,6635b3337c9931b8
barley,jordinf,udb,4,xarm_tiered,0.0,9000,4597,4403,4414,0.960191429192952,0.4892222222222222,0.020333333333333307,6635b3337c9931b8
barley,jordinf,udb,4,xarm_tiered,0.05,1000,275,725,230,0.8363636363636363,0.725,0.04500000000000002,6635b3337c9931b8
barley,nedbarea,aks_m2,4,xarm_flip,0.0,1000,1000,0,848,0.848,0.0,0.15200000000000002,87d022fddfde883c
barley,nedbarea,aks_m2,4,xarm_flip,0.05,2000,1327,673,636,0.47927656367746796,0.3365,0.3455,87d022fddfde883c
barley,nedbarea,aks_m2,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,87d022fddfde883c
barley,nedbarea,aks_m2,4,xarm_tiered,0.0,9000,4597,4403,3456,0.7517946486839243,0.4892222222222222,0.12677777777777777,87d022fddfde883c
barley,nedbarea,aks_m2,4,xarm_tiered,0.05,1000,275,725,132,0.48,0.725,0.14300000000000002,87d022fddfde883c
barley,nedbarea,aks_vgt,4,xarm_flip,0.0,1000,1000,0,848,0.848,0.0,0.15200000000000002,06cc936f48477a8f
barley,nedbarea,aks_vgt,4,xarm_flip,0.05,2000,1327,673,636,0.47927656367746796,0.3365,0.3455,06cc936f48477a8f
barley,nedbarea,aks_vgt,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,06cc936f48477a8f
barley,nedbarea,aks_vgt,4,xarm_tiered,0.0,9000,4597,4403,3456,0.7517946486839243,0.4892222222222222,0.12677777777777777,06cc936f48477a8f
barley,nedbarea,aks_vgt,4,xarm_tiered,0.05,1000,275,725,132,0.48,0.725,0.14300000000000002,06cc936f48477a8f
barley,nedbarea,jordn,4,xarm_flip,0.0,1000,1000,0,848,0.848,0.0,0.15200000000000002,f6b41d53e458a4af
barley,nedbarea,jordn,4,xarm_flip,0.05,2000,1327,673,636,0.47927656367746796,0.3365,0.3455,f6b41d53e458a4af
barley,nedbarea,jordn,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,f6b41d53e458a4af
barley,nedbarea,jordn,4,xarm_tiered,0.0,9000,4597,4403,3456,0.7517946486839243,0.4892222222222222,0.12677777777777777,f6b41d53e458a4af
barley,nedbarea,jordn,4,xarm_tiered,0.05,1000,275,725,132,0.48,0.725,0.14300000000000002,f6b41d53e458a4af
barley,nedbarea,keraks,4,xarm_flip,0.0,1000,1000,0,848,0.848,0.0,0.15200000000000002,87d022fddfde883c
barley,nedbarea,keraks,4,xarm_flip,0.05,2000,1327,673,636,0.47927656367746796,0.3365,0.3455,87d022fddfde883c
barley,nedbarea,keraks,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,87d022fddfde883c
barley,nedbarea,keraks,4,xarm_tiered,0.0,9000,4597,4403,3456,0.7517946486839243,0.4892222222222222,0.12677777777777777,87d022fddfde883c
barley,nedbarea,keraks,4,xarm_tiered,0.05,1000,275,725,132,0.48,0.725,0.14300000000000002,87d022fddfde883c
barley,nedbarea,ksort,4,xarm_flip,0.0,1000,1000,0,848,0.848,0.0,0.15200000000000002,8f3737d74a4973fc
barley,nedbarea,ksort,4,xarm_flip,0.05,2000,1327,673,636,0.47927656367746796,0.3365,0.3455,8f3737d74a4973fc
barley,nedbarea,ksort,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,8f3737d74a4973fc
barley,nedbarea,ksort,4,xarm_tiered,0.0,9000,4597,4403,3456,0.7517946486839243,0.4892222222222222,0.12677777777777777,8f3737d74a4973fc
barley,nedbarea,ksort,4,xarm_tiered,0.05,1000,275,725,132,0.48,0.725,0.14300000000000002,8f3737d74a4973fc
barley,nedbarea,mod_nmin,4,xarm_flip,0.0,1000,1000,0,848,0.848,0.0,0.15200000000000002,d6162f0242b88732
barley,nedbarea,mod_nmin,4,xarm_flip,0.05,2000,1327,673,636,0.47927656367746796,0.3365,0.3455,d6162f0242b88732
barley,nedbarea,mod_nmin,4,xarm_flip,0.1,1000,186,814,0,0.0,0.814,0.18600000000000005,d6162f0242b88732
barley,nedbarea,mod_nmin,4,xarm_tiered,0.0,9000,4597,4403,3456,0.7517946486839243,0.4892222222222222,0.12677777777777777,d6162f0242b88732
barley,nedbarea,mod_nmin,4,xarm_tiered,0.05,1000,275,725,132,0.48,0.725,0.14300000000000002,d6162f0242b88732
barley,nedbarea,ngodn,4,xarm_flip,0.0,1000,1000,0,848,0.848,0.0,0.15200000000000002,a6580e26d96c7f3d
barley,nedbarea,ngodn,4,xarm_flip,0.05,2000,1327,673,636,0.47927656367746796,0.3365,0.3455,a6580e26d96c7f3d
