stratum,stratum_class,predictor,endpoint,dropped_network,n,n_networks,tau_b,ci_lo_2p5,ci_hi_97p5,excludes_zero,full_tau_b,full_excludes_zero,loses_zero_exclusion
flip_cov050_bw010,primary,shd_truth,AUC_frac_usable,win95pts,537,16,0.43914928757859717,-0.07161324420005986,0.747403304384106,False,0.4317048874550582,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,Kampen_2014,522,16,0.10630585382909577,-0.4797675538962929,0.7805967417764733,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,Polzer_2012,516,16,0.06982869656342262,-0.5006856458516741,0.7481708542810327,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,Schipf_2010,540,16,0.16712164079727163,-0.3939897317323931,0.780684165006056,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,Sebastiani_2005,534,16,0.15953852261340223,-0.39886387478033464,0.7790934283309516,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,Shrier_2008,537,16,0.12357757160821807,-0.4567677036541176,0.7451796876707285,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,asia,543,16,0.14635377512388428,-0.4104646741857524,0.7594776784230249,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,barley,360,16,0.3055320164132587,-0.33910720966642804,0.8176152900412905,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,child,495,16,-0.05342344877201445,-0.5135785476502062,0.6444098953609901,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,ecoli70,516,16,0.22684778575595393,-0.34822926025588363,0.8060617272862027,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,hepar2,537,16,0.15772366901809834,-0.39753228768575977,0.7803194583235707,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,insurance,447,16,0.4966322755830382,0.007389449378634947,0.8223105469966587,True,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,magic-niab,504,16,0.17502659856474523,-0.38800255591010774,0.7927937478003372,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,mediator,543,16,0.14785764794771838,-0.41767071879252327,0.7681927520929503,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,munin1,543,16,0.16176106164180054,-0.39488042032318843,0.7745543641182597,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,sachs,543,16,0.1562678596088565,-0.3989639056560521,0.7715912343796442,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,water,519,16,0.05583703501616734,-0.5128221681806263,0.7170692140764684,False,0.1538256124873136,False,False
flip_cov050_bw010,primary,n_k,AUC_frac_usable,win95pts,537,16,0.15777605059483074,-0.3988411190586691,0.7711424480166125,False,0.1538256124873136,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,Kampen_2014,491,16,0.13561939240297802,-0.5420599730297534,0.6175127835105662,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,Polzer_2012,485,16,0.15738969898425917,-0.47698027585933217,0.6276541480653051,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,Schipf_2010,509,16,0.11847457340836634,-0.4558161201458187,0.5661795941045045,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,Sebastiani_2005,504,16,0.10896417216350575,-0.4684697792082135,0.5645480534508424,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,Shrier_2008,506,16,0.09476462921072121,-0.5016709681281245,0.5469195242773112,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,asia,512,16,0.11007448293425248,-0.4636518948415137,0.5632827653145176,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,barley,329,16,0.19985955131627156,-0.5721154110276035,0.6327179872653601,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,child,464,16,0.2828040381166396,-0.2337154821077157,0.6327179872653601,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,ecoli70,495,16,0.1355684244676249,-0.4347008338160706,0.5735137994881649,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,hepar2,507,16,0.1095798765523435,-0.4780370098634218,0.5594994422007479,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,insurance,416,16,-0.25432524624865954,-0.5746892337279473,0.0654726665248493,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,magic-niab,489,16,0.11348675045649582,-0.47662516726458387,0.5823264400114903,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,mediator,512,16,0.10617228461141545,-0.4832765936913972,0.5649595306845776,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,munin1,512,16,0.11047505626288161,-0.4704232596697654,0.5695231014311175,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,sachs,514,16,0.11053342118948434,-0.46917702570814424,0.5703723598888173,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,water,488,16,0.08745659650426209,-0.5438408322034742,0.5695175925911734,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,radius,AUC_frac_usable,win95pts,507,16,0.11503510279673822,-0.4596581504580561,0.5697791517520964,False,0.11169010319610785,False,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,Kampen_2014,491,16,0.53271173462729,0.135379594995415,0.7840839795521707,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,Polzer_2012,485,16,0.5790088842704754,0.17668574413150398,0.7493813642945164,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,Schipf_2010,509,16,0.5440906010424873,0.1897656973473656,0.7707952951848595,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,Sebastiani_2005,504,16,0.5494319149414991,0.1827631082088266,0.7611195395114052,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,Shrier_2008,506,16,0.5277502840789209,0.1509556014645051,0.7547202458725323,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,asia,512,16,0.5389179254644441,0.1807661697748605,0.7625674002910906,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,barley,329,16,0.5458104696153733,0.14592324664730733,0.7975655838190725,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,child,464,16,0.4424873803289545,0.09289084819074875,0.6568829617593526,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,ecoli70,495,16,0.5384608890253205,0.16695361876451748,0.7525472161096137,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,hepar2,507,16,0.5449147683697679,0.1883703249050783,0.7573813212470534,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,insurance,416,16,0.4706648991068424,0.15215641286787668,0.7969666867633095,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,magic-niab,489,16,0.5842741986738027,0.2051692437318053,0.7623600837540894,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,mediator,512,16,0.5349272690904603,0.17626713129627375,0.7466072933738084,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,munin1,512,16,0.5380126935219363,0.1830357738709777,0.7492264506977883,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,sachs,514,16,0.5410851450085913,0.19269155384344278,0.749563420722655,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,water,488,16,0.5306591446711142,0.12966003541819368,0.7732805423955174,True,0.539591281918056,True,False
flip_cov050_bw025,primary,shd_truth,AUC_frac_usable,win95pts,507,16,0.5533498607579512,0.20314795961427062,0.7636746901464092,True,0.539591281918056,True,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,Kampen_2014,491,16,0.2395412906053974,-0.35808894989935697,0.8558190229869793,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,Polzer_2012,485,16,0.2058035569278086,-0.37636668945085594,0.8326492527209411,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,Schipf_2010,509,16,0.2936610064810145,-0.28767239227624847,0.8565965007581403,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,Sebastiani_2005,504,16,0.284418083277141,-0.2881445046415596,0.8434409081150394,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,Shrier_2008,506,16,0.25021176965518904,-0.3550277182154191,0.8228596256689107,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,asia,512,16,0.27105771361559977,-0.3040754247808916,0.8321161430466788,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,barley,329,16,0.41554473366519684,-0.23373533436676236,0.8710275214823296,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,child,464,16,0.08997475255229696,-0.41087510126277926,0.7580857427785017,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,ecoli70,495,16,0.24853231959744648,-0.33061337647274364,0.8284748646135033,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,hepar2,507,16,0.2852394022546129,-0.2844259042130307,0.8548864874066017,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,insurance,416,16,0.6977776564455668,0.34841185598390984,0.8771583407241392,True,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,magic-niab,489,16,0.288489948815337,-0.3007200717672677,0.837322642580908,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,mediator,512,16,0.2726752521683053,-0.3212156525972526,0.8418482370995236,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,munin1,512,16,0.27962870968199516,-0.30905437908448447,0.8430508306538874,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,sachs,514,16,0.2786964118900226,-0.306977650022004,0.8370617929676916,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,water,488,16,0.18928729359580523,-0.40596241580549497,0.8040071600674608,False,0.27725964358203203,False,False
flip_cov050_bw025,primary,n_k,AUC_frac_usable,win95pts,507,16,0.2805806446551449,-0.3046637464597352,0.8331601321562158,False,0.27725964358203203,False,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,Kampen_2014,303,14,0.49978371363495144,0.24021642282450126,0.8085245329497565,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,Polzer_2012,301,14,0.44241110106387255,0.09874254597104194,0.7874016865044154,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,Schipf_2010,306,14,0.4327067605431458,0.05117523923403519,0.7845422915746029,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,Sebastiani_2005,299,14,0.4450137388525979,0.10358264777508946,0.7924070002229778,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,Shrier_2008,301,14,0.4391910494942671,0.07925753830335407,0.7783791811682194,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,asia,307,14,0.44383032390047983,0.10392693944157226,0.7797046870385536,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,barley,163,14,0.5648632745644163,0.029879567853796345,0.8249081896043123,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,ecoli70,292,14,0.4421062924767235,0.10791094843896706,0.7997955738729117,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,hepar2,302,14,0.44934821437187283,0.09893170411855684,0.7829053826583896,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,insurance,278,14,0.2429966888965841,0.02745106716578369,0.4043520615036234,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,magic-niab,276,14,0.46606144920244713,0.07734898644616532,0.8070677120311592,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,munin1,307,14,0.44998661794678035,0.11940956166671568,0.7760045066800946,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,sachs,308,14,0.4435255896913498,0.10876061938297733,0.7707972279693149,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,water,295,14,0.4354329154856739,0.06625111892141851,0.7740534233352311,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,radius,AUC_frac_usable,win95pts,302,14,0.4506010746071162,0.12271803119601583,0.7851586416703581,True,0.4444277481883542,True,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,Kampen_2014,303,14,-0.3365181505187806,-0.6468211053350614,0.16838060262693533,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,Polzer_2012,301,14,-0.2803539165033382,-0.6372026189205262,0.215192272313937,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,Schipf_2010,306,14,-0.28670100895932865,-0.625947602145035,0.23166735321606788,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,Sebastiani_2005,299,14,-0.3504323705373772,-0.6464973532135602,0.1719769525833662,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,Shrier_2008,301,14,-0.36571568463684806,-0.6575124253672122,0.09942185921843201,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,asia,307,14,-0.3245727650616536,-0.6531076322475379,0.17681264409700012,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,barley,163,14,-0.32241679020820974,-0.6816449213942632,0.29842229757936994,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,ecoli70,292,14,-0.2601289446154381,-0.6543448968515762,0.20865296269707703,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,hepar2,302,14,-0.3467663034850262,-0.6453403301258306,0.17246662198770277,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,insurance,278,14,-0.12045315552642802,-0.3572389598412544,0.30802492535991544,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,magic-niab,276,14,-0.2906296279231486,-0.6368960151671085,0.2884056098763605,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,munin1,307,14,-0.31656830322777607,-0.6302492051567649,0.18032201890886473,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,sachs,308,14,-0.30146930196362154,-0.6195990965902887,0.19563307971648422,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,water,295,14,-0.25353050992416204,-0.606103207718679,0.25599154450954115,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,shd_truth,AUC_frac_usable,win95pts,302,14,-0.31135342160710355,-0.6392299119154282,0.20206377247152996,False,-0.3019274689603861,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,Kampen_2014,303,14,-0.08272473514341523,-0.5704280555687854,0.5863035555421706,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,Polzer_2012,301,14,-0.11406799016848711,-0.5933977100990961,0.5582116610248306,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,Schipf_2010,306,14,-0.01719175246248471,-0.5091042130141465,0.6393900152311106,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,Sebastiani_2005,299,14,-0.042210157415507515,-0.5275769681425574,0.6245496997179032,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,Shrier_2008,301,14,-0.13032363434743813,-0.6087743716392645,0.5135336258578512,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,asia,307,14,-0.06465416932250562,-0.5390362643260461,0.5782553908716669,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,barley,163,14,0.05699977177502141,-0.5431883802343687,0.6893637186359927,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,ecoli70,292,14,0.06530778546053054,-0.4540294692147551,0.6663365173650295,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,hepar2,302,14,-0.04092545577403916,-0.5024423147400162,0.6225488093987614,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,insurance,278,14,0.2174863590738346,-0.21443910707153957,0.6913994247459314,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,magic-niab,276,14,-0.03326310032968278,-0.5043766716689536,0.652788285261584,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,munin1,307,14,-0.035430093286241034,-0.4988867822986366,0.6248842006943653,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,sachs,308,14,-0.041167272396509975,-0.4993697441015123,0.6084519793635809,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,water,295,14,-0.19890536281950946,-0.5977441749267282,0.43181998312443576,False,-0.041684836942965126,False,False
flip_cov050_bwa1,supplementary,n_k,AUC_frac_usable,win95pts,302,14,-0.04016581854389458,-0.4994820786835471,0.6048689884912579,False,-0.041684836942965126,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,Acid_1996,530,23,0.05230086058900689,-0.3732699040615386,0.37446304754752013,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,Didelez_2010,532,23,0.07857313001237427,-0.3405251996565552,0.40236335889788627,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,Kampen_2014,513,23,0.039430220968148036,-0.3983600904343521,0.3781503523940639,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,Polzer_2012,491,23,0.03773511434471971,-0.4016050290679177,0.3845112176531532,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,Schipf_2010,529,23,0.06563538134412446,-0.36369272037323064,0.3923978470834114,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,Sebastiani_2005,535,23,0.06397595221737046,-0.3534586850844214,0.3835540616539879,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,Shrier_2008,533,23,0.062467637377232786,-0.35629865315543324,0.3828287043396169,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,arth150,534,23,0.06503386863981436,-0.3495472880714922,0.38603633116566355,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,asia,538,23,0.06580135711747573,-0.3484159815255571,0.3874438351799315,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,barley,455,23,0.08374964322778189,-0.40312372676092983,0.4341882527028758,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,child,522,23,0.07555801892446805,-0.3534157002491335,0.39972955600885884,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,diabetes,451,23,0.09914290696285595,-0.3291999176769382,0.42714731834050307,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,ecoli70,518,23,0.06390155688442711,-0.35280728814100015,0.39152951209374354,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,hailfinder,529,23,0.10485391367673896,-0.3052645001104012,0.4170422878014037,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,hepar2,532,23,0.06275741607422233,-0.3511309227177305,0.38554724928956763,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,insurance,445,23,-0.15627206369669683,-0.4216675671013031,0.13145451130275856,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,magic-irri,529,23,0.05515457379956725,-0.36993494347922057,0.38570789346195966,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,magic-niab,519,23,0.07486356826206679,-0.34949665204287245,0.40380585923315643,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,mediator,537,23,0.060892033675706364,-0.35886527803629714,0.3838200213730459,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,munin1,537,23,0.06796344309728065,-0.3505875308316318,0.39096698885450976,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,pathfinder,540,24,0.06377025915559671,-0.3510860280511082,0.38100731842192176,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,paths,520,23,0.1732311721251912,-0.22022942269305648,0.4448401281693345,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,sachs,528,23,0.0584137388474948,-0.3644473492066449,0.38133433857370724,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,water,526,23,0.06350676146872805,-0.35734179800424,0.3855213585270412,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,radius,AUC_frac_usable,win95pts,537,23,0.06636478927287638,-0.34940682803003215,0.38860969359226955,False,0.06377025915559671,False,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,Acid_1996,530,23,0.2766040114323356,0.08656413453395656,0.5370543946798381,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,Didelez_2010,532,23,0.2820870680494245,0.09042742930231369,0.5417371217329557,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,Kampen_2014,513,23,0.297456770450076,0.10155488895073485,0.5908863724253369,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,Polzer_2012,491,23,0.31659797369032155,0.11622497908225066,0.6156715623983391,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,Schipf_2010,529,23,0.30084034736884424,0.10896412392067789,0.5773901802066596,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,Sebastiani_2005,535,23,0.30403293386998914,0.11676654032058324,0.5717960421756331,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,Shrier_2008,533,23,0.300289213271865,0.1122881694282869,0.5697854489146775,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,arth150,534,23,0.3045767551533677,0.11307929446687529,0.5721273117767052,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,asia,538,23,0.3066378832721469,0.11743770939591192,0.574224352700838,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,barley,455,23,0.3542593942995293,0.12215627485047341,0.6251190017218361,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,child,522,23,0.2939093955816338,0.10298195482477188,0.5708773177086762,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,diabetes,451,23,0.28452563375785944,0.082082014570292,0.5737501984218144,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,ecoli70,518,23,0.3144299884213893,0.12770816437290314,0.5852029926221948,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,hailfinder,529,23,0.27383073709898154,0.08521121510608584,0.5388624409023733,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,hepar2,532,23,0.3115557388383983,0.12425223804862882,0.5878432528960015,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,insurance,445,23,0.39366605800456855,0.18161617253933662,0.6319970141699455,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,magic-irri,529,23,0.3031908438487345,0.10566118874135236,0.5792478428392095,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,magic-niab,519,23,0.3009082345617004,0.1071701331885499,0.5769105010579777,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,mediator,537,23,0.30012505742996043,0.1103052978765343,0.5723043153530742,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,munin1,537,23,0.30734324807058827,0.11526804738486611,0.5788452986648248,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,pathfinder,540,24,0.30320729637188243,0.11402703172343014,0.5645106030160904,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,paths,520,23,0.24787305911279023,0.07346065617221897,0.49512553406983156,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,sachs,528,23,0.32351708366777954,0.15015438665559483,0.5830799337709153,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,water,526,23,0.29727676822985494,0.10554284729475262,0.5697524504981404,True,0.30320729637188243,True,False
flip_cov100_bw000,primary,n_k,AUC_frac_usable,win95pts,537,23,0.30295459421573806,0.11487227954062695,0.569188655383118,True,0.30320729637188243,True,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,Acid_1996,1549,23,0.11549450676047154,-0.3178828051413415,0.4061617263527568,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,Didelez_2010,1555,23,0.14167404053072316,-0.2860097189333647,0.4334567534522231,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,Kampen_2014,1498,23,0.10924155505784833,-0.3422342732506399,0.4155801996514656,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,Polzer_2012,1432,23,0.10192865641336052,-0.34667771629086447,0.4163272201347264,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,Schipf_2010,1546,23,0.12541818239313618,-0.3121528350171714,0.41833825945352,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,Sebastiani_2005,1564,23,0.12591216455949683,-0.3002288856908641,0.41696305609173084,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,Shrier_2008,1558,23,0.12592073054948447,-0.3014519121581568,0.41684389593521,False,0.12632490904524413,False,False
