stratum,stratum_class,predictor,endpoint,dropped_network,n,n_networks,tau_b,ci_lo_2p5,ci_hi_97p5,excludes_zero,full_tau_b,full_excludes_zero,loses_zero_exclusion
flip_cov100_bw010,primary,radius,AUC_frac_usable,arth150,1567,23,0.1343503165793714,-0.2933110384275139,0.42542645649277616,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,asia,1573,23,0.1271372205978704,-0.2972738492259868,0.41721563152464064,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,barley,1324,23,0.11592166465968937,-0.36988084141579114,0.4497423834234886,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,child,1525,23,0.15242916872280948,-0.2895807055629975,0.43505426384462753,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,diabetes,1314,23,0.1484260270084715,-0.2922234757558997,0.44327994433251644,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,ecoli70,1523,23,0.12674273260014127,-0.2929685039218129,0.419241445107046,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,hailfinder,1546,23,0.1681528943147077,-0.2480778812615539,0.44536692046429194,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,hepar2,1555,23,0.12217198265306044,-0.3005095692612153,0.41470540412736145,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,insurance,1294,23,-0.07511326329685705,-0.3765956182888158,0.21891350007810262,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,magic-irri,1558,23,0.12509926074075087,-0.3005601821356097,0.4194297414728977,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,magic-niab,1524,23,0.13598152204436345,-0.2939376298326764,0.4317569936705075,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,mediator,1570,23,0.12365586863347262,-0.3056846207087064,0.4171156478236597,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,munin1,1570,23,0.12365881575043729,-0.30781540951914504,0.41900486591675223,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,paths,1519,23,0.24111270811675647,-0.13909922505196778,0.46434945219324103,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,sachs,1546,23,0.11977939548903369,-0.31844225204175497,0.41430011286083995,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,water,1537,23,0.12746564009134237,-0.30422756167805953,0.4205989960936294,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,radius,AUC_frac_usable,win95pts,1570,23,0.12899209644392726,-0.29848338262772095,0.42122043505050705,False,0.12632490904524413,False,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,Acid_1996,1549,23,0.24472142903583594,0.033582518658391486,0.5083011784587868,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,Didelez_2010,1555,23,0.24781988452265558,0.03702172297987549,0.5101724935639457,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,Kampen_2014,1498,23,0.25362600293290694,0.03415339843292781,0.5483947383015633,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,Polzer_2012,1432,23,0.27066587360710515,0.043134819234577834,0.5711700292103082,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,Schipf_2010,1546,23,0.25853147787422465,0.04533822484775543,0.5396598933714211,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,Sebastiani_2005,1564,23,0.25947306777688056,0.04971023913022833,0.5257587509058443,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,Shrier_2008,1558,23,0.2541198524367051,0.045869859313685445,0.5253485863168122,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,arth150,1567,23,0.2477698010364442,0.028943130408071744,0.5111730814369928,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,asia,1573,23,0.2638946376914087,0.05009572427021005,0.534099625036221,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,barley,1324,23,0.2546149583296104,0.005790368370899069,0.5604723198117866,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,child,1525,23,0.24111256731885533,0.03813254277215958,0.5147778770564964,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,diabetes,1314,23,0.2296980207958676,0.0023687829026393463,0.5278040578516775,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,ecoli70,1523,23,0.2697523859468696,0.06248329362900174,0.5455337628329961,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,hailfinder,1546,23,0.24315706469168252,0.03374913983171025,0.5060617486744721,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,hepar2,1555,23,0.2628206155091451,0.05089852080568982,0.5385047616500366,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,insurance,1294,23,0.40125079891270377,0.20975182271029752,0.5814591914775756,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,magic-irri,1558,23,0.26050234683420315,0.032188341844447736,0.5396240458176305,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,magic-niab,1524,23,0.25684480677466287,0.027198246485306585,0.5362953750950409,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,mediator,1570,23,0.25574018849039415,0.03626988547563988,0.5287843886729077,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,munin1,1570,23,0.2594040632369317,0.030708598344745288,0.5355690353824135,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,paths,1519,23,0.22860528856702134,0.017780880560882225,0.49179678011484784,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,sachs,1546,23,0.28160881268690197,0.07622625125886728,0.5520732400738797,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,water,1537,23,0.2462150381223533,0.03817521247512629,0.5180527117513163,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,shd_truth,AUC_frac_usable,win95pts,1570,23,0.2593996530043543,0.041383984452957594,0.5248036353011353,True,0.25982410200025896,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,Acid_1996,1549,23,0.29411171725696333,0.09467559289930798,0.5581568925562589,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,Didelez_2010,1555,23,0.2995677916146245,0.09992652829189781,0.5648966791998726,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,Kampen_2014,1498,23,0.31445370288456803,0.10952627542449136,0.6116733803215161,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,Polzer_2012,1432,23,0.3423273221446676,0.1330505869654037,0.632117399437499,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,Schipf_2010,1546,23,0.3186782789477711,0.11636996965731475,0.5999957640329717,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,Sebastiani_2005,1564,23,0.3215341887237156,0.12602977293616194,0.5907636023862336,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,Shrier_2008,1558,23,0.3151410481419784,0.11626981795470512,0.5909458356823881,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,arth150,1567,23,0.3098254353409544,0.11092558612554299,0.57638833790766,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,asia,1573,23,0.3239719209504317,0.1260866884537193,0.5941543087090606,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,barley,1324,23,0.3498309570948731,0.11900913167885258,0.6399211351906251,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,child,1525,23,0.3018609284339813,0.10012519407960588,0.58785877932953,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,diabetes,1314,23,0.32085639319152437,0.1008577471760296,0.609469619056723,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,ecoli70,1523,23,0.3328890786407138,0.13750129036544778,0.6096422095687318,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,hailfinder,1546,23,0.2913514267835666,0.09241882043390096,0.5608442210758667,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,hepar2,1555,23,0.3300923929248408,0.13104698273683815,0.6119447489654911,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,insurance,1294,23,0.4359725231723016,0.2437888308599602,0.6516116150823318,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,magic-irri,1558,23,0.3212252157498343,0.11659346723902977,0.6010665623550572,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,magic-niab,1524,23,0.3222997329120644,0.11780757084971182,0.60955037814218,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,mediator,1570,23,0.31766880504470973,0.11571697565060166,0.5949618129788407,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,munin1,1570,23,0.324436613767302,0.12084269769743576,0.6015067702711502,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,paths,1519,23,0.265493600462473,0.07831275038644478,0.5228748283523071,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,sachs,1546,23,0.33897422481272627,0.14291285625808453,0.608901848792085,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,water,1537,23,0.30767361968418533,0.10790025377083048,0.5896993995255674,True,0.32056784756107964,True,False
flip_cov100_bw010,primary,n_k,AUC_frac_usable,win95pts,1570,23,0.3204824836224371,0.12207844351575947,0.589102900319119,True,0.32056784756107964,True,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,Acid_1996,1356,22,0.28306483082155626,-0.2733159193358783,0.6021758377951749,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,Didelez_2010,1362,22,0.3087201734311203,-0.24150240701647874,0.6229590800652699,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,Kampen_2014,1368,22,0.2851784135359056,-0.2734610705853064,0.6061302766434463,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,Polzer_2012,1265,22,0.2801077467872341,-0.31053503035017427,0.6187027427223519,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,Schipf_2010,1375,22,0.2878866349925394,-0.2709149752579757,0.6087151699509005,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,Sebastiani_2005,1373,22,0.29238224584390965,-0.25284177911819217,0.6100372951495561,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,Shrier_2008,1365,22,0.29337447448535586,-0.2516443746221076,0.6100368034134157,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,asia,1380,22,0.295282031345496,-0.24868404781700806,0.6119404658982229,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,barley,1170,22,0.25754981815416333,-0.336952365806137,0.6216078689849494,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,child,1332,22,0.3205583732546795,-0.24356196026056418,0.6235352014863539,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,diabetes,1131,22,0.33028897902666543,-0.2440752936286576,0.6332767594105015,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,ecoli70,1328,22,0.2931908999418827,-0.26203394946511904,0.6093318964271784,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,hailfinder,1353,22,0.33547753429724453,-0.20798799821169395,0.6370076222475476,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,hepar2,1370,22,0.28918430863136874,-0.2634115138950101,0.6060068490798091,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,insurance,1104,22,0.014116936726317428,-0.34384072202520166,0.3682725022193084,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,magic-irri,1359,22,0.2908590994025684,-0.262601816396005,0.6163114066606498,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,magic-niab,1331,22,0.29388828261424216,-0.269781552424738,0.6202334780233327,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,mediator,1382,22,0.2937228467022136,-0.24826065868129304,0.6157397175325471,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,munin1,1380,22,0.2899854864847425,-0.25886036140602287,0.615295854843878,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,paths,1326,22,0.4282460255406001,-0.0791270079204697,0.6463937523862925,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,sachs,1361,22,0.2900441259872439,-0.25998870151591386,0.6091338074087577,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,water,1344,22,0.2963698358731196,-0.24926720119007797,0.6130079323060303,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,radius,AUC_frac_usable,win95pts,1377,22,0.29318472871134316,-0.24926720119007797,0.6094120968558276,False,0.2922494086052659,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,Acid_1996,1356,22,0.17985687127143765,-0.06479484516804089,0.48042171569275005,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,Didelez_2010,1362,22,0.18650462667583118,-0.059672547813919743,0.48781998228581347,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,Kampen_2014,1368,22,0.22609534646317647,-0.015408225622300402,0.5338386656692672,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,Polzer_2012,1265,22,0.20655795016314787,-0.050852729110391105,0.5457953074291638,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,Schipf_2010,1375,22,0.21833261086453004,-0.022981002979166824,0.5253010009105453,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,Sebastiani_2005,1373,22,0.21162486225674929,-0.03008763462137988,0.5117390480107427,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,Shrier_2008,1365,22,0.2036773954973606,-0.04551779664005644,0.5173405952052347,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,asia,1380,22,0.2162612738495883,-0.024835231567140934,0.5216870176674184,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,barley,1170,22,0.23758569419836803,-0.029094007516306246,0.5575782460319733,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,child,1332,22,0.18618505837406016,-0.06628912642644585,0.5162222457382691,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,diabetes,1131,22,0.2159400029894578,-0.031066476780385065,0.5111289452618617,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,ecoli70,1328,22,0.2310800476683919,-0.01195611838478915,0.538271394111395,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,hailfinder,1353,22,0.17648945322106105,-0.06606849838985993,0.48099882853061304,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,hepar2,1370,22,0.21288742819250392,-0.026251512865946684,0.5205794863756037,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,insurance,1104,22,0.373353591455499,0.1385593339127722,0.5626204715834691,True,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,magic-irri,1359,22,0.21667608706184047,-0.026792896678479193,0.5231092589006888,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,magic-niab,1331,22,0.21948912167735835,-0.025387264138254637,0.5293685746837147,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,mediator,1382,22,0.2089748765772421,-0.03396105074358323,0.5115007795495162,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,munin1,1380,22,0.21209980495533398,-0.031034353857986766,0.5161102565991262,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,paths,1326,22,0.14480511366626453,-0.07695346249423297,0.4415134403008508,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,sachs,1361,22,0.22891251380821412,-0.01188938467054607,0.5312962832983303,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,water,1344,22,0.19341441319586675,-0.061114324098774375,0.5159928172442616,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,shd_truth,AUC_frac_usable,win95pts,1377,22,0.2142237638244721,-0.02866767128784796,0.5175901178137877,False,0.21198786251089868,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,Acid_1996,1356,22,0.18914259811929793,-0.07041567052302528,0.5516543370319524,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,Didelez_2010,1362,22,0.19622685138946547,-0.0648450306461432,0.5587637738484584,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,Kampen_2014,1368,22,0.22291919410239622,-0.037749076322169395,0.59604703541652,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,Polzer_2012,1265,22,0.24659242146565838,-0.02743047172295003,0.6381302350508062,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,Schipf_2010,1375,22,0.23045131570033406,-0.030392885837660435,0.5974181928642402,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,Sebastiani_2005,1373,22,0.22288963564499076,-0.03586790000767151,0.5829863873272484,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,Shrier_2008,1365,22,0.21246562799949129,-0.049257199601601125,0.579149814976089,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,asia,1380,22,0.22751907463025553,-0.03245247989256046,0.5934468778720804,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,barley,1170,22,0.25000482703048027,-0.03866501019777812,0.6466965397325015,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,child,1332,22,0.1911516643004771,-0.06959360981189447,0.5789538250953862,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,diabetes,1131,22,0.2268166158291051,-0.04046214876012086,0.616120699924068,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,ecoli70,1328,22,0.23774739533720143,-0.023240912017501825,0.6172924221351359,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,hailfinder,1353,22,0.18555320860665475,-0.07089921883324109,0.5485371124045014,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,hepar2,1370,22,0.2264277863221507,-0.034777108526184895,0.6026106966507915,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,insurance,1104,22,0.41685034306542296,0.1909803780985216,0.6523557006401715,True,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,magic-irri,1359,22,0.22453505993206857,-0.03638895096017233,0.5945327737186905,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,magic-niab,1331,22,0.2300069136830562,-0.03247660774637836,0.6092583789578494,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,mediator,1382,22,0.22139390383018015,-0.035229621642872265,0.585581288534799,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,munin1,1380,22,0.22559502491091343,-0.03312203586845628,0.5920179062733049,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,paths,1326,22,0.15175174759469567,-0.08827235728687588,0.5052211325395041,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,sachs,1361,22,0.23723637213646892,-0.01812739208696429,0.6124756449404118,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,water,1344,22,0.19946541792920847,-0.0577545842459964,0.5815967073598562,False,0.2233624552346914,False,False
flip_cov100_bw025,primary,n_k,AUC_frac_usable,win95pts,1377,22,0.22505567534842635,-0.030511256666631993,0.5947830909156132,False,0.2233624552346914,False,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,Acid_1996,1116,20,0.2917152499535212,0.025122158860098158,0.5413072575712957,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,Kampen_2014,1068,20,0.2829242674377641,-0.011764288205940547,0.5496776072351487,False,0.2995305420966374,True,True
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,Polzer_2012,1031,20,0.27224736433862945,-0.015911286286757705,0.552220868901121,False,0.2995305420966374,True,True
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,Schipf_2010,1135,20,0.2900587466768744,0.025055479555062467,0.5419982969560179,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,Sebastiani_2005,1131,20,0.2997772591366657,0.04334993617145466,0.5502195820294976,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,Shrier_2008,1129,20,0.3001958902102026,0.043308886681216026,0.5495425456486386,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,arth150,1128,20,0.30928574358832434,0.05342025702598756,0.5637037584105326,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,asia,1140,20,0.2955319530709777,0.036849027137158395,0.5415590084108666,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,barley,925,20,0.3171005351497118,-0.017573003542196958,0.5901290486856053,False,0.2995305420966374,True,True
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,child,1112,20,0.349861085403041,0.14715761435039798,0.5651667343891913,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,diabetes,880,20,0.37226855191619734,0.14655474647827096,0.5892192829160661,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,ecoli70,1108,20,0.2999067938190465,0.03322535351631885,0.5470469013500651,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,hepar2,1122,20,0.297953298925095,0.027317236314615065,0.5484668214811732,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,insurance,1058,20,0.18455512336004928,-0.03744328010505376,0.3735519931460116,False,0.2995305420966374,True,True
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,magic-irri,1113,20,0.29134351759406657,0.011148573361510865,0.5523402153441523,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,magic-niab,1083,20,0.3144608890546155,0.04503535289429809,0.5698090664588604,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,mediator,1144,20,0.3036658510058845,0.04467124460161377,0.5477713281215097,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,munin1,1137,20,0.3028056221185296,0.036443070011740256,0.5552869212583794,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,pathfinder,1146,21,0.2995305420966374,0.044776079071989223,0.543051461020974,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,sachs,1113,20,0.30226211310805295,0.03552268430450934,0.5470291363995696,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,water,1110,20,0.30657984134041744,0.04310132373425779,0.5538268463999325,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,radius,AUC_frac_usable,win95pts,1137,20,0.3033570377491231,0.04223531473545502,0.5521674202803849,True,0.2995305420966374,True,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,Acid_1996,1116,20,-0.0049997644548826535,-0.30602820997951846,0.21334056567707485,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,Kampen_2014,1068,20,-0.004758527727848817,-0.31401762972896413,0.24381499576021418,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,Polzer_2012,1031,20,0.04544103200364583,-0.30353357435626965,0.2779998713752133,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,Schipf_2010,1135,20,0.012164031736818553,-0.2990971484929514,0.24331257237704404,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,Sebastiani_2005,1131,20,0.020607362976130143,-0.27363680982151406,0.24887721719802286,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,Shrier_2008,1129,20,0.025694557384944507,-0.2696080537913467,0.24738899885345558,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,arth150,1128,20,0.02841666053253284,-0.26864482936380957,0.2599296213392741,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,asia,1140,20,0.020099514873371006,-0.27439194218088164,0.2460972484668604,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,barley,925,20,-0.028772531266500548,-0.3275457969617186,0.2840955654415554,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,child,1112,20,0.014815962897556502,-0.28101212291717925,0.2403333428058675,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,diabetes,880,20,0.0768398073459151,-0.1831606418952421,0.29170706011671504,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,ecoli70,1108,20,0.04587916275163869,-0.2541685092867901,0.2556197067004869,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,hepar2,1122,20,0.016691186160651728,-0.28304010449197076,0.24509780453519675,False,0.020134129260886396,False,False
flip_cov100_bwa1,supplementary,shd_truth,AUC_frac_usable,insurance,1058,20,-0.08341616869958264,-0.33755129027403374,0.11134677516524578,False,0.020134129260886396,False,False
