origin,network,base_id,component_size,separation,base_seed,treatment,outcome,proposal_id,proposal_size,label,n_on_path,orientations,gate,status,n_menu_members,n_valid_menu_members,n_sem_valid,n_sem_total,achievable_utility_median,achievable_utility_q25,achievable_utility_q75,winning_member_index,winning_member_source,winning_members_encoded,representative_sem_k,assumes,method,oracle,exact,radius_timed_out,r_val,max_abs_bias_check,front_utility
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0021_k04,4,conservative,0,C00->C04;C00->C05;C02->C03;X->C02,fast_gate,no_menu_member_valid,8,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0022_k04,4,conservative,0,C00->C04;C00->C06;C00->X;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0023_k04,4,conservative,0,C00->C04;C00->C06;C00->X;C04->C07,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0024_k04,4,conservative,0,C00->C04;C00->X;C04->C05;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0025_k04,4,conservative,0,C00->C04;C00->X;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0026_k04,4,conservative,0,C00->C05;C00->C06;C04->C05;X->C02,fast_gate,no_menu_member_valid,8,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0027_k04,4,conservative,0,C00->C05;C00->X;C02->C03;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0028_k05,5,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0029_k05,5,conservative,0,C00->C04;C00->C05;C04->C05;C04->C07;X->C02,fast_gate,no_menu_member_valid,8,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0030_k05,5,conservative,0,C00->C04;C00->C06;C00->X;C02->C03;C04->C05,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0031_k05,5,conservative,0,C00->C04;C00->X;C02->C03;C04->C05;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0032_k05,5,conservative,0,C00->C04;C00->X;C02->C03;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0033_k05,5,conservative,0,C00->C05;C00->C06;C00->X;C02->C03;C04->C07,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0034_k05,5,conservative,0,C00->C05;C00->C06;C04->C05;C04->C07;X->C02,fast_gate,no_menu_member_valid,8,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0035_k06,6,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;C02->C03;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0036_k06,6,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;C02->C03;C04->C05,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0037_k06,6,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;C04->C05;C04->C07,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0038_k06,6,conservative,0,C00->C04;C00->C05;C00->C06;C02->C03;C04->C05;X->C02,fast_gate,no_menu_member_valid,8,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0039_k06,6,conservative,0,C00->C04;C00->C05;C00->C06;C02->C03;C04->C05;C04->C07,fast_gate,no_menu_member_valid,8,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0040_k06,6,conservative,0,C00->C04;C00->C05;C00->X;C02->C03;C04->C05;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0041_k06,6,conservative,0,C00->C05;C00->C06;C00->X;C02->C03;C04->C05;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0042_k07,7,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;C02->C03;C04->C05;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0043_k07,7,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;C02->C03;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0044_k07,7,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;C04->C05;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0045_k07,7,conservative,0,C00->C04;C00->C05;C00->C06;C02->C03;C04->C05;C04->C07;X->C02,fast_gate,no_menu_member_valid,8,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0046_k07,7,conservative,0,C00->C04;C00->C05;C00->X;C02->C03;C04->C05;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0047_k07,7,conservative,0,C00->C04;C00->C06;C00->X;C02->C03;C04->C05;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0048_k07,7,conservative,0,C00->C05;C00->C06;C00->X;C02->C03;C04->C05;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed416099593,8,1,416099593,X,Y,c08_s01_cov100_seed416099593__p0049_k08,8,conservative,0,C00->C04;C00->C05;C00->C06;C00->X;C02->C03;C04->C05;C04->C07;X->C02,fast_gate,ok,8,6,20,20,1.0804154712885468,0.8428636315979557,1.3946739759657054,4,O_plus_v2,C00;C06;W,11,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,8.881784197001252e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0000_k01,1,conservative,0,C00->C02,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0001_k01,1,conservative,0,C00->C05,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0002_k01,1,conservative,0,C00->C06,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0003_k01,1,conservative,0,C00->X,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0004_k01,1,conservative,0,X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0005_k01,1,conservative,0,C05->C06,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0006_k01,1,conservative,0,X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0007_k02,2,conservative,0,C00->C02;C00->X,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0008_k02,2,conservative,0,C00->C02;C05->C06,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0009_k02,2,conservative,0,C00->C02;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0010_k02,2,conservative,0,C00->C06;C03->C04,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0011_k02,2,conservative,0,C00->C06;C05->C06,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0012_k02,2,conservative,0,C05->C06;X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0013_k02,2,conservative,0,C05->C06;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0014_k03,3,conservative,0,C00->C02;C00->C05;X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0015_k03,3,conservative,0,C00->C02;C00->C06;C05->C06,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0016_k03,3,conservative,0,C00->C02;C03->C04;X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0017_k03,3,conservative,0,C00->C05;C00->C06;C00->X,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0018_k03,3,conservative,0,C00->C05;C05->C06;X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0019_k03,3,conservative,0,C03->C04;C05->C06;X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0020_k03,3,conservative,0,C03->C04;X->C03;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0021_k04,4,conservative,0,C00->C02;C00->C06;C00->X;C03->C04,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0022_k04,4,conservative,0,C00->C02;C00->X;C03->C04;C05->C06,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0023_k04,4,conservative,0,C00->C02;C00->X;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0024_k04,4,conservative,0,C00->C02;C03->C04;C05->C06;X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0025_k04,4,conservative,0,C00->C05;C00->C06;C05->C06;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0026_k04,4,conservative,0,C00->C06;C00->X;C03->C04;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0027_k04,4,conservative,0,C00->C06;C00->X;C05->C06;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0028_k05,5,conservative,0,C00->C02;C00->C05;C00->C06;C05->C06;X->C03,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0029_k05,5,conservative,0,C00->C02;C00->C05;C03->C04;X->C03;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0030_k05,5,conservative,0,C00->C02;C00->C06;C00->X;C05->C06;X->C03,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0031_k05,5,conservative,0,C00->C05;C00->C06;C00->X;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0032_k05,5,conservative,0,C00->C05;C00->X;C03->C04;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0033_k05,5,conservative,0,C00->C05;C03->C04;C05->C06;X->C03;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0034_k05,5,conservative,0,C00->C06;C03->C04;C05->C06;X->C03;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0035_k06,6,conservative,0,C00->C02;C00->C05;C00->C06;C00->X;C03->C04;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0036_k06,6,conservative,0,C00->C02;C00->C05;C00->C06;C03->C04;X->C03;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0037_k06,6,conservative,0,C00->C02;C00->C05;C00->C06;C05->C06;X->C03;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0038_k06,6,conservative,0,C00->C02;C00->C05;C03->C04;C05->C06;X->C03;X->C07,fast_gate,no_menu_member_valid,7,0,0,20,,,,,,,,,,,,,,,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0039_k06,6,conservative,0,C00->C02;C00->C06;C00->X;C03->C04;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0040_k06,6,conservative,0,C00->C02;C00->C06;C00->X;C05->C06;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0041_k06,6,conservative,0,C00->C05;C00->C06;C00->X;C03->C04;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0042_k07,7,conservative,0,C00->C02;C00->C05;C00->C06;C00->X;C03->C04;C05->C06;X->C03,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0043_k07,7,conservative,0,C00->C02;C00->C05;C00->C06;C00->X;C03->C04;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0044_k07,7,conservative,0,C00->C02;C00->C05;C00->C06;C00->X;C03->C04;C05->C06;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
synthetic,,c08_s01_cov100_seed1773969257,8,1,1773969257,X,Y,c08_s01_cov100_seed1773969257__p0045_k07,7,conservative,0,C00->C02;C00->C05;C00->C06;C00->X;C05->C06;X->C03;X->C07,fast_gate,ok,7,5,20,20,0.892944679993098,0.8143747009327015,1.2734199334815708,2,O_plus_v0,C00;C02;W,17,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,6.661338147750939e-16,False
