instance_id,arm,gate,component_size,separation,n_tiers,bin,n_samples,n_contradictory,n_noncontra,contradiction_rate,S,S_contra_as_fail
c06_s01_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,1,2,0.15,400,101,299,0.2525,0.8394648829431438,0.6275
c06_s01_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,1,2,0.3,600,207,393,0.345,0.6997455470737913,0.4583333333333333
c06_s01_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,178,222,0.445,0.49099099099099097,0.2725
c06_s01_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,1,2,0.65,200,111,89,0.555,0.21348314606741572,0.095
c06_s01_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,1,2,0.55,200,112,88,0.56,0.14772727272727273,0.065
c06_s01_cov100_seed00000002_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.475,0.475
c06_s01_cov100_seed00000002_xarm_nt2,flip,fast_gate,6,1,2,1.15,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,1,2,0.1,400,56,344,0.14,0.875,0.7525
c06_s01_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,1,2,0.25,600,111,489,0.185,0.7566462167689162,0.6166666666666667
c06_s01_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,1,2,0.4,400,105,295,0.2625,0.6338983050847458,0.4675
c06_s01_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,1,2,0.55,400,164,236,0.41,0.4830508474576271,0.285
c06_s01_cov100_seed00000011_xarm_nt2,flip,fast_gate,6,1,2,0.55,200,0,200,0.0,0.785,0.785
c06_s01_cov100_seed00000011_xarm_nt2,flip,fast_gate,6,1,2,0.85,200,99,101,0.495,0.7425742574257426,0.375
c06_s01_cov100_seed00000011_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s01_cov100_seed00000019_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000019_xarm_nt2,tiered,fast_gate,6,1,2,0.15,800,346,454,0.4325,0.7180616740088106,0.4075
c06_s01_cov100_seed00000019_xarm_nt2,tiered,fast_gate,6,1,2,0.3,200,93,107,0.465,0.5887850467289719,0.315
c06_s01_cov100_seed00000019_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,233,167,0.5825,0.31137724550898205,0.13
c06_s01_cov100_seed00000019_xarm_nt2,tiered,fast_gate,6,1,2,0.65,400,246,154,0.615,0.11688311688311688,0.045
c06_s01_cov100_seed00000019_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000021_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000021_xarm_nt2,tiered,fast_gate,6,1,2,0.15,600,169,431,0.2816666666666667,0.8306264501160093,0.5966666666666667
c06_s01_cov100_seed00000021_xarm_nt2,tiered,fast_gate,6,1,2,0.3,800,363,437,0.45375,0.5720823798627003,0.3125
c06_s01_cov100_seed00000021_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,258,142,0.645,0.30985915492957744,0.11
c06_s01_cov100_seed00000021_xarm_nt2,flip,fast_gate,6,1,2,0.8,200,0,200,0.0,0.46,0.46
c06_s01_cov100_seed00000021_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c06_s01_cov100_seed00000023_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000023_xarm_nt2,tiered,fast_gate,6,1,2,0.1,400,49,351,0.1225,0.8461538461538461,0.7425
c06_s01_cov100_seed00000023_xarm_nt2,tiered,fast_gate,6,1,2,0.25,600,106,494,0.17666666666666667,0.6902834008097166,0.5683333333333334
c06_s01_cov100_seed00000023_xarm_nt2,tiered,fast_gate,6,1,2,0.4,400,146,254,0.365,0.5984251968503937,0.38
c06_s01_cov100_seed00000023_xarm_nt2,tiered,fast_gate,6,1,2,0.55,400,188,212,0.47,0.4811320754716981,0.255
c06_s01_cov100_seed00000023_xarm_nt2,flip,fast_gate,6,1,2,0.55,200,0,200,0.0,0.79,0.79
c06_s01_cov100_seed00000023_xarm_nt2,flip,fast_gate,6,1,2,0.85,200,106,94,0.53,0.648936170212766,0.305
c06_s01_cov100_seed00000023_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s01_cov100_seed00000024_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000024_xarm_nt2,tiered,fast_gate,6,1,2,0.15,800,131,669,0.16375,0.804185351270553,0.6725
c06_s01_cov100_seed00000024_xarm_nt2,tiered,fast_gate,6,1,2,0.3,600,175,425,0.2916666666666667,0.64,0.4533333333333333
c06_s01_cov100_seed00000024_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,202,198,0.505,0.4090909090909091,0.2025
c06_s01_cov100_seed00000024_xarm_nt2,flip,fast_gate,6,1,2,0.65,200,0,200,0.0,0.66,0.66
c06_s01_cov100_seed00000024_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s01_cov100_seed00000030_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000030_xarm_nt2,tiered,fast_gate,6,1,2,0.1,400,52,348,0.13,0.8103448275862069,0.705
c06_s01_cov100_seed00000030_xarm_nt2,tiered,fast_gate,6,1,2,0.25,600,134,466,0.22333333333333333,0.703862660944206,0.5466666666666666
c06_s01_cov100_seed00000030_xarm_nt2,tiered,fast_gate,6,1,2,0.4,400,140,260,0.35,0.5576923076923077,0.3625
c06_s01_cov100_seed00000030_xarm_nt2,tiered,fast_gate,6,1,2,0.55,400,207,193,0.5175,0.41968911917098445,0.2025
c06_s01_cov100_seed00000030_xarm_nt2,flip,fast_gate,6,1,2,0.55,200,0,200,0.0,0.795,0.795
c06_s01_cov100_seed00000030_xarm_nt2,flip,fast_gate,6,1,2,0.85,200,101,99,0.505,0.6565656565656566,0.325
c06_s01_cov100_seed00000030_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s01_cov100_seed00000036_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000036_xarm_nt2,tiered,fast_gate,6,1,2,0.15,600,92,508,0.15333333333333332,0.812992125984252,0.6883333333333334
c06_s01_cov100_seed00000036_xarm_nt2,tiered,fast_gate,6,1,2,0.3,800,264,536,0.33,0.6585820895522388,0.44125
c06_s01_cov100_seed00000036_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,231,169,0.5775,0.4378698224852071,0.185
c06_s01_cov100_seed00000036_xarm_nt2,flip,fast_gate,6,1,2,0.65,200,0,200,0.0,0.69,0.69
c06_s01_cov100_seed00000036_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s01_cov100_seed00000040_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000040_xarm_nt2,tiered,fast_gate,6,1,2,0.15,1000,469,531,0.469,0.7306967984934086,0.388
c06_s01_cov100_seed00000040_xarm_nt2,tiered,fast_gate,6,1,2,0.3,400,242,158,0.605,0.41139240506329117,0.1625
c06_s01_cov100_seed00000040_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,272,128,0.68,0.1171875,0.0375
c06_s01_cov100_seed00000040_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000047_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000047_xarm_nt2,tiered,fast_gate,6,1,2,0.15,1000,183,817,0.183,0.7980416156670747,0.652
c06_s01_cov100_seed00000047_xarm_nt2,tiered,fast_gate,6,1,2,0.3,400,137,263,0.3425,0.6045627376425855,0.3975
c06_s01_cov100_seed00000047_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,203,197,0.5075,0.467005076142132,0.23
c06_s01_cov100_seed00000047_xarm_nt2,flip,fast_gate,6,1,2,0.65,200,0,200,0.0,0.67,0.67
c06_s01_cov100_seed00000047_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s01_cov100_seed00000048_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000048_xarm_nt2,tiered,fast_gate,6,1,2,0.15,800,363,437,0.45375,0.7299771167048055,0.39875
c06_s01_cov100_seed00000048_xarm_nt2,tiered,fast_gate,6,1,2,0.3,600,379,221,0.6316666666666667,0.5158371040723982,0.19
c06_s01_cov100_seed00000048_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,286,114,0.715,0.14035087719298245,0.04
c06_s01_cov100_seed00000048_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000062_xarm_nt2,tiered,fast_gate,6,1,2,0.0,400,77,323,0.1925,0.9473684210526315,0.765
c06_s01_cov100_seed00000062_xarm_nt2,tiered,fast_gate,6,1,2,0.15,600,260,340,0.43333333333333335,0.6588235294117647,0.37333333333333335
c06_s01_cov100_seed00000062_xarm_nt2,tiered,fast_gate,6,1,2,0.3,600,347,253,0.5783333333333334,0.466403162055336,0.19666666666666666
c06_s01_cov100_seed00000062_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,242,158,0.605,0.056962025316455694,0.0225
c06_s01_cov100_seed00000062_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000065_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000065_xarm_nt2,tiered,fast_gate,6,1,2,0.15,600,188,412,0.31333333333333335,0.7815533980582524,0.5366666666666666
c06_s01_cov100_seed00000065_xarm_nt2,tiered,fast_gate,6,1,2,0.3,800,352,448,0.44,0.5178571428571429,0.29
c06_s01_cov100_seed00000065_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,254,146,0.635,0.2876712328767123,0.105
c06_s01_cov100_seed00000065_xarm_nt2,flip,fast_gate,6,1,2,0.8,200,0,200,0.0,0.495,0.495
c06_s01_cov100_seed00000065_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c06_s01_cov100_seed00000071_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000071_xarm_nt2,tiered,fast_gate,6,1,2,0.15,400,139,261,0.3475,0.8084291187739464,0.5275
c06_s01_cov100_seed00000071_xarm_nt2,tiered,fast_gate,6,1,2,0.3,800,423,377,0.52875,0.4403183023872679,0.2075
c06_s01_cov100_seed00000071_xarm_nt2,tiered,fast_gate,6,1,2,0.25,200,106,94,0.53,0.6276595744680851,0.295
c06_s01_cov100_seed00000071_xarm_nt2,tiered,fast_gate,6,1,2,0.65,400,237,163,0.5925,0.09202453987730061,0.0375
c06_s01_cov100_seed00000071_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000089_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000089_xarm_nt2,tiered,fast_gate,6,1,2,0.15,1000,465,535,0.465,0.7009345794392523,0.375
c06_s01_cov100_seed00000089_xarm_nt2,tiered,fast_gate,6,1,2,0.3,400,255,145,0.6375,0.36551724137931035,0.1325
c06_s01_cov100_seed00000089_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,252,148,0.63,0.14864864864864866,0.055
c06_s01_cov100_seed00000089_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000094_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000094_xarm_nt2,tiered,fast_gate,6,1,2,0.1,400,97,303,0.2425,0.8514851485148515,0.645
c06_s01_cov100_seed00000094_xarm_nt2,tiered,fast_gate,6,1,2,0.25,600,216,384,0.36,0.7369791666666666,0.4716666666666667
c06_s01_cov100_seed00000094_xarm_nt2,tiered,fast_gate,6,1,2,0.4,400,167,233,0.4175,0.5150214592274678,0.3
c06_s01_cov100_seed00000094_xarm_nt2,tiered,fast_gate,6,1,2,0.55,400,220,180,0.55,0.29444444444444445,0.1325
c06_s01_cov100_seed00000094_xarm_nt2,flip,fast_gate,6,1,2,0.55,200,0,200,0.0,0.725,0.725
c06_s01_cov100_seed00000094_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,73,127,0.365,0.4881889763779528,0.31
c06_s01_cov100_seed00000094_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c06_s01_cov100_seed00000102_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000102_xarm_nt2,tiered,fast_gate,6,1,2,0.15,800,353,447,0.44125,0.6957494407158836,0.38875
c06_s01_cov100_seed00000102_xarm_nt2,tiered,fast_gate,6,1,2,0.3,600,326,274,0.5433333333333333,0.3759124087591241,0.17166666666666666
c06_s01_cov100_seed00000102_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,246,154,0.615,0.16883116883116883,0.065
c06_s01_cov100_seed00000102_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000104_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000104_xarm_nt2,tiered,fast_gate,6,1,2,0.15,600,257,343,0.42833333333333334,0.7405247813411079,0.42333333333333334
c06_s01_cov100_seed00000104_xarm_nt2,tiered,fast_gate,6,1,2,0.3,800,456,344,0.57,0.4418604651162791,0.19
c06_s01_cov100_seed00000104_xarm_nt2,tiered,fast_gate,6,1,2,0.65,400,244,156,0.61,0.10256410256410256,0.04
c06_s01_cov100_seed00000104_xarm_nt2,flip,fast_gate,6,1,2,1.0,200,0,200,0.0,0.0,0.0
c06_s01_cov100_seed00000112_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000112_xarm_nt2,tiered,fast_gate,6,1,2,0.1,400,48,352,0.12,0.8551136363636364,0.7525
c06_s01_cov100_seed00000112_xarm_nt2,tiered,fast_gate,6,1,2,0.25,600,115,485,0.19166666666666668,0.7381443298969073,0.5966666666666667
c06_s01_cov100_seed00000112_xarm_nt2,tiered,fast_gate,6,1,2,0.4,400,100,300,0.25,0.6,0.45
c06_s01_cov100_seed00000112_xarm_nt2,tiered,fast_gate,6,1,2,0.55,400,149,251,0.3725,0.42231075697211157,0.265
c06_s01_cov100_seed00000112_xarm_nt2,flip,fast_gate,6,1,2,0.55,200,0,200,0.0,0.755,0.755
c06_s01_cov100_seed00000112_xarm_nt2,flip,fast_gate,6,1,2,0.85,200,99,101,0.495,0.7128712871287128,0.36
c06_s01_cov100_seed00000112_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s01_cov100_seed00000116_xarm_nt2,tiered,fast_gate,6,1,2,0.0,200,0,200,0.0,1.0,1.0
c06_s01_cov100_seed00000116_xarm_nt2,tiered,fast_gate,6,1,2,0.15,800,254,546,0.3175,0.7545787545787546,0.515
c06_s01_cov100_seed00000116_xarm_nt2,tiered,fast_gate,6,1,2,0.25,200,80,120,0.4,0.675,0.405
c06_s01_cov100_seed00000116_xarm_nt2,tiered,fast_gate,6,1,2,0.3,400,203,197,0.5075,0.6192893401015228,0.305
c06_s01_cov100_seed00000116_xarm_nt2,tiered,fast_gate,6,1,2,0.5,400,251,149,0.6275,0.40939597315436244,0.1525
c06_s01_cov100_seed00000116_xarm_nt2,flip,fast_gate,6,1,2,0.8,200,0,200,0.0,0.535,0.535
c06_s01_cov100_seed00000116_xarm_nt2,flip,fast_gate,6,1,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c06_s02_cov100_seed00000000_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000000_xarm_nt2,tiered,fast_gate,6,2,2,0.15,400,59,341,0.1475,0.873900293255132,0.745
c06_s02_cov100_seed00000000_xarm_nt2,tiered,fast_gate,6,2,2,0.5,1000,400,600,0.4,0.685,0.411
c06_s02_cov100_seed00000000_xarm_nt2,tiered,fast_gate,6,2,2,0.65,400,248,152,0.62,0.2894736842105263,0.11
c06_s02_cov100_seed00000000_xarm_nt2,flip,fast_gate,6,2,2,1.0,200,0,200,0.0,0.7,0.7
c06_s02_cov100_seed00000000_xarm_nt2,flip,fast_gate,6,2,2,1.15,200,63,137,0.315,0.0,0.0
c06_s02_cov100_seed00000000_xarm_nt2,flip,fast_gate,6,2,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c06_s02_cov100_seed00000001_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000001_xarm_nt2,tiered,fast_gate,6,2,2,0.15,400,92,308,0.23,0.8214285714285714,0.6325
c06_s02_cov100_seed00000001_xarm_nt2,tiered,fast_gate,6,2,2,0.3,800,281,519,0.35125,0.720616570327553,0.4675
c06_s02_cov100_seed00000001_xarm_nt2,tiered,fast_gate,6,2,2,0.5,600,327,273,0.545,0.43223443223443225,0.19666666666666666
c06_s02_cov100_seed00000001_xarm_nt2,flip,fast_gate,6,2,2,1.0,200,0,200,0.0,0.52,0.52
c06_s02_cov100_seed00000001_xarm_nt2,flip,fast_gate,6,2,2,1.15,200,0,200,0.0,0.0,0.0
c06_s02_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,2,2,0.15,400,99,301,0.2475,0.8538205980066446,0.6425
c06_s02_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,2,2,0.3,600,196,404,0.32666666666666666,0.6064356435643564,0.4083333333333333
c06_s02_cov100_seed00000002_xarm_nt2,tiered,fast_gate,6,2,2,0.5,800,408,392,0.51,0.41581632653061223,0.20375
c06_s02_cov100_seed00000002_xarm_nt2,flip,fast_gate,6,2,2,0.8,200,0,200,0.0,0.53,0.53
c06_s02_cov100_seed00000002_xarm_nt2,flip,fast_gate,6,2,2,1.15,200,0,200,0.0,0.0,0.0
c06_s02_cov100_seed00000003_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000003_xarm_nt2,tiered,fast_gate,6,2,2,0.25,1000,200,800,0.2,0.80625,0.645
c06_s02_cov100_seed00000003_xarm_nt2,tiered,fast_gate,6,2,2,0.4,200,74,126,0.37,0.6428571428571429,0.405
c06_s02_cov100_seed00000003_xarm_nt2,tiered,fast_gate,6,2,2,0.55,200,82,118,0.41,0.7033898305084746,0.415
c06_s02_cov100_seed00000003_xarm_nt2,tiered,fast_gate,6,2,2,0.7,400,210,190,0.525,0.4842105263157895,0.23
c06_s02_cov100_seed00000003_xarm_nt2,flip,fast_gate,6,2,2,0.7,200,0,200,0.0,0.725,0.725
c06_s02_cov100_seed00000003_xarm_nt2,flip,fast_gate,6,2,2,0.85,200,67,133,0.335,0.5488721804511278,0.365
c06_s02_cov100_seed00000003_xarm_nt2,flip,fast_gate,6,2,2,1.1,200,152,48,0.76,0.0,0.0
c06_s02_cov100_seed00000003_xarm_nt2,flip,fast_gate,6,2,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c06_s02_cov100_seed00000006_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000006_xarm_nt2,tiered,fast_gate,6,2,2,0.15,800,253,547,0.31625,0.7513711151736746,0.51375
c06_s02_cov100_seed00000006_xarm_nt2,tiered,fast_gate,6,2,2,0.25,200,70,130,0.35,0.676923076923077,0.44
c06_s02_cov100_seed00000006_xarm_nt2,tiered,fast_gate,6,2,2,0.3,400,221,179,0.5525,0.44692737430167595,0.2
c06_s02_cov100_seed00000006_xarm_nt2,tiered,fast_gate,6,2,2,0.5,400,240,160,0.6,0.275,0.11
c06_s02_cov100_seed00000006_xarm_nt2,flip,fast_gate,6,2,2,0.75,200,0,200,0.0,0.5,0.5
c06_s02_cov100_seed00000006_xarm_nt2,flip,fast_gate,6,2,2,unresolved_all_contradictory,200,200,0,1.0,,0.0
c06_s02_cov100_seed00000008_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000008_xarm_nt2,tiered,fast_gate,6,2,2,0.15,800,351,449,0.43875,0.7171492204899778,0.4025
c06_s02_cov100_seed00000008_xarm_nt2,tiered,fast_gate,6,2,2,0.3,600,337,263,0.5616666666666666,0.41825095057034223,0.18333333333333332
c06_s02_cov100_seed00000008_xarm_nt2,tiered,fast_gate,6,2,2,0.5,400,278,122,0.695,0.12295081967213115,0.0375
c06_s02_cov100_seed00000008_xarm_nt2,flip,fast_gate,6,2,2,1.0,200,0,200,0.0,0.0,0.0
c06_s02_cov100_seed00000009_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000009_xarm_nt2,tiered,fast_gate,6,2,2,0.15,400,89,311,0.2225,0.8456591639871383,0.6575
c06_s02_cov100_seed00000009_xarm_nt2,tiered,fast_gate,6,2,2,0.3,800,331,469,0.41375,0.7356076759061834,0.43125
c06_s02_cov100_seed00000009_xarm_nt2,tiered,fast_gate,6,2,2,0.4,200,110,90,0.55,0.6888888888888889,0.31
c06_s02_cov100_seed00000009_xarm_nt2,tiered,fast_gate,6,2,2,0.5,400,269,131,0.6725,0.3893129770992366,0.1275
c06_s02_cov100_seed00000009_xarm_nt2,flip,fast_gate,6,2,2,0.8,200,0,200,0.0,0.495,0.495
c06_s02_cov100_seed00000009_xarm_nt2,flip,fast_gate,6,2,2,1.15,200,0,200,0.0,0.0,0.0
c06_s02_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,2,2,0.1,400,50,350,0.125,0.8685714285714285,0.76
c06_s02_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,2,2,0.25,600,139,461,0.23166666666666666,0.7570498915401301,0.5816666666666667
c06_s02_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,2,2,0.4,400,151,249,0.3775,0.642570281124498,0.4
c06_s02_cov100_seed00000011_xarm_nt2,tiered,fast_gate,6,2,2,0.55,400,190,210,0.475,0.6095238095238096,0.32
c06_s02_cov100_seed00000011_xarm_nt2,flip,fast_gate,6,2,2,0.55,200,0,200,0.0,0.72,0.72
c06_s02_cov100_seed00000011_xarm_nt2,flip,fast_gate,6,2,2,0.85,200,80,120,0.4,0.6416666666666667,0.385
c06_s02_cov100_seed00000011_xarm_nt2,flip,fast_gate,6,2,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s02_cov100_seed00000012_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000012_xarm_nt2,tiered,fast_gate,6,2,2,0.1,400,35,365,0.0875,0.863013698630137,0.7875
c06_s02_cov100_seed00000012_xarm_nt2,tiered,fast_gate,6,2,2,0.25,600,154,446,0.25666666666666665,0.7533632286995515,0.56
c06_s02_cov100_seed00000012_xarm_nt2,tiered,fast_gate,6,2,2,0.4,400,155,245,0.3875,0.6489795918367347,0.3975
c06_s02_cov100_seed00000012_xarm_nt2,tiered,fast_gate,6,2,2,0.55,400,199,201,0.4975,0.5920398009950248,0.2975
c06_s02_cov100_seed00000012_xarm_nt2,flip,fast_gate,6,2,2,0.55,200,0,200,0.0,0.75,0.75
c06_s02_cov100_seed00000012_xarm_nt2,flip,fast_gate,6,2,2,0.85,200,102,98,0.51,0.6224489795918368,0.305
c06_s02_cov100_seed00000012_xarm_nt2,flip,fast_gate,6,2,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s02_cov100_seed00000014_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000014_xarm_nt2,tiered,fast_gate,6,2,2,0.15,800,149,651,0.18625,0.8341013824884793,0.67875
c06_s02_cov100_seed00000014_xarm_nt2,tiered,fast_gate,6,2,2,0.3,600,231,369,0.385,0.6233062330623306,0.38333333333333336
c06_s02_cov100_seed00000014_xarm_nt2,tiered,fast_gate,6,2,2,0.5,400,258,142,0.645,0.47183098591549294,0.1675
c06_s02_cov100_seed00000014_xarm_nt2,flip,fast_gate,6,2,2,0.65,200,0,200,0.0,0.72,0.72
c06_s02_cov100_seed00000014_xarm_nt2,flip,fast_gate,6,2,2,unresolved_all_contradictory,400,400,0,1.0,,0.0
c06_s02_cov100_seed00000015_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000015_xarm_nt2,tiered,fast_gate,6,2,2,0.15,800,326,474,0.4075,0.7025316455696202,0.41625
c06_s02_cov100_seed00000015_xarm_nt2,tiered,fast_gate,6,2,2,0.3,600,342,258,0.57,0.3798449612403101,0.16333333333333333
c06_s02_cov100_seed00000015_xarm_nt2,tiered,fast_gate,6,2,2,0.5,400,248,152,0.62,0.09210526315789473,0.035
c06_s02_cov100_seed00000015_xarm_nt2,flip,fast_gate,6,2,2,1.0,200,0,200,0.0,0.0,0.0
c06_s02_cov100_seed00000016_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000016_xarm_nt2,tiered,fast_gate,6,2,2,0.15,400,98,302,0.245,0.8311258278145696,0.6275
c06_s02_cov100_seed00000016_xarm_nt2,tiered,fast_gate,6,2,2,0.3,600,242,358,0.4033333333333333,0.6815642458100558,0.4066666666666667
c06_s02_cov100_seed00000016_xarm_nt2,tiered,fast_gate,6,2,2,0.5,800,410,390,0.5125,0.34102564102564104,0.16625
c06_s02_cov100_seed00000016_xarm_nt2,flip,fast_gate,6,2,2,1.0,200,0,200,0.0,0.475,0.475
c06_s02_cov100_seed00000016_xarm_nt2,flip,fast_gate,6,2,2,1.15,200,0,200,0.0,0.0,0.0
c06_s02_cov100_seed00000018_xarm_nt2,tiered,fast_gate,6,2,2,0.0,200,0,200,0.0,1.0,1.0
c06_s02_cov100_seed00000018_xarm_nt2,tiered,fast_gate,6,2,2,0.1,400,95,305,0.2375,0.8262295081967214,0.63
c06_s02_cov100_seed00000018_xarm_nt2,tiered,fast_gate,6,2,2,0.25,600,234,366,0.39,0.7459016393442623,0.455
