base_id,proposal_id,sem_k,status,avar,utility
c06_s05_cov100_seed1390762948,c06_s05_cov100_seed1390762948__p0030_k05,15,ok,0.7595248039507282,1.3166126962522107
c06_s05_cov100_seed1390762948,c06_s05_cov100_seed1390762948__p0030_k05,16,ok,0.255164757809401,3.9190365024740776
c06_s05_cov100_seed1390762948,c06_s05_cov100_seed1390762948__p0030_k05,17,ok,0.1251758700634069,7.988760129995161
c06_s05_cov100_seed1390762948,c06_s05_cov100_seed1390762948__p0030_k05,18,ok,0.10484192399327952,9.538169101743126
c06_s05_cov100_seed1390762948,c06_s05_cov100_seed1390762948__p0030_k05,19,ok,0.9885475393846873,1.0115851389630095
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0003_k01,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0010_k02,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0011_k02,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0012_k02,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0014_k03,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0020_k03,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0022_k04,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0023_k04,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0024_k04,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0025_k04,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,0,ok,0.8370351494161763,1.1946929596654214
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,1,ok,0.9323661080441684,1.0725400584301672
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,2,ok,0.8918507842363067,1.1212638007111264
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,3,ok,0.6138665950916217,1.6290184349430947
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,4,ok,1.0698980046144533,0.9346685344649823
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,5,ok,0.6914939280799705,1.446144296272622
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,6,ok,0.964760691595976,1.036526476162424
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,7,ok,1.0567644044200108,0.9462847119163091
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,8,ok,0.47608450655350126,2.1004674301191995
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,9,ok,0.4434573055110941,2.2550085150756023
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,10,ok,1.9156080861149132,0.5220274477062382
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,11,ok,0.918871980429999,1.0882908841469254
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,12,ok,1.6316976832211894,0.6128586258858113
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,13,ok,1.183691471716545,0.8448147375344671
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,14,ok,0.7259437473182293,1.3775172025300655
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,15,ok,2.0422716117122963,0.4896508350138465
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,16,ok,0.8671423393229645,1.1532132092417102
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,17,ok,1.9390104239696397,0.5157269850838396
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,18,ok,0.6348251376926357,1.5752369284471712
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0027_k04,19,ok,1.1947284083918455,0.8370103137884215
c08_s01_cov100_seed416099593,c08_s01_cov100_seed416099593__p0028_k05,0,ok,0.8370351494161763,1.1946929596654214
