check,endpoint,n_draws,n_total,n,n_excluded_unreached,n_excluded_nan,tau_b,p_value,ci_lo_2p5,ci_hi_97p5,n_boot_nan
check1_n200_reproduction,AUC_frac (first 200 of 1000 draws),200,220,220,0,0,0.031381163264070505,0.5616553102856121,-0.11441577610298524,0.1686471786720144,0
check2_n1000_full,AUC_frac (full 1000 draws),1000,220,220,0,0,0.032441337698667486,0.5485114647809857,-0.11174920116753877,0.16853121823411618,0
check3_n1000_usable,"AUC_frac_usable, n_eval>=30 (1000 draws)",1000,220,220,0,0,0.03222930281174809,0.5511280395370399,-0.1117981680947402,0.16813445194441262,0
