n,edge_prob,seed,x,y,z_size,k_undirected,k_g0,largest_component,space_build_s,space_bfs_query_enum_s,space_bfs_query_crit_s,space_censored,space_error,space_total_crit_s,space_total_enum_s,search_frozen_s,search_frozen_censored,search_frozen_error,search_fast_s,search_fast_censored,search_fast_error,hybrid_total_s,hybrid_censored,hybrid_error,radius_agree,speedup_space_vs_search,speedup_space_vs_search_lb,speedup_search_vs_hybrid,speedup_search_vs_hybrid_lb,speedup_e2e,speedup_e2e_lb,speedup_space_vs_search_enum,speedup_search_vs_hybrid_enum,speedup_e2e_enum
8,0.85,6,V0,V1,4,14,14,6,,,,True,False,,,0.000751624999793421,False,False,0.0004380830005175085,False,False,0.0004490829996939283,False,False,True,,273928.8305144004,0.9755056433133367,,,267219.1200330201,,1.673688383451811,
8,0.85,7,V1,V3,5,3,3,3,0.002267292000396992,0.0010809579998749541,0.0005540419997487334,False,False,0.0028213340001457254,0.003348250000271946,0.0019339999998919666,False,False,0.0004997500000172295,False,False,0.03514041700054804,False,False,True,5.645490745469648,,0.014221515925933249,,0.08028743654640537,,1.7312564635258427,0.05503634176742423,0.0952820224136705
10,0.3,0,V0,V8,3,3,3,4,0.0012508330000855494,0.00010333299997000722,0.00018537500000093132,False,False,0.0014362080000864808,0.0013541660000555567,0.00030950000018492574,False,False,0.00014699999974254752,False,False,0.00014600000031350646,False,False,True,9.770122466679068,,1.0068493111431078,,9.837041075359622,,4.375334407904506,2.1198630104132534,9.275109569505137
10,0.3,1,V0,V2,2,4,4,3,0.007902916000603,0.00026941699979943223,0.00028545799978019204,False,False,0.008188374000383192,0.008172333000402432,0.00043249999998806743,False,False,0.0001900830002341536,False,False,0.00018900000031862874,False,False,True,43.077886977248625,,1.00573015827354,,43.324730087717924,,18.895567631509607,2.2883597844387844,43.23985707208979
10,0.3,2,V0,V5,1,5,5,5,0.018188291999649664,8.120899929053849e-05,0.0003194999999323045,False,False,0.01850779199958197,0.018269500998940202,0.00028491700049926294,False,False,0.00021095800002512988,False,False,0.00017283400029555196,False,False,True,87.73211728105723,,1.2205815965862308,,107.08420778280328,,64.12218634523869,1.6485008737403826,105.7054802162696
10,0.3,3,V0,V3,2,7,7,5,0.48057887499999197,9.775000035006087e-05,0.0005861659992660861,False,False,0.48116504099925805,0.48067662500034203,0.0004117090002182522,False,False,0.00020487500023591565,False,False,0.00019829199936793884,False,False,True,2348.5785988782995,,1.033198519803927,,2426.54793200424,,1167.515465402819,2.076276408178776,2424.084816999737
10,0.3,4,V0,V3,1,2,2,2,0.00037783300012961263,0.00010970800030918326,0.00022900000021763844,False,False,0.0006068330003472511,0.0004875410004387959,0.00042833300085476367,False,False,0.00018979199921886902,False,False,0.00020545900042634457,False,False,True,3.1973581755016363,,0.9237463378339951,,2.9535479053632208,,1.1382289000984729,2.0847614364225318,2.3729357167469307
10,0.3,5,V0,V5,1,3,3,3,0.0018364159996053786,0.000502208000398241,0.0004287080000722199,False,False,0.0022651239996775985,0.0023386240000036196,0.0018172910004068399,False,False,0.0004981250003766036,False,False,0.016662916999848676,False,False,True,4.547300372326362,,0.029894225625748918,,0.13593802331837632,,1.28687370348506,0.1090619967934392,0.14034901572304884
10,0.3,6,V0,V1,3,2,2,2,0.0004480839997995645,6.662500072707189e-05,0.00012441699982446153,False,False,0.000572500999624026,0.0005147090005266364,0.0002611250001791632,False,False,0.00014575000022887252,False,False,0.00014591699982702266,False,False,True,3.927965685934975,,0.9988555165035732,,3.9234701940328915,,1.9711211112435962,1.789544744537743,3.5274094254733734
10,0.3,7,V0,V4,2,4,4,4,0.005942333000348299,3.479099996184232e-05,0.00017379200016875984,False,False,0.006116125000517059,0.005977124000310141,0.0002701659996091621,False,False,0.00014483299946732586,False,False,0.0001473339998483425,False,False,True,42.22880851056909,,0.9830249610843999,,41.51197284274275,,22.123894231535417,1.8336975843135739,40.568531407975506
