stratum,arm,predictor,endpoint,status,n,n_networks,stratum_n_units,n_excluded_unreached,n_excluded_nan,tau_b,p_value,ci_lo_2p5,ci_hi_97p5,n_boot_nan,loo_tau_min,loo_tau_max,loo_network_at_min,loo_network_at_max,loo_verdict_flips
flip_cov100_bw010,flip,phi_1,AUC_frac_usable,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bw010,flip,r_claim,AUC_frac,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bw010,flip,r_claim,AUC_frac_usable,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bw025,flip,radius,AUC_frac,ok,1386,23,1629,0,243,0.2949872362187866,1.5083289682328527e-45,-0.2472945544788587,0.6102986354346212,0,0.017700669518201168,0.4313150205243903,insurance,paths,False
flip_cov100_bw025,flip,radius,AUC_frac_usable,ok,1386,23,1629,0,243,0.2922494086052659,9.716633926274904e-45,-0.251430074267116,0.607778638173058,0,0.014116936726317428,0.4282460255406001,insurance,paths,False
flip_cov100_bw025,flip,shd_truth,AUC_frac,ok,1386,23,1629,0,243,0.2078213491716445,7.670139192025475e-26,-0.03169126507241214,0.5084605588528411,0,0.1402597077831249,0.36775225303567344,paths,insurance,False
flip_cov100_bw025,flip,shd_truth,AUC_frac_usable,ok,1386,23,1629,0,243,0.21198786251089868,8.029553432644174e-27,-0.026412308691079613,0.5122201510442288,0,0.14480511366626453,0.373353591455499,paths,insurance,False
flip_cov100_bw025,flip,n_k,AUC_frac,ok,1386,23,1629,0,243,0.219020604436404,1.0482294607759918e-29,-0.035996578677195794,0.5829736707979977,0,0.14700728618827524,0.41089232411996823,paths,insurance,False
flip_cov100_bw025,flip,n_k,AUC_frac_usable,ok,1386,23,1629,0,243,0.2233624552346914,7.905821306212042e-31,-0.031579870410819756,0.5885440050737035,0,0.15175174759469567,0.41685034306542296,paths,insurance,False
flip_cov100_bw025,flip,k_g0,AUC_frac,ok,1386,23,1629,0,243,0.1588470553568872,1.5309056871502428e-16,-0.17206419163602532,0.34906369744437926,0,0.12223719316700868,0.1969426367068841,Acid_1996,barley,False
flip_cov100_bw025,flip,k_g0,AUC_frac_usable,ok,1386,23,1629,0,243,0.1632574254212833,2.1900350691794354e-17,-0.1591921669521177,0.3553019297433888,0,0.1268521122025129,0.20174457873946125,Acid_1996,barley,False
flip_cov100_bw025,flip,separation,AUC_frac,ok,762,19,1629,0,867,0.04873803852390352,0.09851546083623297,-0.3997088699201461,0.397145991250867,0,-0.18997052367364123,0.22026998739715906,insurance,paths,True
flip_cov100_bw025,flip,separation,AUC_frac_usable,ok,762,19,1629,0,867,0.04724471322217983,0.1092720227806072,-0.4010802448393052,0.39685964727082074,0,-0.19373475214247074,0.2184246043405258,insurance,paths,True
flip_cov100_bw025,flip,phi_1,AUC_frac,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bw025,flip,phi_1,AUC_frac_usable,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bw025,flip,r_claim,AUC_frac,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bw025,flip,r_claim,AUC_frac_usable,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bwa1,flip,radius,AUC_frac,ok,1148,22,1629,0,481,0.3055559740142684,4.946262243670915e-38,0.04645008665413377,0.5522991880398045,0,0.19102845076686725,0.38147044793158663,insurance,diabetes,False
flip_cov100_bwa1,flip,radius,AUC_frac_usable,ok,1146,21,1629,0,483,0.2995305420966374,1.4770822338102354e-36,0.044776079071989223,0.543051461020974,0,0.18455512336004928,0.37226855191619734,insurance,diabetes,False
flip_cov100_bwa1,flip,shd_truth,AUC_frac,ok,1148,22,1629,0,481,0.031193067439781046,0.17324715099524213,-0.2519440095721822,0.2527121648560895,0,-0.07041172389383099,0.09392636196622595,insurance,diabetes,True
flip_cov100_bwa1,flip,shd_truth,AUC_frac_usable,ok,1146,21,1629,0,483,0.020134129260886396,0.37996602640206134,-0.25842633377267243,0.2455681690036886,1,-0.08341616869958264,0.0768398073459151,insurance,diabetes,True
flip_cov100_bwa1,flip,n_k,AUC_frac,ok,1148,22,1629,0,481,0.15261310856097143,5.64818124212995e-13,-0.06490674775661341,0.37298637384760647,0,0.1037280135043167,0.2264331428185346,Acid_1996,insurance,False
flip_cov100_bwa1,flip,n_k,AUC_frac_usable,ok,1146,21,1629,0,483,0.17886017082362546,3.192204762063625e-17,-0.03497834369745477,0.41436284402314766,0,0.13136324243314643,0.2564132095074533,Acid_1996,insurance,False
flip_cov100_bwa1,flip,k_g0,AUC_frac,ok,1148,22,1629,0,481,0.046771488478680165,0.02510540849431675,-0.2265471871608936,0.32073716098370386,0,-0.07281853208951165,0.14135328165739877,diabetes,barley,True
flip_cov100_bwa1,flip,k_g0,AUC_frac_usable,ok,1146,21,1629,0,483,0.0721720863775056,0.0005552824233784008,-0.19462810579281198,0.35584010541627037,0,-0.04248720287419621,0.17348115173693726,diabetes,barley,True
flip_cov100_bwa1,flip,separation,AUC_frac,ok,518,18,1629,0,1111,0.2907869568170634,1.0972385722769682e-15,-0.03996652494167186,0.46144849998852944,0,0.20352802357214556,0.3542146307254385,Kampen_2014,child,False
flip_cov100_bwa1,flip,separation,AUC_frac_usable,ok,517,17,1629,0,1112,0.2756191007310751,3.205746692146664e-14,-0.06149617614544866,0.45853163111673756,0,0.18185953670108276,0.3441000826351741,Kampen_2014,child,False
flip_cov100_bwa1,flip,phi_1,AUC_frac,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bwa1,flip,phi_1,AUC_frac_usable,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bwa1,flip,r_claim,AUC_frac,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
flip_cov100_bwa1,flip,r_claim,AUC_frac_usable,insufficient_n,0,0,1629,0,1629,,,,,,,,,,
tiered_nt2,tiered,radius,AUC_rate,ok,60,11,543,0,483,0.5580636598782901,7.749821920027241e-08,0.1199846137058467,0.8739639501056149,316,0.3177748124097888,0.7163493861737381,paths,hailfinder,False
tiered_nt2,tiered,radius,AUC_rate_usable,ok,60,11,543,0,483,0.5802354721554341,2.557215664031584e-08,0.1199846137058467,0.854353792975285,316,0.3177748124097888,0.7208017747700755,paths,magic-niab,False
tiered_nt2,tiered,shd_truth,AUC_rate,ok,60,11,543,0,483,0.5074853562508137,2.2174248612001048e-07,0.008872296384822046,0.6446144770310809,0,0.3607710693163376,0.5657583609558229,magic-niab,sachs,False
tiered_nt2,tiered,shd_truth,AUC_rate_usable,ok,60,11,543,0,483,0.6157986685344325,3.6870356762546706e-10,0.008872296384822046,0.7809647101351586,0,0.43068159790108873,0.6831555522037253,paths,sachs,False
tiered_nt2,tiered,n_k,AUC_rate,ok,60,11,543,0,483,-0.06666080018771597,0.5005805729530004,-0.588650690987513,0.515308105257619,1,-0.3954316658475401,0.2876532291362857,hailfinder,paths,True
tiered_nt2,tiered,n_k,AUC_rate_usable,ok,60,11,543,0,483,-0.17286720574504982,0.08160303170022339,-0.6939872904301241,0.515308105257619,1,-0.47366769059639197,0.2876532291362857,hailfinder,paths,True
tiered_nt2,tiered,k_g0,AUC_rate,ok,60,11,543,0,483,-0.018349366423141666,0.8541531921258819,-0.470231358670595,0.5089772774501669,0,-0.3339053589533511,0.25217475126251526,hailfinder,paths,True
tiered_nt2,tiered,k_g0,AUC_rate_usable,ok,60,11,543,0,483,-0.0920691287714497,0.3578103711964934,-0.5192875045115577,0.52319068143002,0,-0.35791876367567044,0.25217475126251526,hailfinder,paths,True
tiered_nt2,tiered,separation,AUC_rate,ok,49,8,543,0,494,0.6563466872990162,9.178280214947775e-09,0.09611386626644254,0.8960537033436533,223,0.42313323947292314,0.7650758575950726,paths,magic-irri,False
tiered_nt2,tiered,separation,AUC_rate_usable,ok,49,8,543,0,494,0.607158776151615,1.2170248016579842e-07,0.09611386626644254,0.851920826214821,223,0.42313323947292314,0.6899752365278713,paths,magic-irri,False
tiered_nt2,tiered,phi_1,AUC_rate,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt2,tiered,phi_1,AUC_rate_usable,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt2,tiered,r_claim,AUC_rate,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt2,tiered,r_claim,AUC_rate_usable,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt3,tiered,radius,AUC_rate,ok,176,18,543,0,367,0.3345021985996836,3.991440667117964e-08,0.060108756846201705,0.6348368404371567,0,0.22135313130883602,0.44039494289594033,paths,barley,False
tiered_nt3,tiered,radius,AUC_rate_usable,ok,176,18,543,0,367,0.377616815579245,5.886826268998618e-10,0.06115037642213867,0.6870386264018683,0,0.22135313130883602,0.4989530200917353,paths,barley,False
tiered_nt3,tiered,shd_truth,AUC_rate,ok,176,18,543,0,367,0.2979492681464464,9.006294989116063e-08,-0.17586709112430313,0.529542328566841,0,0.14515314739689367,0.3916812267329619,insurance,Polzer_2012,False
tiered_nt3,tiered,shd_truth,AUC_rate_usable,ok,176,18,543,0,367,0.3084463242703133,3.219013701910372e-08,-0.16348143758041012,0.5526530101969671,0,0.18760978902924022,0.4044182689368138,insurance,Polzer_2012,False
tiered_nt3,tiered,n_k,AUC_rate,ok,176,18,543,0,367,-0.02499699186749468,0.6602910051778085,-0.4081507911182813,0.3499920543393693,0,-0.10578474858761801,0.10292913298828972,water,paths,True
tiered_nt3,tiered,n_k,AUC_rate_usable,ok,176,18,543,0,367,-0.06616299897014669,0.24512477324459747,-0.4685502700573906,0.3486717258609563,0,-0.15476469359017642,0.10292913298828972,water,paths,True
tiered_nt3,tiered,k_g0,AUC_rate,ok,176,18,543,0,367,0.19212709838238637,0.0009188707206756421,-0.14391277141170308,0.44705365339439807,0,0.08504912944557057,0.27943761323005273,Polzer_2012,magic-niab,False
tiered_nt3,tiered,k_g0,AUC_rate_usable,ok,176,18,543,0,367,0.2272441934788057,8.983616728312504e-05,-0.13303916979003688,0.5148072538461395,0,0.12722481056660448,0.32616403539960653,Polzer_2012,magic-niab,False
tiered_nt3,tiered,separation,AUC_rate,ok,113,14,543,0,430,0.6046669736513516,2.3801237786581857e-15,0.42771245457271917,0.6926195943819222,0,0.5580418408244249,0.6417850415552842,Polzer_2012,barley,False
tiered_nt3,tiered,separation,AUC_rate_usable,ok,113,14,543,0,430,0.5849837075597851,2.0737615038261674e-14,0.3867244272189594,0.6891336758103938,0,0.5278242242984577,0.6312809383980084,Polzer_2012,insurance,False
tiered_nt3,tiered,phi_1,AUC_rate,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt3,tiered,phi_1,AUC_rate_usable,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt3,tiered,r_claim,AUC_rate,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt3,tiered,r_claim,AUC_rate_usable,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt4,tiered,radius,AUC_rate,ok,265,19,543,0,278,0.4832453597995131,2.5413471013400094e-22,0.277570840852195,0.703051769787037,0,0.3928345043763101,0.5367142793637949,paths,insurance,False
tiered_nt4,tiered,radius,AUC_rate_usable,ok,265,19,543,0,278,0.4832453597995131,2.5413471013400094e-22,0.277570840852195,0.703051769787037,0,0.3928345043763101,0.5367142793637949,paths,insurance,False
tiered_nt4,tiered,shd_truth,AUC_rate,ok,265,19,543,0,278,0.2537504573742352,4.2419886726471924e-08,-0.19277448445695725,0.49060421147564254,0,0.07519680900524836,0.343718823928607,insurance,hailfinder,False
tiered_nt4,tiered,shd_truth,AUC_rate_usable,ok,265,19,543,0,278,0.25461900817620065,3.8145708697589425e-08,-0.19260613086525524,0.4913696342600766,0,0.0765640237144347,0.34466953556926055,insurance,hailfinder,False
tiered_nt4,tiered,n_k,AUC_rate,ok,265,19,543,0,278,0.12468926056084895,0.006775211067753295,-0.33890325619176787,0.4455537604533457,0,-0.06679725319976557,0.2718442286572441,insurance,paths,True
tiered_nt4,tiered,n_k,AUC_rate_usable,ok,265,19,543,0,278,0.12362268575786922,0.007263089717858416,-0.34279439983048393,0.4455537604533457,0,-0.06840078816030007,0.2718442286572441,insurance,paths,True
tiered_nt4,tiered,k_g0,AUC_rate,ok,265,19,543,0,278,0.270252967528642,2.5722891295339206e-09,-0.09748312293968758,0.48831657279384605,0,0.14732754766140266,0.32632736311896654,insurance,magic-irri,False
tiered_nt4,tiered,k_g0,AUC_rate_usable,ok,265,19,543,0,278,0.2714203669564115,2.19699872407462e-09,-0.09724323302925972,0.48948186584815695,0,0.1490462099153918,0.3276012500276938,insurance,magic-irri,False
tiered_nt4,tiered,separation,AUC_rate,ok,165,15,543,0,378,0.5451348573734396,5.854391124916425e-18,0.3621057360919889,0.6396123285633895,0,0.4972335926457022,0.578643270650775,Polzer_2012,Kampen_2014,False
tiered_nt4,tiered,separation,AUC_rate_usable,ok,165,15,543,0,378,0.5463364771913091,4.9554792971858075e-18,0.364380342385829,0.6396885361385369,0,0.49874417571196766,0.578861133327978,Polzer_2012,Kampen_2014,False
tiered_nt4,tiered,phi_1,AUC_rate,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt4,tiered,phi_1,AUC_rate_usable,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt4,tiered,r_claim,AUC_rate,insufficient_n,0,0,543,0,543,,,,,,,,,,
tiered_nt4,tiered,r_claim,AUC_rate_usable,insufficient_n,0,0,543,0,543,,,,,,,,,,
