row_id,network,x,y,coverage,n_k,phi_1,n_broken_single,n_inconsistent_single,r_claim,r_claim_status,r_claim_censored,r_claim_depth_cap_used
4872520ca1d3c1a7,Schipf_2010,WC,T2DM,1.0,3,0.6666666666666666,2,0,1,resolved,False,1
ecd459d8985b13a2,Schipf_2010,WC,TT,1.0,3,0.6666666666666666,2,0,1,resolved,False,1
2428bab9f4afebff,Schipf_2010,WC,U,1.0,3,0.6666666666666666,2,0,1,resolved,False,1
d0303b0041526f27,Sebastiani_2005,ANXA2.7,ANXA2.5,0.25,2,0.5,1,0,1,resolved,False,1
0d4fa520759cd0b4,Sebastiani_2005,EDNI1.6,EDNI1.7,0.25,2,0.5,1,0,1,resolved,False,1
0b78512b780b0407,Sebastiani_2005,ANXA2.7,ANXA2.5,0.5,4,0.25,1,0,1,resolved,False,1
f8196e7aa4485194,Sebastiani_2005,EDNI1.6,EDNI1.7,0.5,4,0.25,1,0,1,resolved,False,1
7aa4a305db33dada,Sebastiani_2005,TGFBR3.8,TGFBR3.2,0.5,4,0.25,1,0,1,resolved,False,1
8d77aa70f645f886,Sebastiani_2005,TGFBR3.8,TGFBR3.9,0.5,4,0.25,1,0,1,resolved,False,1
fe13dfc29fdfb15d,Sebastiani_2005,ANXA2.7,ANXA2.5,1.0,7,0.14285714285714285,1,0,1,resolved,False,1
76190a3cf1e2e53e,Sebastiani_2005,EDNI1.6,EDNI1.7,1.0,7,0.14285714285714285,1,0,1,resolved,False,1
9f4fe74a6392e900,Sebastiani_2005,TGFBR3.2,TGFBR3.9,1.0,7,0.14285714285714285,1,0,1,resolved,False,1
1b86b2c22487d2c0,Sebastiani_2005,TGFBR3.8,TGFBR3.2,1.0,7,0.14285714285714285,1,0,1,resolved,False,1
ef436735580939c9,Sebastiani_2005,TGFBR3.8,TGFBR3.9,1.0,7,0.14285714285714285,1,0,1,resolved,False,1
9d100477584444ba,Shrier_2008,TeamMotivation,Injury,0.5,1,1.0,1,0,1,resolved,False,1
c53c3de298524f85,Shrier_2008,TeamMotivation,IntraGameProprioception,0.5,1,1.0,1,0,1,resolved,False,1
a43af17f7bbc3f3b,Shrier_2008,TeamMotivation,WarmUpExercises,0.5,1,1.0,1,0,1,resolved,False,1
0f781514ba0082bd,Shrier_2008,ConnectiveTissueDisorder,Injury,1.0,2,0.5,1,0,1,resolved,False,1
419ac4b5672e2be4,Shrier_2008,ConnectiveTissueDisorder,IntraGameProprioception,1.0,2,0.5,1,0,1,resolved,False,1
611281ab7554b761,Shrier_2008,ConnectiveTissueDisorder,NeuromuscularFatigue,1.0,2,0.5,1,0,1,resolved,False,1
19f74db82b80f5af,Shrier_2008,TeamMotivation,Injury,1.0,2,0.5,1,0,1,resolved,False,1
091ef0be8c0acaf3,Shrier_2008,TeamMotivation,IntraGameProprioception,1.0,2,0.5,1,0,1,resolved,False,1
72972b622dd0f00c,Shrier_2008,TeamMotivation,WarmUpExercises,1.0,2,0.5,1,0,1,resolved,False,1
f2f36e3663907c0a,Shrier_2008,TissueWeakness,Injury,1.0,2,0.5,1,0,1,resolved,False,1
9c5757f4a8b871d0,arth150,629,331,1.0,29,0.034482758620689655,1,0,1,resolved,False,1
d40807b794b130e3,arth150,629,677,1.0,29,0.034482758620689655,1,0,1,resolved,False,1
a31d52f8cc99ec39,arth150,629,714,1.0,29,0.034482758620689655,1,0,1,resolved,False,1
e54f7db21ac52c9a,arth150,726,289,1.0,29,0.034482758620689655,1,0,1,resolved,False,1
fd96480869969bbf,arth150,726,677,1.0,29,0.034482758620689655,1,0,1,resolved,False,1
4c0d62bd45e7665b,arth150,726,714,1.0,29,0.034482758620689655,1,0,1,resolved,False,1
907770693c683e48,asia,bronc,dysp,0.5,2,0.5,1,0,1,resolved,False,1
7c2393ca810f1bc9,asia,bronc,dysp,1.0,3,0.3333333333333333,1,0,1,resolved,False,1
9681904755c8ce6c,asia,lung,dysp,1.0,3,0.3333333333333333,1,0,1,resolved,False,1
e4e21184d18f24ac,barley,dgv5980,aks_vgt,0.25,2,0.5,1,0,1,resolved,False,1
1f19ee890d836666,barley,dgv5980,bgbyg,0.25,2,0.5,1,0,1,resolved,False,1
7751afdeb55441bb,barley,dgv5980,ksort,0.25,2,0.5,1,0,1,resolved,False,1
b4712761382515ab,barley,dgv5980,protein,0.25,2,0.5,1,0,1,resolved,False,1
bfa5bc410a8b8940,barley,dgv5980,s2225,0.25,2,0.5,1,0,1,resolved,False,1
e647107ef493ae9f,barley,dgv5980,s2528,0.25,2,0.5,1,0,1,resolved,False,1
9f0eebb07d55db65,barley,dgv5980,slt22,0.25,2,0.5,1,0,1,resolved,False,1
fcb34f63d607d664,barley,dgv5980,spndx,0.25,2,0.5,1,0,1,resolved,False,1
b3c69dbf113e11fe,barley,dgv5980,udb,0.25,2,0.5,1,0,1,resolved,False,1
1bdd736344b8aae7,barley,frspdag,aks_m2,0.25,2,0.5,1,0,1,resolved,False,1
7afb2f38c4de21f9,barley,frspdag,aks_vgt,0.25,2,0.5,1,0,1,resolved,False,1
217e53543f0e69a3,barley,frspdag,keraks,0.25,2,0.5,1,0,1,resolved,False,1
0fa78eaf3fbf2cd2,barley,frspdag,ksort,0.25,2,0.5,1,0,1,resolved,False,1
2c98285fcedd368b,barley,frspdag,protein,0.25,2,0.5,1,0,1,resolved,False,1
a475b57e3b779b65,barley,frspdag,s2225,0.25,2,0.5,1,0,1,resolved,False,1
d743a492b88dc781,barley,frspdag,s2528,0.25,2,0.5,1,0,1,resolved,False,1
8c2bdfc751681521,barley,frspdag,slt22,0.25,2,0.5,1,0,1,resolved,False,1
9234efc18fd0c8f5,barley,frspdag,spndx,0.25,2,0.5,1,0,1,resolved,False,1
8bc81125b6d795e6,barley,frspdag,tkv,0.25,2,0.5,1,0,1,resolved,False,1
1969e3c97128a067,barley,frspdag,udb,0.25,2,0.5,1,0,1,resolved,False,1
4de979fd4e0c763c,barley,jordinf,aks_m2,0.25,2,0.5,1,0,1,resolved,False,1
f8c586a3574765e9,barley,jordinf,aks_vgt,0.25,2,0.5,1,0,1,resolved,False,1
5a430b41d323f3f9,barley,jordinf,keraks,0.25,2,0.5,1,0,1,resolved,False,1
641f5d568045839c,barley,jordinf,ksort,0.25,2,0.5,1,0,1,resolved,False,1
9ab562c6e8db2646,barley,jordinf,protein,0.25,2,0.5,1,0,1,resolved,False,1
9e14be48100575b1,barley,jordinf,s2225,0.25,2,0.5,1,0,1,resolved,False,1
aac67b753f099593,barley,jordinf,s2528,0.25,2,0.5,1,0,1,resolved,False,1
0c08b127571c66fb,barley,jordinf,slt22,0.25,2,0.5,1,0,1,resolved,False,1
0d29c8ab0b0b81ba,barley,jordinf,spndx,0.25,2,0.5,1,0,1,resolved,False,1
768d209396e8a62a,barley,jordinf,tkv,0.25,2,0.5,1,0,1,resolved,False,1
c70937e2372e048d,barley,jordinf,udb,0.25,2,0.5,1,0,1,resolved,False,1
d34a0d5ed571967a,barley,rokap,aks_m2,0.25,2,0.5,1,0,1,resolved,False,1
5424b7c614ff043c,barley,rokap,aks_vgt,0.25,2,0.5,1,0,1,resolved,False,1
c351b07eec0bcb87,barley,rokap,keraks,0.25,2,0.5,1,0,1,resolved,False,1
4f0548cc1238f781,barley,rokap,ksort,0.25,2,0.5,1,0,1,resolved,False,1
b5e4f281fef2efff,barley,rokap,protein,0.25,2,0.5,1,0,1,resolved,False,1
0d8b334d8c2fef5a,barley,rokap,s2225,0.25,2,0.5,1,0,1,resolved,False,1
acf21ca12aa3ba21,barley,rokap,s2528,0.25,2,0.5,1,0,1,resolved,False,1
211ff0e53b8126ab,barley,rokap,slt22,0.25,2,0.5,1,0,1,resolved,False,1
382f6e90c525e06f,barley,rokap,spndx,0.25,2,0.5,1,0,1,resolved,False,1
ffafbd419bad8aeb,barley,rokap,tkv,0.25,2,0.5,1,0,1,resolved,False,1
99ac51d45a8a6ce0,barley,rokap,udb,0.25,2,0.5,1,0,1,resolved,False,1
70ba98c02f7f49e4,barley,dgv5980,aks_vgt,0.5,4,0.25,1,0,1,resolved,False,1
af57405bdfe3e4a4,barley,dgv5980,bgbyg,0.5,4,0.25,1,0,1,resolved,False,1
a05aba5c90b855c6,barley,dgv5980,ksort,0.5,4,0.25,1,0,1,resolved,False,1
4d5cd359532c4a0b,barley,dgv5980,protein,0.5,4,0.25,1,0,1,resolved,False,1
da5bf0ee37d3aaa3,barley,dgv5980,s2225,0.5,4,0.25,1,0,1,resolved,False,1
3819157d20c0bae2,barley,dgv5980,s2528,0.5,4,0.25,1,0,1,resolved,False,1
36f481efce1362e8,barley,dgv5980,slt22,0.5,4,0.25,1,0,1,resolved,False,1
1aa0fea9f397971c,barley,dgv5980,spndx,0.5,4,0.25,1,0,1,resolved,False,1
17d732e217c73746,barley,dgv5980,udb,0.5,4,0.25,1,0,1,resolved,False,1
987e34a4dd7b9fba,barley,frspdag,aks_m2,0.5,4,0.25,1,0,1,resolved,False,1
b230d7c71f990865,barley,frspdag,aks_vgt,0.5,4,0.25,1,0,1,resolved,False,1
da529df67ed2bfcc,barley,frspdag,keraks,0.5,4,0.25,1,0,1,resolved,False,1
cb9d0cb9838abf49,barley,frspdag,ksort,0.5,4,0.25,1,0,1,resolved,False,1
fe66b5df36ef2894,barley,frspdag,protein,0.5,4,0.25,1,0,1,resolved,False,1
400a937cfe1d89ba,barley,frspdag,s2225,0.5,4,0.25,1,0,1,resolved,False,1
c646372c3d53b7a8,barley,frspdag,s2528,0.5,4,0.25,1,0,1,resolved,False,1
45a790696d093741,barley,frspdag,slt22,0.5,4,0.25,1,0,1,resolved,False,1
7a0228526450eb10,barley,frspdag,spndx,0.5,4,0.25,1,0,1,resolved,False,1
5568a69525ea5b60,barley,frspdag,tkv,0.5,4,0.25,1,0,1,resolved,False,1
2dd2d6d60ddb3f50,barley,frspdag,udb,0.5,4,0.25,1,0,1,resolved,False,1
44f148d55891b725,barley,jordinf,aks_m2,0.5,4,0.25,1,0,1,resolved,False,1
1f9c20ea725e08d0,barley,jordinf,aks_vgt,0.5,4,0.25,1,0,1,resolved,False,1
9424a1d3f0ff5cea,barley,jordinf,keraks,0.5,4,0.25,1,0,1,resolved,False,1
66b9f8e64c758432,barley,jordinf,ksort,0.5,4,0.25,1,0,1,resolved,False,1
e0abfeb51b9f9ed8,barley,jordinf,protein,0.5,4,0.25,1,0,1,resolved,False,1
