n,cpdag,n_undirected,space_size,g0,x,y,z_opt,r_val_opt,best_r_val,best_z,frontier_gap,n_valid_sets_examined,method
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V3->V2 V3->V4 V4->V0 V4->V1,V0,V2,V3,2,2,V3,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V3->V2 V3->V4 V4->V0 V4->V1,V4,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V3->V2 V4->V0 V4->V1 V4->V3,V0,V1,V4,1,1,V4,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V3->V2 V4->V0 V4->V1 V4->V3,V0,V2,V3,1,1,V3,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V3->V2 V4->V0 V4->V1 V4->V3,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V0->V4 V1->V0 V1->V4 V3->V2 V4->V3,V0,V2,V1,1,1,V1,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V0->V4 V1->V0 V1->V4 V3->V2 V4->V3,V0,V3,V1,1,1,V1,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V0->V4 V1->V0 V1->V4 V3->V2 V4->V3,V0,V4,V1,1,1,V1,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V0->V4 V1->V0 V1->V4 V3->V2 V4->V3,V3,V2,V0,3,3,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V0->V4 V1->V0 V1->V4 V3->V2 V4->V3,V4,V2,V0,1,1,V0,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V2 V4->V0 V4->V3,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V2 V4->V0 V4->V3,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V2 V4->V0 V4->V3,V4,V0,V1,1,1,V1,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V2 V4->V0 V4->V3,V4,V2,V1,1,1,V1,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V3->V4 V4->V0 V4->V1,V0,V2,V3,3,3,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V3->V4 V4->V0 V4->V1,V1,V0,V4,1,1,V4,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V3->V4 V4->V0 V4->V1,V1,V2,V3|V4,1,1,V3|V4,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V3->V4 V4->V0 V4->V1,V4,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V4->V0 V4->V1 V4->V3,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V4->V0 V4->V1 V4->V3,V1,V0,V4,1,1,V4,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V4->V0 V4->V1 V4->V3,V1,V2,V3|V4,1,1,V3|V4,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V4->V0 V4->V1 V4->V3,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V2 V3->V2 V4->V3 V0-V1 V0-V4,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V3->V2 V4->V0 V3-V4,V0,V2,V3,1,1,V3,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V3->V2 V4->V3 V0-V4,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V2 V0->V4 V3->V2 V4->V3 V0-V1,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V2 V0->V4 V3->V2 V4->V3 V0-V1,V4,V2,V0,1,1,V0,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V0->V4 V3->V2 V4->V3,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V0->V4 V3->V2 V4->V3,V4,V2,V0,1,1,V0,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V3->V2 V3->V4 V4->V0,V0,V2,V3,2,2,V3,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V3->V2 V3->V4 V4->V0,V4,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V3->V2 V4->V0 V4->V3,V0,V2,V3,1,1,V3,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V1 V0->V2 V3->V2 V4->V0 V4->V3,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V2 V0->V4 V1->V0 V3->V2 V4->V3,V3,V2,V0,3,3,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V0-V4 V3-V4,3,10,V0->V2 V0->V4 V1->V0 V3->V2 V4->V3,V4,V2,V0,2,2,V0,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V2 V1->V0 V3->V2 V1-V3,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V2 V1->V3 V3->V2 V0-V1,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V1 V0->V2 V1->V3 V3->V2,V1,V2,V0,1,1,V0,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V1 V0->V2 V1->V3 V3->V2,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V2 V1->V0 V1->V3 V3->V2,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V2 V1->V0 V1->V3 V3->V2,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V2 V1->V0 V3->V1 V3->V2,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3,2,6,V0->V2 V1->V0 V3->V1 V3->V2,V1,V2,V3,1,1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V3->V2 V1-V3 V1-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V3 V3->V2 V0-V1 V1-V4,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V3 V3->V2 V1-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V3 V3->V2 V1-V4,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V4 V3->V2 V1-V3,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V3 V1->V4 V3->V2 V0-V1,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2,V1,V2,V0,1,1,V0,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V3 V3->V2 V4->V1,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V3 V3->V2 V4->V1,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V4 V3->V1 V3->V2,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4,3,11,V0->V2 V1->V0 V1->V4 V3->V1 V3->V2,V1,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V1-V3 V1-V4 V3-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V3->V2 V0-V1 V1-V4 V3-V4,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V1-V4 V3-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V1-V4 V3-V4,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V2 V1-V3 V3-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V1-V4 V3-V4,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V1-V4 V3-V4,V1,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V3->V4 V1-V3 V1-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V4->V1 V1-V3 V3-V4,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V4->V3 V1-V3 V1-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V1->V4 V3->V2 V0-V1 V3-V4,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V3->V2 V4->V3 V0-V1 V1-V4,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V3-V4,V1,V2,V0,1,1,V0,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V3-V4,V3,V2,V0,2,2,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V3-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V3-V4,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V4->V3 V1-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V4->V3 V1-V4,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V2 V3->V4 V1-V3,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4 V1-V4,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4 V1-V4,V1,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V4->V1 V3-V4,V0,V2,V3,3,3,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V4->V1 V3-V4,V1,V2,V3,1,1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V2 V4->V1 V4->V3 V1-V3,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V1->V4 V3->V2 V3->V4 V0-V1,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V1->V4 V3->V2 V3->V4 V0-V1,V3,V4,V1,1,1,V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V1->V4 V3->V2 V4->V3 V0-V1,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V1->V4 V3->V2 V4->V3 V0-V1,V4,V2,V0|V1,1,1,V0|V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V3 V1->V4 V3->V2 V4->V3 V0-V1,V4,V3,V1,1,1,V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V3->V4,V1,V2,V0,1,1,V0,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V3->V4,V3,V2,V0,2,2,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V3->V4,V3,V4,V1,1,1,V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V4->V3,V1,V2,V0,1,1,V0,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V4->V3,V3,V2,V0,3,3,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V4->V3,V4,V2,V0|V1,1,1,V0|V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V1 V0->V2 V1->V3 V1->V4 V3->V2 V4->V3,V4,V3,V1,1,1,V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V3->V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V3->V4,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V3->V4,V3,V4,V1,1,1,V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V4->V3,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V4->V3,V3,V2,V0,2,2,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V4->V3,V4,V2,V0|V1,1,1,V0|V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V1->V4 V3->V2 V4->V3,V4,V3,V1,1,1,V1,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V4->V1 V4->V3,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V4->V1 V4->V3,V1,V2,V4,1,1,V4,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V4->V1 V4->V3,V1,V3,V4,1,1,V4,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V3 V3->V2 V4->V1 V4->V3,V3,V2,V0,1,1,V0,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V1 V3->V2 V3->V4,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V1 V3->V2 V3->V4,V1,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V1->V4 V3->V1 V3->V2 V3->V4,V1,V4,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4 V4->V1,V0,V2,V3,3,3,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4 V4->V1,V1,V2,V3,2,2,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4 V4->V1,V4,V0,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4 V4->V1,V4,V1,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4 V4->V1,V4,V2,V3,1,1,V3,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V4->V1 V4->V3,V0,V2,V3,3,3,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V4->V1 V4->V3,V1,V2,V3,1,1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V4->V1 V4->V3,V3,V0,V4,1,1,V4,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V4->V1 V4->V3,V3,V1,V4,1,1,V4,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V1-V4 V3-V4,4,32,V0->V2 V1->V0 V3->V1 V3->V2 V4->V1 V4->V3,V3,V2,V4,1,1,V4,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V2 V1-V3 V3-V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V1 V3->V2 V3-V4,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V1 V3->V2 V3-V4,V1,V2,V3,1,1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V2 V3->V4 V1-V3,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V3 V3->V2 V3->V4 V0-V1,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V1 V0->V2 V1->V3 V3->V2 V3->V4,V1,V2,V0,1,1,V0,0,1,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V1 V0->V2 V1->V3 V3->V2 V3->V4,V3,V2,V0,2,2,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V1->V3 V3->V2 V3->V4,V0,V2,V3,1,1,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V1->V3 V3->V2 V3->V4,V3,V2,V0,1,1,V0,0,3,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4,V0,V2,V3,2,2,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V1 V3->V2 V3->V4,V1,V2,V3,1,1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V1 V3->V2 V4->V3,V0,V2,V3,3,3,V3,0,6,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V3 V3-V4,3,10,V0->V2 V1->V0 V3->V1 V3->V2 V4->V3,V1,V2,V3,2,2,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V3->V2 V0-V1 V1-V4,V0,V2,V3,-1,-1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V3->V2 V0-V1 V1-V4,V3,V2,V0,-1,-1,V1,0,8,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V1->V0 V3->V2 V1-V4,V0,V2,V3,-1,-1,V3,0,8,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V1->V0 V3->V2 V1-V4,V1,V2,V3,1,1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V1->V0 V3->V2 V1-V4,V3,V2,V0,-1,-1,V1,0,8,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V1->V4 V3->V2 V0-V1,V0,V2,V3,-1,-1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V1->V4 V3->V2 V0-V1,V3,V2,V0,-1,-1,V1,0,8,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V1 V0->V2 V1->V4 V3->V2,V0,V2,V3,-1,-1,V3,0,2,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V1 V0->V2 V1->V4 V3->V2,V3,V2,V0,-1,-1,V1,0,8,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V1->V0 V1->V4 V3->V2,V0,V2,V3,-1,-1,V3,0,8,bfs_exact
5,V0->V2 V3->V2 V0-V1 V1-V4,2,6,V0->V2 V1->V0 V1->V4 V3->V2,V1,V2,V3,1,1,V3,0,2,bfs_exact
