instance_id,generator,seed,true_dag,cpdag,corruption,corruption_rate,k_assumed_consistent,g0,treatment,outcome,space_size,n_covers,max_shell,r_val,r_opt,method,notes,z,k_true,k_assumed,desc_n_nodes,desc_n_edges,desc_n_compelled,desc_n_undirected,desc_n_components,desc_largest_component_nodes,desc_largest_component_edges,desc_knowledge_component_nodes,desc_knowledge_component_edges,desc_knowledge_component_density,desc_treatment_in_component,r_eps_0.02,r_eps_0.05,r_eps_0.1,r_eps_0.2,params_json,time_graph,time_gate,time_knowledge,time_g0_and_z,time_space,time_radius_val_opt,time_radius_eps
inst_000605,scale_free,20261524,V2->V0 V2->V1 V3->V0 V3->V1 V3->V4 V3->V5 V4->V1 V5->V1,V2->V0 V2->V1 V3->V0 V3->V1 V4->V1 V5->V1 V3-V4 V3-V5,compound,0.25,True,V2->V0 V2->V1 V3->V0 V3->V1 V3->V4 V3->V5 V4->V1 V5->V1,V5,V1,6,6,2,1,1,bfs_exact,,V2|V3|V4,V3->V4|V3->V5,V3->V4|V3->V5,6,8,6,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""m_attach"": 2}",5.524999999995117e-05,0.0007978330000000255,2.037500000007242e-05,4.129199999969302e-05,0.0007466249999996677,0.00013691699999984763,0.0047796670000002095
inst_000609,scale_free,20261528,V2->V0 V2->V1 V2->V3 V2->V5 V3->V1 V4->V0 V4->V3 V5->V0,V2->V0 V2->V1 V2->V3 V3->V1 V4->V0 V4->V3 V5->V0 V2-V5,compound,0.5,True,V2->V0 V2->V1 V2->V3 V2->V5 V3->V1 V4->V0 V4->V3 V5->V0,V5,V0,3,2,2,1,1,bfs_exact,,V2|V4,V2->V5,V2->V5,6,8,7,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""m_attach"": 2}",8.804200000067652e-05,0.0002890000000004278,1.7084000000444632e-05,2.8874999999928264e-05,0.00025145800000014873,4.079099999998448e-05,0.0023640829999997948
inst_000618,scale_free,20261537,V1->V2 V1->V3 V1->V5 V2->V0 V2->V3 V4->V0 V4->V1 V4->V5,V2->V0 V4->V0 V1-V2 V1-V3 V1-V4 V1-V5 V2-V3 V4-V5,tiered,0.5,True,V1->V2 V1->V3 V1->V4 V1->V5 V2->V0 V4->V0 V5->V4 V2-V3,V1,V0,154,412,7,1,1,bfs_exact,,,V1->V2|V1->V3|V2->V3|V4->V1|V4->V5,V1->V2|V1->V3|V1->V4|V1->V5|V5->V4,6,8,2,6,1,5,6,5,6,0.6,True,1,1,1,2,"{""m_attach"": 2}",6.045800000009649e-05,0.0009029170000003361,3.4166000000723784e-05,0.00013766600000053586,0.09315054200000006,0.000503584000000501,0.06459579100000035
inst_000619,scale_free,20261538,V0->V2 V1->V2 V1->V4 V1->V5 V3->V1 V3->V2 V3->V4 V3->V5,V0->V2 V1->V2 V3->V2 V1-V3 V1-V4 V1-V5 V3-V4 V3-V5,tiered,0.5,True,V0->V2 V1->V2 V1->V5 V3->V1 V3->V2 V3->V5 V4->V1 V3-V4,V1,V5,50,100,9,1,1,bfs_exact,,V3,V1->V4|V1->V5|V3->V4|V3->V5,V3->V1|V3->V5|V4->V1,6,8,3,5,1,4,5,4,5,0.8333333333333334,True,1,1,1,1,"{""m_attach"": 2}",7.979100000010675e-05,0.0007378749999995549,3.920900000053962e-05,9.999999999976694e-05,0.016742916000000108,0.00011749999999999261,0.02416529100000009
inst_000620,scale_free,20261539,V0->V3 V1->V2 V1->V3 V1->V4 V2->V0 V2->V5 V4->V3 V5->V3,V0->V3 V1->V3 V4->V3 V5->V3 V0-V2 V1-V2 V1-V4 V2-V5,tiered,0.5,True,V0->V3 V1->V3 V1->V4 V2->V0 V2->V1 V2->V5 V4->V3 V5->V3,V5,V3,17,26,4,1,1,bfs_exact,,V0|V1|V4,V1->V2|V1->V4|V2->V5,V1->V4|V2->V0|V2->V1|V2->V5,6,8,4,4,1,5,4,5,4,0.4,True,1,1,1,1,"{""m_attach"": 2}",6.824999999999193e-05,0.0005745419999998447,3.512500000013574e-05,7.375000000031662e-05,0.0049538749999999965,0.0002489159999994328,0.011588624999999908
inst_000622,scale_free,20261541,V0->V3 V1->V2 V1->V3 V1->V5 V2->V0 V2->V5 V4->V1 V4->V2,V0->V3 V1->V3 V0-V2 V1-V2 V1-V4 V1-V5 V2-V4 V2-V5,tiered,0.5,True,V0->V3 V1->V3 V1->V5 V2->V0 V2->V1 V2->V5 V4->V1 V2-V4,V1,V3,86,202,9,1,1,bfs_exact,,V0,V1->V2|V1->V5|V2->V0|V2->V5|V4->V1,V1->V5|V2->V0|V2->V1|V2->V5|V4->V1,6,8,2,6,1,5,6,5,6,0.6,True,1,1,1,1,"{""m_attach"": 2}",6.33750000007538e-05,0.0005794590000007815,3.879199999978766e-05,0.00013450000000059248,0.04884999999999984,0.00022337500000002564,0.03357895799999966
inst_000623,scale_free,20261542,V2->V0 V2->V1 V3->V0 V3->V1 V4->V0 V4->V1 V4->V5 V5->V0,V2->V0 V2->V1 V3->V0 V3->V1 V4->V0 V4->V1 V5->V0 V4-V5,tiered,0.5,True,V2->V0 V2->V1 V3->V0 V3->V1 V4->V0 V4->V1 V4->V5 V5->V0,V5,V0,3,2,2,1,1,bfs_exact,,V2|V3|V4,V4->V5,V4->V5,6,8,7,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""m_attach"": 2}",6.525000000046077e-05,0.00030387500000017553,3.458399999978212e-05,3.0500000000266425e-05,0.0002675830000002932,4.916700000023866e-05,0.0023125840000002285
inst_000633,scale_free,20261552,V0->V2 V0->V5 V0->V6 V1->V2 V1->V3 V1->V5 V2->V3 V3->V6 V4->V0 V4->V1,V0->V2 V0->V5 V0->V6 V1->V2 V1->V3 V1->V5 V2->V3 V3->V6 V0-V4 V1-V4,omit,0.5,True,V0->V2 V0->V5 V0->V6 V1->V2 V1->V3 V1->V5 V2->V3 V3->V6 V4->V1 V0-V4,V1,V5,6,6,3,1,1,bfs_exact,,V0,V4->V0|V4->V1,V4->V1,7,10,8,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""m_attach"": 2}",0.00011295799999988532,0.00036737500000061374,1.7624999999910074e-05,5.6125000000406544e-05,0.0007727500000003218,6.850000000024892e-05,0.004729500000000719
inst_000635,scale_free,20261554,V2->V0 V2->V1 V2->V6 V3->V0 V3->V2 V3->V4 V4->V2 V5->V0 V5->V2 V5->V6,V2->V0 V2->V1 V2->V6 V3->V0 V3->V2 V4->V2 V5->V0 V5->V2 V5->V6 V3-V4,omit,0.5,True,V2->V0 V2->V1 V2->V6 V3->V0 V3->V2 V3->V4 V4->V2 V5->V0 V5->V2 V5->V6,V4,V1,3,2,2,1,1,bfs_exact,,V3|V5,V3->V4,V3->V4,7,10,9,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""m_attach"": 2}",0.00014791600000041427,0.00015858300000015646,1.3667000000161522e-05,3.458299999969938e-05,0.00028445900000040325,5.4541999999990765e-05,0.002706750000000646
inst_000656,scale_free,20261575,V0->V6 V2->V0 V2->V1 V2->V3 V3->V0 V4->V0 V4->V3 V4->V6 V5->V1 V5->V2,V0->V6 V2->V0 V2->V3 V4->V0 V4->V3 V4->V6 V0-V3 V1-V2 V1-V5 V2-V5,compound,0.5,True,V0->V6 V2->V0 V2->V3 V3->V0 V4->V0 V4->V3 V4->V6 V1-V2 V1-V5 V2-V5,V0,V6,57,128,5,-1,-1,bfs_exact,,V4,V2->V1|V3->V0|V5->V2,V3->V0,7,10,6,4,2,3,3,2,1,1.0,True,-1,-1,-1,-1,"{""m_attach"": 2}",0.00011841600000028762,0.0026875410000002375,1.8666999999972234e-05,0.0001542089999997387,0.01408562499999988,0.0028095830000003374,0.1492117500000001
inst_000667,scale_free,20261586,V1->V2 V2->V0 V2->V4 V3->V0 V3->V2 V3->V4 V3->V5 V3->V6 V5->V0 V6->V4,V1->V2 V2->V0 V2->V4 V3->V0 V3->V2 V3->V4 V5->V0 V6->V4 V3-V5 V3-V6,tiered,0.5,True,V1->V2 V2->V0 V2->V4 V3->V0 V3->V2 V3->V4 V3->V5 V5->V0 V6->V3 V6->V4,V5,V0,6,6,4,2,2,bfs_exact,,V2|V3,V3->V5|V3->V6,V6->V3,7,10,8,2,1,3,2,3,2,0.6666666666666666,True,2,2,2,2,"{""m_attach"": 2}",0.00011129099999962477,0.0006257910000000422,4.1750000000284615e-05,4.9083000000393895e-05,0.0008343330000002425,0.00011325000000006469,0.005402042000000051
inst_000672,scale_free,20261591,V2->V0 V2->V1 V3->V1 V3->V2 V3->V7 V4->V2 V4->V3 V4->V5 V5->V2 V6->V0 V6->V4 V7->V2,V2->V0 V2->V1 V3->V1 V3->V2 V4->V2 V5->V2 V6->V0 V7->V2 V3-V4 V3-V7 V4-V5 V4-V6,omit,0.25,True,V2->V0 V2->V1 V3->V1 V3->V2 V3->V7 V4->V2 V4->V3 V4->V5 V5->V2 V6->V0 V6->V4 V7->V2,V5,V1,17,26,6,2,2,bfs_exact,,V3|V4|V7,V3->V7|V4->V3|V6->V4,V3->V7|V6->V4,8,12,8,4,1,5,4,5,4,0.4,True,2,2,2,2,"{""m_attach"": 2}",0.0001540420000001319,0.0008638749999994033,1.679200000026526e-05,9.5667000000077e-05,0.00677233399999988,0.0003469589999998135,0.01676387500000054
inst_000688,scale_free,20261607,V2->V0 V2->V1 V2->V4 V2->V6 V2->V7 V3->V0 V3->V1 V3->V5 V4->V1 V5->V0 V6->V0 V6->V7,V2->V0 V2->V1 V3->V0 V3->V1 V4->V1 V5->V0 V6->V0 V2-V4 V2-V6 V2-V7 V3-V5 V6-V7,flip,0.25,True,V2->V0 V2->V1 V2->V4 V2->V6 V2->V7 V3->V0 V3->V1 V4->V1 V5->V0 V6->V0 V7->V6 V3-V5,V6,V7,96,241,7,0,1,bfs_exact,,,V2->V4|V2->V6|V2->V7|V6->V7,V2->V4|V2->V6|V2->V7|V7->V6,8,12,7,5,2,4,4,4,4,0.6666666666666666,True,0,0,0,0,"{""m_attach"": 2}",7.908300000014634e-05,0.0021140419999996496,4.604100000005218e-05,0.0001274589999997744,0.043534082999999946,9.804099999932703e-05,0.04340999999999973
inst_000701,scale_free,20261620,V1->V2 V1->V5 V2->V0 V2->V7 V3->V0 V3->V2 V4->V1 V4->V2 V5->V2 V6->V0 V6->V5 V7->V0,V1->V2 V1->V5 V2->V0 V2->V7 V3->V0 V3->V2 V4->V2 V5->V2 V6->V0 V6->V5 V7->V0 V1-V4,compound,0.25,True,V1->V2 V1->V5 V2->V0 V2->V7 V3->V0 V3->V2 V4->V1 V4->V2 V5->V2 V6->V0 V6->V5 V7->V0,V1,V0,3,2,2,1,1,bfs_exact,,V3|V4|V6,V4->V1,V4->V1,8,12,11,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""m_attach"": 2}",9.6250000000353e-05,0.00025875000000041837,2.200000000041058e-05,4.258400000001217e-05,0.00035204100000019167,4.837500000043349e-05,0.003517791000000159
inst_000714,scale_free,20261633,V0->V2 V1->V2 V2->V4 V2->V5 V3->V1 V3->V2 V3->V4 V3->V6 V3->V7 V5->V4 V5->V7 V6->V4,V0->V2 V1->V2 V2->V4 V2->V5 V3->V2 V3->V4 V3->V7 V5->V4 V5->V7 V6->V4 V1-V3 V3-V6,tiered,0.5,True,V0->V2 V1->V2 V2->V4 V2->V5 V3->V1 V3->V2 V3->V4 V3->V6 V3->V7 V5->V4 V5->V7 V6->V4,V1,V5,6,6,2,1,1,bfs_exact,,V0|V3,V3->V1|V3->V6,V3->V1|V3->V6,8,12,10,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""m_attach"": 2}",9.67499999999788e-05,0.0002789170000001562,3.216599999955605e-05,5.1958000000240645e-05,0.000924165999999893,9.883300000002038e-05,0.008918291999999717
inst_000769,block,20261688,V0->V6 V2->V0 V2->V4 V3->V5 V4->V0 V4->V6,V0-V2 V0-V4 V0-V6 V2-V4 V3-V5 V4-V6,omit,0.25,True,V0->V6 V2->V0 V2->V4 V3->V5 V4->V0 V4->V6,V4,V0,150,400,12,1,1,bfs_exact,,V2,V0->V6|V2->V4|V3->V5|V4->V0|V4->V6,V2->V4|V3->V5|V4->V0|V4->V6,7,6,0,6,2,4,5,4,5,0.8333333333333334,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",5.9249999999622105e-05,0.00086945799999949,1.4375000000121929e-05,0.00010499999999957765,0.07603854200000004,0.00011316600000021992,0.03655866700000043
inst_000773,block,20261692,V0->V2 V1->V0 V1->V2 V4->V2,V0->V2 V1->V2 V4->V2 V0-V1,omit,0.25,True,V0->V2 V1->V0 V1->V2 V4->V2,V0,V2,3,2,2,1,1,bfs_exact,,V1|V4,V1->V0,V1->V0,7,4,3,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",6.0584000000751814e-05,0.00035295800000056943,1.7374999999653085e-05,2.4833000000334948e-05,0.00020954100000025733,2.224999999977939e-05,0.001732000000000511
inst_000777,block,20261696,V0->V4 V0->V6 V1->V0 V1->V3 V1->V5 V3->V4 V4->V6 V5->V0,V0->V4 V0->V6 V3->V4 V4->V6 V0-V1 V0-V5 V1-V3 V1-V5,omit,0.5,True,V0->V4 V0->V6 V1->V0 V3->V4 V4->V6 V0-V5 V1-V3 V1-V5,V0,V6,32,59,5,1,1,bfs_exact,,V3,V1->V0|V1->V5|V5->V0,V1->V0,7,8,4,4,1,4,4,4,4,0.6666666666666666,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",0.0001244580000001605,0.0025668749999994134,1.8999999999991246e-05,0.00013462500000027688,0.0072584999999998345,0.00010975000000001955,0.010308208999999735
inst_000793,block,20261712,V1->V3 V1->V4 V1->V5 V2->V4 V2->V6 V4->V5 V6->V4,V1->V4 V1->V5 V2->V4 V4->V5 V6->V4 V1-V3 V2-V6,compound,0.25,True,V1->V3 V1->V4 V1->V5 V2->V4 V2->V6 V4->V5 V6->V4,V6,V5,9,12,4,1,1,bfs_exact,,V1|V2,V1->V3|V2->V6,V1->V3|V2->V6,7,7,5,2,2,2,1,2,1,1.0,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",9.479199999962162e-05,0.0007347499999994511,1.9208000000325853e-05,3.920899999965144e-05,0.0009226250000002878,7.037499999995589e-05,0.0051903750000006355
inst_000800,block,20261719,V0->V1 V0->V6 V2->V0 V2->V3 V2->V5 V2->V6 V3->V1 V4->V6 V5->V3 V6->V1,V0->V1 V0->V6 V2->V6 V3->V1 V4->V6 V6->V1 V0-V2 V2-V3 V2-V5 V3-V5,compound,0.5,True,V0->V1 V0->V6 V2->V3 V2->V6 V3->V1 V4->V6 V6->V1 V0-V2 V2-V5 V3-V5,V3,V1,32,59,5,1,1,bfs_exact,,V0|V6,V2->V3|V2->V5|V5->V3,V2->V3,7,10,6,4,1,4,4,4,4,0.6666666666666666,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",7.308400000027859e-05,0.004522791999999498,2.1000000000270802e-05,0.0001556669999995819,0.008390999999999593,0.0002470000000007744,0.01157533399999977
inst_000814,block,20261733,V0->V6 V1->V2 V1->V4 V1->V5 V2->V0 V2->V4 V4->V6 V5->V0,V0->V6 V2->V0 V4->V6 V5->V0 V1-V2 V1-V4 V1-V5 V2-V4,tiered,0.5,True,V0->V6 V1->V4 V2->V0 V2->V4 V4->V6 V5->V0 V1-V2 V1-V5,V4,V6,32,59,6,1,1,bfs_exact,,V0,V1->V2|V1->V4|V2->V4,V1->V4|V2->V4,7,8,4,4,1,4,4,4,4,0.6666666666666666,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",9.995799999984456e-05,0.0007941660000003736,4.1416999999377424e-05,0.00010537500000040723,0.007277874999999767,0.00012470800000041748,0.012586040999999604
inst_000819,block,20261738,V0->V7 V1->V0 V1->V3 V1->V4 V1->V5 V2->V0 V2->V3 V2->V4 V3->V5 V3->V7 V6->V0 V6->V2 V6->V3 V6->V4,V0->V7 V1->V0 V1->V3 V1->V4 V1->V5 V2->V0 V2->V3 V2->V4 V3->V5 V3->V7 V6->V0 V6->V3 V6->V4 V2-V6,omit,0.25,True,V0->V7 V1->V0 V1->V3 V1->V4 V1->V5 V2->V0 V2->V3 V2->V4 V3->V5 V3->V7 V6->V0 V6->V2 V6->V3 V6->V4,V2,V0,3,2,2,1,1,bfs_exact,,V1|V6,V6->V2,V6->V2,8,14,13,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",0.00012908400000011255,0.00016558300000024673,1.416600000059276e-05,4.1250000000658815e-05,0.0003705419999997517,3.866600000002052e-05,0.003721417000000393
inst_000821,block,20261740,V0->V2 V1->V3 V1->V7 V2->V7 V5->V1 V5->V3 V5->V7 V6->V4 V6->V5,V1->V7 V2->V7 V5->V7 V0-V2 V1-V3 V1-V5 V3-V5 V4-V6 V5-V6,omit,0.25,True,V1->V3 V1->V7 V2->V7 V5->V1 V5->V3 V5->V7 V6->V4 V6->V5 V0-V2,V1,V3,144,384,9,1,1,bfs_exact,,V5,V1->V3|V5->V1|V5->V3|V6->V4|V6->V5,V1->V3|V5->V3|V6->V4|V6->V5,8,9,3,6,2,5,5,5,5,0.5,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",8.349999999968105e-05,0.001947249999999734,1.620799999990652e-05,0.000129957999999597,0.09750170799999935,0.0003130829999999918,0.06625437499999975
inst_000830,block,20261749,V0->V1 V0->V2 V0->V5 V0->V6 V0->V7 V2->V1 V3->V2 V5->V1 V7->V1,V0->V1 V0->V2 V2->V1 V3->V2 V5->V1 V7->V1 V0-V5 V0-V6 V0-V7,flip,0.25,True,V0->V1 V0->V2 V0->V5 V0->V6 V2->V1 V3->V2 V5->V1 V7->V1 V0-V7,V5,V1,11,15,3,1,1,bfs_exact,,V0|V2|V7,V0->V5|V0->V6,V0->V5|V0->V6,8,9,6,3,1,4,3,4,3,0.5,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",0.00010599999999971743,0.001200458999999654,1.3500000000554735e-05,7.737500000004616e-05,0.002293958000000096,0.00022216699999955125,0.01126004199999997
inst_000833,block,20261752,V0->V1 V0->V2 V0->V5 V3->V1 V3->V2 V3->V5 V3->V7 V4->V0 V6->V2 V6->V5 V7->V0 V7->V1 V7->V6,V0->V1 V0->V2 V0->V5 V3->V1 V3->V2 V3->V5 V4->V0 V6->V2 V6->V5 V7->V0 V7->V1 V3-V7 V6-V7,flip,0.25,True,V0->V1 V0->V2 V0->V5 V3->V1 V3->V2 V3->V5 V3->V7 V4->V0 V6->V2 V6->V5 V7->V0 V7->V1 V7->V6,V7,V1,6,6,4,1,1,bfs_exact,,V3|V4,V3->V7|V7->V6,V3->V7|V7->V6,8,13,11,2,1,3,2,3,2,0.6666666666666666,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",0.00011733300000038582,0.0002742080000004421,1.5000000000320313e-05,6.53330000002228e-05,0.0010829579999995786,9.633400000019776e-05,0.0071721249999994185
inst_000835,block,20261754,V0->V2 V0->V3 V0->V6 V1->V3 V1->V4 V1->V5 V1->V7 V2->V4 V4->V6 V7->V3 V7->V5,V0->V3 V0->V6 V1->V3 V1->V4 V2->V4 V4->V6 V7->V3 V0-V2 V1-V5 V1-V7 V5-V7,flip,0.5,True,V0->V2 V0->V3 V0->V6 V1->V3 V1->V4 V2->V4 V4->V6 V5->V1 V7->V1 V7->V3 V5-V7,V7,V5,57,128,7,0,2,bfs_exact,,,V0->V2|V1->V5|V1->V7,V0->V2|V5->V1|V7->V1,8,11,7,4,2,3,3,3,3,1.0,True,0,0,0,0,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",9.029200000032489e-05,0.002544624999999634,1.8458000000443064e-05,9.62919999993872e-05,0.015494458000000044,0.0001295829999996556,0.024085665999999506
inst_000841,block,20261760,V1->V3 V2->V0 V2->V3 V4->V2 V4->V3 V4->V6 V5->V1 V7->V1,V1->V3 V2->V3 V4->V3 V5->V1 V7->V1 V0-V2 V2-V4 V4-V6,compound,0.25,True,V1->V3 V2->V0 V2->V3 V4->V2 V4->V3 V4->V6 V5->V1 V7->V1,V2,V3,10,12,4,1,1,bfs_exact,,V1|V4,V4->V2|V4->V6,V4->V2|V4->V6,8,8,5,3,1,4,3,4,3,0.5,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",7.295799999962327e-05,0.0006277500000004821,1.8666999999972234e-05,6.129199999982404e-05,0.002016707999999312,8.724999999998317e-05,0.010593041999999997
inst_000844,block,20261763,V0->V4 V0->V6 V1->V5 V2->V4 V2->V6 V3->V5 V4->V6 V7->V3 V7->V5,V0->V4 V0->V6 V1->V5 V2->V4 V2->V6 V3->V5 V7->V5 V3-V7 V4-V6,compound,0.25,True,V0->V4 V0->V6 V1->V5 V2->V4 V2->V6 V3->V5 V4->V6 V7->V3 V7->V5,V3,V5,9,12,4,1,1,bfs_exact,,V1|V7,V4->V6|V7->V3,V4->V6|V7->V3,8,9,7,2,2,2,1,2,1,1.0,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",6.85420000001713e-05,0.0029799999999999827,2.1499999999896602e-05,4.687499999977973e-05,0.0011306250000000517,3.5707999999523565e-05,0.006526624999999342
inst_000854,block,20261773,V0->V1 V0->V2 V0->V6 V1->V3 V1->V7 V2->V6 V3->V7 V4->V6 V5->V1 V5->V3 V5->V6,V0->V1 V0->V6 V1->V3 V1->V7 V2->V6 V3->V7 V4->V6 V5->V1 V5->V3 V5->V6 V0-V2,tiered,0.25,True,V0->V1 V0->V2 V0->V6 V1->V3 V1->V7 V2->V6 V3->V7 V4->V6 V5->V1 V5->V3 V5->V6,V2,V6,3,2,2,1,1,bfs_exact,,V0|V4|V5,V0->V2,V0->V2,8,11,10,1,1,2,1,2,1,1.0,True,1,1,1,1,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.5}",0.0001669580000003279,0.001206208000000153,2.9708999999655816e-05,3.583300000009615e-05,0.0003205419999998682,5.025000000014046e-05,0.0032908750000002485
