instance_id,generator,generator_params_json,n,seed,knows_fraction,corruption_name,corruption_rate,n_undirected_cpdag,n_k0,x,y,z_size,z,r_val,r_val_method,r_val_seconds,r_val_exact,theta_z,tau_true,beta_top,r0_d,staircase_json,traversal_limit_d,monotone_violation,k_false,realised_error_effect,beta_up_at_kfalse,beta_up_at_kfalse_is_lower_bound,certificate_holds,conservativeness_ratio,staircase_shape,staircase_n_distinct,staircase_total_rise,cost_incremental_seconds,cost_incremental_states,cost_incremental_shells,cost_incremental_radius,cost_bisection_seconds,cost_bisection_states,cost_bisection_shells,cost_bisection_radius,cost_disagreement,cost_greedy_seconds,cost_greedy_states,cost_greedy_radius,cost_greedy_tight,states_saved_subsample,states_saved_below_rval,old_reps_subsample,old_r_eps_json,old_new_disagree_count,old_new_disagree_direction,old_mean_abs_bias_monotone,status,notes,timing_total_seconds,r_eps_0.01,r_eps_0.02,r_eps_0.05,r_eps_0.1,r_eps_0.25,r_eps_0.5,r_eps_1
inst_003186,scale_free,"{""m_attach"": 2}",6,20264102,0.7,flip,0.3,2,2,V2,V3,2,V4|V5,1,local_up_fast,7.2750000981614e-05,True,2.044729512908668,2.0447295129086687,1.0544960591280257,1,"[[0, 0.0], [1, 0.2464237868615724], [2, 1.0544960591280257]]",2,False,0,8.881784197001252e-16,0.0,False,True,nan,ramp,3,1.0544960591280257,8.329201955348253e-05,1,1,-1,8.187501225620508e-05,1,1,-1,False,0.000175209017470479,3,-1,True,False,-1,False,,-1,,,ok,,0.000960292003583163,1,1,1,1,2,2,-1
inst_003188,scale_free,"{""m_attach"": 2}",6,20264104,1.0,none,0.0,1,1,V3,V2,3,V1|V4|V5,1,local_up_fast,5.108298500999808e-05,True,1.4860319986890496,1.4860319986890496,0.31356088604993304,1,"[[0, 0.0], [1, 0.31356088604993304]]",1,False,0,0.0,0.0,False,True,nan,step,2,0.31356088604993304,2.8250011382624507e-05,1,1,-1,2.762500662356615e-05,1,1,-1,False,2.8207985451444983e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0003605410165619105,1,1,1,1,-1,-1,-1
inst_003189,scale_free,"{""m_attach"": 2}",6,20264105,1.0,flip,0.15,2,2,V5,V0,2,V3|V4,1,local_up_fast,6.541598122566938e-05,True,1.352872898514412,1.3528728985144118,1.526013906710109,1,"[[0, 0.0], [1, 1.526013906710109]]",1,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,1.526013906710109,0.00014233298134058714,2,1,1,0.0001381250040140003,3,2,1,False,7.850001566112041e-05,2,1,True,False,-1,False,,-1,,,ok,,0.0007415419968310744,1,1,1,1,1,1,1
inst_003190,scale_free,"{""m_attach"": 2}",6,20264106,1.0,flip,0.3,5,5,V1,V4,1,V3,1,local_up_fast,0.00013054200098849833,True,-0.41991767139064595,-0.41991767139064595,0.41991767139064595,1,"[[0, 0.0], [1, 0.3016537004598803], [2, 0.3016537004598803], [3, 0.41991767139064595], [4, 0.41991767139064595], [5, 0.41991767139064595]]",5,False,2,0.0,0.3016537004598803,False,True,0.0,ramp,3,0.41991767139064595,0.0004041669890284538,1,1,-1,0.00039274999289773405,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.007479583000531,1,1,1,1,1,1,-1
inst_003196,scale_free,"{""m_attach"": 2}",7,20264112,0.7,none,0.0,5,5,V2,V0,1,V5,2,local_up_fast,0.00034070800757035613,True,0.7958566605882155,0.7958566605882155,0.21434036210353413,2,"[[0, 0.0], [1, 0.0], [2, 0.21434036210353413], [3, 0.21434036210353413], [4, 0.21434036210353413], [5, 0.21434036210353413]]",5,False,0,0.0,0.0,False,True,nan,step,2,0.21434036210353413,0.0002195000124629587,1,1,-1,0.0002211660030297935,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.006462999997893,2,2,2,2,2,-1,-1
inst_003201,scale_free,"{""m_attach"": 2}",7,20264117,1.0,flip,0.15,3,3,V5,V2,2,V0|V4,1,local_up_fast,9.82919882517308e-05,True,-1.2775776416481162,-1.277577641648115,1.1601215133051446,1,"[[0, 0.0], [1, 1.1601215133051446], [2, 1.1601215133051446], [3, 1.1601215133051446]]",3,False,0,1.1102230246251565e-15,0.0,False,True,nan,step,2,1.1601215133051446,5.599998985417187e-05,1,1,-1,5.429098382592201e-05,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009158791974187,1,1,1,1,1,1,-1
inst_003206,scale_free,"{""m_attach"": 2}",8,20264122,0.4,flip,0.3,4,2,V6,V5,3,V1|V2|V7,1,local_up_fast,0.00013470801059156656,True,-0.9723961537061958,-0.9723961537061954,1.1671438977480457,1,"[[0, 0.0], [1, 1.1671438977480457]]",1,False,1,4.440892098500626e-16,1.1671438977480457,False,True,3.804922518182323e-16,step,2,1.1671438977480457,0.0002282080240547657,2,1,1,0.00022091600112617016,3,2,1,False,0.00014441701932810247,2,1,True,False,-1,False,,-1,,,ok,,0.0012627500109374523,1,1,1,1,1,1,1
inst_003208,scale_free,"{""m_attach"": 2}",8,20264124,0.7,none,0.0,9,9,V1,V2,1,V3,1,local_up_fast,0.00021591599215753376,True,0.434390034985301,0.4343900349853011,0.7715518802193846,1,"[[0, 0.0], [1, 0.434390034985301], [2, 0.434390034985301], [3, 0.434390034985301], [4, 0.7715518802193846]]",4,False,0,1.1102230246251565e-16,0.0,False,True,nan,ramp,3,0.7715518802193846,0.07307025001500733,57,4,4,0.11091749998740852,88,4,4,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.00869116699323,1,1,1,1,1,1,4
inst_003212,scale_free,"{""m_attach"": 2}",8,20264128,1.0,none,0.0,4,4,V1,V3,4,V0|V4|V5|V6,2,local_up_fast,0.0002477919915691018,True,0.16777938741242474,0.1677793874124249,0.7195850079924128,2,"[[0, 0.0], [1, 0.0], [2, 0.7195850079924128]]",2,False,0,1.6653345369377348e-16,0.0,False,True,nan,step,2,0.7195850079924128,0.0006409999914467335,6,1,2,0.0009552080009598285,11,3,2,False,0.0007867499953135848,10,4,False,False,-1,False,,-1,,,ok,,0.0035877499904017895,2,2,2,2,2,2,2
inst_003218,scale_free,"{""m_attach"": 2}",10,20264134,0.4,flip,0.3,6,5,V3,V6,1,V4,2,local_up_fast,0.0004208330065011978,True,1.2585168725099793,1.2585168725099796,0.46009265102014474,2,"[[0, 0.0], [1, 0.0], [2, 0.46009265102014474], [3, 0.46009265102014474], [4, 0.46009265102014474], [5, 0.46009265102014474]]",5,False,1,2.220446049250313e-16,0.0,False,True,nan,step,2,0.46009265102014474,0.0001314579858444631,1,1,-1,0.00013029100955463946,1,1,-1,False,0.0031812920060474426,15,-1,True,False,-1,False,,-1,,,ok,,0.00868970897863619,2,2,2,2,2,-1,-1
inst_003225,scale_free,"{""m_attach"": 2}",10,20264141,1.0,flip,0.15,3,3,V8,V0,6,V1|V3|V4|V5|V6|V9,1,local_up_fast,0.00011162500595673919,True,-0.840512485556773,-0.8405124855567729,0.712089977820743,1,"[[0, 0.0], [1, 0.712089977820743], [2, 0.712089977820743], [3, 0.712089977820743]]",3,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.712089977820743,6.841597496531904e-05,1,1,-1,6.6250009695068e-05,1,1,-1,False,0.0004942079831380397,6,-1,True,False,-1,False,,-1,,,ok,,0.0017121670243795961,1,1,1,1,1,1,-1
inst_003232,scale_free,"{""m_attach"": 2}",12,20264148,0.7,none,0.0,2,1,V10,V07,3,V00|V05|V09,1,local_up_fast,0.00017462499090470374,True,1.0850325238656153,1.0850325238656153,0.07245533269869275,1,"[[0, 0.0], [1, 0.07245533269869275]]",1,False,0,0.0,0.0,False,True,nan,step,2,0.07245533269869275,5.549998604692519e-05,1,1,-1,4.545800038613379e-05,1,1,-1,False,4.491599975153804e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0007411249971482903,1,1,1,-1,-1,-1,-1
inst_003239,scale_free,"{""m_attach"": 2}",12,20264155,1.0,omit,0.3,1,1,V05,V06,1,V02,1,local_up_fast,0.00014237500727176666,True,-0.44976128724731873,-0.44976128724731873,0.4494410055625108,1,"[[0, 0.0], [1, 0.4494410055625108]]",1,False,0,0.0,0.0,False,True,nan,step,2,0.4494410055625108,4.033400909975171e-05,1,1,-1,3.8416997995227575e-05,1,1,-1,False,3.937500878237188e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0007099169888533652,1,1,1,1,1,1,-1
inst_003261,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",7,20264177,1.0,flip,0.15,3,3,V0,V4,2,V2|V3,2,local_up_fast,0.00016645799041725695,True,-1.4693379420733519,-1.4693379420733519,0.5854651014068282,2,"[[0, 0.0], [1, 0.0], [2, 0.5854651014068282], [3, 0.5854651014068282]]",3,False,0,0.0,0.0,False,True,nan,step,2,0.5854651014068282,5.487501039169729e-05,1,1,-1,5.258299643173814e-05,1,1,-1,False,0.0003327919985167682,6,-1,True,True,4,False,,-1,,,ok,,0.001272666995646432,2,2,2,2,2,-1,-1
inst_003262,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",7,20264178,1.0,flip,0.3,4,4,V4,V0,2,V5|V6,1,local_up_fast,9.566600783728063e-05,True,-0.460620865731971,-0.46062086573197103,0.22067105195663528,1,"[[0, 0.0], [1, 0.22067105195663528], [2, 0.22067105195663528], [3, 0.22067105195663528], [4, 0.22067105195663528]]",4,False,1,5.551115123125783e-17,0.22067105195663528,False,True,2.515561091455099e-16,step,2,0.22067105195663528,3.8124999264255166e-05,1,1,-1,3.529101377353072e-05,1,1,-1,False,0.0008134579984471202,10,-1,True,False,-1,False,,-1,,,ok,,0.0024095000117085874,1,1,1,1,1,-1,-1
inst_003265,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",8,20264181,0.4,flip,0.15,3,2,V6,V7,3,V0|V1|V5,1,local_up_fast,0.00010766598279587924,True,-1.2012311851573891,-1.2012311851573891,0.34448021243396887,1,"[[0, 0.0], [1, 0.34448021243396887], [2, 0.34448021243396887]]",2,False,0,0.0,0.0,False,True,nan,step,2,0.34448021243396887,0.00014329099212773144,1,1,-1,0.00014158300473354757,1,1,-1,False,0.00028337500407360494,3,-1,True,False,-1,False,,-1,,,ok,,0.0014743750216439366,1,1,1,1,1,-1,-1
inst_003269,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",8,20264185,0.7,flip,0.15,4,4,V5,V3,2,V1|V6,1,local_up_fast,0.0001153330085799098,True,1.3558316866641824,1.3558316866641822,0.8612352932719247,1,"[[0, 0.0], [1, 0.1651837750230496], [2, 0.8612352932719247], [3, 0.8612352932719247], [4, 0.8612352932719247]]",4,False,0,2.220446049250313e-16,0.0,False,True,nan,ramp,3,0.8612352932719247,0.00034333299845457077,1,1,-1,0.0003408330085221678,1,1,-1,False,0.0019793750252574682,10,-1,True,False,-1,False,,-1,,,ok,,0.006483125005615875,1,1,1,1,2,2,-1
inst_003272,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",8,20264188,1.0,none,0.0,4,4,V6,V0,1,V4,1,local_up_fast,0.00011229200754314661,True,-0.39254398763021003,-0.3925439876302101,0.39254398763021003,1,"[[0, 0.0], [1, 0.39254398763021003], [2, 0.39254398763021003], [3, 0.39254398763021003], [4, 0.39254398763021003]]",4,False,0,5.551115123125783e-17,0.0,False,True,nan,step,2,0.39254398763021003,0.0003326250007376075,1,1,-1,0.000316707999445498,1,1,-1,False,0.001659583009313792,10,-1,True,False,-1,False,,-1,,,ok,,0.006284500006586313,1,1,1,1,1,1,-1
inst_003278,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",10,20264194,0.4,flip,0.3,7,6,V6,V0,1,V1,1,local_up_fast,0.00021070899674668908,True,-0.9994164454782565,-0.313862364663658,2.101046545458912,1,"[[0, 0.0], [1, 1.9368158256116137]]",1,False,2,0.6855540808145985,1.9368158256116137,True,True,0.35395935522062977,step,2,1.9368158256116137,0.0018281250086147338,4,1,1,0.011761625006329268,28,4,1,False,0.0016956659965217113,6,1,True,False,-1,False,,-1,,,ok,,0.017900249978993088,1,1,1,1,1,1,1
inst_003280,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",10,20264196,0.7,none,0.0,3,2,V8,V5,3,V0|V1|V9,1,local_up_fast,0.0001342089963145554,True,-1.7956231552667248,-1.7956231552667246,1.2548668382290078,1,"[[0, 0.0], [1, 0.17953897259411256], [2, 1.2548668382290078]]",2,False,0,2.220446049250313e-16,0.0,False,True,nan,ramp,3,1.2548668382290078,0.00014820901560597122,1,1,-1,0.00030133299878798425,1,1,-1,False,0.00038049998693168163,3,-1,True,False,-1,False,,-1,,,ok,,0.0018435409874655306,1,1,1,2,2,2,-1
inst_003287,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",10,20264203,1.0,omit,0.3,7,7,V1,V5,1,V7,1,local_up_fast,0.00022958300542086363,True,-0.4677258916904181,-0.46772589169041834,1.0840657293063543,1,"[[0, 0.0], [1, 0.4677258916904178], [2, 0.4677258916904178], [3, 0.46772589169041806], [4, 1.0840657293063543]]",4,False,0,2.220446049250313e-16,0.0,False,True,nan,ramp,3,1.0840657293063543,0.030210708995582536,49,4,4,0.027897833002498373,46,4,4,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.008447250002064,1,1,1,1,1,1,4
inst_003296,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",12,20264212,1.0,none,0.0,6,6,V08,V01,1,V02,1,local_up_fast,0.00031654100166633725,True,-0.5045970661013793,-0.5045970661013792,0.07233099544872712,1,"[[0, 0.0], [1, 0.0499071060929378], [2, 0.0499071060929378], [3, 0.07233099544872712], [4, 0.07233099544872712], [5, 0.07233099544872712], [6, 0.07233099544872712]]",6,False,0,1.1102230246251565e-16,0.0,False,True,nan,ramp,3,0.07233099544872712,0.0005546250031329691,1,1,-1,0.0005671250110026449,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.006745833990863,1,1,1,3,-1,-1,-1
inst_003378,erdos_renyi,"{""edge_prob"": 0.25}",7,20264294,0.7,flip,0.3,2,1,V1,V2,2,V3|V5,1,local_up_fast,6.583301001228392e-05,True,-0.7109634885431234,-0.7109634885431233,0.12680979132544556,1,"[[0, 0.0], [1, 0.12680979132544556]]",1,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.12680979132544556,3.304198617115617e-05,1,1,-1,3.2499985536560416e-05,1,1,-1,False,3.162497887387872e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0004739580035675317,1,1,1,1,-1,-1,-1
inst_003388,erdos_renyi,"{""edge_prob"": 0.25}",8,20264304,0.7,none,0.0,7,6,V0,V7,1,V4,1,local_up_fast,0.00034366699401289225,True,1.318042944304491,1.3180429443044908,1.318042944304491,1,"[[0, 0.0], [1, 1.318042944304491], [2, 1.318042944304491], [3, 1.318042944304491], [4, 1.318042944304491], [5, 1.318042944304491], [6, 1.318042944304491]]",6,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,1.318042944304491,0.0015932499954942614,1,1,-1,0.001511166017735377,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009735458006617,1,1,1,1,1,1,-1
inst_003416,erdos_renyi,"{""edge_prob"": 0.25}",12,20264332,1.0,none,0.0,6,6,V08,V03,1,V07,1,local_up_fast,0.00027595798019319773,True,0.7496128285627098,0.7496128285627099,0.31036122969672253,1,"[[0, 0.0], [1, 0.31036122969672253], [2, 0.31036122969672253], [3, 0.31036122969672253], [4, 0.31036122969672253], [5, 0.31036122969672253], [6, 0.31036122969672253]]",6,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.31036122969672253,0.00027579101151786745,1,1,-1,0.0002708749962039292,1,1,-1,False,0.005796208017272875,21,-1,True,False,-1,False,,-1,,,ok,,0.02437029199791141,1,1,1,1,1,-1,-1
inst_003455,erdos_renyi,"{""edge_prob"": 0.35}",8,20264371,1.0,omit,0.3,3,2,V5,V4,2,V0|V3,1,local_up_fast,9.645899990573525e-05,True,-1.0314194597459307,-1.0314194597459307,0.4860446848364457,1,"[[0, 0.0], [1, 0.4860446848364457], [2, 0.4860446848364457]]",2,False,0,0.0,0.0,False,True,nan,step,2,0.4860446848364457,5.412500468082726e-05,1,1,-1,4.94590203743428e-05,1,1,-1,False,0.00016437500016763806,3,-1,True,False,-1,False,,-1,,,ok,,0.0009640839998610318,1,1,1,1,1,-1,-1
inst_003457,erdos_renyi,"{""edge_prob"": 0.35}",10,20264373,0.4,flip,0.15,6,2,V0,V2,4,V3|V4|V6|V8,1,local_up_fast,0.00025887502124533057,True,0.6219815782231033,0.6219815782231031,0.7313784641656074,1,"[[0, 0.0], [1, 0.7313784641656074]]",1,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,0.7313784641656074,0.000387624982977286,2,1,1,0.00038108398439362645,3,2,1,False,0.00024237498291768134,2,1,True,False,-1,False,,-1,,,ok,,0.0020486249995883554,1,1,1,1,1,1,1
inst_003466,erdos_renyi,"{""edge_prob"": 0.35}",10,20264382,1.0,flip,0.3,2,2,V5,V9,4,V1|V3|V6|V8,1,local_up_fast,8.666698704473674e-05,True,0.42221939238329387,0.8425778563544398,0.8425778563544404,1,"[[0, 0.0], [1, 0.8425778563544404]]",1,False,1,0.42035846397114596,0.8425778563544404,False,True,0.4988956934969784,step,2,0.8425778563544404,0.00025912499404512346,2,1,1,0.0002577499835751951,3,2,1,False,0.00013954201131127775,2,1,True,False,-1,False,,-1,,,ok,,0.0013469999830704182,1,1,1,1,1,1,1
inst_003473,erdos_renyi,"{""edge_prob"": 0.35}",12,20264389,0.7,flip,0.15,4,3,V07,V10,4,V00|V03|V09|V11,1,local_up_fast,0.00022166597773320973,True,-0.5362984269976336,-0.5362984269976337,0.9500433362433907,1,"[[0, 0.0], [1, 0.41374490924575746], [2, 0.9500433362433907]]",2,False,0,1.1102230246251565e-16,0.0,False,True,nan,ramp,3,0.9500433362433907,0.0010793330147862434,6,2,2,0.0010463329963386059,7,3,2,False,0.0007602919940836728,5,2,True,False,-1,False,,-1,,,ok,,0.004711916990345344,1,1,1,1,1,1,2
inst_003481,erdos_renyi,"{""edge_prob"": 0.5}",6,20264397,0.4,flip,0.15,3,3,V3,V2,2,V0|V5,1,local_up_fast,7.904201629571617e-05,True,1.2712144021776766,1.271214402177677,0.9811390182790939,1,"[[0, 0.0], [1, 0.2900753838985828], [2, 0.9811390182790939], [3, 0.9811390182790939]]",3,False,0,4.440892098500626e-16,0.0,False,True,nan,ramp,3,0.9811390182790939,9.483398753218353e-05,1,1,-1,9.41669859457761e-05,1,1,-1,False,0.0004967499990016222,6,-1,True,True,1,False,,-1,,,ok,,0.0017230839875992388,1,1,1,1,2,2,-1
inst_003488,erdos_renyi,"{""edge_prob"": 0.5}",6,20264404,1.0,none,0.0,4,4,V2,V1,1,V3,2,local_up_fast,0.00022887502564117312,True,-0.5562748560698944,-0.5562748560698944,0.5650762190521258,2,"[[0, 0.0], [1, 0.0], [2, 0.13097357634828272], [3, 0.5650762190521258]]",3,False,0,0.0,0.0,False,True,nan,ramp,3,0.5650762190521258,0.001896959001896903,10,2,3,0.0016553339955862612,11,3,3,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.008094834018266,2,2,2,2,3,3,3
inst_003490,erdos_renyi,"{""edge_prob"": 0.5}",6,20264406,1.0,flip,0.3,3,3,V5,V3,1,V2,1,local_up_fast,8.595801773481071e-05,True,1.3560756762177333,1.691263130717067,0.33518745449933385,1,"[[0, 0.0], [1, 0.33518745449933385], [2, 0.33518745449933385], [3, 0.33518745449933385]]",3,False,1,0.3351874544993336,0.33518745449933385,False,True,0.9999999999999993,step,2,0.33518745449933385,3.737499355338514e-05,1,1,-1,3.3584015909582376e-05,1,1,-1,False,0.0004098330100532621,6,-1,True,False,-1,False,,-1,,,ok,,0.0012280000082682818,1,1,1,1,-1,-1,-1
inst_003494,erdos_renyi,"{""edge_prob"": 0.5}",7,20264410,0.4,flip,0.3,5,4,V1,V0,1,V2,1,local_up_fast,0.00013129098806530237,True,1.0430324164535518,1.1650870040395955,0.14030557427175983,1,"[[0, 0.0], [1, 0.14030557427175983], [2, 0.14030557427175983], [3, 0.14030557427175983], [4, 0.14030557427175983]]",4,False,1,0.1220545875860437,0.14030557427175983,False,True,0.8699197321243594,step,2,0.14030557427175983,0.00018595799338072538,1,1,-1,0.00018441700376570225,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.008540167007595,1,1,1,1,-1,-1,-1
inst_003607,scale_free,"{""m_attach"": 2}",6,20264523,0.7,omit,0.3,2,1,V4,V3,2,V2|V5,1,local_up_fast,6.766599835827947e-05,True,-0.4555576996982046,-0.45555769969820475,0.4555576996982045,1,"[[0, 0.0], [1, 0.4555576996982045]]",1,False,0,1.6653345369377348e-16,0.0,False,True,nan,step,2,0.4555576996982045,3.2665993785485625e-05,1,1,-1,3.241701051592827e-05,1,1,-1,False,3.170897252857685e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.00047262501902878284,1,1,1,1,1,1,-1
inst_003611,scale_free,"{""m_attach"": 2}",6,20264527,1.0,omit,0.3,4,4,V5,V3,1,V0,1,local_up_fast,9.187500108964741e-05,True,0.33323436695467507,0.33323436695467507,0.33323436695467507,1,"[[0, 0.0], [1, 0.33323436695467507], [2, 0.33323436695467507], [3, 0.33323436695467507], [4, 0.33323436695467507]]",4,False,0,0.0,0.0,False,True,nan,step,2,0.33323436695467507,0.00014074999489821494,1,1,-1,0.0001360829919576645,1,1,-1,False,0.001267916988581419,10,-1,True,False,-1,False,,-1,,,ok,,0.003996250015916303,1,1,1,1,1,1,-1
inst_003618,scale_free,"{""m_attach"": 2}",7,20264534,0.7,flip,0.3,1,1,V2,V0,2,V3|V4,1,local_up_fast,6.429199129343033e-05,True,-1.0477853057507869,-1.047785305750787,0.36847151475464623,1,"[[0, 0.0], [1, 0.36847151475464623]]",1,False,0,2.220446049250313e-16,0.0,False,True,nan,step,2,0.36847151475464623,2.9749993700534105e-05,1,1,-1,2.8750015189871192e-05,1,1,-1,False,2.9165996238589287e-05,1,-1,True,False,-1,False,,-1,,,ok,,0.0004252500075381249,1,1,1,1,1,-1,-1
inst_003622,scale_free,"{""m_attach"": 2}",7,20264538,1.0,flip,0.3,3,3,V4,V6,2,V2|V3,2,local_up_fast,0.00022416701540350914,True,-2.2714718885245246,-2.271471888524525,0.14033010655248956,2,"[[0, 0.0], [1, 0.0], [2, 0.14033010655248956], [3, 0.14033010655248956]]",3,False,1,4.440892098500626e-16,0.0,False,True,nan,step,2,0.14033010655248956,0.00011937500676140189,1,1,-1,0.00011841600644402206,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.00875804098905,2,2,2,-1,-1,-1,-1
inst_003623,scale_free,"{""m_attach"": 2}",7,20264539,1.0,omit,0.3,2,2,V3,V2,2,V0|V1,2,local_up_fast,0.00012629199773073196,True,-1.327914526373844,-1.3279145263738434,0.30274370853018473,2,"[[0, 0.0], [1, 0.0], [2, 0.30274370853018473]]",2,False,0,6.661338147750939e-16,0.0,False,True,nan,step,2,0.30274370853018473,4.1041988879442215e-05,1,1,-1,3.945801290683448e-05,1,1,-1,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.0075641250005,2,2,2,2,-1,-1,-1
inst_003630,scale_free,"{""m_attach"": 2}",8,20264546,0.7,flip,0.3,6,6,V0,V4,2,V1|V6,1,local_up_fast,0.00018058301066048443,True,1.3818956213005764,1.381895621300575,1.817606574228595,1,"[[0, 0.0], [1, 1.7182076277962826]]",1,False,1,1.3322676295501878e-15,1.7182076277962826,False,True,7.753822110887211e-16,step,2,1.7182076277962826,0.0017149579944089055,4,1,1,0.011063375015510246,34,4,1,False,0.0013330410001799464,6,1,True,False,-1,False,,-1,,,ok,,0.01689195798826404,1,1,1,1,1,1,1
inst_003645,scale_free,"{""m_attach"": 2}",10,20264561,1.0,flip,0.15,2,2,V3,V2,5,V1|V4|V5|V6|V9,1,local_up_fast,0.00012008397607132792,True,0.37246186948313287,0.372461869483133,0.6109257506050443,1,"[[0, 0.0], [1, 0.6109257506050443]]",1,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.6109257506050443,0.0001611660118214786,2,1,1,0.00016283299191854894,3,2,1,False,0.00011729099787771702,2,1,True,False,-1,False,,-1,,,ok,,0.0009830000053625554,1,1,1,1,1,1,1
inst_003665,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",6,20264581,0.7,flip,0.15,4,4,V2,V3,1,V5,2,local_up_fast,0.00016799999866634607,True,0.611847683415232,0.6118476834152318,1.2075196775779304,2,"[[0, 0.0], [1, 0.0], [2, 0.5956719941626987], [3, 1.2075196775779304]]",3,False,0,2.220446049250313e-16,0.0,False,True,nan,ramp,3,1.2075196775779304,0.0008889159944374114,7,2,3,0.0009095419954974204,8,3,3,False,nan,0,-1,False,False,-1,False,,-1,,,capped_timeout,hard wall-cap of 8s hit,8.009407708013896,2,2,2,2,2,2,3
inst_003668,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",6,20264584,1.0,none,0.0,4,4,V3,V5,1,V0,2,local_up_fast,0.00029299999005161226,True,0.6874982290282394,0.6874982290282393,0.5959059006109311,2,"[[0, 0.0], [1, 0.0], [2, 0.5959059006109311], [3, 0.5959059006109311], [4, 0.5959059006109311]]",4,False,0,1.1102230246251565e-16,0.0,False,True,nan,step,2,0.5959059006109311,5.6334014516323805e-05,1,1,-1,5.43750065844506e-05,1,1,-1,False,0.000767707999330014,10,-1,True,False,-1,False,,-1,,,ok,,0.002303999994182959,2,2,2,2,2,2,-1
inst_003698,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",10,20264614,0.4,flip,0.3,4,3,V2,V6,3,V1|V4|V8,1,local_up_fast,0.00011850000009872019,True,0.5632927259181184,1.0706887497968909,0.5073960238787729,1,"[[0, 0.0], [1, 0.3300885556455552], [2, 0.5073960238787729], [3, 0.5073960238787729]]",3,False,2,0.5073960238787725,0.5073960238787729,False,True,0.9999999999999991,ramp,3,0.5073960238787729,0.00015224999515339732,1,1,-1,0.000149500003317371,1,1,-1,False,0.0007044159865472466,6,-1,True,False,-1,False,,-1,,,ok,,0.002497916982974857,1,1,1,1,1,1,-1
inst_003702,block,"{""n_blocks"": 2, ""p_between"": 0.15, ""p_within"": 0.6}",10,20264618,0.7,flip,0.3,5,5,V7,V9,2,V5|V8,1,local_up_fast,0.00020570901688188314,True,-0.20743637485965766,-0.20743637485965769,0.21027545007108323,1,"[[0, 0.0], [1, 0.21027545007108323]]",1,False,1,2.7755575615628914e-17,0.21027545007108323,False,True,1.3199627253797907e-16,step,2,0.21027545007108323,0.0008133340161293745,4,1,1,0.0036208750098012388,22,4,1,False,0.0008329169941134751,5,1,True,False,-1,False,,-1,,,ok,,0.006592124991584569,1,1,1,1,1,1,1
