check,endpoint,n_draws,n_total,n,n_excluded_unreached,n_excluded_nan,tau_b,p_value,ci_lo_2p5,ci_hi_97p5,n_boot_nan
check1_n200_reproduction,AUC_frac (first 200 of 1000 draws),200,134,134,0,0,0.3460809305868245,8.576367154007352e-08,0.20907445151822365,0.47212528861622344,0
check2_n1000_full,AUC_frac (full 1000 draws),1000,134,134,0,0,0.2966388223746585,4.303565355311859e-06,0.1548107456427,0.42631256343010304,0
check3_n1000_usable,"AUC_frac_usable, n_eval>=30 (1000 draws)",1000,134,134,0,0,0.278749903100682,1.689585473674353e-05,0.1359161127542099,0.4100324043644671,0
