n,edge_prob,seed,attempt,effective_seed,x,y,z_size,k_undirected,k_g0,largest_component,space_build_s,space_bfs_query_enum_s,space_bfs_query_crit_s,space_censored,space_error,space_total_crit_s,space_total_enum_s,search_frozen_s,search_frozen_censored,search_frozen_error,search_fast_s,search_fast_censored,search_fast_error,search_fast_top_s,search_fast_top_censored,search_fast_top_error,search_fast_top_method,hybrid_total_s,hybrid_censored,hybrid_error,hybrid_method,radius_agree,speedup_space_vs_search,speedup_space_vs_search_lb,speedup_search_vs_hybrid,speedup_search_vs_hybrid_lb,speedup_e2e,speedup_e2e_lb,speedup_space_vs_search_enum,speedup_search_vs_hybrid_enum,speedup_e2e_enum,speedup_space_vs_search_top,speedup_search_top_vs_hybrid,gate_exhausted,gate_error
8,0.5,2,0,2,V2,V0,2,1,1,2,0.00010887499956879765,7.000000005064066e-05,8.808300117379986e-05,False,False,0.0001969580007425975,0.0001788749996194383,0.0001899999988381751,False,False,0.00010366700007580221,False,False,4.3542000639718026e-05,False,False,top_state,4.73749969387427e-05,False,False,top_state,True,1.8999102954515912,,2.188221778881522,,4.1574250864283995,,0.9414473721749228,4.010554324338022,3.775725829612804,4.523402642251051,0.9190924211777607,False,
8,0.5,3,0,3,V1,V0,2,6,6,5,0.08524025000042457,0.0004077079993294319,0.0006566660013049841,False,False,0.08589691600172955,0.085647957999754,0.00045191699609858915,False,False,0.00026149999757763,False,False,0.0004627919915947132,False,False,local_up_fast_exact,0.0005071669947938062,False,False,local_up_fast,True,328.47769329798876,,0.5156092574280102,,169.3661395230417,,189.521435881268,0.8910615255677679,168.87525978415655,185.60588247376842,0.9125041580887294,False,
8,0.5,4,0,4,V0,V4,1,2,2,3,0.0003308750001451699,0.00010029099939856678,0.00012441699982446153,False,False,0.00045529199996963143,0.0004311659995437367,0.00031104200024856254,False,False,0.00015287499991245568,False,False,4.095899930689484e-05,False,False,top_state,8.070800686255097e-05,False,False,top_state,True,2.978197875586955,,1.8941738974276496,,5.641224677311289,,1.386198645839403,3.853917502612594,5.342295223298352,11.11579891291411,0.5074961072530224,False,
8,0.5,5,0,5,V2,V0,3,7,7,5,0.450818999999683,7.079200076987036e-05,0.00038700000004610047,False,False,0.4512059999997291,0.45088979200045287,0.0004644170039682649,False,False,0.0002155839974875562,False,False,0.0003037080023204908,False,False,local_up_fast_exact,0.0003068759979214519,False,False,local_up_fast,True,2092.947552963774,,0.7025117602802456,,1470.3202696068133,,970.8727030831619,1.5133702443784385,1469.28985992532,1485.6572647156977,0.9896766263167573,False,
8,0.5,6,0,6,V0,V1,4,2,2,3,0.00041237500045099296,0.00017058299999916926,0.00013883300016459543,False,False,0.0005512080006155884,0.0005829580004501622,0.0006072499963920563,False,False,0.0002213749976363033,False,False,4.587500006891787e-05,False,False,top_state,4.41250012954697e-05,False,False,top_state,True,2.4899288831215136,,5.016996966276164,,12.491965652864032,,0.9599967129086476,13.762039174249328,13.211512370199394,12.015433237874884,1.039660027695633,False,
8,0.5,7,0,7,V1,V3,3,5,5,5,0.023094458998457412,0.0027165419996890705,0.0013218749991210643,False,False,0.024416333997578477,0.025811000998146483,0.010160459001781419,False,False,0.0019105410028714687,False,False,5.458299710880965e-05,False,False,top_state,5.595800030278042e-05,False,False,top_state,True,12.779801093450326,,34.142410245788184,,436.33321179215346,,2.540338088428985,181.57294661718942,461.25667211992914,447.3249050231743,0.9754279426260618,False,
8,0.7,0,0,0,V0,V1,3,2,2,2,0.0005427500000223517,4.28749990533106e-05,0.00010404199929325841,False,False,0.0006467919993156102,0.0005856249990756623,0.00027779199444921687,False,False,0.0001259580021724105,False,False,0.0001667079995968379,False,False,local_up_fast_exact,0.00016129100549733266,False,False,local_up_fast,True,5.134981407773406,,0.7809363069194426,,4.010093416686564,,2.1081421019233884,1.722303073210185,3.6308596209064308,3.87978981740405,1.0335852212143029,False,
8,0.7,1,0,1,V0,V2,1,2,2,3,0.00044666699977824464,3.329099854454398e-05,0.00011933399946428835,False,False,0.000566000999242533,0.0004799579983227886,0.00020783299987670034,False,False,0.0001426250018994324,False,False,0.00018695800099521875,False,False,local_up_fast_exact,0.00019258400425314903,False,False,local_up_fast,True,3.9684556824169657,,0.7405859196486214,,2.938982401147566,,2.309344515103617,1.0791810082186615,2.492200742133757,3.027423251369744,0.9707867572919765,False,
8,0.7,2,0,2,V2,V0,5,3,3,3,0.0022426249997806735,0.0008167910000338452,0.0003368340003362391,False,False,0.0025794590001169126,0.0030594159998145187,0.001785207998182159,False,False,0.0004304160029278137,False,False,4.6332999772857875e-05,False,False,top_state,4.758400609716773e-05,False,False,top_state,True,5.992943995043607,,9.045392312049,,54.20852953930766,,1.713758846548895,37.51697565221221,64.29504891973818,55.672177773129505,0.9737095207630213,False,
8,0.7,3,0,3,V1,V0,4,10,10,6,17.49295387500024,0.000224584000534378,0.0011274590015091235,False,False,17.49408133400175,17.493178459000774,0.0006619580017286353,False,False,0.0004052920048707165,False,False,0.0005497920064954087,False,False,local_up_fast_exact,0.000554373997147195,False,False,local_up_fast,True,43164.141221049154,,0.7310804744745362,,31556.4608441705,,26426.41740611812,1.1940639444401555,31554.832205371385,31819.45377037387,0.9917348384387341,False,
8,0.7,4,0,4,V0,V3,3,4,4,4,0.0069965000002412125,0.00010520899922994431,0.0002866670001822058,False,False,0.007283167000423418,0.007101708999471157,0.0002733329965849407,False,False,0.00018595900473883376,False,False,0.0002357499979552813,False,False,local_up_fast_exact,0.00023466700076824054,False,False,local_up_fast,True,39.16544407544077,,0.7924378124323015,,31.036178826081926,,25.98189420304488,1.164769633949884,30.2629214002052,30.893603663169237,1.004615038260579,False,
8,0.7,5,0,5,V2,V0,2,8,8,5,1.5842592919998424,9.733399929245934e-05,0.0005702909984393045,False,False,1.5848295829982817,1.5843566259991348,0.00042133399983868003,False,False,0.0002773749947664328,False,False,0.0003504170017549768,False,False,local_up_fast_exact,0.0003569999971659854,False,False,local_up_fast,True,5713.67143001772,,0.7769607758217114,,4439.2985870569155,,3760.334144896334,1.1802072918302653,4437.973777524979,4522.696030903338,0.981560236797571,False,
8,0.7,6,0,6,V0,V1,4,4,4,4,0.006962375000512111,0.001555124999867985,0.0007222920012281975,False,False,0.0076846670017403085,0.008517500000380096,0.006051917000149842,False,False,0.001098667002224829,False,False,5.3499999921768904e-05,False,False,top_state,5.474999488797039e-05,False,False,top_state,True,6.994537003640466,,20.066979083247862,,140.35922774905637,,1.4074052899551013,110.53730712730282,155.57079078835773,143.63863575658536,0.9771690395814789,False,
8,0.7,7,0,7,V1,V3,5,4,4,4,0.007583124999655411,0.0020549580003716983,0.0008708750010555377,False,False,0.008454000000710948,0.009638083000027109,0.005207667003560346,False,False,0.0009603329963283613,False,False,6.162499630590901e-05,False,False,top_state,6.312500045169145e-05,False,False,top_state,True,8.803196425649338,,15.213195872581242,,133.92475152821044,,1.850748712127293,82.49769451559355,152.6825018782056,137.18459241352235,0.9762375582566472,False,
