n,edge_prob,seed,attempt,effective_seed,x,y,z_size,k_undirected,k_g0,largest_component,space_build_s,space_bfs_query_enum_s,space_bfs_query_crit_s,space_censored,space_error,space_total_crit_s,space_total_enum_s,search_frozen_s,search_frozen_censored,search_frozen_error,search_fast_s,search_fast_censored,search_fast_error,hybrid_total_s,hybrid_censored,hybrid_error,hybrid_method,radius_agree,speedup_space_vs_search,speedup_space_vs_search_lb,speedup_search_vs_hybrid,speedup_search_vs_hybrid_lb,speedup_e2e,speedup_e2e_lb,speedup_space_vs_search_enum,speedup_search_vs_hybrid_enum,speedup_e2e_enum,gate_exhausted,gate_error
10,0.3,0,0,0,V0,V8,3,3,3,4,0.0012771660003636498,0.0001049999991664663,0.0001850829994509695,False,False,0.0014622489998146193,0.001382165999530116,0.00030499999957100954,False,False,0.00014495799950964283,False,False,0.00014529200052493252,False,False,local_up_fast,True,10.087397761841686,,0.9977011740902255,,10.064208590504563,,4.531691808112028,2.099220868795668,9.513022014539144,False,
10,0.3,1,0,1,V0,V2,2,4,4,3,0.007441957999617443,0.0002602080003271112,0.0002908750011556549,False,False,0.007732833000773098,0.007702165999944555,0.0004791669998667203,False,False,0.00018695800099521875,False,False,0.00019358400095370598,False,False,local_up_fast,True,41.36133762454412,,0.9657719650082458,,39.945620313025465,,16.074074387607876,2.4752407094908073,39.78720329159053,False,
10,0.3,2,0,2,V0,V5,1,5,5,5,0.01797808399896894,7.587499931105413e-05,0.00030899999910616316,False,False,0.018287083998075104,0.018053958998279995,0.00034425000012561213,False,False,0.00017070899957616348,False,False,0.00016775000040070154,False,False,local_up_fast,True,107.12431121662185,,1.0176393393048813,,109.01391328997354,,52.44432532082019,2.052160949647142,107.62419645397803,False,
10,0.3,3,0,3,V0,V3,2,7,7,5,0.44217625000055705,8.399999933317304e-05,0.000517250000484637,False,False,0.4426935000010417,0.4422602499998902,0.00043041599928983487,False,False,0.00019425000027695205,False,False,0.00018941700000141282,False,False,local_up_fast,True,2278.9884137445106,,1.0255151347318519,,2337.1371101735313,,1027.5181469313357,2.272319798574703,2334.8498286668646,False,
10,0.3,4,0,4,V0,V3,1,2,2,2,0.0004448340005183127,0.000113207999675069,0.00019166600031894632,False,False,0.000636500000837259,0.0005580420001933817,0.00042220800060022157,False,False,0.00018545800048741512,False,False,0.00018833300055121072,False,False,local_up_fast,True,3.432043908402058,,0.9847344859616686,,3.3796519939381766,,1.3217229408255056,2.2418163538227946,2.9630601039653763,False,
10,0.3,5,0,5,V0,V5,1,3,3,3,0.0017592499989405042,0.0004938330002914881,0.0004372080002212897,False,False,0.002196457999161794,0.0022530829992319923,0.001885708999907365,False,False,0.0005455000009533251,False,False,0.000506499998664367,False,False,local_up_fast,True,4.026504116082909,,1.076999017555381,,4.33654097720399,,1.194820091192583,3.723018765804446,4.4483376212701655,False,
10,0.3,6,0,6,V0,V1,3,2,2,2,0.0004939170012221439,7.158299922593869e-05,0.00012666600014199503,False,False,0.0006205830013641389,0.0005655000004480826,0.00026595900089887436,False,False,0.00014295799883257132,False,False,0.00014341700079967268,False,False,local_up_fast,True,4.341016287524768,,0.9967995288944683,,4.327122990327903,,2.12626757709585,1.8544454242936683,3.9430471791693833,False,
10,0.3,7,0,7,V0,V4,2,4,4,4,0.0060260000009293435,3.458299943304155e-05,0.00017808299890020862,False,False,0.006204082999829552,0.006060583000362385,0.0003084580002905568,False,False,0.00014316699889604934,False,False,0.0001445420002710307,False,False,local_up_fast,True,43.334588610984376,,0.9904871845387285,,42.92235466643796,,19.648000682924497,2.1340371636767665,41.92956364930737,False,
10,0.5,0,0,0,V0,V8,5,2,2,3,0.0005311250006343471,9.899999895424116e-05,0.00014304199976322707,False,False,0.0006741670003975742,0.0006301249995885883,0.0003802500013989629,False,False,0.000136791999466368,False,False,0.00013866700101061724,False,False,local_up_fast,True,4.928409578246764,,0.9864783868506273,,4.861769530488047,,1.6571334576471268,2.7421808983223666,4.544159713530848,False,
10,0.5,1,0,1,V0,V2,2,2,2,3,0.00048416699974040966,6.445799954235554e-05,0.00012791699919034727,False,False,0.0006120839989307569,0.0005486249992827652,0.00037154199890210293,False,False,0.00014316700071503874,False,False,0.0001462500003981404,False,False,local_up_fast,True,4.275314813286171,,0.9789196603438719,,4.185189724885222,,1.4766163742024805,2.5404581052351722,3.7512820361656636,False,
