k_undirected,space_size,build_seconds,bfs_query_seconds,fast_query_seconds,bfs_single_query_seconds,speedup_single_query,speedup_amortised,fast_elements_visited,fast_closures,agree,r
2,6,0.000637541999999991,8.441699999983676e-05,2.8458000000064487e-05,0.0007219589999998277,25.36928104568809,2.966371494822035,1,0,True,-1
2,6,0.000637541999999991,8.450000000004287e-05,2.9332999999853726e-05,0.0007220420000000338,24.615347901804604,2.880714553590299,1,0,True,-1
2,6,0.000637541999999991,6.325000000018122e-05,2.1708000000009164e-05,0.0007007920000001722,32.28266077021726,2.9136723788536263,1,0,True,-1
2,6,0.000637541999999991,8.71669999999991e-05,2.737499999994064e-05,0.0007247089999999901,26.473388127910923,3.184182648408698,1,0,True,-1
2,6,0.000637541999999991,6.299999999992423e-05,2.154200000004103e-05,0.0007005419999999152,32.51982174350483,2.9245195432088127,1,0,True,-1
2,6,0.000637541999999991,8.175000000010257e-05,2.7207999999889765e-05,0.0007192920000000935,26.436783299140245,3.0046309909009774,1,0,True,-1
2,6,0.0006324580000001134,8.741599999995131e-05,2.9207999999947276e-05,0.0007198740000000647,24.646466721492885,2.9928786633836313,1,0,True,-1
2,6,0.0006324580000001134,8.287499999992676e-05,2.7916999999932912e-05,0.0007153330000000402,25.623562703791926,2.968621270198299,1,0,True,-1
2,6,0.0006324580000001134,6.241699999987027e-05,2.1666999999947478e-05,0.0006948749999999837,32.07066045145466,2.8807402963041295,1,0,True,-1
2,6,0.0006324580000001134,8.570800000007317e-05,2.8416000000142105e-05,0.0007181660000001866,25.27329673411441,3.016188063050554,1,0,True,-1
2,6,0.0006324580000001134,6.395799999991958e-05,2.195800000004411e-05,0.000696416000000033,31.715821112971767,2.9127425084156617,1,0,True,-1
2,6,0.0006324580000001134,8.825000000012295e-05,2.958399999997141e-05,0.0007207080000002364,24.36141157385522,2.983031368314232,1,0,True,-1
2,6,0.0006439170000001049,9.0540999999833e-05,5.212499999984743e-05,0.0007344579999999379,14.09032134296571,1.7369976019203457,1,0,True,-1
2,6,0.0006439170000001049,9.129099999993784e-05,4.233300000011653e-05,0.0007352080000000427,17.367254860227693,2.156497295246889,1,0,True,-1
2,6,0.0006439170000001049,6.262499999998283e-05,2.1708000000009164e-05,0.0007065420000000877,32.54754007738112,2.884881149804514,1,0,True,-1
2,6,0.0006439170000001049,7.704200000002714e-05,2.5582999999995693e-05,0.000720959000000132,28.181174999032695,3.0114529179548963,1,0,True,-1
2,6,0.0006439170000001049,5.987500000004253e-05,2.1000000000048757e-05,0.0007037920000001474,33.51390476183397,2.8511904761858817,1,0,True,-1
2,6,0.0006439170000001049,7.879200000004971e-05,2.6333000000100526e-05,0.0007227090000001546,27.444992974495715,2.99213914099225,1,0,True,-1
2,6,0.0005107920000000377,9.304200000004315e-05,3.212499999993845e-05,0.0006038340000000808,18.796389105096893,2.896249027244246,1,0,True,-1
2,6,0.0005107920000000377,1.925000000002619e-05,8.195799999999309e-05,0.0005300420000000639,6.467239317700634,0.23487640010771144,1,1,True,1
2,6,0.0005107920000000377,2.141700000013458e-05,8.016700000013088e-05,0.0005322090000001722,6.638754100805859,0.2671548143263389,1,1,True,1
2,6,0.0005107920000000377,9.262499999995732e-05,0.00011162500000017062,0.000603416999999995,5.405751399767729,0.8297872340409026,2,1,True,-1
2,6,0.0005107920000000377,2.0416000000134105e-05,7.962500000013861e-05,0.0005312080000001718,6.671372056505457,0.2564018838316931,1,1,True,1
2,6,0.0005107920000000377,9.433300000005751e-05,0.00011150000000004212,0.0006051250000000952,5.427130044841853,0.8460358744396581,2,1,True,-1
2,6,0.0006212910000000793,0.00011758299999997668,3.895899999983854e-05,0.000738874000000056,18.965425190665012,3.0181216150430963,1,0,True,-1
2,6,0.0006212910000000793,3.64170000000108e-05,0.00010120800000001928,0.0006577080000000901,6.498577187573757,0.35982333412382284,1,1,True,1
2,6,0.0006212910000000793,0.00011545899999987341,0.0001267499999999533,0.0007367499999999527,5.812623274163505,0.9109191321492384,2,1,True,-1
2,6,0.0006212910000000793,4.31249999999217e-05,0.00010816700000004786,0.000664416000000001,6.142501872102462,0.3986890641314136,1,1,True,1
2,6,0.0006212910000000793,4.625000000002544e-05,0.00010941700000000054,0.0006675410000001047,6.100889258525654,0.4226948280434047,1,1,True,1
2,6,0.0006212910000000793,3.591700000016296e-05,9.42499999998514e-05,0.0006572080000002423,6.973029177732398,0.3810822281190407,1,1,True,1
3,19,0.0026409160000000487,0.00037050000000005134,5.7041000000035424e-05,0.0030114160000001,52.793885100160054,6.495327922017869,1,0,True,-1
3,19,0.0026409160000000487,0.00037074999999986424,5.633399999993571e-05,0.003011665999999913,53.46089395397717,6.581283061744015,1,0,True,-1
3,19,0.0026409160000000487,0.000372333000000058,5.36250000000571e-05,0.0030132490000001066,56.1911235430657,6.943272727266415,1,0,True,-1
