n,cpdag,n_undirected,space_size,g0,x,y,z,r_bfs,r_fast,agree,bfs_seconds,fast_seconds,fast_elements_visited,fast_closures,fast_validity_checks
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V3 V0-V2,V2,V3,V1,1,1,True,9.675000000020084e-05,0.000205542000000003,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V2->V0 V3->V2 V1-V3,V2,V0,V1,1,1,True,8.770899999999138e-05,0.0002026660000000735,1,4,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V1-V3,V1,V0,V2,1,1,True,5.387499999987e-05,0.0002135830000000727,1,4,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V1-V3,V2,V0,,1,1,True,6.191599999993969e-05,0.00020225000000007043,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V1-V3,V2,V1,,1,1,True,5.670800000001641e-05,0.00019504200000008964,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V1-V3,V2,V3,,1,1,True,5.8874999999902755e-05,0.0001900420000000569,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V3->V1 V2-V3,V1,V0,V2,1,1,True,5.291600000001395e-05,0.0001835839999999589,1,4,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V3->V1 V3->V2 V1-V2,V3,V0,,1,1,True,6.420799999995452e-05,0.00017616700000000485,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V3->V1 V3->V2 V1-V2,V3,V1,,1,1,True,6.362499999990057e-05,0.0001656250000001691,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V3->V1 V3->V2 V1-V2,V3,V2,,1,1,True,5.775000000007857e-05,0.00015879199999990767,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V3 V2->V0 V2->V1 V2->V3 V0-V1,V1,V3,V2,1,1,True,4.429100000002961e-05,0.00018983399999994433,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V3 V2->V0 V2->V1 V2->V3 V0-V1,V2,V0,,1,1,True,5.6124999999962455e-05,0.0001872920000001166,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V3 V2->V0 V2->V1 V2->V3 V0-V1,V2,V1,,1,1,True,5.512500000004472e-05,0.0002084170000000718,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V3 V2->V0 V2->V1 V2->V3 V0-V1,V2,V3,,1,1,True,6.491600000013698e-05,0.00020645899999993667,1,4,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V2 V1->V3 V2->V3,V0,V1,,1,1,True,0.00010591700000017745,0.00015066599999991048,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V2 V1->V3 V2->V3,V0,V2,,1,1,True,0.00010329100000006086,0.00014941700000004055,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V2 V1->V3 V2->V3,V0,V3,,1,1,True,0.00012608300000005457,0.0001522919999998873,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V2 V1->V3 V2->V3,V1,V2,V0,1,1,True,7.854099999993203e-05,0.00013470900000012165,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V2 V1->V3 V2->V3,V1,V3,V0,1,1,True,8.47910000001395e-05,0.00013604199999983635,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V2 V1->V3 V2->V3,V2,V3,V1,1,1,True,8.441599999997607e-05,0.00013016700000001435,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V3 V2->V1 V2->V3,V0,V1,,1,1,True,0.00011170799999993264,0.00014825000000007194,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V3 V2->V1 V2->V3,V0,V2,,1,1,True,0.00010412500000001046,0.00014270900000012965,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V3 V2->V1 V2->V3,V0,V3,,1,1,True,0.0001328339999999706,0.00015141600000001532,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V3 V2->V1 V2->V3,V1,V3,V2,1,1,True,2.1583000000102714e-05,0.00011995899999983628,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V3 V2->V1 V2->V3,V2,V1,V0,1,1,True,5.041699999996929e-05,0.00012533300000017178,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V0->V2 V1->V3 V2->V1 V2->V3,V2,V3,V0,1,1,True,5.5291999999873553e-05,0.00012704100000004992,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V1->V3 V2->V0 V2->V1 V2->V3,V0,V1,V2,1,1,True,3.595900000008534e-05,0.00012108300000002181,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V1->V3 V2->V0 V2->V1 V2->V3,V0,V3,V2,1,1,True,3.904099999996191e-05,0.00012012500000002646,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V1->V3 V2->V0 V2->V1 V2->V3,V1,V3,V2,2,2,True,5.900000000003125e-05,0.000287417000000012,2,9,4
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V1->V3 V2->V0 V2->V1 V2->V3,V2,V0,,1,1,True,5.183300000011215e-05,0.00012154200000003001,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V1->V3 V2->V0 V2->V1 V2->V3,V2,V1,,1,1,True,5.24170000000268e-05,0.00012500000000015277,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V1 V1->V3 V2->V0 V2->V1 V2->V3,V2,V3,,1,1,True,6.0292000000128354e-05,0.0001250829999999148,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V2 V1->V0 V1->V2 V1->V3 V2->V3,V0,V2,V1,1,1,True,4.891699999998167e-05,0.00012187500000004903,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V2 V1->V0 V1->V2 V1->V3 V2->V3,V0,V3,V1,1,1,True,5.416599999996663e-05,0.00012058400000003466,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V2 V1->V0 V1->V2 V1->V3 V2->V3,V1,V0,,1,1,True,8.19169999999314e-05,0.00012125000000007269,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V2 V1->V0 V1->V2 V1->V3 V2->V3,V1,V2,,1,1,True,0.00012145900000004595,0.00013445800000000396,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V2 V1->V0 V1->V2 V1->V3 V2->V3,V1,V3,,1,1,True,8.666600000006852e-05,0.00012658399999998515,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V0->V2 V1->V0 V1->V2 V1->V3 V2->V3,V2,V3,V1,2,2,True,0.00011075000000015933,0.00030120899999985795,2,9,4
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V2->V3,V1,V0,,1,1,True,0.00014487499999993325,0.00017624999999998892,1,5,4
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V2->V3,V1,V2,,1,1,True,0.00013324999999997367,0.00016850000000001586,1,5,4
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V2->V3,V1,V3,,1,1,True,0.00013825000000000642,0.0001723750000000024,1,5,4
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V2->V3,V2,V0,V1,1,1,True,6.670800000008192e-05,0.0001568339999999946,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V2->V3,V2,V3,V1,1,1,True,0.00010279199999985167,0.00014625000000001442,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V3->V2,V1,V0,,1,1,True,0.00013525000000003118,0.00018216699999995534,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V3->V2,V1,V2,,1,1,True,0.00012849999999997586,0.0001590830000000043,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V3->V2,V1,V3,,1,1,True,0.00012441699999987677,0.00014841600000004007,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V3->V2,V2,V0,V1,2,2,True,7.975000000004506e-05,0.000337624999999786,2,9,4
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V3->V2,V3,V0,V1,1,1,True,6.129200000004609e-05,0.0001345829999999104,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V1->V3 V2->V0 V3->V2,V3,V2,V1,1,1,True,5.99589999998873e-05,0.00013008299999994755,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V2->V0 V3->V1 V3->V2,V1,V0,V3,1,1,True,2.3499999999954113e-05,0.0001267499999999533,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V2->V0 V3->V1 V3->V2,V1,V2,V3,1,1,True,2.250000000003638e-05,0.00012145900000004595,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V2->V0 V3->V1 V3->V2,V2,V0,V1,1,1,True,0.00010154200000012104,0.000152665999999968,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V2->V0 V3->V1 V3->V2,V3,V0,,1,1,True,5.9790999999975725e-05,0.00013033400000006523,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V2->V0 V3->V1 V3->V2,V3,V1,,1,1,True,5.045800000003098e-05,0.0001231250000000017,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V2 V2->V0 V3->V1 V3->V2,V3,V2,,1,1,True,5.7709000000016886e-05,0.0001291249999999522,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V3 V2->V0 V2->V1 V2->V3,V1,V0,V2,1,1,True,2.1625000000025096e-05,0.00013737499999999514,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V3 V2->V0 V2->V1 V2->V3,V1,V3,V2,1,1,True,2.208299999995056e-05,0.00013491700000001217,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V3 V2->V0 V2->V1 V2->V3,V2,V0,,1,1,True,5.0000000000105516e-05,0.00013941699999997503,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V3 V2->V0 V2->V1 V2->V3,V2,V1,,1,1,True,4.704200000005265e-05,0.00013541599999999931,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V1->V3 V2->V0 V2->V1 V2->V3,V2,V3,,1,1,True,5.095800000010087e-05,0.00013533300000001525,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V3->V1,V1,V0,V2,2,2,True,7.604100000002667e-05,0.00035962499999997455,2,9,5
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V3->V1,V2,V0,,1,1,True,8.395900000013334e-05,0.0001643749999999944,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V3->V1,V2,V1,,1,1,True,7.48750000001408e-05,0.00014362499999998057,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V3->V1,V2,V3,,1,1,True,7.42919999998648e-05,0.00014004200000017342,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V3->V1,V3,V0,V2,1,1,True,6.174999999997155e-05,0.0001270829999999723,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V2->V3 V3->V1,V3,V1,V2,1,1,True,5.483399999994809e-05,0.000122791000000122,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V3->V1 V3->V2,V1,V0,V2,1,1,True,6.283299999987335e-05,0.00014345900000001244,1,5,3
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V3->V1 V3->V2,V2,V0,V3,1,1,True,2.1583000000102714e-05,0.00012262499999993182,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V3->V1 V3->V2,V2,V1,V3,1,1,True,2.049999999997887e-05,0.00011850000000013239,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V3->V1 V3->V2,V3,V0,,1,1,True,5.84160000001166e-05,0.00012795900000006633,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V3->V1 V3->V2,V3,V1,,1,1,True,5.174999999990604e-05,0.00012437500000017643,1,5,2
4,V0-V1 V0-V2 V1-V2 V1-V3 V2-V3,5,50,V1->V0 V2->V0 V2->V1 V3->V1 V3->V2,V3,V2,,1,1,True,5.270899999998413e-05,0.0001219580000000331,1,5,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V3 V0-V1 V0-V2 V1-V2,V2,V3,,1,1,True,6.091700000010469e-05,0.0002069999999998462,1,1,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V3 V0-V2 V1-V2,V2,V3,,1,1,True,6.612500000002797e-05,0.0001910830000000363,1,2,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V2->V3 V0-V1 V1-V2,V2,V3,,2,2,True,0.00010566599999983772,0.00030620900000011275,2,3,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V2->V3 V0-V2 V1-V2,V2,V3,,1,1,True,6.845899999996519e-05,0.00019191599999990316,1,2,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V2 V2->V3 V0-V1 V0-V2,V2,V3,,2,2,True,0.00010579200000004896,0.00030799999999997496,2,3,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V0-V1 V2-V3,V2,V0,,1,1,True,5.0541000000015046e-05,0.00018604199999994186,1,2,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V0-V1 V2-V3,V2,V1,,1,1,True,5.049999999995336e-05,0.00019416599999999562,1,2,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V3 V0-V1 V1-V2,V2,V3,,1,1,True,5.162499999999959e-05,0.0001697090000001289,1,2,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V1 V2->V3 V0-V1 V0-V2,V2,V3,,1,1,True,5.733299999999275e-05,0.00018804199999999938,1,2,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V3 V1-V2,V0,V1,,1,1,True,6.720800000015181e-05,0.0001394999999999591,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V3 V1-V2,V0,V2,,1,1,True,6.304200000006865e-05,0.00013612499999982042,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V3 V1-V2,V0,V3,,1,1,True,7.141600000015735e-05,0.0001375839999999684,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V3 V1-V2,V2,V3,,2,2,True,0.00011012499999996095,0.00032533400000001045,2,5,4
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V2-V3,V0,V1,V2,1,1,True,2.329199999984155e-05,0.0001304170000000493,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V2-V3,V2,V0,,1,1,True,3.337499999989113e-05,0.00012891700000006168,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V2-V3,V2,V1,,1,1,True,3.5874999999796486e-05,0.00012895800000012336,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V1 V2->V3 V0-V2,V2,V3,,1,1,True,7.316700000004062e-05,0.00019787499999979197,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V1->V2 V2->V3 V0-V1,V2,V3,,3,3,True,0.0001551250000000337,0.0005614999999998815,4,8,5
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V3 V0-V2,V1,V0,,1,1,True,5.575000000002106e-05,0.00014979199999998194,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V3 V0-V2,V1,V2,,1,1,True,5.487500000000978e-05,0.0001367500000000188,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V3 V0-V2,V1,V3,,1,1,True,6.0999999999866716e-05,0.0001396250000000876,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V3 V0-V2,V2,V3,,2,2,True,0.00011216699999994084,0.00032608300000003254,2,5,4
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V2->V0 V2->V1 V2-V3,V1,V0,V2,1,1,True,2.3207999999996787e-05,0.00012870899999994911,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V2->V0 V2->V1 V2-V3,V2,V0,,1,1,True,4.4750000000037815e-05,0.00013045799999988894,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V2->V0 V2->V1 V2-V3,V2,V1,,1,1,True,3.449999999993736e-05,0.00012641700000015632,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V2->V0 V2->V3 V1-V2,V2,V3,,1,1,True,7.52500000000822e-05,0.0001558339999998548,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V2->V3 V0-V1,V2,V0,,1,1,True,7.104200000007665e-05,0.00017958299999998317,1,3,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V2->V3 V0-V1,V2,V1,,1,1,True,7.02499999998274e-05,0.00018058300000012295,1,3,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V2->V3 V0-V1,V2,V3,,1,1,True,5.4458000000146e-05,0.00015449999999983532,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V3->V2 V0-V1,V2,V0,,2,2,True,7.299999999998974e-05,0.0002741669999999363,2,5,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V3->V2 V0-V1,V2,V1,,2,2,True,7.270800000003241e-05,0.00027004199999991485,2,5,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V3->V2 V0-V1,V3,V0,,1,1,True,3.829199999993982e-05,0.00010254099999995603,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V3->V2 V0-V1,V3,V1,,1,1,True,3.999999999981796e-05,0.00010587500000003303,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V2->V0 V2->V1 V3->V2 V0-V1,V3,V2,,1,1,True,3.3624999999926075e-05,0.00010066600000002701,1,3,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V1->V2 V2->V3,V0,V1,,1,1,True,8.137500000016118e-05,0.00011849999999991034,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V1->V2 V2->V3,V0,V2,,1,1,True,8.024999999989291e-05,0.00011529200000004458,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V1->V2 V2->V3,V0,V3,,1,1,True,8.829200000004533e-05,0.00011775000000002755,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V1->V2 V2->V3,V1,V2,V0,1,1,True,6.366700000004499e-05,0.00010479100000004848,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V1->V2 V2->V3,V1,V3,V0,1,1,True,6.991700000003043e-05,0.00011350000000009963,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V1->V2 V2->V3,V2,V3,,3,3,True,0.0001744590000001267,0.0005832499999998131,4,12,7
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V1 V2->V3,V0,V1,,1,1,True,8.091699999979163e-05,0.00012416600000020317,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V1 V2->V3,V0,V2,,1,1,True,7.383399999993934e-05,0.00011791599999999569,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V1 V2->V3,V0,V3,,1,1,True,8.295799999991083e-05,0.00012575000000003556,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V1 V2->V3,V2,V1,V0,1,1,True,4.070800000000041e-05,0.00010333400000006598,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V0->V2 V2->V1 V2->V3,V2,V3,,2,2,True,9.433300000005751e-05,0.00040850000000003384,3,10,6
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V2->V3,V0,V1,V2,1,1,True,3.2875000000043286e-05,0.0001255000000000006,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V2->V3,V2,V0,,1,1,True,4.5250000000107704e-05,0.00012129099999991233,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V2->V3,V2,V1,,1,1,True,4.941700000005156e-05,0.00012404100000007467,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V2->V3,V2,V3,,1,1,True,7.987499999995151e-05,0.00011408400000001429,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V3->V2,V0,V1,V2,1,1,True,4.787499999991951e-05,0.0001314999999999511,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V3->V2,V2,V0,,2,2,True,5.3125000000209255e-05,0.00023974999999998303,2,7,4
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V3->V2,V2,V1,,2,2,True,5.725000000000868e-05,0.00023775000000014757,2,7,4
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V3->V2,V3,V0,,1,1,True,3.987499999991151e-05,0.00010166599999994475,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V3->V2,V3,V1,,1,1,True,4.362499999999159e-05,0.00010395900000004232,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V1 V2->V0 V2->V1 V3->V2,V3,V2,,1,1,True,3.900000000012227e-05,9.970800000003166e-05,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V1->V0 V1->V2 V2->V3,V0,V2,V1,1,1,True,3.0750000000079325e-05,9.958299999990317e-05,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V1->V0 V1->V2 V2->V3,V0,V3,V1,1,1,True,3.304200000009416e-05,9.729099999988833e-05,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V1->V0 V1->V2 V2->V3,V1,V0,,1,1,True,4.608299999997456e-05,9.983400000002085e-05,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V1->V0 V1->V2 V2->V3,V1,V2,,1,1,True,4.7333000000149283e-05,0.00010012499999989544,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V1->V0 V1->V2 V2->V3,V1,V3,,1,1,True,5.324999999989366e-05,0.00010137500000007016,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V0->V2 V1->V0 V1->V2 V2->V3,V2,V3,,3,3,True,0.00015220800000004253,0.0008262089999999667,6,16,8
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V0 V2->V3,V1,V0,,1,1,True,6.91669999999256e-05,0.00012204100000001716,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V0 V2->V3,V1,V2,,1,1,True,6.462500000004034e-05,0.00011879200000008971,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V0 V2->V3,V1,V3,,1,1,True,7.36670000001105e-05,0.0001207500000000028,1,4,3
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V0 V2->V3,V2,V0,V1,1,1,True,4.0958000000035355e-05,0.00010212499999995295,1,4,2
4,V0-V1 V0-V2 V1-V2 V2-V3,4,32,V1->V0 V1->V2 V2->V0 V2->V3,V2,V3,,2,2,True,9.541700000004205e-05,0.0004476249999998405,3,10,6
