n,cpdag,n_undirected,space_size,g0,x,y,z,r_bfs,r_fast,agree,bfs_seconds,fast_seconds,fast_elements_visited,fast_closures,fast_validity_checks
3,V0-V1,1,3,V0-V1,V0,V2,,-1,-1,True,1.887500000000153e-05,1.2708999999999637e-05,1,0,1
3,V0-V1,1,3,V0-V1,V1,V2,,-1,-1,True,1.8084000000001543e-05,1.1499999999997623e-05,1,0,1
3,V0-V1,1,3,V0-V1,V2,V0,,-1,-1,True,1.737500000000003e-05,1.0333000000001258e-05,1,0,1
3,V0-V1,1,3,V0-V1,V2,V1,,-1,-1,True,1.787500000000053e-05,1.0332999999994319e-05,1,0,1
3,V0-V1,1,3,V0->V1,V0,V1,,1,1,True,1.3791999999998583e-05,3.750000000000281e-05,1,1,2
3,V0-V1,1,3,V0->V1,V0,V2,,-1,-1,True,1.841699999999974e-05,3.7083000000000255e-05,2,1,2
3,V0-V1,1,3,V0->V1,V1,V2,,-1,-1,True,1.8207999999998725e-05,3.7374999999999214e-05,2,1,2
3,V0-V1,1,3,V0->V1,V2,V0,,-1,-1,True,1.783299999999488e-05,3.61250000000049e-05,2,1,2
3,V0-V1,1,3,V0->V1,V2,V1,,-1,-1,True,1.762500000000028e-05,3.5832999999999005e-05,2,1,2
3,V0-V1,1,3,V1->V0,V0,V2,,-1,-1,True,1.816699999999949e-05,3.650000000000181e-05,2,1,2
3,V0-V1,1,3,V1->V0,V1,V0,,1,1,True,9.709000000003576e-06,3.070799999999735e-05,1,1,2
3,V0-V1,1,3,V1->V0,V1,V2,,-1,-1,True,1.7749999999996935e-05,3.479199999999877e-05,2,1,2
3,V0-V1,1,3,V1->V0,V2,V0,,-1,-1,True,1.7415999999999265e-05,3.495900000000107e-05,2,1,2
3,V0-V1,1,3,V1->V0,V2,V1,,-1,-1,True,1.7250000000003374e-05,3.399999999999931e-05,2,1,2
3,V0-V1 V0-V2,2,6,V0->V1 V0-V2,V0,V1,,1,1,True,2.5334000000001855e-05,6.429100000000104e-05,1,1,2
3,V0-V1 V0-V2,2,6,V0->V2 V0-V1,V0,V2,,1,1,True,1.9499999999998685e-05,5.8708000000004534e-05,1,1,2
3,V0-V1 V0-V2,2,6,V0->V1 V0->V2,V0,V1,,1,1,True,3.8083000000001255e-05,9.645800000000065e-05,1,2,3
3,V0-V1 V0-V2,2,6,V0->V1 V0->V2,V0,V2,,1,1,True,2.6958000000000537e-05,7.995799999999803e-05,1,2,2
3,V0-V1 V0-V2,2,6,V0->V1 V2->V0,V0,V1,,2,2,True,3.2874999999994714e-05,0.00011429200000000195,2,3,3
3,V0-V1 V0-V2,2,6,V0->V1 V2->V0,V2,V0,,1,1,True,1.7000000000003124e-05,5.9791999999996015e-05,1,2,2
3,V0-V1 V0-V2,2,6,V0->V1 V2->V0,V2,V1,,1,1,True,1.962500000000228e-05,5.083300000000013e-05,1,2,2
3,V0-V1 V0-V2,2,6,V0->V2 V1->V0,V0,V2,,2,2,True,2.608300000000313e-05,0.00010229199999999689,2,3,3
3,V0-V1 V0-V2,2,6,V0->V2 V1->V0,V1,V0,,1,1,True,1.6792000000001583e-05,4.8915999999996074e-05,1,2,2
3,V0-V1 V0-V2,2,6,V0->V2 V1->V0,V1,V2,,1,1,True,1.858299999999563e-05,5.200000000000343e-05,1,2,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V1-V2,V0,V1,,1,1,True,4.629200000000333e-05,0.00010879199999999645,1,2,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V1-V2,V0,V2,,1,1,True,4.3332999999999566e-05,0.00010708300000000087,1,2,2
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V1->V2 V0-V2,V1,V0,,1,1,True,3.529199999999927e-05,0.00010745799999999778,1,2,2
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V1->V2 V0-V2,V1,V2,,1,1,True,3.4540999999999045e-05,0.00010320899999999994,1,2,2
3,V0-V1 V0-V2 V1-V2,3,19,V2->V0 V2->V1 V0-V1,V2,V0,,1,1,True,3.087499999999965e-05,0.00010058300000000131,1,2,2
3,V0-V1 V0-V2 V1-V2,3,19,V2->V0 V2->V1 V0-V1,V2,V1,,1,1,True,3.116699999999861e-05,9.833299999999906e-05,1,2,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V1->V2,V0,V1,,1,1,True,5.9457999999998346e-05,9.595899999999963e-05,1,3,3
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V1->V2,V0,V2,,1,1,True,5.9041999999995265e-05,9.662500000000296e-05,1,3,3
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V1->V2,V1,V2,V0,1,1,True,4.791600000000201e-05,8.608400000000016e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V2->V1,V0,V1,,1,1,True,6.18750000000029e-05,9.679199999999832e-05,1,3,3
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V2->V1,V0,V2,,1,1,True,5.7042000000000204e-05,9.187499999999821e-05,1,3,3
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V0->V2 V2->V1,V2,V1,V0,1,1,True,3.062500000000634e-05,7.924999999999599e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V2->V0 V2->V1,V0,V1,V2,1,1,True,1.4124999999996779e-05,7.408400000000204e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V2->V0 V2->V1,V2,V0,,1,1,True,2.6708000000000287e-05,7.687499999999708e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V1 V2->V0 V2->V1,V2,V1,,1,1,True,2.8749999999994058e-05,7.741700000000323e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V2 V1->V0 V1->V2,V0,V2,V1,1,1,True,1.379099999999911e-05,8.183400000000285e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V2 V1->V0 V1->V2,V1,V0,,1,1,True,2.470899999999776e-05,7.754100000000042e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V0->V2 V1->V0 V1->V2,V1,V2,,1,1,True,2.7334000000003855e-05,7.887499999999908e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V1->V2 V2->V0,V1,V0,,1,1,True,5.5750000000000244e-05,0.00011483300000000168,1,3,3
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V1->V2 V2->V0,V1,V2,,1,1,True,4.7917000000001486e-05,9.10000000000008e-05,1,3,3
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V1->V2 V2->V0,V2,V0,V1,1,1,True,3.058300000000069e-05,7.65839999999976e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V2->V0 V2->V1,V1,V0,V2,1,1,True,1.3374999999996029e-05,7.258300000000106e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V2->V0 V2->V1,V2,V0,,1,1,True,2.845900000000151e-05,7.645800000000147e-05,1,3,2
3,V0-V1 V0-V2 V1-V2,3,19,V1->V0 V2->V0 V2->V1,V2,V1,,1,1,True,2.670899999999976e-05,7.349999999999718e-05,1,3,2
3,V0-V1 V1-V2,2,6,V1->V0 V1-V2,V1,V0,,1,1,True,1.641699999999774e-05,5.962500000000065e-05,1,1,2
3,V0-V1 V1-V2,2,6,V1->V2 V0-V1,V1,V2,,1,1,True,2.4292000000002145e-05,6.554200000000177e-05,1,1,2
3,V0-V1 V1-V2,2,6,V0->V1 V1->V2,V0,V1,,1,1,True,2.416699999999855e-05,5.591700000000255e-05,1,2,2
3,V0-V1 V1-V2,2,6,V0->V1 V1->V2,V0,V2,,1,1,True,2.7540999999998983e-05,5.412499999999515e-05,1,2,2
3,V0-V1 V1-V2,2,6,V0->V1 V1->V2,V1,V2,,2,2,True,2.89579999999956e-05,0.00010087500000000027,2,3,3
3,V0-V1 V1-V2,2,6,V1->V0 V1->V2,V1,V0,,1,1,True,2.437500000000009e-05,6.666699999999942e-05,1,2,3
3,V0-V1 V1-V2,2,6,V1->V0 V1->V2,V1,V2,,1,1,True,2.7208000000000787e-05,5.762500000000559e-05,1,2,2
3,V0-V1 V1-V2,2,6,V1->V0 V2->V1,V1,V0,,2,2,True,2.079099999999917e-05,9.204200000000051e-05,2,3,3
3,V0-V1 V1-V2,2,6,V1->V0 V2->V1,V2,V0,,1,1,True,1.8250000000004374e-05,4.837499999999634e-05,1,2,2
3,V0-V1 V1-V2,2,6,V1->V0 V2->V1,V2,V1,,1,1,True,1.6707999999997225e-05,4.4916999999998486e-05,1,2,2
3,V0-V2,1,3,V0-V2,V0,V1,,-1,-1,True,1.887500000000153e-05,1.1375000000000968e-05,1,0,1
3,V0-V2,1,3,V0-V2,V1,V0,,-1,-1,True,1.7457999999997975e-05,1.0458000000004852e-05,1,0,1
3,V0-V2,1,3,V0-V2,V1,V2,,-1,-1,True,1.7166000000005954e-05,1.0083999999993543e-05,1,0,1
3,V0-V2,1,3,V0-V2,V2,V1,,-1,-1,True,1.783300000000182e-05,1.0707999999998163e-05,1,0,1
3,V0-V2,1,3,V0->V2,V0,V1,,-1,-1,True,1.8499999999997685e-05,3.7374999999999214e-05,2,1,2
3,V0-V2,1,3,V0->V2,V0,V2,,1,1,True,1.304099999999836e-05,3.466700000000211e-05,1,1,2
3,V0-V2,1,3,V0->V2,V1,V0,,-1,-1,True,1.716699999999849e-05,3.44580000000011e-05,2,1,2
3,V0-V2,1,3,V0->V2,V1,V2,,-1,-1,True,1.708300000000107e-05,3.5124999999996964e-05,2,1,2
3,V0-V2,1,3,V0->V2,V2,V1,,-1,-1,True,1.762500000000028e-05,3.5582999999998755e-05,2,1,2
3,V0-V2,1,3,V2->V0,V0,V1,,-1,-1,True,1.77089999999977e-05,3.8541000000003045e-05,2,1,2
3,V0-V2,1,3,V2->V0,V1,V0,,-1,-1,True,1.6792000000001583e-05,3.49580000000016e-05,2,1,2
3,V0-V2,1,3,V2->V0,V1,V2,,-1,-1,True,1.7000000000003124e-05,3.404199999999802e-05,2,1,2
3,V0-V2,1,3,V2->V0,V2,V0,,1,1,True,9.250000000002312e-06,2.9999999999995308e-05,1,1,2
3,V0-V2,1,3,V2->V0,V2,V1,,-1,-1,True,1.758300000000157e-05,3.4332999999997504e-05,2,1,2
3,V0-V2 V1-V2,2,6,V2->V0 V1-V2,V2,V0,,1,1,True,1.6000000000002124e-05,5.4958000000000784e-05,1,1,2
3,V0-V2 V1-V2,2,6,V2->V1 V0-V2,V2,V1,,1,1,True,2.058299999999763e-05,5.8292000000001454e-05,1,1,2
3,V0-V2 V1-V2,2,6,V0->V2 V2->V1,V0,V1,,1,1,True,2.84170000000028e-05,5.3957999999999784e-05,1,2,2
3,V0-V2 V1-V2,2,6,V0->V2 V2->V1,V0,V2,,1,1,True,2.5207999999998787e-05,5.1707999999997534e-05,1,2,2
3,V0-V2 V1-V2,2,6,V0->V2 V2->V1,V2,V1,,2,2,True,2.5250000000004436e-05,0.00010170799999999897,2,3,3
3,V0-V2 V1-V2,2,6,V1->V2 V2->V0,V1,V0,,1,1,True,2.358300000000063e-05,5.445899999999976e-05,1,2,2
3,V0-V2 V1-V2,2,6,V1->V2 V2->V0,V1,V2,,1,1,True,2.0916000000002766e-05,5.000000000000143e-05,1,2,2
3,V0-V2 V1-V2,2,6,V1->V2 V2->V0,V2,V0,,2,2,True,2.054099999999892e-05,9.333400000000047e-05,2,3,3
3,V0-V2 V1-V2,2,6,V2->V0 V2->V1,V2,V0,,1,1,True,2.504100000000342e-05,6.720899999999863e-05,1,2,3
3,V0-V2 V1-V2,2,6,V2->V0 V2->V1,V2,V1,,1,1,True,2.0708000000001225e-05,5.437500000000234e-05,1,2,2
3,V1-V2,1,3,V1-V2,V0,V1,,-1,-1,True,1.837500000000103e-05,1.0875000000000468e-05,1,0,1
3,V1-V2,1,3,V1-V2,V0,V2,,-1,-1,True,1.7000000000003124e-05,1.0084000000000481e-05,1,0,1
3,V1-V2,1,3,V1-V2,V1,V0,,-1,-1,True,1.7707999999998225e-05,1.0416999999998677e-05,1,0,1
3,V1-V2,1,3,V1-V2,V2,V0,,-1,-1,True,1.758299999999463e-05,1.0208000000004602e-05,1,0,1
3,V1-V2,1,3,V1->V2,V0,V1,,-1,-1,True,1.6957999999997475e-05,3.566700000000311e-05,2,1,2
3,V1-V2,1,3,V1->V2,V0,V2,,-1,-1,True,1.6667000000004928e-05,3.5374999999997214e-05,2,1,2
3,V1-V2,1,3,V1->V2,V1,V0,,-1,-1,True,1.837500000000103e-05,3.458399999999723e-05,2,1,2
3,V1-V2,1,3,V1->V2,V1,V2,,1,1,True,1.2749999999998873e-05,3.316700000000061e-05,1,1,2
3,V1-V2,1,3,V1->V2,V2,V0,,-1,-1,True,1.7665999999999515e-05,3.466700000000211e-05,2,1,2
3,V1-V2,1,3,V2->V1,V0,V1,,-1,-1,True,1.7207999999997725e-05,3.541700000000286e-05,2,1,2
3,V1-V2,1,3,V2->V1,V0,V2,,-1,-1,True,1.6999999999996185e-05,3.408400000000367e-05,2,1,2
3,V1-V2,1,3,V2->V1,V1,V0,,-1,-1,True,1.758300000000157e-05,3.5374999999997214e-05,2,1,2
3,V1-V2,1,3,V2->V1,V2,V0,,-1,-1,True,1.737500000000003e-05,3.41659999999952e-05,2,1,2
3,V1-V2,1,3,V2->V1,V2,V1,,1,1,True,9.624999999999218e-06,3.0208000000003787e-05,1,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,V0,V1,V3,-1,-1,True,3.0041999999994018e-05,1.808300000000207e-05,1,0,1
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,V0,V2,V3,-1,-1,True,2.8833999999991478e-05,1.70410000000093e-05,1,0,1
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,V0,V3,,-1,-1,True,2.166700000000299e-05,1.3374999999996029e-05,1,0,1
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,V3,V0,,-1,-1,True,2.212499999999784e-05,1.3916000000002704e-05,1,0,1
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,V3,V1,V0,-1,-1,True,2.9166999999996612e-05,1.7000000000003124e-05,1,0,1
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,V3,V2,V0,-1,-1,True,2.920799999998891e-05,1.7000000000003124e-05,1,0,1
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V1->V2 V3->V1 V3->V2,V0,V1,V3,-1,-1,True,2.9082999999999193e-05,6.041699999999317e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V1->V2 V3->V1 V3->V2,V0,V2,V3,-1,-1,True,2.9292000000000207e-05,6.066700000000036e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V1->V2 V3->V1 V3->V2,V0,V3,,-1,-1,True,2.208300000000607e-05,5.316699999999286e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V1->V2 V3->V1 V3->V2,V1,V2,V0|V3,1,1,True,2.8082999999998193e-05,6.370799999999566e-05,1,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V1->V2 V3->V1 V3->V2,V3,V0,,-1,-1,True,2.2292000000007084e-05,5.375000000000518e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V1->V2 V3->V1 V3->V2,V3,V1,V0,-1,-1,True,2.89170000000033e-05,5.88749999999999e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V1->V2 V3->V1 V3->V2,V3,V2,V0,-1,-1,True,2.8749999999994058e-05,5.8833999999993725e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1 V3->V2,V0,V1,V3,-1,-1,True,2.9374999999998153e-05,5.8916000000006075e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1 V3->V2,V0,V2,V3,-1,-1,True,2.8833000000005882e-05,5.73749999999984e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1 V3->V2,V0,V3,,-1,-1,True,2.191700000001018e-05,5.279199999999595e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1 V3->V2,V2,V1,V0|V3,1,1,True,2.0000000000006124e-05,5.4208000000000034e-05,1,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1 V3->V2,V3,V0,,-1,-1,True,2.1999999999994246e-05,5.354100000000417e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1 V3->V2,V3,V1,V0,-1,-1,True,2.8582999999998693e-05,5.854200000000864e-05,2,1,2
4,V0->V1 V0->V2 V3->V1 V3->V2 V1-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1 V3->V2,V3,V2,V0,-1,-1,True,2.912500000000484e-05,5.7500000000001994e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,V0,V1,V2,-1,-1,True,2.9000000000001247e-05,1.7415999999992327e-05,1,0,1
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,V0,V2,,-1,-1,True,2.2000000000008124e-05,1.3374999999996029e-05,1,0,1
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,V0,V3,V2,-1,-1,True,2.8291999999999207e-05,1.6457999999996975e-05,1,0,1
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,V2,V0,,-1,-1,True,2.237500000000503e-05,1.3583999999997043e-05,1,0,1
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,V2,V1,V0,-1,-1,True,2.8542000000006396e-05,1.6415999999991326e-05,1,0,1
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,V2,V3,V0,-1,-1,True,2.8041000000006422e-05,1.6249999999995435e-05,1,0,1
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V1->V3 V2->V1 V2->V3,V0,V1,V2,-1,-1,True,2.9000000000001247e-05,6.025000000001168e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V1->V3 V2->V1 V2->V3,V0,V2,,-1,-1,True,2.2207999999995787e-05,5.408399999999591e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V1->V3 V2->V1 V2->V3,V0,V3,V2,-1,-1,True,2.8374999999997152e-05,5.9208000000005034e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V1->V3 V2->V1 V2->V3,V1,V3,V0|V2,1,1,True,2.8249999999993558e-05,6.262500000001059e-05,1,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V1->V3 V2->V1 V2->V3,V2,V0,,-1,-1,True,2.2790999999994233e-05,5.5291999999998453e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V1->V3 V2->V1 V2->V3,V2,V1,V0,-1,-1,True,3.020799999998991e-05,6.320800000000903e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V1->V3 V2->V1 V2->V3,V2,V3,V0,-1,-1,True,2.8666999999996112e-05,6.058300000000294e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V3->V1,V0,V1,V2,-1,-1,True,2.966700000001099e-05,6.945799999999447e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V3->V1,V0,V2,,-1,-1,True,2.208300000000607e-05,5.408399999999591e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V3->V1,V0,V3,V2,-1,-1,True,2.89170000000033e-05,5.7208000000003034e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V3->V1,V2,V0,,-1,-1,True,2.2333999999998855e-05,5.379099999999748e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V3->V1,V2,V1,V0,-1,-1,True,2.9083999999998666e-05,5.904099999999579e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V3->V1,V2,V3,V0,-1,-1,True,2.8249999999993558e-05,5.7500000000001994e-05,2,1,2
4,V0->V1 V0->V3 V2->V1 V2->V3 V1-V3,1,3,V0->V1 V0->V3 V2->V1 V2->V3 V3->V1,V3,V1,V0|V2,1,1,True,1.983299999999688e-05,5.495800000000772e-05,1,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V0-V3,V0,V1,V2,-1,-1,True,2.7208000000000787e-05,1.720899999999026e-05,1,0,1
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V0-V3,V0,V2,,-1,-1,True,2.145900000000145e-05,1.3250000000006312e-05,1,0,1
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V0-V3,V2,V0,,-1,-1,True,2.1458000000001975e-05,1.2999999999999123e-05,1,0,1
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V0-V3,V2,V1,V0,-1,-1,True,2.5292000000010084e-05,1.4915999999989826e-05,1,0,1
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V0-V3,V2,V3,,-1,-1,True,2.0541999999998395e-05,1.2417000000000677e-05,1,0,1
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V0-V3,V3,V2,,-1,-1,True,2.166700000000299e-05,1.308299999999707e-05,1,0,1
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1,V0,V1,V2,-1,-1,True,2.5750000000004936e-05,5.445899999999282e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1,V0,V2,,-1,-1,True,2.2208000000009664e-05,4.83749999999894e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1,V0,V3,,1,1,True,1.5500000000001624e-05,4.5333000000008505e-05,1,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1,V2,V0,,-1,-1,True,2.137500000000403e-05,4.795800000000072e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1,V2,V1,V0,-1,-1,True,2.5791999999996706e-05,4.975000000000118e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1,V2,V3,,-1,-1,True,2.108300000000507e-05,4.674999999999818e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1,V3,V2,,-1,-1,True,2.179100000000711e-05,4.762499999999559e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V0,V1,V2,-1,-1,True,2.562500000000134e-05,5.062499999999859e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V0,V2,,-1,-1,True,2.112499999999684e-05,4.645799999999922e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V2,V0,,-1,-1,True,2.112499999999684e-05,4.674999999999818e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V2,V1,V0,-1,-1,True,2.583300000000288e-05,5.112499999999909e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V2,V3,,-1,-1,True,2.0999999999993246e-05,4.6166999999999736e-05,2,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V3,V0,,1,1,True,1.1665999999993515e-05,4.104200000000502e-05,1,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V3,V1,V2,1,1,True,1.6000000000002124e-05,4.591600000000695e-05,1,1,2
4,V0->V1 V2->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0,V3,V2,,-1,-1,True,2.229100000000761e-05,4.6958999999999196e-05,2,1,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V2-V3,V0,V1,V2,1,1,True,1.858300000000257e-05,7.012499999999033e-05,1,1,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V2-V3,V3,V0,,1,1,True,1.9166000000001016e-05,7.033400000000523e-05,1,1,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V2 V0-V3,V2,V1,V0,1,1,True,2.54169999999998e-05,7.658300000000506e-05,1,1,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V2 V0-V3,V3,V2,,1,1,True,2.4707999999998287e-05,7.520799999999328e-05,1,1,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V2,V0,V1,,1,1,True,3.716599999999126e-05,7.224999999999593e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V2,V0,V2,,1,1,True,3.2208999999991383e-05,6.766600000000789e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V2,V0,V3,,1,1,True,2.9291000000000733e-05,6.570900000001101e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V2,V2,V1,V0,2,2,True,3.266700000000011e-05,0.00012891700000000617,2,3,3
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V2,V3,V1,V0,1,1,True,2.737500000001003e-05,6.587499999999302e-05,1,2,2
