instance_id,base_instance_id,arm,gate,component_size,separation,separation_status,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,k_g0,undirected_fraction,z_size,z_star,phi_1,phi_1_n_broken,phi_1_n_inconsistent,r_claim,r_claim_censored,r_claim_cap,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory
c10_s01_cov100_seed00000020_tiered_nt3,c10_s01_cov100_seed00000020,tiered,fast_gate,10,1,measured,,,3,20,X,Y,8,3,9,9,0.8,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C07 C00->C09 C00->Y C02->C05 C04->C09 C07->C08 W->Y X->C02 X->C05 X->Y C00-C04 C00-C06 C00-X C03-X,0.0008814579999807393,0.0,0.0008814579999807393,,1,9,4,0,0.337655566569589,3.7511271104892443,11,4
c10_s01_cov100_seed00000021_tiered_nt3,c10_s01_cov100_seed00000021,tiered,fast_gate,10,1,measured,,,3,21,X,Y,6,4,7,7,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C06 C00->Y C02->C03 C04->C07 C04->C08 C06->C09 W->Y X->C04 X->Y C00-C02 C00-C05 C00-X C06-X C07-C08,0.000805917000008094,0.0,0.000805917000008094,,1,7,3,0,0.42540875406808454,3.3576041395064884,10,4
c10_s01_cov100_seed00000022_tiered_nt3,c10_s01_cov100_seed00000022,tiered,fast_gate,10,1,measured,,,3,22,X,Y,6,4,7,7,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C08 C00->Y C02->C04 C04->C09 C05->C06 W->Y X->Y C00-C05 C00-C07 C00-X C02-X C03-X,0.0007701250000025084,0.0,0.0007701250000025084,,1,7,3,0,0.5243347349680176,3.8323888829477126,12,6
c10_s01_cov100_seed00000023_tiered_nt3,c10_s01_cov100_seed00000023,tiered,fast_gate,10,1,measured,,,3,23,X,Y,9,2,10,10,0.8,2,"C00,W",0.1111111111111111,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C06 C00->C07 C00->C09 C00->Y C02->C03 C02->C04 C02->C06 C05->C08 C06->C09 W->Y X->Y C00-C02 C00-C05 C00-X,0.0007085420000123577,0.0,0.0007085420000123577,,1,10,6,0,0.9305585549471254,4.454392545098987,11,6
c10_s01_cov100_seed00000024_tiered_nt3,c10_s01_cov100_seed00000024,tiered,fast_gate,10,1,measured,,,3,24,X,Y,7,2,8,8,0.7692307692307693,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C06 C00->Y C02->C05 C03->C06 C03->C08 C06->C07 C07->C09 W->Y X->Y C00-C02 C00-C03 C00-X,0.0007460840000135249,0.0,0.0007460840000135249,,1,8,5,0,0.8918029235689413,4.445347267724658,9,4
c10_s01_cov100_seed00000030_tiered_nt3,c10_s01_cov100_seed00000030,tiered,fast_gate,10,1,measured,,,3,30,X,Y,10,2,10,10,0.8,2,"C00,W",0.1,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C06 C00->C08 C00->Y C02->C03 C02->C04 C03->C08 C05->C06 C05->C09 W->Y X->C07 X->Y C00-C02 C00-C05 C00-X,0.0010253340000190292,0.0,0.0010253340000190292,,1,10,6,0,0.9510913561697674,5.404107545893442,10,4
c10_s01_cov100_seed00000035_tiered_nt3,c10_s01_cov100_seed00000035,tiered,fast_gate,10,1,measured,,,3,35,X,Y,6,2,8,8,0.7692307692307693,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->Y C02->C04 C02->C05 C06->C08 C08->C09 W->Y X->C03 X->C07 X->Y C00-C02 C00-C06 C00-X,0.0008549579999908019,0.0,0.0008549579999908019,,1,8,5,0,0.46166380625263176,3.6078367068638983,9,3
c10_s01_cov100_seed00000036_tiered_nt3,c10_s01_cov100_seed00000036,tiered,fast_gate,10,1,measured,,,3,36,X,Y,8,2,8,8,0.7692307692307693,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C02->C05 C03->C04 C03->C07 C05->C06 W->Y X->C08 X->C09 X->Y C00-C02 C00-C03 C00-X,0.0006290419999857022,0.0,0.0006290419999857022,,1,8,5,0,0.8465948336635574,3.356125000163326,8,4
c10_s01_cov100_seed00000037_tiered_nt3,c10_s01_cov100_seed00000037,tiered,fast_gate,10,1,measured,,,3,37,X,Y,5,3,10,10,0.8125,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C03 C03->C04 C03->C05 C03->C06 C05->C07 C06->C07 C06->C09 C07->C09 W->Y X->Y C00-C02 C00-C08 C00-X C05-C06,0.0008382910000364063,0.0,0.0008382910000364063,,1,10,3,0,0.8808175949767121,8.03652593405408,12,3
c10_s01_cov100_seed00000040_tiered_nt3,c10_s01_cov100_seed00000040,tiered,fast_gate,10,1,measured,,,3,40,X,Y,7,2,9,9,0.7857142857142857,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C03->C07 C04->C06 C04->C08 C04->C09 C06->C08 C06->C09 W->Y X->C02 X->Y C00-C04 C00-C05 C00-X,0.0006526669999971091,0.0,0.0006526669999971091,,1,9,5,0,0.5021774933261538,3.3301757301277144,10,5
c10_s01_cov100_seed00000044_tiered_nt3,c10_s01_cov100_seed00000044,tiered,fast_gate,10,1,measured,,,3,44,X,Y,9,3,9,9,0.8,2,"C00,W",0.1111111111111111,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C04 C00->Y C02->C07 C03->C04 C03->C05 C03->C08 C04->C05 C08->C09 W->Y X->Y C00-C03 C00-C06 C00-X C02-X,0.0008697920000031445,0.0,0.0008697920000031445,,1,9,4,0,0.42103713428357087,4.287100561723318,10,4
c10_s01_cov100_seed00000047_tiered_nt3,c10_s01_cov100_seed00000047,tiered,fast_gate,10,1,measured,,,3,47,X,Y,6,2,7,7,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C08 C05->C06 W->Y X->C07 X->C09 X->Y C00-C02 C00-C04 C00-X,0.0010635420000539852,0.0,0.0010635420000539852,,1,7,3,0,0.7817671346741115,3.2780240106440006,9,5
c10_s01_cov100_seed00000048_tiered_nt3,c10_s01_cov100_seed00000048,tiered,fast_gate,10,1,measured,,,3,48,X,Y,6,4,7,7,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C09 C00->Y C03->C05 C03->C06 C03->C08 C04->C07 W->Y X->C03 X->Y C00-C02 C00-C04 C00-X C06-C08 C09-X,0.0007390829999849302,0.0,0.0007390829999849302,,1,7,3,0,0.42270846497045983,3.329531280675592,10,4
c10_s01_cov100_seed00000051_tiered_nt3,c10_s01_cov100_seed00000051,tiered,fast_gate,10,1,measured,,,3,51,X,Y,7,4,8,8,0.8,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C05 C00->Y C02->C03 C03->C08 C04->C06 C04->C09 W->Y X->C04 X->Y C00-C02 C00-C07 C00-X C05-X C06-C09,0.0008413329999825692,0.0,0.0008413329999825692,,1,8,3,0,0.5226655437361996,4.30184655312399,11,4
c10_s01_cov100_seed00000054_tiered_nt3,c10_s01_cov100_seed00000054,tiered,fast_gate,10,1,measured,,,3,54,X,Y,9,2,10,10,0.8,2,"C00,W",0.1111111111111111,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C08 C00->Y C02->C03 C02->C04 C02->C05 C02->C06 C02->C09 C03->C04 C04->C09 W->Y X->Y C00-C02 C00-C07 C00-X,0.00132783300000483,0.0,0.00132783300000483,,1,10,5,0,0.9614403695783194,5.530994535940913,11,5
c10_s01_cov100_seed00000062_tiered_nt3,c10_s01_cov100_seed00000062,tiered,fast_gate,10,1,measured,,,3,62,X,Y,5,2,8,8,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C09 C00->Y C02->C09 C03->C07 C03->C08 W->Y X->C03 X->C05 X->C06 X->Y C00-C02 C00-C04 C00-X,0.0006117080000080932,0.0,0.0006117080000080932,,1,8,3,0,0.556528404092969,3.4158074741086044,10,3
c10_s01_cov100_seed00000065_tiered_nt3,c10_s01_cov100_seed00000065,tiered,fast_gate,10,1,measured,,,3,65,X,Y,7,3,8,8,0.7857142857142857,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C06 C00->Y C03->C04 C05->C07 C06->C09 W->Y X->C05 X->C07 X->C08 X->Y C00-C02 C00-C03 C00-X C06-X,0.0014112920000002305,0.0,0.0014112920000002305,,1,8,4,0,0.40860950620181224,3.2357009494105426,9,3
c10_s01_cov100_seed00000068_tiered_nt3,c10_s01_cov100_seed00000068,tiered,fast_gate,10,1,measured,,,3,68,X,Y,7,2,8,8,0.7692307692307693,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->C08 C00->Y C02->C08 C03->C04 C03->C05 W->Y X->C03 X->C09 X->Y C00-C02 C00-C06 C00-X,0.000540041000022029,0.0,0.000540041000022029,,1,8,3,0,0.3777903425713838,3.386624685514592,9,3
c10_s01_cov100_seed00000069_tiered_nt3,c10_s01_cov100_seed00000069,tiered,fast_gate,10,1,measured,,,3,69,X,Y,4,3,7,7,0.7692307692307693,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C05 C03->C07 C04->C06 C05->C08 W->Y X->C03 X->C04 X->Y C00-C02 C00-C09 C00-X C05-C07,0.0005617079999638008,0.0,0.0005617079999638008,,1,7,2,0,0.6590115053393605,3.5774574403646557,11,3
c10_s01_cov100_seed00000071_tiered_nt3,c10_s01_cov100_seed00000071,tiered,fast_gate,10,1,measured,,,3,71,X,Y,6,3,9,9,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C06 C00->Y C02->C04 C02->C07 C04->C07 C06->C08 W->Y X->C02 X->C04 X->C09 X->Y C00-C03 C00-C05 C00-X C06-X,0.0008454590000042117,0.0,0.0008454590000042117,,1,9,3,0,0.4981767502013388,3.7343435062837886,11,3
c10_s01_cov100_seed00000074_tiered_nt3,c10_s01_cov100_seed00000074,tiered,fast_gate,10,1,measured,,,3,74,X,Y,7,2,7,7,0.75,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C06 C03->C04 C03->C05 C07->C08 C07->C09 W->Y X->Y C00-C02 C00-C07 C00-X,0.0009979170000065096,0.0,0.0009979170000065096,,1,7,6,0,0.8682797805642632,2.6530289245051986,8,5
c10_s01_cov100_seed00000075_tiered_nt3,c10_s01_cov100_seed00000075,tiered,fast_gate,10,1,measured,,,3,75,X,Y,5,3,7,7,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C09 C00->Y C03->C05 C04->C06 C06->C07 W->Y X->C04 X->Y C00-C03 C00-C08 C00-X C02-X,0.0006532919999813203,0.0,0.0006532919999813203,,1,7,3,0,0.5638766463908356,3.3170247413881397,10,4
c10_s01_cov100_seed00000079_tiered_nt3,c10_s01_cov100_seed00000079,tiered,fast_gate,10,1,measured,,,3,79,X,Y,5,5,7,7,0.8,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C04 C00->Y C02->C03 C04->C05 C05->C07 C05->C09 W->Y X->Y C00-C06 C00-C08 C00-X C02-X C04-X C07-C09,0.0008964169999785554,0.0,0.0008964169999785554,,1,7,2,0,0.7654135870316043,5.037142088126886,13,6
c10_s01_cov100_seed00000085_tiered_nt3,c10_s01_cov100_seed00000085,tiered,fast_gate,10,1,measured,,,3,85,X,Y,8,3,9,9,0.8,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C09 C00->Y C02->C04 C02->C05 C02->C07 C02->C08 C03->C09 W->Y X->C02 X->C07 X->Y C00-C03 C00-C06 C00-X C04-C08,0.0013660839999829477,0.0,0.0013660839999829477,,1,9,4,0,0.3344680378799493,3.6089042430829164,11,4
