instance_id,arm,gate,component_size,separation,coverage,base_wrongness,n_tiers,d,n_eval,n_contradictory,S,S_contra_as_fail
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,0,3167,0,0.8320176823492264,0.8320176823492264
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,1,2213,0,0.7672842295526434,0.7672842295526434
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,2,1103,595,0.6799637352674524,0.4416961130742049
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,3,523,943,0.6424474187380497,0.2291950886766712
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,4,181,1162,0.7016574585635359,0.09456440804169769
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,5,25,761,0.8,0.02544529262086514
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,6,0,281,,0.0
c10_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,10,1,,,2,7,0,46,,0.0
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,0,1910,0,0.8392670157068063,0.8392670157068063
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,1,1823,441,0.8326933625891387,0.6704946996466431
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,2,832,984,0.7139423076923077,0.32709251101321585
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,3,462,1028,0.6385281385281385,0.19798657718120805
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,4,198,1156,0.6414141414141414,0.09379615952732644
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,5,69,954,0.7536231884057971,0.05083088954056696
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,6,14,694,0.7142857142857143,0.014124293785310734
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,7,0,327,,0.0
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,8,0,99,,0.0
c10_s01_cov100_seed00000112_tiered_nt2,tiered,fast_gate,10,1,,,2,9,0,9,,0.0
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,0,3236,0,0.818912237330037,0.818912237330037
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,1,2372,0,0.7748735244519392,0.7748735244519392
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,2,1196,381,0.6680602006688964,0.5066582117945466
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,3,544,823,0.6691176470588235,0.26627651792245793
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,4,152,1065,0.756578947368421,0.09449465899753492
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,5,9,754,0.8888888888888888,0.010484927916120577
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,6,0,350,,0.0
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,7,0,98,,0.0
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,8,0,18,,0.0
c10_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,10,1,,,2,9,0,2,,0.0
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,0,1851,0,0.9789303079416531,0.9789303079416531
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,1,2285,0,0.8954048140043763,0.8954048140043763
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,2,1752,297,0.6067351598173516,0.5187896534895071
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,3,1014,658,0.4822485207100592,0.29246411483253587
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,4,415,898,0.39518072289156625,0.12490479817212491
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,5,80,627,0.1125,0.01272984441301273
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,6,4,613,0.0,0.0
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,7,0,385,,0.0
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,8,0,108,,0.0
c10_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,10,1,,,2,9,0,13,,0.0
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,0,1371,0,0.9934354485776805,0.9934354485776805
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,1,1208,257,0.793046357615894,0.653924914675768
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,2,484,879,0.493801652892562,0.17534849596478358
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,3,304,1177,0.17434210526315788,0.03578663065496286
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,4,235,1724,0.05531914893617021,0.006636038795303726
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,5,141,1410,0.0,0.0
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,6,23,1001,0.0,0.0
c10_s01_cov100_seed00000216_tiered_nt2,tiered,fast_gate,10,1,,,2,7,0,567,,0.0
