instance_id,arm,gate,component_size,separation,coverage,base_wrongness,n_tiers,d,n_eval,n_contradictory,S,S_contra_as_fail
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,0,2773,0,0.860439956725568,0.860439956725568
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,1,1974,0,0.7857142857142857,0.7857142857142857
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,2,1052,393,0.685361216730038,0.49896193771626296
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,3,526,790,0.6692015209125475,0.2674772036474164
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,4,178,1090,0.7078651685393258,0.09936908517350158
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,5,36,1211,0.75,0.02165196471531676
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,6,0,713,,0.0
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,7,0,215,,0.0
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,8,0,44,,0.0
c12_s01_cov100_seed00000157_tiered_nt2,tiered,fast_gate,12,1,,,2,9,0,5,,0.0
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,0,1446,0,0.9972337482710927,0.9972337482710927
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,1,1347,0,0.9836674090571641,0.9836674090571641
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,2,713,293,0.9312762973352033,0.6600397614314115
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,3,519,566,0.6936416184971098,0.3317972350230415
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,4,667,863,0.328335832083958,0.14313725490196078
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,5,408,1120,0.1642156862745098,0.04384816753926701
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,6,236,815,0.05508474576271186,0.012369172216936251
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,7,88,594,0.011363636363636364,0.001466275659824047
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,8,19,543,0.0,0.0
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,9,2,455,0.0,0.0
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,10,0,242,,0.0
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,11,0,50,,0.0
c12_s01_cov100_seed00000185_tiered_nt2,tiered,fast_gate,12,1,,,2,12,0,14,,0.0
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,0,1565,0,0.9782747603833866,0.9782747603833866
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,1,1596,199,0.8421052631578947,0.7487465181058496
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,2,1018,328,0.6601178781925344,0.49925705794947994
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,3,679,662,0.5066273932253313,0.25652498135719615
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,4,361,1043,0.3601108033240997,0.09259259259259259
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,5,113,1393,0.25663716814159293,0.019256308100929615
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,6,14,1048,0.14285714285714285,0.0018832391713747645
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,7,2,669,0.0,0.0
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,8,0,244,,0.0
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,9,0,61,,0.0
c12_s01_cov100_seed00000345_tiered_nt2,tiered,fast_gate,12,1,,,2,10,0,5,,0.0
c12_s01_cov100_seed00000001_tiered_nt3,tiered,fast_gate,12,1,,,3,0,1575,0,1.0,1.0
c12_s01_cov100_seed00000001_tiered_nt3,tiered,fast_gate,12,1,,,3,1,962,395,0.975051975051975,0.6912306558585114
c12_s01_cov100_seed00000001_tiered_nt3,tiered,fast_gate,12,1,,,3,2,467,1008,0.6723768736616702,0.2128813559322034
c12_s01_cov100_seed00000001_tiered_nt3,tiered,fast_gate,12,1,,,3,3,278,1223,0.6151079136690647,0.11392405063291139
c12_s01_cov100_seed00000001_tiered_nt3,tiered,fast_gate,12,1,,,3,4,87,1364,0.5517241379310345,0.03308063404548587
c12_s01_cov100_seed00000001_tiered_nt3,tiered,fast_gate,12,1,,,3,5,20,1305,0.45,0.006792452830188679
