instance_id,base_instance_id,arm,gate,component_size,separation,separation_status,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,k_g0,undirected_fraction,z_size,z_star,phi_1,phi_1_n_broken,phi_1_n_inconsistent,r_claim,r_claim_censored,r_claim_cap,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory
c12_s01_cov100_seed00000157_tiered_nt2,c12_s01_cov100_seed00000157,tiered,fast_gate,12,1,measured,,,2,157,X,Y,8,5,8,8,0.8125,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C08 C00->C09 C00->Y C02->C06 C02->C11 C04->C10 C05->C08 C05->C09 W->Y X->Y C00-C02 C00-C03 C00-C04 C00-C05 C00-C07 C00-X,0.0011764170000105878,0.0,0.0011764170000105878,,1,8,7,0,0.7283503408626235,4.458582148621765,10,4
c12_s01_cov100_seed00000185_tiered_nt2,c12_s01_cov100_seed00000185,tiered,fast_gate,12,1,measured,,,2,185,X,Y,5,8,7,7,0.8333333333333334,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->C08 C00->C10 C00->Y C03->C06 C10->C11 W->Y X->C11 X->Y C00-C02 C00-C03 C00-C04 C00-C07 C00-C09 C00-X C05-X C08-X C10-X,0.0018937920000041686,0.0,0.0018937920000041686,,1,7,3,0,0.7035291748492474,4.164818973645387,13,3
c12_s01_cov100_seed00000345_tiered_nt2,c12_s01_cov100_seed00000345,tiered,fast_gate,12,1,measured,,,2,345,X,Y,5,7,6,6,0.8125,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C08 C04->C09 C04->C11 C07->C10 W->Y X->C03 X->Y C00-C02 C00-C04 C00-C05 C00-C06 C00-C07 C00-X C08-C09 C08-C11,0.0012852080000129718,0.0,0.0012852080000129718,,1,6,6,0,0.5972834604324698,3.746730409281983,11,3
c12_s01_cov100_seed00000001_tiered_nt3,c12_s01_cov100_seed00000001,tiered,fast_gate,12,1,measured,,,3,1,X,Y,5,4,8,8,0.8,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C03->C04 C03->C11 C04->C05 C05->C07 C08->C10 W->Y X->C06 X->Y C00-C02 C00-C08 C00-C09 C00-X C03-X,0.0009109580000199458,0.0,0.0009109580000199458,,1,8,3,0,0.707852180062749,5.264260900313745,11,4
c12_s01_cov100_seed00000011_tiered_nt3,c12_s01_cov100_seed00000011,tiered,fast_gate,12,1,measured,,,3,11,X,Y,9,3,11,11,0.8235294117647058,2,"C00,W",0.1111111111111111,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C06 C00->C07 C00->Y C02->C04 C02->C10 C03->C06 C04->C10 C05->C09 C07->C08 C09->C11 W->Y X->Y C00-C02 C00-C03 C00-C05 C00-X,0.0010718749999796273,0.0,0.0010718749999796273,,1,11,5,0,0.8803315900393365,6.208627117617123,12,5
c12_s01_cov100_seed00000020_tiered_nt3,c12_s01_cov100_seed00000020,tiered,fast_gate,12,1,measured,,,3,20,X,Y,10,4,11,11,0.8333333333333334,2,"C00,W",0.1,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C09 C00->C10 C00->Y C02->C05 C02->C11 C04->C09 C07->C08 C07->C10 W->Y X->C02 X->C05 X->Y C00-C04 C00-C06 C00-C07 C00-X C03-X,0.0015598329999875205,0.0,0.0015598329999875205,,1,11,6,0,0.3372934306296501,4.369150011121478,13,5
c12_s01_cov100_seed00000022_tiered_nt3,c12_s01_cov100_seed00000022,tiered,fast_gate,12,1,measured,,,3,22,X,Y,7,5,8,8,0.8125,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C10 C00->Y C02->C04 C03->C11 C04->C09 C05->C06 W->Y X->Y C00-C05 C00-C07 C00-C08 C00-X C02-X C03-X,0.0011693750000176806,0.0,0.0011693750000176806,,1,8,3,0,0.6342882202811448,4.7241440494847335,13,6
c12_s01_cov100_seed00000023_tiered_nt3,c12_s01_cov100_seed00000023,tiered,fast_gate,12,1,measured,,,3,23,X,Y,11,3,11,11,0.8235294117647058,2,"C00,W",0.09090909090909091,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C06 C00->C09 C00->Y C02->C03 C02->C04 C02->C06 C05->C08 C05->C11 C06->C09 W->Y X->C10 X->Y C00-C02 C00-C05 C00-C07 C00-X,0.001049749999992855,0.0,0.001049749999992855,,1,11,7,0,0.8724527789308134,4.304716001294263,12,7
c12_s01_cov100_seed00000024_tiered_nt3,c12_s01_cov100_seed00000024,tiered,fast_gate,12,1,measured,,,3,24,X,Y,7,4,9,9,0.8125,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C06 C00->Y C02->C05 C03->C06 C03->C08 C06->C07 C06->C11 C07->C09 C07->C10 W->Y X->Y C00-C02 C00-C03 C00-C04 C00-X C09-C10,0.0009361249999528809,0.0,0.0009361249999528809,,1,9,5,0,0.8184798766917492,6.828283088945964,12,4
c12_s01_cov100_seed00000040_tiered_nt3,c12_s01_cov100_seed00000040,tiered,fast_gate,12,1,measured,,,3,40,X,Y,8,3,11,11,0.8235294117647058,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C03->C07 C04->C06 C04->C08 C04->C09 C06->C08 C06->C09 C06->C10 C08->C10 W->Y X->C02 X->Y C00-C04 C00-C05 C00-C11 C00-X,0.0011674169999196238,0.0,0.0011674169999196238,,1,11,5,0,0.41901614999518627,4.373267335757995,12,5
