instance_id,arm,gate,component_size,separation,coverage,base_wrongness,n_tiers,d,n_eval,n_contradictory,S,S_contra_as_fail
c10_s01_cov050_seed00000000_bw000,flip,fast_gate,10,1,0.5,0.0,,1,704,296,0.7556818181818182,0.532
c10_s01_cov050_seed00000000_bw000,flip,fast_gate,10,1,0.5,0.0,,2,262,738,0.5038167938931297,0.132
c10_s01_cov050_seed00000000_bw000,flip,fast_gate,10,1,0.5,0.0,,3,32,968,0.0,0.0
c10_s01_cov050_seed00000000_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000000_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000000_bw000,flip,fast_gate,10,1,0.5,0.0,,6,0,1000,,0.0
c10_s01_cov050_seed00000001_bw000,flip,fast_gate,10,1,0.5,0.0,,1,1000,0,0.822,0.822
c10_s01_cov050_seed00000001_bw000,flip,fast_gate,10,1,0.5,0.0,,2,117,883,0.0,0.0
c10_s01_cov050_seed00000001_bw000,flip,fast_gate,10,1,0.5,0.0,,3,0,1000,,0.0
c10_s01_cov050_seed00000001_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000001_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000002_bw000,flip,fast_gate,10,1,0.5,0.0,,1,1000,0,0.833,0.833
c10_s01_cov050_seed00000002_bw000,flip,fast_gate,10,1,0.5,0.0,,2,213,787,0.352112676056338,0.075
c10_s01_cov050_seed00000002_bw000,flip,fast_gate,10,1,0.5,0.0,,3,0,1000,,0.0
c10_s01_cov050_seed00000002_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000002_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000002_bw000,flip,fast_gate,10,1,0.5,0.0,,6,0,1000,,0.0
c10_s01_cov050_seed00000003_bw000,flip,fast_gate,10,1,0.5,0.0,,1,829,171,0.8311218335343787,0.689
c10_s01_cov050_seed00000003_bw000,flip,fast_gate,10,1,0.5,0.0,,2,276,724,0.7210144927536232,0.199
c10_s01_cov050_seed00000003_bw000,flip,fast_gate,10,1,0.5,0.0,,3,57,943,0.0,0.0
c10_s01_cov050_seed00000003_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000003_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000003_bw000,flip,fast_gate,10,1,0.5,0.0,,6,0,1000,,0.0
c10_s01_cov050_seed00000004_bw000,flip,fast_gate,10,1,0.5,0.0,,1,607,393,0.7116968698517299,0.432
c10_s01_cov050_seed00000004_bw000,flip,fast_gate,10,1,0.5,0.0,,2,85,915,0.0,0.0
c10_s01_cov050_seed00000004_bw000,flip,fast_gate,10,1,0.5,0.0,,3,101,899,0.0,0.0
c10_s01_cov050_seed00000004_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000004_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000005_bw000,flip,fast_gate,10,1,0.5,0.0,,1,698,302,0.7521489971346705,0.525
c10_s01_cov050_seed00000005_bw000,flip,fast_gate,10,1,0.5,0.0,,2,386,614,0.32642487046632124,0.126
c10_s01_cov050_seed00000005_bw000,flip,fast_gate,10,1,0.5,0.0,,3,0,1000,,0.0
c10_s01_cov050_seed00000005_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000005_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000005_bw000,flip,fast_gate,10,1,0.5,0.0,,6,0,1000,,0.0
c10_s01_cov050_seed00000006_bw000,flip,fast_gate,10,1,0.5,0.0,,1,597,403,0.6700167504187605,0.4
c10_s01_cov050_seed00000006_bw000,flip,fast_gate,10,1,0.5,0.0,,2,394,606,0.7284263959390863,0.287
c10_s01_cov050_seed00000006_bw000,flip,fast_gate,10,1,0.5,0.0,,3,205,795,1.0,0.205
c10_s01_cov050_seed00000006_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000006_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000007_bw000,flip,fast_gate,10,1,0.5,0.0,,1,617,383,0.640194489465154,0.395
c10_s01_cov050_seed00000007_bw000,flip,fast_gate,10,1,0.5,0.0,,2,193,807,0.0,0.0
c10_s01_cov050_seed00000007_bw000,flip,fast_gate,10,1,0.5,0.0,,3,103,897,0.0,0.0
c10_s01_cov050_seed00000007_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000007_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000008_bw000,flip,fast_gate,10,1,0.5,0.0,,1,517,483,0.6576402321083172,0.34
c10_s01_cov050_seed00000008_bw000,flip,fast_gate,10,1,0.5,0.0,,2,334,666,0.6017964071856288,0.201
c10_s01_cov050_seed00000008_bw000,flip,fast_gate,10,1,0.5,0.0,,3,90,910,1.0,0.09
c10_s01_cov050_seed00000008_bw000,flip,fast_gate,10,1,0.5,0.0,,4,0,1000,,0.0
c10_s01_cov050_seed00000008_bw000,flip,fast_gate,10,1,0.5,0.0,,5,0,1000,,0.0
c10_s01_cov050_seed00000008_bw000,flip,fast_gate,10,1,0.5,0.0,,6,0,1000,,0.0
c10_s01_cov050_seed00000009_bw000,flip,fast_gate,10,1,0.5,0.0,,1,305,695,0.4918032786885246,0.15
c10_s01_cov050_seed00000009_bw000,flip,fast_gate,10,1,0.5,0.0,,2,182,818,0.6538461538461539,0.119
