instance_id,arm,gate,component_size,separation,coverage,base_wrongness,n_tiers,d,n_eval,n_contradictory,S,S_contra_as_fail
c08_s01_cov050_seed00000000_bw000,flip,fast_gate,8,1,0.5,0.0,,1,1000,0,0.781,0.781
c08_s01_cov050_seed00000000_bw000,flip,fast_gate,8,1,0.5,0.0,,2,338,662,0.0,0.0
c08_s01_cov050_seed00000000_bw000,flip,fast_gate,8,1,0.5,0.0,,3,0,1000,,0.0
c08_s01_cov050_seed00000000_bw000,flip,fast_gate,8,1,0.5,0.0,,4,0,1000,,0.0
c08_s01_cov050_seed00000001_bw000,flip,fast_gate,8,1,0.5,0.0,,1,750,250,0.6933333333333334,0.52
c08_s01_cov050_seed00000001_bw000,flip,fast_gate,8,1,0.5,0.0,,2,342,658,0.5175438596491229,0.177
c08_s01_cov050_seed00000001_bw000,flip,fast_gate,8,1,0.5,0.0,,3,253,747,0.0,0.0
c08_s01_cov050_seed00000001_bw000,flip,fast_gate,8,1,0.5,0.0,,4,0,1000,,0.0
c08_s01_cov050_seed00000002_bw000,flip,fast_gate,8,1,0.5,0.0,,1,1000,0,0.812,0.812
c08_s01_cov050_seed00000002_bw000,flip,fast_gate,8,1,0.5,0.0,,2,212,788,0.4481132075471698,0.095
c08_s01_cov050_seed00000002_bw000,flip,fast_gate,8,1,0.5,0.0,,3,0,1000,,0.0
c08_s01_cov050_seed00000002_bw000,flip,fast_gate,8,1,0.5,0.0,,4,0,1000,,0.0
c08_s01_cov050_seed00000002_bw000,flip,fast_gate,8,1,0.5,0.0,,5,0,1000,,0.0
c08_s01_cov050_seed00000003_bw000,flip,fast_gate,8,1,0.5,0.0,,1,825,175,0.806060606060606,0.665
c08_s01_cov050_seed00000003_bw000,flip,fast_gate,8,1,0.5,0.0,,2,266,734,0.7669172932330827,0.204
c08_s01_cov050_seed00000003_bw000,flip,fast_gate,8,1,0.5,0.0,,3,45,955,0.0,0.0
c08_s01_cov050_seed00000003_bw000,flip,fast_gate,8,1,0.5,0.0,,4,0,1000,,0.0
c08_s01_cov050_seed00000003_bw000,flip,fast_gate,8,1,0.5,0.0,,5,0,1000,,0.0
c08_s01_cov050_seed00000003_bw000,flip,fast_gate,8,1,0.5,0.0,,6,0,1000,,0.0
