instance_id,arm,gate,component_size,separation,coverage,base_wrongness,n_tiers,d,n_eval,n_contradictory,S,S_contra_as_fail
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,0,3963,0,0.83295483219783,0.83295483219783
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,1,2506,0,0.7122905027932961,0.7122905027932961
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,2,1454,415,0.6918844566712518,0.5382557517388978
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,3,498,791,0.7188755020080321,0.27773467804499613
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,4,88,743,0.8863636363636364,0.09386281588447654
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,5,4,404,1.0,0.00980392156862745
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,6,0,130,,0.0
c08_s01_cov100_seed00000011_tiered_nt2,tiered,fast_gate,8,1,,,2,7,0,4,,0.0
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,0,2260,0,0.9845132743362832,0.9845132743362832
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,1,1175,0,0.9659574468085106,0.9659574468085106
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,2,867,827,0.7012687427912342,0.358913813459268
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,3,887,1391,0.19729425028184894,0.07682177348551361
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,4,661,1050,0.025718608169440244,0.009935710111046173
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,5,276,722,0.0,0.0
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,6,27,498,0.0,0.0
c08_s01_cov100_seed00000020_tiered_nt2,tiered,fast_gate,8,1,,,2,7,0,359,,0.0
c08_s01_cov100_seed00000023_tiered_nt2,tiered,fast_gate,8,1,,,2,0,4010,0,0.8241895261845387,0.8241895261845387
c08_s01_cov100_seed00000023_tiered_nt2,tiered,fast_gate,8,1,,,2,1,2470,0,0.7129554655870445,0.7129554655870445
