instance_id,base_instance_id,arm,gate,component_size,separation,separation_status,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,k_g0,undirected_fraction,z_size,z_star,phi_1,phi_1_n_broken,phi_1_n_inconsistent,r_claim,r_claim_censored,r_claim_cap,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory
c08_s01_cov100_seed00000011_tiered_nt2,c08_s01_cov100_seed00000011,tiered,fast_gate,8,1,measured,,,2,11,X,Y,6,3,6,6,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C06 C00->C07 C00->Y C02->C04 C03->C06 W->Y X->Y C00-C02 C00-C03 C00-C05 C00-X,0.0009150829999997612,0.0,0.0009150829999997612,,1,6,4,0,0.8299952693664402,4.842368930034047,8,2
c08_s01_cov100_seed00000020_tiered_nt2,c08_s01_cov100_seed00000020,tiered,fast_gate,8,1,measured,,,2,20,X,Y,2,5,4,4,0.75,2,"C00,W",0.5,1,0,1,0,2,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->C05 X->Y C00-C04 C00-C06 C00-C07 C00-X C02-C05 C03-X,0.0005616249999995659,0.0,0.0005616249999995659,,1,4,2,0,0.8902620011088821,2.874752322387317,8,1
c08_s01_cov100_seed00000023_tiered_nt2,c08_s01_cov100_seed00000023,tiered,fast_gate,8,1,measured,,,2,23,X,Y,6,3,6,6,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C06 C00->Y C02->C03 C02->C04 C02->C06 W->Y X->Y C00-C02 C00-C05 C00-C07 C00-X,0.0009939579999986847,0.0,0.0009939579999986847,,1,6,5,0,0.7299761639623772,3.6617153971909646,8,3
c08_s01_cov100_seed00000024_tiered_nt2,c08_s01_cov100_seed00000024,tiered,fast_gate,8,1,measured,,,2,24,X,Y,4,3,5,5,0.7272727272727273,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C06 C00->Y C02->C05 C03->C06 C06->C07 W->Y X->Y C00-C02 C00-C03 C00-C04 C00-X,0.000523875000002505,0.0,0.000523875000002505,,1,5,4,0,0.7241679164142092,4.652953786606345,7,1
c08_s01_cov100_seed00000047_tiered_nt2,c08_s01_cov100_seed00000047,tiered,fast_gate,8,1,measured,,,2,47,X,Y,3,3,4,4,0.7,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C05->C06 W->Y X->C07 X->Y C00-C02 C00-C04 C00-C05 C00-X,0.0006324589999984198,0.0,0.0006324589999984198,,1,4,4,0,0.5171018298555545,2.1890582975431268,6,1
c08_s01_cov100_seed00000068_tiered_nt2,c08_s01_cov100_seed00000068,tiered,fast_gate,8,1,measured,,,2,68,X,Y,1,3,4,4,0.7,2,"C00,W",1.0,1,0,1,0,1,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 C03->C05 W->Y X->C03 X->Y C00-C02 C00-C06 C00-C07 C00-X,0.00043804199999897264,0.0,0.00043804199999897264,,1,4,2,0,0.8365756757721338,2.1513821055517877,8,2
c08_s01_cov100_seed00000112_tiered_nt2,c08_s01_cov100_seed00000112,tiered,fast_gate,8,1,measured,,,2,112,X,Y,4,3,6,6,0.75,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->Y C03->C04 C03->C06 C04->C06 C06->C07 W->Y X->Y C00-C02 C00-C03 C00-C05 C00-X,0.0009813329999985854,0.0,0.0009813329999985854,,1,6,3,0,0.7293899351956699,4.647187005546054,8,2
c08_s01_cov100_seed00000141_tiered_nt2,c08_s01_cov100_seed00000141,tiered,fast_gate,8,1,measured,,,2,141,X,Y,6,3,6,6,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C06 C00->Y C02->C03 C02->C04 C02->C06 W->Y X->Y C00-C02 C00-C05 C00-C07 C00-X,0.0004242910000016309,0.0,0.0004242910000016309,,1,6,5,0,0.7617593131449262,3.7604550721632366,8,3
c08_s01_cov100_seed00000157_tiered_nt2,c08_s01_cov100_seed00000157,tiered,fast_gate,8,1,measured,,,2,157,X,Y,4,3,4,4,0.7,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->C07 C00->Y C02->C06 W->Y X->Y C00-C02 C00-C03 C00-C04 C00-X,0.0003754159999971307,0.0,0.0003754159999971307,,1,4,3,0,0.7233454043674268,2.957635650666154,7,3
c08_s01_cov100_seed00000172_tiered_nt2,c08_s01_cov100_seed00000172,tiered,fast_gate,8,1,measured,,,2,172,X,Y,3,3,5,5,0.7272727272727273,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C02->C07 W->Y X->C05 X->C06 X->Y C00-C02 C00-C03 C00-C04 C00-X,0.0004938330000001656,0.0,0.0004938330000001656,,1,5,3,0,0.5556069319239975,2.415724656906506,8,1
