network,treatment,outcome,n_claims,retraction_depth,retraction_set,retraction_sits,n_sets_at_depth,what_it_costs,free_rule_said,hop_radius_said,closure_size_said,claim_count_said,free_rule_unit_gap,hop_unit_gap,closure_unit_gap,z_valid_at_truth
arth150,726,714,29,1,414 -> 726,into the treatment,1,identifiability,1,1,45,29,0,0,44,1
munin1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MEDD2_ALLCV_WD,6,1,R_LNLBE_MED_PATHO -> R_LNLBE_MEDD2_DIFSLOW_WD,into the treatment,1,identifiability,1,1,8,6,0,0,7,1
munin1,R_LNLBE_MEDD2_RD_EW,R_MEDD2_CV_EW,6,1,R_LNLBE_MED_PATHO -> R_LNLBE_MEDD2_RD_EW,into the treatment,1,identifiability,1,1,8,6,0,0,7,1
munin1,R_MED_RD_EW,R_MED_CV_EW,6,1,R_LNLBE_MED_PATHO -> R_MED_RD_EW,into the treatment,1,identifiability,1,1,8,6,0,0,7,1
diabetes,cho_bal_0,glu_prod_14,26,1,gut_abs_0 -> cho_bal_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_0,ins_dep_10,26,1,gut_abs_0 -> cho_bal_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_0,ins_indep_8,26,1,gut_abs_0 -> cho_bal_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_1,glu_prod_10,26,1,gut_abs_1 -> cho_bal_1,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_1,ins_indep_4,26,1,gut_abs_1 -> cho_bal_1,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_10,ins_indep_21,26,1,gut_abs_10 -> cho_bal_10,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_11,ins_indep_18,26,1,gut_abs_11 -> cho_bal_11,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_12,endo_bal_21,26,1,gut_abs_12 -> cho_bal_12,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_12,ins_indep_14,26,1,gut_abs_12 -> cho_bal_12,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_13,bg_23,26,1,gut_abs_13 -> cho_bal_13,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_13,endo_bal_18,26,1,gut_abs_13 -> cho_bal_13,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_13,tot_bal_23,26,1,gut_abs_13 -> cho_bal_13,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_15,tot_bal_16,26,1,gut_abs_15 -> cho_bal_15,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_16,ins_dep_util_21,26,1,gut_abs_16 -> cho_bal_16,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_19,basal_bal_23,26,1,gut_abs_19 -> cho_bal_19,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_19,renal_cl_23,26,1,gut_abs_19 -> cho_bal_19,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_2,ins_dep_8,26,1,gut_abs_2 -> cho_bal_2,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_2,ins_indep_util_4,26,1,gut_abs_2 -> cho_bal_2,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_3,glu_prod_14,26,1,gut_abs_3 -> cho_bal_3,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_3,ins_dep_10,26,1,gut_abs_3 -> cho_bal_3,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_3,ins_indep_8,26,1,gut_abs_3 -> cho_bal_3,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_4,glu_prod_10,26,1,gut_abs_4 -> cho_bal_4,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_5,endo_bal_8,26,1,gut_abs_5 -> cho_bal_5,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_5,ins_indep_21,26,1,gut_abs_5 -> cho_bal_5,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_6,bg_9,26,1,gut_abs_6 -> cho_bal_6,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_6,ins_indep_18,26,1,gut_abs_6 -> cho_bal_6,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_7,endo_bal_21,26,1,gut_abs_7 -> cho_bal_7,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_7,ins_indep_14,26,1,gut_abs_7 -> cho_bal_7,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_8,bg_23,26,1,gut_abs_8 -> cho_bal_8,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_8,endo_bal_18,26,1,gut_abs_8 -> cho_bal_8,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_8,ins_indep_10,26,1,gut_abs_8 -> cho_bal_8,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_8,tot_bal_23,26,1,gut_abs_8 -> cho_bal_8,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,cho_bal_9,endo_bal_14,26,1,gut_abs_9 -> cho_bal_9,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_0,bg_23,26,1,gut_abs_0 -> cho_bal_0,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_0,endo_bal_17,26,1,gut_abs_0 -> cho_bal_0,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_0,ins_indep_10,26,1,gut_abs_0 -> cho_bal_0,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_0,tot_bal_23,26,1,gut_abs_0 -> cho_bal_0,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_1,endo_bal_13,26,1,gut_abs_1 -> cho_bal_1,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_1,ins_dep_util_8,26,1,gut_abs_1 -> cho_bal_1,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_1,tot_bal_2,26,1,gut_abs_1 -> cho_bal_1,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_10,bg_16,26,1,gut_abs_10 -> cho_bal_10,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_10,tot_bal_16,26,1,gut_abs_10 -> cho_bal_10,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_11,ins_dep_util_21,26,1,gut_abs_11 -> cho_bal_11,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_11,tot_bal_12,26,1,gut_abs_11 -> cho_bal_11,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_12,gut_abs_21,26,1,gut_abs_12 -> cho_bal_12,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_12,ins_dep_util_18,26,1,gut_abs_12 -> cho_bal_12,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_13,cho_bal_21,26,1,gut_abs_13 -> cho_bal_13,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_13,gut_abs_18,26,1,gut_abs_13 -> cho_bal_13,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_14,basal_bal_23,26,1,gut_abs_14 -> cho_bal_14,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_14,cho_bal_18,26,1,gut_abs_14 -> cho_bal_14,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_14,renal_cl_23,26,1,gut_abs_14 -> cho_bal_14,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_16,ins_indep_util_21,26,1,gut_abs_16 -> cho_bal_16,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_17,ins_dep_21,26,1,gut_abs_17 -> cho_bal_17,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_18,glu_prod_20,26,1,gut_abs_18 -> cho_bal_18,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_19,cho_22,26,1,gut_abs_19 -> cho_bal_19,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_2,cho_19,26,1,gut_abs_2 -> cho_bal_2,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_2,glu_prod_13,26,1,gut_abs_2 -> cho_bal_2,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_2,ins_dep_10,26,1,gut_abs_2 -> cho_bal_2,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_2,ins_indep_8,26,1,gut_abs_2 -> cho_bal_2,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_3,bg_23,26,1,gut_abs_3 -> cho_bal_3,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_3,endo_bal_17,26,1,gut_abs_3 -> cho_bal_3,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_3,ins_indep_10,26,1,gut_abs_3 -> cho_bal_3,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_3,tot_bal_23,26,1,gut_abs_3 -> cho_bal_3,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_4,endo_bal_13,26,1,gut_abs_4 -> cho_bal_4,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_4,ins_dep_util_8,26,1,gut_abs_4 -> cho_bal_4,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_5,bg_16,26,1,gut_abs_5 -> cho_bal_5,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_5,gut_abs_8,26,1,gut_abs_5 -> cho_bal_5,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_5,tot_bal_16,26,1,gut_abs_5 -> cho_bal_5,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_6,bg_12,26,1,gut_abs_6 -> cho_bal_6,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_6,cho_bal_8,26,1,gut_abs_6 -> cho_bal_6,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_6,ins_dep_util_21,26,1,gut_abs_6 -> cho_bal_6,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_6,tot_bal_12,26,1,gut_abs_6 -> cho_bal_6,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_7,gut_abs_20,26,1,gut_abs_7 -> cho_bal_7,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_7,ins_dep_util_18,26,1,gut_abs_7 -> cho_bal_7,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_8,cho_bal_21,26,1,gut_abs_8 -> cho_bal_8,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_8,gut_abs_17,26,1,gut_abs_8 -> cho_bal_8,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_8,ins_dep_util_14,26,1,gut_abs_8 -> cho_bal_8,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_9,basal_bal_23,26,1,gut_abs_9 -> cho_bal_9,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_9,cho_bal_18,26,1,gut_abs_9 -> cho_bal_9,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_9,gut_abs_13,26,1,gut_abs_9 -> cho_bal_9,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,gut_abs_9,renal_cl_23,26,1,gut_abs_9 -> cho_bal_9,out of the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,ins_indep_util_0,bg_2,26,1,bg_0 -> ins_indep_util_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,ins_indep_util_0,endo_bal_13,26,1,bg_0 -> ins_indep_util_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,ins_indep_util_0,ins_dep_util_7,26,1,bg_0 -> ins_indep_util_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,ins_indep_util_0,tot_bal_2,26,1,bg_0 -> ins_indep_util_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,renal_cl_0,basal_bal_2,26,1,bg_0 -> renal_cl_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,renal_cl_0,ins_dep_7,26,1,bg_0 -> renal_cl_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,renal_cl_0,ins_indep_util_3,26,1,bg_0 -> renal_cl_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
diabetes,renal_cl_0,renal_cl_2,26,1,bg_0 -> renal_cl_0,into the treatment,1,identifiability,1,1,26,26,0,0,25,1
