network,x,y,arm,coverage,rep,n_k,status,g0_undirected,z_size,separation,separation_status,k_g0,r_hop,hop_method,hop_exact,r_claim,r_claim_status,r_id,phi_1,n_wrong_claims,z_valid_at_truth
magic-irri,G3823,HT,D_DEGEN,1.0,0,0,extensions_intractable,12,,,,,,,,,,,,,
magic-irri,G3823,HT,A_TRUE,0.5,0,5,ok,6,10,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-irri,G3823,HT,D_RAND,0.5,0,5,ok,7,10,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,3,1
magic-irri,G3823,HT,D_RAND,0.5,1,5,ok,7,10,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,3,1
magic-irri,G3925,GTEMP,A_TRUE,1.0,0,10,ok,0,11,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.1,0,1
magic-irri,G3925,GTEMP,D_RAND,1.0,0,10,ok,1,11,,no_z_member_in_component,11,1,local_up_fast,1,1,exact,1,0.1,3,1
magic-irri,G3925,GTEMP,D_RAND,1.0,1,10,ok,2,11,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.1,6,1
magic-irri,G3925,GTEMP,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G3925,GTEMP,A_TRUE,0.5,0,5,ok,6,11,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.2,0,1
magic-irri,G3925,GTEMP,D_RAND,0.5,0,5,ok,6,11,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.2,3,1
magic-irri,G3925,GTEMP,D_RAND,0.5,1,5,optimal_empty,7,,,,,,,,,,,,,
magic-irri,G4109,G3209,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
magic-irri,G4109,G3209,D_RAND,1.0,0,10,ok,0,1,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.2,7,0
magic-irri,G4109,G3209,D_RAND,1.0,1,10,not_amenable,1,,,,,,,,,,,,,
magic-irri,G4109,G3209,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4109,G3209,A_TRUE,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4109,G3209,D_RAND,0.5,0,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G4109,G3209,D_RAND,0.5,1,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4109,YLD,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
magic-irri,G4109,YLD,D_RAND,1.0,0,10,ok,0,21,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.2,6,0
magic-irri,G4109,YLD,D_RAND,1.0,1,10,not_amenable,1,,,,,,,,,,,,,
magic-irri,G4109,YLD,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4109,YLD,A_TRUE,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4109,YLD,D_RAND,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4109,YLD,D_RAND,0.5,1,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G4145,G3222,A_TRUE,1.0,0,10,ok,0,1,,no_z_member_in_component,12,2,local_up_fast,1,1,exact,1,0.1,0,1
magic-irri,G4145,G3222,D_RAND,1.0,0,10,not_amenable,2,,,,,,,,,,,,,
magic-irri,G4145,G3222,D_RAND,1.0,1,10,ok,0,1,,no_z_member_in_component,12,2,local_up_fast,1,1,exact,1,0.1,5,1
magic-irri,G4145,G3222,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4145,G3222,A_TRUE,0.5,0,5,ok,6,1,,no_z_member_in_component,6,2,local_up_fast,1,1,exact,1,0.2,0,1
magic-irri,G4145,G3222,D_RAND,0.5,0,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G4145,G3222,D_RAND,0.5,1,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G4156,CHALK,A_TRUE,1.0,0,10,ok,0,15,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.2,0,1
magic-irri,G4156,CHALK,D_RAND,1.0,0,10,not_amenable,1,,,,,,,,,,,,,
magic-irri,G4156,CHALK,D_RAND,1.0,1,10,not_amenable,1,,,,,,,,,,,,,
magic-irri,G4156,CHALK,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4156,CHALK,A_TRUE,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4156,CHALK,D_RAND,0.5,0,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G4156,CHALK,D_RAND,0.5,1,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G4156,G3862,A_TRUE,1.0,0,10,ok,0,3,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.2,0,1
magic-irri,G4156,G3862,D_RAND,1.0,0,10,not_amenable,1,,,,,,,,,,,,,
magic-irri,G4156,G3862,D_RAND,1.0,1,10,optimal_empty,2,,,,,,,,,,,,,
magic-irri,G4156,G3862,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4156,G3862,A_TRUE,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4156,G3862,D_RAND,0.5,0,5,optimal_empty,7,,,,,,,,,,,,,
magic-irri,G4156,G3862,D_RAND,0.5,1,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4382,G3098,A_TRUE,1.0,0,10,ok,0,1,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.1,0,1
magic-irri,G4382,G3098,D_RAND,1.0,0,10,ok,1,1,,no_z_member_in_component,11,1,local_up_fast,1,1,exact,1,0.1,3,1
magic-irri,G4382,G3098,D_RAND,1.0,1,10,ok,0,1,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.1,3,1
magic-irri,G4382,G3098,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4382,G3098,A_TRUE,0.5,0,5,ok,6,1,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.2,0,1
magic-irri,G4382,G3098,D_RAND,0.5,0,5,ok,7,1,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.2,2,1
magic-irri,G4382,G3098,D_RAND,0.5,1,5,optimal_empty,6,,,,,,,,,,,,,
magic-irri,G4382,GW,A_TRUE,1.0,0,10,ok,0,8,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.1,0,1
magic-irri,G4382,GW,D_RAND,1.0,0,10,ok,0,8,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.1,4,1
magic-irri,G4382,GW,D_RAND,1.0,1,10,ok,0,8,,no_z_member_in_component,12,1,local_up_fast,1,1,exact,1,0.1,6,1
magic-irri,G4382,GW,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4382,GW,A_TRUE,0.5,0,5,ok,6,8,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.2,0,1
magic-irri,G4382,GW,D_RAND,0.5,0,5,optimal_empty,7,,,,,,,,,,,,,
magic-irri,G4382,GW,D_RAND,0.5,1,5,optimal_empty,7,,,,,,,,,,,,,
magic-irri,G4529,G4573,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
magic-irri,G4529,G4573,D_RAND,1.0,0,10,optimal_empty,2,,,,,,,,,,,,,
magic-irri,G4529,G4573,D_RAND,1.0,1,10,optimal_empty,0,,,,,,,,,,,,,
magic-irri,G4529,G4573,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G4529,G4573,A_TRUE,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4529,G4573,D_RAND,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G4529,G4573,D_RAND,0.5,1,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G457,YLD,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
magic-irri,G457,YLD,D_RAND,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
magic-irri,G457,YLD,D_RAND,1.0,1,10,optimal_empty,2,,,,,,,,,,,,,
magic-irri,G457,YLD,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
magic-irri,G457,YLD,A_TRUE,0.5,0,5,not_amenable,6,,,,,,,,,,,,,
magic-irri,G457,YLD,D_RAND,0.5,0,5,not_amenable,7,,,,,,,,,,,,,
magic-irri,G457,YLD,D_RAND,0.5,1,5,not_amenable,6,,,,,,,,,,,,,
magic-niab,G1217,FT,A_TRUE,1.0,0,8,ok,0,8,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G1217,FT,D_RAND,1.0,0,8,ok,1,8,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.125,4,1
magic-niab,G1217,FT,D_RAND,1.0,1,8,ok,0,8,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,2,1
magic-niab,G1217,FT,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1217,FT,A_TRUE,0.5,0,4,ok,4,8,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,0,1
magic-niab,G1217,FT,D_RAND,0.5,0,4,ok,6,9,1,measured,4,1,local_up_fast,1,1,exact,1,0.25,2,0
magic-niab,G1217,FT,D_RAND,0.5,1,4,ok,4,8,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,1,1
magic-niab,G1217,YLD,A_TRUE,1.0,0,8,ok,0,22,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G1217,YLD,D_RAND,1.0,0,8,ok,2,24,1,measured,8,1,local_up_fast,1,1,exact,1,0.125,5,0
magic-niab,G1217,YLD,D_RAND,1.0,1,8,ok,0,22,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,4,1
magic-niab,G1217,YLD,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1217,YLD,A_TRUE,0.5,0,4,ok,4,22,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,0,1
magic-niab,G1217,YLD,D_RAND,0.5,0,4,ok,4,24,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,2,0
magic-niab,G1217,YLD,D_RAND,0.5,1,4,ok,4,24,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,2,0
magic-niab,G1276,G1789,A_TRUE,1.0,0,8,ok,0,1,,no_z_member_in_component,10,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G1276,G1789,D_RAND,1.0,0,8,ok,2,1,,no_z_member_in_component,8,-1,e1_ladder,1,,gt_3,,0.0,4,1
magic-niab,G1276,G1789,D_RAND,1.0,1,8,ok,1,1,,no_z_member_in_component,9,-1,e1_ladder,1,,gt_3,,0.0,4,1
magic-niab,G1276,G1789,D_DEGEN,1.0,0,0,extensions_intractable,10,,,,,,,,,,,,,
magic-niab,G1276,G1789,A_TRUE,0.5,0,4,ok,4,1,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G1276,G1789,D_RAND,0.5,0,4,ok,4,1,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,3,1
magic-niab,G1276,G1789,D_RAND,0.5,1,4,ok,4,1,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G1276,YR.FIELD,A_TRUE,1.0,0,8,ok,0,14,1,measured,10,1,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G1276,YR.FIELD,D_RAND,1.0,0,8,ok,2,13,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.125,4,0
magic-niab,G1276,YR.FIELD,D_RAND,1.0,1,8,ok,0,14,1,measured,10,1,local_up_fast,1,1,exact,1,0.125,2,1
magic-niab,G1276,YR.FIELD,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1276,YR.FIELD,A_TRUE,0.5,0,4,ok,4,14,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,0,1
magic-niab,G1276,YR.FIELD,D_RAND,0.5,0,4,ok,4,14,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,2,1
magic-niab,G1276,YR.FIELD,D_RAND,0.5,1,4,ok,4,14,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,2,1
magic-niab,G1294,G418,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G1294,G418,D_RAND,1.0,0,8,optimal_empty,2,,,,,,,,,,,,,
magic-niab,G1294,G418,D_RAND,1.0,1,8,optimal_empty,2,,,,,,,,,,,,,
magic-niab,G1294,G418,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1294,G418,A_TRUE,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G1294,G418,D_RAND,0.5,0,4,optimal_empty,3,,,,,,,,,,,,,
magic-niab,G1294,G418,D_RAND,0.5,1,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G1373,G1750,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G1373,G1750,D_RAND,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G1373,G1750,D_RAND,1.0,1,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G1373,G1750,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1373,G1750,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G1373,G1750,D_RAND,0.5,0,4,not_amenable,6,,,,,,,,,,,,,
magic-niab,G1373,G1750,D_RAND,0.5,1,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G1750,YLD,A_TRUE,1.0,0,8,ok,0,13,,no_z_member_in_component,10,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G1750,YLD,D_RAND,1.0,0,8,ok,1,13,,no_z_member_in_component,9,-1,e1_ladder,1,,gt_3,,0.0,4,1
magic-niab,G1750,YLD,D_RAND,1.0,1,8,ok,1,13,,no_z_member_in_component,9,-1,e1_ladder,1,,gt_3,,0.0,3,1
magic-niab,G1750,YLD,D_DEGEN,1.0,0,0,extensions_intractable,10,,,,,,,,,,,,,
magic-niab,G1750,YLD,A_TRUE,0.5,0,4,ok,4,13,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G1750,YLD,D_RAND,0.5,0,4,ok,6,13,,no_z_member_in_component,4,-1,e1_ladder,1,,gt_3,,0.0,3,1
magic-niab,G1750,YLD,D_RAND,0.5,1,4,ok,4,13,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,2,1
magic-niab,G1853,G43,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G1853,G43,D_RAND,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G1853,G43,D_RAND,1.0,1,8,optimal_empty,2,,,,,,,,,,,,,
magic-niab,G1853,G43,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1853,G43,A_TRUE,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G1853,G43,D_RAND,0.5,0,4,optimal_empty,5,,,,,,,,,,,,,
magic-niab,G1853,G43,D_RAND,0.5,1,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G1896,FUS,A_TRUE,1.0,0,8,ok,0,9,1,measured,10,1,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G1896,FUS,D_RAND,1.0,0,8,ok,1,8,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.125,3,0
magic-niab,G1896,FUS,D_RAND,1.0,1,8,ok,2,9,1,measured,8,1,local_up_fast,1,1,exact,1,0.125,3,1
magic-niab,G1896,FUS,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1896,FUS,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G1896,FUS,D_RAND,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G1896,FUS,D_RAND,0.5,1,4,not_amenable,5,,,,,,,,,,,,,
magic-niab,G1896,YR.FIELD,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G1896,YR.FIELD,D_RAND,1.0,0,8,ok,0,16,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,4,0
magic-niab,G1896,YR.FIELD,D_RAND,1.0,1,8,optimal_empty,2,,,,,,,,,,,,,
magic-niab,G1896,YR.FIELD,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G1896,YR.FIELD,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G1896,YR.FIELD,D_RAND,0.5,0,4,not_amenable,5,,,,,,,,,,,,,
magic-niab,G1896,YR.FIELD,D_RAND,0.5,1,4,not_amenable,5,,,,,,,,,,,,,
magic-niab,G2208,MIL,A_TRUE,1.0,0,8,ok,0,4,2,measured,10,2,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G2208,MIL,D_RAND,1.0,0,8,not_amenable,2,,,,,,,,,,,,,
magic-niab,G2208,MIL,D_RAND,1.0,1,8,ok,0,4,2,measured,10,2,local_up_fast,1,1,exact,1,0.125,1,1
magic-niab,G2208,MIL,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G2208,MIL,A_TRUE,0.5,0,4,ok,4,4,2,measured,6,2,local_up_fast,1,1,exact,1,0.25,0,1
magic-niab,G2208,MIL,D_RAND,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G2208,MIL,D_RAND,0.5,1,4,not_amenable,6,,,,,,,,,,,,,
magic-niab,G257,G1217,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G257,G1217,D_RAND,1.0,0,8,optimal_empty,1,,,,,,,,,,,,,
magic-niab,G257,G1217,D_RAND,1.0,1,8,optimal_empty,1,,,,,,,,,,,,,
magic-niab,G257,G1217,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G257,G1217,A_TRUE,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G257,G1217,D_RAND,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G257,G1217,D_RAND,0.5,1,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G257,YR.FIELD,A_TRUE,1.0,0,8,ok,0,22,1,measured,10,1,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G257,YR.FIELD,D_RAND,1.0,0,8,not_amenable,2,,,,,,,,,,,,,
magic-niab,G257,YR.FIELD,D_RAND,1.0,1,8,ok,0,22,1,measured,10,1,local_up_fast,1,1,exact,1,0.125,4,1
magic-niab,G257,YR.FIELD,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G257,YR.FIELD,A_TRUE,0.5,0,4,ok,4,22,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,0,1
magic-niab,G257,YR.FIELD,D_RAND,0.5,0,4,ok,4,22,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,1,1
magic-niab,G257,YR.FIELD,D_RAND,0.5,1,4,not_amenable,6,,,,,,,,,,,,,
magic-niab,G2835,G1800,A_TRUE,1.0,0,8,ok,0,3,,no_z_member_in_component,10,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G2835,G1800,D_RAND,1.0,0,8,ok,1,3,,no_z_member_in_component,9,-1,e1_ladder,1,,gt_3,,0.0,4,1
magic-niab,G2835,G1800,D_RAND,1.0,1,8,ok,2,3,,no_z_member_in_component,8,-1,e1_ladder,1,,gt_3,,0.0,4,1
magic-niab,G2835,G1800,D_DEGEN,1.0,0,0,extensions_intractable,10,,,,,,,,,,,,,
magic-niab,G2835,G1800,A_TRUE,0.5,0,4,ok,4,3,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G2835,G1800,D_RAND,0.5,0,4,ok,4,3,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,0,1
magic-niab,G2835,G1800,D_RAND,0.5,1,4,ok,4,3,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,2,1
magic-niab,G2835,YR.GLASS,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G2835,YR.GLASS,D_RAND,1.0,0,8,optimal_empty,1,,,,,,,,,,,,,
magic-niab,G2835,YR.GLASS,D_RAND,1.0,1,8,ok,0,7,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,4,0
magic-niab,G2835,YR.GLASS,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G2835,YR.GLASS,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G2835,YR.GLASS,D_RAND,0.5,0,4,not_amenable,6,,,,,,,,,,,,,
magic-niab,G2835,YR.GLASS,D_RAND,0.5,1,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G2953,HT,A_TRUE,1.0,0,8,ok,0,5,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G2953,HT,D_RAND,1.0,0,8,ok,1,5,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.125,4,1
magic-niab,G2953,HT,D_RAND,1.0,1,8,ok,2,5,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.125,6,1
magic-niab,G2953,HT,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G2953,HT,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G2953,HT,D_RAND,0.5,0,4,not_amenable,5,,,,,,,,,,,,,
magic-niab,G2953,HT,D_RAND,0.5,1,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G311,G43,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G311,G43,D_RAND,1.0,0,8,not_amenable,2,,,,,,,,,,,,,
magic-niab,G311,G43,D_RAND,1.0,1,8,not_amenable,2,,,,,,,,,,,,,
magic-niab,G311,G43,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G311,G43,A_TRUE,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
magic-niab,G311,G43,D_RAND,0.5,0,4,not_amenable,6,,,,,,,,,,,,,
magic-niab,G311,G43,D_RAND,0.5,1,4,not_amenable,6,,,,,,,,,,,,,
magic-niab,G383,G800,A_TRUE,1.0,0,8,optimal_empty,0,,,,,,,,,,,,,
magic-niab,G383,G800,D_RAND,1.0,0,8,optimal_empty,1,,,,,,,,,,,,,
magic-niab,G383,G800,D_RAND,1.0,1,8,optimal_empty,2,,,,,,,,,,,,,
magic-niab,G383,G800,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G383,G800,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G383,G800,D_RAND,0.5,0,4,not_amenable,5,,,,,,,,,,,,,
magic-niab,G383,G800,D_RAND,0.5,1,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G418,FUS,A_TRUE,1.0,0,8,ok,0,9,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,0,1
magic-niab,G418,FUS,D_RAND,1.0,0,8,ok,0,9,,no_z_member_in_component,10,2,local_up_fast,1,2,exact,2,0.0,4,1
magic-niab,G418,FUS,D_RAND,1.0,1,8,ok,1,9,,no_z_member_in_component,9,2,local_up_fast,1,2,exact,2,0.0,4,1
magic-niab,G418,FUS,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G418,FUS,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G418,FUS,D_RAND,0.5,0,4,ok,4,9,,no_z_member_in_component,6,2,local_up_fast,1,1,exact,1,0.25,3,1
magic-niab,G418,FUS,D_RAND,0.5,1,4,ok,5,9,,no_z_member_in_component,5,2,local_up_fast,1,1,exact,1,0.25,4,1
magic-niab,G418,YLD,A_TRUE,1.0,0,8,ok,0,21,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.25,0,1
magic-niab,G418,YLD,D_RAND,1.0,0,8,ok,0,18,,no_z_member_in_component,10,1,local_up_fast,1,1,exact,1,0.125,2,0
magic-niab,G418,YLD,D_RAND,1.0,1,8,ok,1,18,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.125,4,0
magic-niab,G418,YLD,D_DEGEN,1.0,0,0,not_amenable,10,,,,,,,,,,,,,
magic-niab,G418,YLD,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
magic-niab,G418,YLD,D_RAND,0.5,0,4,ok,4,22,1,measured,6,1,local_up_fast,1,1,exact,1,0.25,3,0
magic-niab,G418,YLD,D_RAND,0.5,1,4,not_amenable,5,,,,,,,,,,,,,
mediator,I,X,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
mediator,I,X,D_RAND,1.0,0,3,not_amenable,2,,,,,,,,,,,,,
mediator,I,X,D_RAND,1.0,1,3,ok,0,1,1,measured,5,1,local_up_fast,1,1,exact,1,0.6667,1,0
mediator,I,X,D_DEGEN,1.0,0,0,not_amenable,5,,,,,,,,,,,,,
mediator,I,X,A_TRUE,0.5,0,2,not_amenable,1,,,,,,,,,,,,,
mediator,I,X,D_RAND,0.5,0,2,optimal_empty,0,,,,,,,,,,,,,
mediator,I,X,D_RAND,0.5,1,2,optimal_empty,0,,,,,,,,,,,,,
mediator,I,Y,A_TRUE,1.0,0,3,ok,0,1,1,measured,5,1,local_up_fast,1,1,exact,1,0.3333,0,1
mediator,I,Y,D_RAND,1.0,0,3,ok,0,1,1,measured,5,1,local_up_fast,1,1,exact,1,0.3333,0,1
mediator,I,Y,D_RAND,1.0,1,3,ok,0,1,1,measured,5,2,local_up_fast,1,1,exact,1,0.3333,1,1
mediator,I,Y,D_DEGEN,1.0,0,0,not_amenable,5,,,,,,,,,,,,,
mediator,I,Y,A_TRUE,0.5,0,2,not_amenable,1,,,,,,,,,,,,,
mediator,I,Y,D_RAND,0.5,0,2,ok,0,1,1,measured,5,2,local_up_fast,1,1,exact,1,1.0,1,1
mediator,I,Y,D_RAND,0.5,1,2,not_amenable,3,,,,,,,,,,,,,
mediator,I,Z,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
mediator,I,Z,D_RAND,1.0,0,3,ok,2,1,1,measured,3,1,local_up_fast,1,1,exact,1,0.6667,2,0
mediator,I,Z,D_RAND,1.0,1,3,ok,2,1,1,measured,3,1,local_up_fast,1,1,exact,1,0.6667,2,0
mediator,I,Z,D_DEGEN,1.0,0,0,not_amenable,5,,,,,,,,,,,,,
mediator,I,Z,A_TRUE,0.5,0,2,optimal_empty,1,,,,,,,,,,,,,
mediator,I,Z,D_RAND,0.5,0,2,optimal_empty,0,,,,,,,,,,,,,
mediator,I,Z,D_RAND,0.5,1,2,optimal_empty,0,,,,,,,,,,,,,
mediator,X,I,A_TRUE,1.0,0,3,ok,0,1,1,measured,5,1,local_up_fast,1,1,exact,1,0.6667,0,1
mediator,X,I,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
